language,pole,phoneme,z,count,p_perm,q_fdr,significant
English,中卦-static,ə͡ʊ,0.41,6,0.7264,0.9837,False
English,乾卦-static,ŋ,0.34,5,0.7264,0.9837,False
English,震卦-dynamic,ʃ,0.279,6,0.7313,0.9858,False
English,坤卦-dynamic,ɡ,0.19,12,0.7313,0.9858,False
English,艮卦-dynamic,k,0.17,61,0.7313,0.9858,False
English,兌卦-static,s,0.629,9,0.7711,0.9861,False
English,巽卦-static,ɔ,0.576,3,0.7711,0.9861,False
English,巽卦-static,i,0.57,7,0.7463,0.9861,False
English,巽卦-static,p,0.569,7,0.7413,0.9861,False
English,兌卦-static,ɹ,0.568,7,0.7761,0.9861,False
English,兌卦-static,ə,0.529,8,0.7662,0.9861,False
English,離卦-static,m,0.51,9,0.7413,0.9861,False
English,中卦-dynamic,p,-0.404,3,0.7612,0.9861,False
English,離卦-static,e͡ɪ,-0.4,3,0.7761,0.9861,False
English,中卦-static,a,-0.351,7,0.7612,0.9861,False
English,中卦-static,l,-0.335,13,0.7562,0.9861,False
English,離卦-static,v,0.297,3,0.7662,0.9861,False
English,乾卦-static,l,-0.26,23,0.7512,0.9861,False
English,坤卦-static,a,0.244,12,0.7413,0.9861,False
English,震卦-dynamic,ə͡ʊ,-0.243,7,0.7562,0.9861,False
English,震卦-static,ɹ,-0.185,50,0.7363,0.9861,False
English,艮卦-static,θ,0.183,6,0.7463,0.9861,False
English,坤卦-static,a͡ɪ,-0.179,5,0.7711,0.9861,False
English,艮卦-dynamic,ɛ,-0.172,31,0.7662,0.9861,False
English,震卦-dynamic,b,-0.166,10,0.7761,0.9861,False
English,艮卦-dynamic,z,0.155,13,0.7761,0.9861,False
English,艮卦-dynamic,u,-0.148,16,0.7413,0.9861,False
English,艮卦-dynamic,ʊ,0.141,4,0.7711,0.9861,False
English,巽卦-dynamic,p,-0.506,3,0.791,0.9877,False
English,巽卦-static,b,-0.402,3,0.791,0.9877,False
English,坎卦-dynamic,n,0.211,27,0.7811,0.9877,False
English,坤卦-dynamic,ɑ,-0.181,4,0.7811,0.9877,False
English,艮卦-static,ɡ,-0.144,11,0.7861,0.9877,False
English,離卦-static,a͡ɪ,0.425,4,0.796,0.9896,False
English,乾卦-dynamic,i,-0.369,4,0.796,0.9896,False
English,乾卦-dynamic,k,-0.296,6,0.8109,0.9938,False
English,離卦-static,f,-0.292,4,0.8109,0.9938,False
English,中卦-static,s,-0.237,20,0.8109,0.9938,False
English,乾卦-static,b,0.2,13,0.806,0.9938,False
English,坎卦-static,t,0.179,54,0.8109,0.9938,False
English,震卦-dynamic,d͡ʒ,0.178,6,0.8109,0.9938,False
English,艮卦-dynamic,ə͡ʊ,0.117,21,0.801,0.9938,False
English,離卦-static,t,0.279,17,0.8209,0.9975,False
English,坎卦-dynamic,u,-0.205,5,0.8159,0.9975,False
English,震卦-dynamic,n,0.14,32,0.8209,0.9975,False
English,艮卦-static,ɔ,-0.106,12,0.8209,0.9975,False
English,巽卦-static,l,-0.358,7,0.8259,0.9994,False
English,巽卦-static,ɪ,-0.403,10,0.8308,0.9997,False
English,中卦-dynamic,k,-0.4,4,0.8507,0.9997,False
English,乾卦-dynamic,ɒ,0.344,3,0.9502,0.9997,False
English,巽卦-dynamic,a,0.328,3,0.8507,0.9997,False
English,巽卦-static,d,-0.288,5,0.8607,0.9997,False
English,兌卦-static,n,0.278,8,0.8955,0.9997,False
English,巽卦-static,ɛ,0.274,5,0.9104,0.9997,False
English,中卦-static,d͡ʒ,0.264,4,0.8507,0.9997,False
English,巽卦-static,t,-0.245,11,0.8955,0.9997,False
English,坎卦-dynamic,d͡ʒ,0.193,5,0.8408,0.9997,False
English,離卦-static,ə͡ʊ,0.189,4,0.9005,0.9997,False
English,巽卦-static,s,-0.182,11,0.8557,0.9997,False
English,震卦-dynamic,ʌ,-0.176,8,0.8458,0.9997,False
English,中卦-dynamic,s,0.164,7,0.9204,0.9997,False
English,中卦-static,ɒ,0.153,6,0.8905,0.9997,False
English,坤卦-dynamic,ʌ,-0.149,14,0.8308,0.9997,False
English,乾卦-static,a,-0.147,13,0.8806,0.9997,False
English,坎卦-dynamic,ə͡ʊ,0.145,7,0.8607,0.9997,False
English,乾卦-dynamic,s,0.133,10,0.9303,0.9997,False
English,坤卦-static,ŋ,-0.129,3,0.8756,0.9997,False
English,離卦-dynamic,ŋ,-0.127,8,0.8308,0.9997,False
English,巽卦-static,ə,0.126,10,0.9154,0.9997,False
English,離卦-dynamic,f,-0.126,22,0.8358,0.9997,False
English,震卦-dynamic,ɔ,0.125,7,0.8358,0.9997,False
English,離卦-dynamic,a͡ʊ,-0.123,4,0.8507,0.9997,False
English,兌卦-dynamic,p,-0.123,16,0.8856,0.9997,False
English,坎卦-static,ə͡l,0.121,8,0.8458,0.9997,False
English,坤卦-dynamic,ŋ,-0.112,6,0.8607,0.9997,False
English,乾卦-static,t,-0.112,36,0.8507,0.9997,False
English,坎卦-static,ɹ,-0.103,35,0.8756,0.9997,False
English,坤卦-dynamic,ə͡ʊ,-0.101,13,0.8507,0.9997,False
English,艮卦-dynamic,b,-0.1,26,0.8557,0.9997,False
English,巽卦-static,ɹ,-0.099,8,0.9403,0.9997,False
English,乾卦-dynamic,m,0.099,5,0.9552,0.9997,False
English,坤卦-dynamic,l,-0.096,39,0.8657,0.9997,False
English,艮卦-dynamic,ð,-0.096,4,0.8358,0.9997,False
English,艮卦-static,a,-0.092,24,0.8408,0.9997,False
English,艮卦-static,ʌ,0.091,18,0.8358,0.9997,False
English,震卦-dynamic,m,0.088,17,0.9154,0.9997,False
English,艮卦-dynamic,l,-0.086,57,0.8706,0.9997,False
English,兌卦-dynamic,a,-0.086,12,0.8657,0.9997,False
English,坎卦-dynamic,s,-0.078,27,0.9303,0.9997,False
English,兌卦-dynamic,ə͡l,0.072,5,0.9154,0.9997,False
English,坤卦-dynamic,t,0.067,60,0.9154,0.9997,False
English,中卦-static,i,-0.067,10,0.9552,0.9997,False
English,坤卦-static,v,0.065,5,0.9552,0.9997,False
English,離卦-dynamic,e͡ɪ,0.064,21,0.9005,0.9997,False
English,乾卦-static,ɡ,0.064,7,0.9701,0.9997,False
English,中卦-dynamic,ɪ,0.062,7,0.9701,0.9997,False
English,震卦-static,a͡ɪ,-0.061,14,0.8756,0.9997,False
English,艮卦-static,b,0.058,22,0.9005,0.9997,False
English,震卦-static,ʌ,0.051,20,0.9204,0.9997,False
English,兌卦-dynamic,ʃ,0.051,5,0.9353,0.9997,False
English,震卦-static,ə͡ʊ,0.046,18,0.9104,0.9997,False
English,坤卦-dynamic,ɒ,-0.044,15,0.9453,0.9997,False
English,乾卦-static,ɪ,0.041,37,0.9652,0.9997,False
English,震卦-dynamic,i,-0.04,16,0.9751,0.9997,False
English,艮卦-dynamic,ɔ,-0.039,16,0.9453,0.9997,False
English,巽卦-static,ɒ,-0.039,3,0.9652,0.9997,False
English,艮卦-dynamic,θ,-0.034,6,0.9502,0.9997,False
English,坎卦-dynamic,ɡ,-0.034,5,0.9751,0.9997,False
English,震卦-dynamic,j,0.032,4,0.9652,0.9997,False
English,離卦-static,ə,0.032,13,0.99,0.9997,False
English,離卦-dynamic,ð,-0.03,4,0.9403,0.9997,False
English,坎卦-static,j,0.026,6,0.9751,0.9997,False
English,坎卦-dynamic,ɛ,0.025,11,0.995,0.9997,False
English,離卦-dynamic,m,-0.025,38,0.9602,0.9997,False
English,兌卦-dynamic,m,-0.025,16,0.9652,0.9997,False
English,坤卦-static,p,0.023,15,0.9851,0.9997,False
English,坎卦-static,ɛ,0.014,20,0.9801,0.9997,False
English,坎卦-dynamic,h,0.012,3,0.995,0.9997,False
English,乾卦-dynamic,t,-0.008,10,0.9851,0.9997,False
English,震卦-static,u,-0.003,16,0.995,0.9997,False
English,離卦-static,ɔ,-0.011,3,1.0,1.0,False
English,巽卦-dynamic,l,0.01,5,1.0,1.0,False
English,坎卦-static,a͡ʊ,-0.001,3,1.0,1.0,False
Finnish,巽卦-dynamic,u͡o,3.706,5,0.005,0.2687,False
Finnish,坤卦-static,æ͡y,3.583,7,0.005,0.2687,False
Finnish,坤卦-dynamic,æ͡i,3.541,20,0.005,0.2687,False
Finnish,離卦-dynamic,o͡i,2.937,25,0.005,0.2687,False
Finnish,震卦-dynamic,y͡ø,2.925,4,0.005,0.2687,False
Finnish,坤卦-static,ø,2.887,9,0.005,0.2687,False
Finnish,中卦-dynamic,s,2.874,28,0.005,0.2687,False
Finnish,艮卦-dynamic,o͡u,2.785,9,0.005,0.2687,False
Finnish,艮卦-static,e͡u,2.719,8,0.005,0.2687,False
Finnish,兌卦-dynamic,t,2.306,146,0.005,0.2687,False
Finnish,兌卦-dynamic,a,2.154,180,0.005,0.2687,False
Finnish,艮卦-dynamic,a͡u,1.733,18,0.005,0.2687,False
Finnish,兌卦-dynamic,ɪ,-1.715,22,0.005,0.2687,False
Finnish,坤卦-dynamic,n,1.411,175,0.005,0.2687,False
Finnish,坤卦-static,u͡i,2.374,4,0.01,0.3134,False
Finnish,震卦-dynamic,j,2.349,24,0.01,0.3134,False
Finnish,震卦-dynamic,i,-2.032,5,0.01,0.3134,False
Finnish,坤卦-static,u,-1.923,8,0.01,0.3134,False
Finnish,坤卦-static,a͡i,1.832,14,0.01,0.3134,False
Finnish,艮卦-dynamic,u,1.746,94,0.01,0.3134,False
Finnish,艮卦-static,p,1.682,63,0.01,0.3134,False
Finnish,坎卦-static,ɪ,1.553,99,0.01,0.3134,False
Finnish,艮卦-dynamic,k,1.323,130,0.01,0.3134,False
Finnish,坤卦-dynamic,a͡i,0.994,25,0.01,0.3134,False
Finnish,中卦-static,y,3.068,9,0.0149,0.4179,False
Finnish,離卦-dynamic,j,1.725,39,0.0149,0.4179,False
Finnish,坤卦-dynamic,e,1.361,147,0.0149,0.4179,False
Finnish,震卦-dynamic,ɡ,3.034,3,0.0199,0.4425,False
Finnish,坎卦-static,ŋ,2.209,19,0.0199,0.4425,False
Finnish,坤卦-static,i͡e,1.952,7,0.0199,0.4425,False
Finnish,震卦-dynamic,k,-1.784,24,0.0199,0.4425,False
Finnish,兌卦-dynamic,æ,1.525,60,0.0199,0.4425,False
Finnish,坎卦-static,æ,-1.383,20,0.0199,0.4425,False
Finnish,離卦-static,l,2.809,19,0.0249,0.4701,False
Finnish,艮卦-dynamic,ɪ,-1.311,43,0.0249,0.4701,False
Finnish,坎卦-static,o,1.251,58,0.0249,0.4701,False
Finnish,艮卦-static,s,-1.193,57,0.0249,0.4701,False
Finnish,坎卦-static,b,1.785,3,0.0299,0.5015,False
Finnish,震卦-dynamic,n,1.619,69,0.0299,0.5015,False
Finnish,離卦-dynamic,t,1.373,154,0.0299,0.5015,False
Finnish,坎卦-static,o͡i,1.359,12,0.0299,0.5015,False
Finnish,艮卦-dynamic,m,-1.162,27,0.0299,0.5015,False
Finnish,離卦-static,r,2.473,15,0.0348,0.5266,False
Finnish,中卦-static,s,2.113,26,0.0348,0.5266,False
Finnish,坎卦-dynamic,p,1.766,19,0.0348,0.5266,False
Finnish,艮卦-dynamic,d,1.251,18,0.0348,0.5266,False
Finnish,兌卦-dynamic,o͡i,1.191,10,0.0348,0.5266,False
Finnish,中卦-dynamic,k,2.249,23,0.0448,0.5289,False
Finnish,坎卦-dynamic,ŋ,1.999,6,0.0448,0.5289,False
Finnish,坎卦-dynamic,æ,1.816,24,0.0448,0.5289,False
Finnish,乾卦-static,æ,-1.802,5,0.0398,0.5289,False
Finnish,震卦-dynamic,e͡u,1.786,3,0.0398,0.5289,False
Finnish,坤卦-static,v,1.483,31,0.0398,0.5289,False
Finnish,震卦-static,u͡i,1.456,5,0.0448,0.5289,False
Finnish,艮卦-dynamic,y͡ø,1.436,5,0.0448,0.5289,False
Finnish,坎卦-static,h,-1.126,16,0.0398,0.5289,False
Finnish,坎卦-static,a͡i,1.069,16,0.0448,0.5289,False
Finnish,離卦-dynamic,a,1.046,190,0.0448,0.5289,False
Finnish,震卦-static,y͡ø,1.218,4,0.0498,0.5531,False
Finnish,離卦-dynamic,n,-1.148,35,0.0498,0.5531,False
Finnish,坤卦-dynamic,e͡i,1.11,14,0.0498,0.5531,False
Finnish,兌卦-dynamic,i,-1.136,17,0.0547,0.5827,False
Finnish,兌卦-dynamic,k,-1.122,48,0.0547,0.5827,False
Finnish,艮卦-dynamic,s,-0.949,71,0.0547,0.5827,False
Finnish,巽卦-static,ɪ,2.243,19,0.0597,0.5939,False
Finnish,離卦-dynamic,u,-1.04,32,0.0597,0.5939,False
Finnish,震卦-static,p,0.952,50,0.0597,0.5939,False
Finnish,震卦-static,d,0.921,14,0.0597,0.5939,False
Finnish,中卦-static,h,2.052,13,0.0647,0.6189,False
Finnish,坎卦-static,t,-0.996,49,0.0647,0.6189,False
Finnish,離卦-dynamic,k,-1.038,65,0.0697,0.6501,False
Finnish,坎卦-dynamic,h,1.537,19,0.0796,0.6541,False
Finnish,震卦-dynamic,r,-1.296,13,0.0796,0.6541,False
Finnish,震卦-dynamic,o,1.264,35,0.0796,0.6541,False
Finnish,兌卦-dynamic,d,1.107,12,0.0796,0.6541,False
Finnish,兌卦-dynamic,o,-1.035,21,0.0746,0.6541,False
Finnish,離卦-dynamic,m,-1.023,28,0.0746,0.6541,False
Finnish,坤卦-dynamic,a,-0.821,152,0.0746,0.6541,False
Finnish,坎卦-dynamic,o,-1.394,6,0.0846,0.6573,False
Finnish,坤卦-static,j,1.124,17,0.0846,0.6573,False
Finnish,震卦-dynamic,d,1.117,8,0.0896,0.6573,False
Finnish,艮卦-dynamic,æ͡i,1.028,6,0.0896,0.6573,False
Finnish,離卦-dynamic,æ,1.008,69,0.0896,0.6573,False
Finnish,兌卦-dynamic,e,-0.953,41,0.0896,0.6573,False
Finnish,震卦-static,k,0.881,106,0.0896,0.6573,False
Finnish,坤卦-dynamic,m,-0.852,43,0.0846,0.6573,False
Finnish,坤卦-dynamic,i,-0.782,37,0.0896,0.6573,False
Finnish,艮卦-static,l,0.94,99,0.0945,0.6679,False
Finnish,兌卦-dynamic,r,-0.895,27,0.0945,0.6679,False
Finnish,坤卦-dynamic,d,-0.753,5,0.0945,0.6679,False
Finnish,兌卦-dynamic,n,-0.992,31,0.0995,0.6716,False
Finnish,艮卦-static,m,0.868,66,0.1045,0.6868,False
Finnish,艮卦-static,n,-0.804,46,0.1045,0.6868,False
Finnish,震卦-dynamic,v,-1.188,9,0.1095,0.7012,False
Finnish,乾卦-dynamic,v,2.4,6,0.1343,0.7021,False
Finnish,巽卦-dynamic,h,2.294,7,0.1294,0.7021,False
Finnish,中卦-static,a,-1.821,12,0.1144,0.7021,False
Finnish,中卦-dynamic,e,1.76,19,0.1244,0.7021,False
Finnish,巽卦-static,t,-1.727,4,0.1393,0.7021,False
Finnish,坎卦-dynamic,i͡e,1.424,3,0.1294,0.7021,False
Finnish,坎卦-dynamic,a͡i,1.313,6,0.1194,0.7021,False
Finnish,乾卦-static,ø,1.311,3,0.1244,0.7021,False
Finnish,坎卦-static,l,0.934,86,0.1294,0.7021,False
Finnish,艮卦-static,o,0.927,61,0.1194,0.7021,False
Finnish,艮卦-dynamic,e,-0.837,61,0.1294,0.7021,False
Finnish,震卦-static,a͡i,-0.837,3,0.1244,0.7021,False
Finnish,震卦-static,e,-0.812,55,0.1244,0.7021,False
Finnish,震卦-static,n,-0.799,46,0.1393,0.7021,False
Finnish,震卦-static,ø,0.792,7,0.1294,0.7021,False
Finnish,坤卦-dynamic,u͡i,0.783,5,0.1294,0.7021,False
Finnish,艮卦-dynamic,h,-0.738,28,0.1294,0.7021,False
Finnish,艮卦-static,k,0.729,103,0.1244,0.7021,False
Finnish,乾卦-static,m,1.236,24,0.1443,0.7037,False
Finnish,坤卦-dynamic,k,0.705,144,0.1443,0.7037,False
Finnish,艮卦-static,æ,-0.671,36,0.1443,0.7037,False
Finnish,中卦-dynamic,a,-1.573,13,0.1542,0.7153,False
Finnish,兌卦-dynamic,æ͡y,0.822,3,0.1542,0.7153,False
Finnish,震卦-static,o,0.77,58,0.1542,0.7153,False
Finnish,震卦-static,s,-0.74,69,0.1542,0.7153,False
Finnish,艮卦-dynamic,p,0.695,51,0.1493,0.7153,False
Finnish,坎卦-static,a,-0.824,94,0.1592,0.7294,False
Finnish,坎卦-dynamic,e,-1.152,14,0.1642,0.7344,False
Finnish,坤卦-static,i,0.916,28,0.1642,0.7344,False
Finnish,中卦-dynamic,n,1.779,23,0.1692,0.7349,False
Finnish,坎卦-dynamic,u,1.245,22,0.1692,0.7349,False
Finnish,離卦-dynamic,e,-0.69,60,0.1692,0.7349,False
Finnish,坤卦-dynamic,t,-0.616,100,0.1741,0.7396,False
Finnish,中卦-static,r,-1.634,3,0.1791,0.744,False
Finnish,坤卦-static,p,-0.911,10,0.1791,0.744,False
Finnish,坎卦-static,e͡i,0.686,7,0.1791,0.744,False
Finnish,兌卦-dynamic,v,-0.691,19,0.1841,0.7563,False
Finnish,乾卦-dynamic,u,2.02,8,0.194,0.7802,False
Finnish,艮卦-dynamic,a,0.694,189,0.194,0.7802,False
Finnish,震卦-dynamic,u,-0.858,18,0.199,0.7877,False
Finnish,坤卦-static,ɪ,-0.776,30,0.199,0.7877,False
Finnish,坤卦-dynamic,ɪ,-0.666,78,0.199,0.7877,False
Finnish,震卦-static,i͡e,0.629,7,0.204,0.8032,False
Finnish,中卦-static,i,-1.482,3,0.2239,0.8421,False
Finnish,中卦-static,d,1.379,3,0.2189,0.8421,False
Finnish,坎卦-dynamic,v,-1.205,5,0.2239,0.8421,False
Finnish,坎卦-dynamic,e͡i,1.158,3,0.2239,0.8421,False
Finnish,離卦-dynamic,y͡ø,0.692,3,0.2239,0.8421,False
Finnish,巽卦-static,v,1.568,8,0.2289,0.844,False
Finnish,坤卦-static,y,0.817,15,0.2289,0.844,False
Finnish,坤卦-dynamic,o͡u,0.58,4,0.2289,0.844,False
Finnish,兌卦-static,m,2.234,6,0.2388,0.8638,False
Finnish,坤卦-dynamic,i͡e,-0.606,3,0.2388,0.8638,False
Finnish,震卦-static,ɪ,0.624,89,0.2438,0.8776,False
Finnish,坤卦-dynamic,r,-0.566,59,0.2488,0.8913,False
Finnish,乾卦-static,a͡i,1.07,6,0.2537,0.8964,False
Finnish,兌卦-dynamic,j,-0.663,5,0.2537,0.8964,False
Finnish,中卦-dynamic,l,-1.462,7,0.2687,0.9027,False
Finnish,中卦-dynamic,ɪ,1.319,18,0.2587,0.9027,False
Finnish,乾卦-static,n,1.012,36,0.2687,0.9027,False
Finnish,震卦-dynamic,m,-0.852,16,0.2687,0.9027,False
Finnish,震卦-dynamic,æ,0.811,33,0.2587,0.9027,False
Finnish,兌卦-dynamic,m,-0.612,28,0.2637,0.9027,False
Finnish,坎卦-static,i͡e,0.596,6,0.2637,0.9027,False
Finnish,艮卦-dynamic,æ,-0.581,42,0.2687,0.9027,False
Finnish,艮卦-dynamic,v,-0.556,29,0.2637,0.9027,False
Finnish,坎卦-static,y,-0.649,9,0.2786,0.9118,False
Finnish,乾卦-static,o,0.945,20,0.2886,0.9323,False
Finnish,坤卦-static,m,-0.634,20,0.2935,0.9363,False
Finnish,震卦-static,h,-0.564,28,0.2935,0.9363,False
Finnish,乾卦-dynamic,e,1.682,10,0.2985,0.9366,False
Finnish,巽卦-dynamic,a,1.439,18,0.3085,0.9366,False
Finnish,巽卦-static,o,1.408,10,0.2985,0.9366,False
Finnish,巽卦-static,i,1.397,8,0.3134,0.9366,False
Finnish,中卦-static,o,-1.267,4,0.3035,0.9366,False
Finnish,乾卦-static,j,0.956,9,0.3134,0.9366,False
Finnish,坎卦-static,v,-0.607,22,0.3085,0.9366,False
Finnish,艮卦-dynamic,a͡i,0.567,16,0.3035,0.9366,False
Finnish,兌卦-dynamic,a͡i,0.519,11,0.3134,0.9366,False
Finnish,艮卦-dynamic,u͡o,-0.517,3,0.3035,0.9366,False
Finnish,震卦-static,e͡i,0.461,7,0.3134,0.9366,False
Finnish,震卦-static,j,0.46,21,0.3134,0.9366,False
Finnish,巽卦-dynamic,t,1.535,14,0.3184,0.944,False
Finnish,坎卦-static,r,0.536,59,0.3184,0.944,False
Finnish,中卦-static,m,1.227,13,0.3234,0.9513,False
Finnish,中卦-dynamic,o,-1.191,4,0.3234,0.9513,False
Finnish,巽卦-dynamic,r,1.425,8,0.3333,0.9545,False
Finnish,乾卦-dynamic,i,1.425,5,0.3333,0.9545,False
Finnish,中卦-dynamic,r,-1.081,5,0.3333,0.9545,False
Finnish,艮卦-dynamic,j,-0.532,9,0.3333,0.9545,False
Finnish,艮卦-dynamic,y,0.459,25,0.3333,0.9545,False
Finnish,巽卦-static,s,-1.247,8,0.3383,0.9579,False
Finnish,艮卦-static,t,-0.492,76,0.3383,0.9579,False
Finnish,巽卦-dynamic,i,1.387,5,0.3483,0.9715,False
Finnish,艮卦-dynamic,e͡i,0.492,8,0.3483,0.9715,False
Finnish,巽卦-dynamic,l,-1.358,4,0.4328,0.9748,False
Finnish,乾卦-dynamic,l,-1.34,4,0.4129,0.9748,False
Finnish,乾卦-dynamic,a,-1.283,8,0.4378,0.9748,False
Finnish,離卦-static,o,-1.263,3,0.403,0.9748,False
Finnish,兌卦-static,t,-1.233,3,0.607,0.9748,False
Finnish,離卦-static,i,1.196,7,0.3731,0.9748,False
Finnish,巽卦-static,æ,-1.121,4,0.4129,0.9748,False
Finnish,巽卦-static,e,-1.104,7,0.3781,0.9748,False
Finnish,中卦-static,l,-1.086,9,0.3731,0.9748,False
Finnish,離卦-static,e,1.078,13,0.393,0.9748,False
Finnish,離卦-static,n,-1.037,5,0.4677,0.9748,False
Finnish,巽卦-static,m,1.034,10,0.5025,0.9748,False
Finnish,乾卦-dynamic,r,0.983,7,0.602,0.9748,False
Finnish,中卦-static,e,0.982,17,0.403,0.9748,False
Finnish,離卦-static,m,0.963,9,0.4925,0.9748,False
Finnish,兌卦-static,v,0.959,3,0.597,0.9748,False
Finnish,巽卦-dynamic,u,-0.919,3,0.5771,0.9748,False
Finnish,乾卦-dynamic,k,-0.849,6,0.597,0.9748,False
Finnish,中卦-static,ɪ,-0.844,9,0.4328,0.9748,False
Finnish,巽卦-static,u,-0.842,5,0.5522,0.9748,False
Finnish,乾卦-static,k,-0.834,22,0.3682,0.9748,False
Finnish,中卦-static,k,-0.822,12,0.4378,0.9748,False
Finnish,中卦-dynamic,u,-0.781,6,0.5522,0.9748,False
Finnish,坎卦-dynamic,n,-0.762,14,0.3781,0.9748,False
Finnish,中卦-dynamic,t,-0.754,11,0.5124,0.9748,False
Finnish,乾卦-static,u,0.708,21,0.4627,0.9748,False
Finnish,中卦-dynamic,v,-0.705,4,0.5871,0.9748,False
Finnish,坎卦-dynamic,m,-0.69,10,0.4677,0.9748,False
Finnish,乾卦-static,p,-0.687,7,0.4925,0.9748,False
Finnish,離卦-static,u,-0.683,5,0.6219,0.9748,False
Finnish,離卦-static,æ,0.664,8,0.6318,0.9748,False
Finnish,巽卦-static,n,0.64,14,0.5572,0.9748,False
Finnish,震卦-dynamic,e,0.628,46,0.408,0.9748,False
Finnish,巽卦-static,a,0.626,24,0.5871,0.9748,False
Finnish,坎卦-dynamic,r,-0.62,12,0.4876,0.9748,False
Finnish,坎卦-dynamic,t,0.603,35,0.4527,0.9748,False
Finnish,震卦-dynamic,e͡i,0.597,4,0.4129,0.9748,False
Finnish,坎卦-dynamic,ɪ,-0.582,17,0.4826,0.9748,False
Finnish,巽卦-static,l,0.573,13,0.6219,0.9748,False
Finnish,坎卦-static,m,-0.551,32,0.3731,0.9748,False
Finnish,艮卦-dynamic,e͡u,0.53,3,0.3632,0.9748,False
Finnish,離卦-dynamic,d,0.528,12,0.3632,0.9748,False
Finnish,震卦-dynamic,a,0.523,85,0.4876,0.9748,False
Finnish,震卦-dynamic,ɪ,-0.522,31,0.5174,0.9748,False
Finnish,離卦-dynamic,l,0.516,92,0.3532,0.9748,False
Finnish,乾卦-static,l,-0.515,21,0.5771,0.9748,False
Finnish,坎卦-static,p,0.514,37,0.403,0.9748,False
Finnish,震卦-static,ø͡y,0.5,3,0.4975,0.9748,False
Finnish,兌卦-dynamic,u͡o,0.487,12,0.4378,0.9748,False
Finnish,離卦-dynamic,ŋ,-0.478,3,0.393,0.9748,False
Finnish,離卦-dynamic,h,-0.457,31,0.3532,0.9748,False
Finnish,坎卦-static,k,0.446,84,0.4378,0.9748,False
Finnish,乾卦-static,v,-0.441,9,0.607,0.9748,False
Finnish,艮卦-static,i,-0.433,31,0.3881,0.9748,False
Finnish,坎卦-static,s,0.433,88,0.4279,0.9748,False
Finnish,震卦-static,y,0.43,22,0.4179,0.9748,False
Finnish,震卦-static,i,-0.423,31,0.403,0.9748,False
Finnish,震卦-dynamic,o͡i,0.423,4,0.4428,0.9748,False
Finnish,離卦-dynamic,p,-0.423,27,0.3881,0.9748,False
Finnish,坤卦-static,r,-0.412,26,0.5622,0.9748,False
Finnish,艮卦-dynamic,r,-0.407,51,0.4527,0.9748,False
Finnish,艮卦-dynamic,i,-0.406,35,0.4577,0.9748,False
Finnish,震卦-dynamic,t,0.401,58,0.592,0.9748,False
Finnish,艮卦-dynamic,ø͡y,0.394,3,0.4577,0.9748,False
Finnish,兌卦-dynamic,u,0.394,46,0.4776,0.9748,False
Finnish,坤卦-static,t,0.391,63,0.5124,0.9748,False
Finnish,艮卦-static,u͡o,0.389,14,0.4478,0.9748,False
Finnish,艮卦-dynamic,t,0.385,123,0.4726,0.9748,False
Finnish,艮卦-static,j,-0.384,10,0.4677,0.9748,False
Finnish,艮卦-dynamic,u͡i,0.383,3,0.4876,0.9748,False
Finnish,艮卦-static,v,0.379,39,0.4527,0.9748,False
Finnish,坤卦-dynamic,j,0.371,28,0.4328,0.9748,False
Finnish,坎卦-dynamic,k,-0.368,23,0.6318,0.9748,False
Finnish,坤卦-static,ŋ,0.355,5,0.6219,0.9748,False
Finnish,離卦-dynamic,u͡o,-0.345,5,0.5622,0.9748,False
Finnish,艮卦-static,ɪ,0.343,82,0.4975,0.9748,False
Finnish,艮卦-static,h,-0.339,32,0.5174,0.9748,False
Finnish,坤卦-static,æ,0.333,31,0.6169,0.9748,False
Finnish,震卦-static,æ,-0.333,42,0.5174,0.9748,False
Finnish,坤卦-dynamic,y͡ø,0.332,3,0.4677,0.9748,False
Finnish,坤卦-static,k,-0.331,45,0.6219,0.9748,False
Finnish,艮卦-static,i͡u,0.326,4,0.5672,0.9748,False
Finnish,離卦-dynamic,æ͡i,0.324,3,0.4876,0.9748,False
Finnish,離卦-dynamic,i͡e,0.319,6,0.607,0.9748,False
Finnish,坤卦-dynamic,u,0.318,80,0.5473,0.9748,False
Finnish,艮卦-static,y,-0.313,14,0.4726,0.9748,False
Finnish,坤卦-static,u͡o,-0.311,3,0.5423,0.9748,False
Finnish,坎卦-static,e,-0.308,58,0.5771,0.9748,False
Finnish,坤卦-dynamic,s,-0.305,114,0.5323,0.9748,False
Finnish,離卦-dynamic,s,-0.302,84,0.5274,0.9748,False
Finnish,艮卦-static,e,-0.293,67,0.5274,0.9748,False
Finnish,震卦-static,m,-0.289,42,0.5622,0.9748,False
Finnish,艮卦-static,r,0.288,62,0.597,0.9748,False
Finnish,坤卦-dynamic,o,0.287,70,0.4826,0.9748,False
Finnish,艮卦-dynamic,l,0.282,93,0.5672,0.9748,False
Finnish,震卦-static,l,0.282,83,0.5025,0.9748,False
Finnish,震卦-static,u͡o,0.233,12,0.6119,0.9748,False
Finnish,坤卦-dynamic,y,0.231,28,0.5821,0.9748,False
Finnish,兌卦-static,e,-1.171,3,0.6667,0.9772,False
Finnish,兌卦-static,k,1.029,7,0.6667,0.9772,False
Finnish,兌卦-static,o,1.027,4,0.7114,0.9772,False
Finnish,兌卦-static,r,0.989,5,0.6667,0.9772,False
