language,pole,phoneme,z,count,p_perm,q_fdr,significant
Arabic,SMOOTH,ʕ,0.016,3,0.99,1.0,False
Chinese,FAST,t,3.218,5,0.0249,1.0,False
Chinese,SMOOTH,ɻ,3.182,4,0.0199,1.0,False
Chinese,SMOOTH,y,3.084,3,0.0448,1.0,False
Chinese,SLOW,ʊ,2.542,5,0.0249,1.0,False
Chinese,FAST,ɪ,2.431,3,0.0547,1.0,False
Chinese,FAST,t͡ɕ,2.416,3,0.0846,1.0,False
Chinese,SLOW,ɔ,2.135,3,0.1244,1.0,False
Chinese,SMOOTH,t͡ɕ,2.043,3,0.1244,1.0,False
Chinese,SMOOTH,ɑ,1.875,8,0.0796,1.0,False
Chinese,ROUND,i,1.601,3,0.1642,1.0,False
Chinese,FAST,ʂ,1.563,3,0.1542,1.0,False
Chinese,SMOOTH,ʈ͡ʂ,1.518,3,0.2438,1.0,False
Chinese,SMOOTH,a,1.383,5,0.1294,1.0,False
Chinese,SMOOTH,ʂ,1.274,3,0.204,1.0,False
Chinese,SLOW,ɑ,1.153,4,0.209,1.0,False
Chinese,SLOW,u,1.001,7,0.2886,1.0,False
Chinese,SMOOTH,n,0.965,5,0.2438,1.0,False
Chinese,FAST,a,0.745,3,0.3483,1.0,False
Chinese,SMOOTH,ʊ,0.725,3,0.403,1.0,False
Chinese,SMOOTH,ɕ,0.613,5,0.5423,1.0,False
Chinese,FAST,n,0.447,3,0.5572,1.0,False
Chinese,FAST,ŋ,0.365,5,0.6965,1.0,False
Chinese,SLOW,tʰ,0.279,3,0.6866,1.0,False
Chinese,SMOOTH,u,0.276,6,0.6965,1.0,False
Chinese,SMOOTH,x,0.275,3,0.796,1.0,False
Chinese,FAST,u,0.229,5,0.7761,1.0,False
Chinese,SMOOTH,i,-0.203,6,0.8607,1.0,False
Chinese,FAST,i,0.19,8,0.8408,1.0,False
Chinese,SMOOTH,ŋ,0.091,4,0.8955,1.0,False
Chinese,SLOW,i,-0.075,5,0.9353,1.0,False
English,SMOOTH,f,3.184,3,0.01,0.9835,False
English,SLOW,p,2.405,3,0.0945,0.9835,False
English,FAST,t,2.389,7,0.0149,0.9835,False
English,SLOW,ɹ,1.901,5,0.0398,0.9835,False
English,SMOOTH,m,1.863,3,0.0995,0.9835,False
English,SLOW,ɪ,1.814,6,0.0697,0.9835,False
English,SMOOTH,i,1.683,5,0.0995,0.9835,False
English,SLOW,t,0.817,6,0.1343,0.9835,False
English,SLOW,a͡ɪ,0.783,5,0.2537,0.9835,False
English,SLOW,m,0.646,3,0.3284,0.9835,False
English,FAST,n,0.466,4,0.4279,0.9835,False
English,SLOW,b,0.405,3,0.4378,0.9835,False
English,SLOW,n,0.177,5,0.7313,0.9835,False
English,SLOW,s,-0.166,4,0.7164,0.9835,False
English,SMOOTH,k,0.128,4,0.8159,0.9835,False
English,SLOW,l,-0.072,3,0.8856,0.9835,False
English,FAST,s,0.044,3,0.9453,0.9835,False
English,FAST,k,-0.02,4,0.9602,0.9835,False
English,SLOW,k,-0.014,7,0.9851,0.9872,False
Finnish,ROUND,k,2.722,3,0.0149,0.5399,False
Finnish,FAST,o,2.171,6,0.0498,0.5399,False
Finnish,FAST,y,2.11,3,0.1244,0.5399,False
Finnish,FAST,ɪ,2.048,5,0.0796,0.5399,False
Finnish,SMOOTH,h,1.926,3,0.0746,0.5399,False
Finnish,SMOOTH,u,1.7,7,0.0547,0.5399,False
Finnish,FAST,r,1.686,3,0.1493,0.5399,False
Finnish,SMOOTH,t,1.466,10,0.0448,0.5399,False
Finnish,SLOW,t,1.422,17,0.0846,0.5399,False
Finnish,SLOW,æ,1.355,11,0.1244,0.5399,False
Finnish,SLOW,h,1.322,4,0.1294,0.5399,False
Finnish,FAST,a,1.296,11,0.1244,0.5399,False
Finnish,FAST,t,1.226,10,0.1393,0.5399,False
Finnish,SMOOTH,a,1.089,9,0.1841,0.5686,False
Finnish,SLOW,y,1.158,3,0.2239,0.6,False
Finnish,SLOW,u,1.063,9,0.2388,0.6209,False
Finnish,BRIGHT,l,1.241,4,0.2935,0.6991,False
Finnish,SMOOTH,l,0.892,8,0.3134,0.7156,False
Finnish,SMOOTH,o,0.952,3,0.3433,0.7196,False
Finnish,SLOW,i,0.879,5,0.3433,0.7196,False
Finnish,SMOOTH,æ,0.873,5,0.3383,0.7196,False
Finnish,BRIGHT,t,0.823,3,0.4527,0.8408,False
Finnish,BRIGHT,a,0.652,3,0.4776,0.8467,False
Finnish,FAST,æ,0.686,5,0.4876,0.8546,False
Finnish,SLOW,a,0.584,12,0.5224,0.8608,False
Finnish,SLOW,k,0.435,9,0.6318,0.8608,False
Finnish,FAST,n,0.43,4,0.6169,0.8608,False
Finnish,FAST,l,-0.267,3,0.7264,0.8709,False
Finnish,SLOW,p,0.249,3,0.7114,0.8709,False
Finnish,SLOW,l,-0.224,5,0.7264,0.8709,False
Finnish,SLOW,e,0.232,6,0.7463,0.8845,False
Finnish,FAST,u,0.179,3,0.8259,0.9404,False
Finnish,SLOW,s,0.17,5,0.8358,0.9448,False
Finnish,FAST,k,-0.149,3,0.8806,0.9777,False
Finnish,SMOOTH,e,0.09,3,0.8806,0.9777,False
French,SMOOTH,ə,3.021,3,0.0846,0.9321,False
French,FAST,l,2.994,5,0.01,0.9321,False
French,SMOOTH,m,2.982,3,0.0199,0.9321,False
French,FAST,ɔ,2.801,3,0.0498,0.9321,False
French,FAST,w,2.553,3,0.0896,0.9321,False
French,FAST,a,2.201,8,0.0348,0.9321,False
French,FAST,k,1.956,4,0.1294,0.9321,False
French,SLOW,a,1.93,8,0.0995,0.9321,False
French,FAST,u,1.845,4,0.1493,0.9321,False
French,FAST,n,1.791,3,0.1393,0.9321,False
French,QUIET,ɑ̃,1.675,3,0.2786,0.9321,False
French,SLOW,u,1.611,4,0.1692,0.9321,False
French,SLOW,n,1.562,3,0.2637,0.9321,False
French,QUIET,t,1.531,3,0.1592,0.9321,False
French,SMOOTH,e,1.275,9,0.0697,0.9321,False
French,SMOOTH,ɛ,1.221,7,0.2338,0.9321,False
French,QUIET,ʁ,1.215,4,0.194,0.9321,False
French,SLOW,k,1.113,3,0.3134,0.9321,False
French,FAST,e,1.008,12,0.204,0.9321,False
French,QUIET,e,0.925,3,0.3433,0.9321,False
French,SLOW,ʁ,0.843,14,0.2985,0.9321,False
French,SLOW,e,0.831,12,0.2886,0.9321,False
French,SMOOTH,ʁ,0.567,7,0.4677,0.9321,False
French,SMOOTH,s,0.402,5,0.5771,0.9321,False
French,SLOW,s,0.342,8,0.602,0.9321,False
French,SLOW,p,0.316,5,0.5771,0.9321,False
French,SMOOTH,t,0.217,3,0.6766,0.9321,False
French,SLOW,i,0.212,6,0.7811,0.9321,False
French,SLOW,t,0.205,5,0.7114,0.9321,False
French,FAST,ʁ,0.186,8,0.8657,0.9653,False
French,FAST,t,0.106,4,0.8607,0.9653,False
French,FAST,p,0.053,3,0.9254,0.9653,False
French,FAST,i,-0.026,4,0.9751,0.9777,False
German,BRIGHT,l,3.231,5,0.005,0.3881,False
German,FAST,ɾ,3.134,5,0.005,0.3881,False
German,SLOW,ʃ,3.105,6,0.005,0.3881,False
German,FAST,b,2.844,6,0.005,0.3881,False
German,SMOOTH,z,3.317,5,0.01,0.5821,False
German,SMOOTH,v,2.898,4,0.01,0.5821,False
German,SMOOTH,x,3.05,4,0.0398,0.9313,False
German,FAST,ɛ,2.684,5,0.0348,0.9313,False
German,SMOOTH,a,2.639,3,0.0249,0.9313,False
German,SLOW,t,2.467,8,0.0299,0.9313,False
German,SLOW,k,2.98,4,0.0498,0.9908,False
German,SLOW,a͡ʊ,2.766,3,0.0746,0.9908,False
German,SMOOTH,a͡ɪ,2.213,5,0.0498,0.9908,False
German,SLOW,f,2.187,3,0.0746,0.9908,False
German,SLOW,e,1.935,5,0.1194,1.0,False
German,ROUND,n,1.285,4,0.1891,1.0,False
German,FAST,ə,1.22,11,0.1493,1.0,False
German,SMOOTH,ə,1.153,16,0.194,1.0,False
German,SMOOTH,n,1.128,18,0.209,1.0,False
German,BRIGHT,n,1.057,4,0.408,1.0,False
German,SLOW,m,1.024,3,0.3085,1.0,False
German,SLOW,n,0.982,21,0.5721,1.0,False
German,ROUND,ə,0.951,3,0.5473,1.0,False
German,SLOW,ə,0.933,18,0.602,1.0,False
German,SLOW,ɡ,0.875,3,0.408,1.0,False
German,SMOOTH,t,0.834,3,0.4279,1.0,False
German,FAST,n,0.775,10,0.8209,1.0,False
German,BRIGHT,ə,0.757,3,0.801,1.0,False
German,SLOW,ɾ,0.707,3,0.4279,1.0,False
German,SMOOTH,b,0.59,3,0.5323,1.0,False
German,SLOW,ɛ,0.455,3,0.6169,1.0,False
German,SMOOTH,r,0.384,3,0.7512,1.0,False
German,SLOW,l,0.241,5,0.8209,1.0,False
Greek,SMOOTH,θ,3.219,4,0.005,0.8358,False
Greek,QUIET,k,3.037,4,0.005,0.8358,False
Greek,QUIET,l,2.462,3,0.0299,0.9287,False
Greek,FAST,p,2.153,5,0.0398,0.9287,False
Greek,SLOW,t,2.14,5,0.0796,0.9287,False
Greek,SMOOTH,x,1.873,3,0.0896,0.9287,False
Greek,SMOOTH,n,1.758,7,0.0597,0.9287,False
Greek,SMOOTH,e,1.738,9,0.0398,0.9287,False
Greek,FAST,z,1.669,4,0.1493,0.9287,False
Greek,SMOOTH,s,1.571,4,0.1443,0.9287,False
Greek,SMOOTH,p,1.518,4,0.1095,0.9287,False
Greek,QUIET,o,1.389,5,0.0846,0.9287,False
Greek,FAST,r,1.364,6,0.1443,0.9287,False
Greek,BRIGHT,a,1.592,4,0.1592,0.9726,False
Greek,SLOW,p,1.461,4,0.199,1.0,False
Greek,ROUND,a,1.277,3,0.2687,1.0,False
Greek,FAST,n,1.104,5,0.2239,1.0,False
Greek,FAST,s,1.048,3,0.2637,1.0,False
Greek,FAST,i,1.0,5,0.3433,1.0,False
Greek,BRIGHT,o,0.982,4,0.3881,1.0,False
Greek,SLOW,n,0.975,5,0.2935,1.0,False
Greek,SMOOTH,o,0.923,14,0.2935,1.0,False
Greek,SLOW,s,0.921,3,0.3035,1.0,False
Greek,SMOOTH,i,0.919,5,0.3284,1.0,False
Greek,SLOW,a,0.904,11,0.3582,1.0,False
Greek,FAST,e,0.903,6,0.3483,1.0,False
Greek,FAST,a,0.854,10,0.4478,1.0,False
Greek,SLOW,e,0.774,6,0.3881,1.0,False
Greek,ROUND,o,0.731,3,0.6269,1.0,False
Greek,SLOW,o,0.722,13,0.602,1.0,False
Greek,SMOOTH,m,0.701,4,0.4876,1.0,False
Greek,SHARP,o,0.626,4,0.7363,1.0,False
Greek,SHARP,a,0.588,3,0.6418,1.0,False
Greek,SLOW,i,0.504,4,0.5423,1.0,False
Greek,FAST,o,0.394,10,0.8806,1.0,False
Greek,SMOOTH,r,0.263,3,0.7711,1.0,False
Greek,SLOW,m,0.257,3,0.7711,1.0,False
Greek,FAST,l,0.251,3,0.801,1.0,False
Greek,SLOW,r,0.236,3,0.8159,1.0,False
Greek,SLOW,k,0.166,3,0.8557,1.0,False
Greek,SMOOTH,a,0.029,6,0.9801,1.0,False
Hebrew,SLOW,t,2.586,14,0.005,0.9189,False
Hebrew,SLOW,s,2.347,8,0.01,0.9189,False
Hebrew,ROUND,e,2.282,5,0.0498,0.9189,False
Hebrew,SHARP,ɛ,1.941,3,0.1244,0.9189,False
Hebrew,QUIET,n,1.688,3,0.1741,0.9189,False
Hebrew,ROUND,d,1.67,4,0.0945,0.9189,False
Hebrew,QUIET,ʃ,1.521,3,0.0995,0.9189,False
Hebrew,SHARP,ɹ,1.479,8,0.0348,0.9189,False
Hebrew,SMOOTH,ɑ,1.475,4,0.199,0.9189,False
Hebrew,SHARP,u,1.379,8,0.1144,0.9189,False
Hebrew,BRIGHT,a,1.322,3,0.2139,0.9189,False
Hebrew,FAST,u,1.32,34,0.0697,0.9189,False
Hebrew,SHARP,d,1.295,5,0.1343,0.9189,False
Hebrew,SMOOTH,i,1.219,26,0.1045,0.9189,False
Hebrew,FAST,ɹ,1.205,31,0.1493,0.9189,False
Hebrew,SLOW,l,1.204,9,0.0995,0.9189,False
Hebrew,SMOOTH,ɒ,1.202,3,0.2736,0.9189,False
Hebrew,SMOOTH,ɪ,1.202,3,0.2736,0.9189,False
Hebrew,SMOOTH,j,1.157,7,0.2338,0.9189,False
Hebrew,FAST,m,1.148,12,0.2388,0.9189,False
Hebrew,QUIET,i,1.117,5,0.204,0.9189,False
Hebrew,SHARP,ʃ,1.107,5,0.2935,0.9189,False
Hebrew,FAST,i,1.086,43,0.1841,0.9189,False
Hebrew,SMOOTH,ʃ,1.033,12,0.2985,0.9189,False
Hebrew,FAST,ʃ,1.031,21,0.2637,0.9189,False
Hebrew,FAST,e,0.922,18,0.3134,0.9189,False
Hebrew,FAST,ɛ,0.9,8,0.3035,0.9189,False
Hebrew,SMOOTH,e,0.874,10,0.3582,0.9189,False
Hebrew,SMOOTH,ɹ,0.872,15,0.5124,0.9189,False
Hebrew,SLOW,u,0.872,13,0.4975,0.9189,False
Hebrew,SHARP,e,0.866,4,0.4876,0.9189,False
Hebrew,QUIET,ɹ,0.864,3,0.6119,0.9189,False
Hebrew,ROUND,ʃ,0.847,3,0.4726,0.9189,False
Hebrew,FAST,v,0.827,9,0.3433,0.9189,False
Hebrew,ROUND,ɹ,0.812,4,0.7463,0.9189,False
Hebrew,SMOOTH,t,0.802,8,0.2189,0.9189,False
Hebrew,SMOOTH,u,0.797,15,0.5124,0.9189,False
Hebrew,QUIET,u,0.789,3,0.7313,0.9189,False
Hebrew,SLOW,d,0.784,8,0.5572,0.9189,False
Hebrew,SMOOTH,v,0.783,5,0.3483,0.9189,False
Hebrew,FAST,s,0.783,8,0.1343,0.9189,False
Hebrew,FAST,ɒ,0.759,4,0.4478,0.9189,False
Hebrew,FAST,ɪ,0.759,4,0.4478,0.9189,False
Hebrew,ROUND,u,0.739,4,0.7413,0.9189,False
Hebrew,SLOW,i,0.712,17,0.6468,0.9189,False
Hebrew,SMOOTH,d,0.672,9,0.5672,0.9189,False
Hebrew,SMOOTH,l,0.669,8,0.2139,0.9189,False
Hebrew,FAST,n,0.653,15,0.408,0.9189,False
Hebrew,SLOW,ɹ,0.653,11,0.7811,0.9189,False
Hebrew,SMOOTH,m,0.607,5,0.5174,0.9189,False
Hebrew,FAST,f,0.604,4,0.403,0.9189,False
Hebrew,SMOOTH,h,0.564,20,0.7363,0.9189,False
Hebrew,QUIET,h,0.557,4,0.7313,0.9189,False
Hebrew,FAST,b,0.544,33,0.7662,0.9189,False
Hebrew,SLOW,j,0.527,4,0.4527,0.9189,False
Hebrew,FAST,ɑ,0.522,4,0.6617,0.9189,False
Hebrew,ROUND,i,0.501,5,0.7164,0.9189,False
Hebrew,FAST,t,0.455,11,0.2886,0.9189,False
Hebrew,SLOW,n,0.434,6,0.5274,0.9189,False
Hebrew,SMOOTH,o,0.4,5,0.4378,0.9189,False
Hebrew,FAST,j,-0.363,3,0.5224,0.9189,False
Hebrew,SMOOTH,ɛ,0.338,3,0.7363,0.9189,False
Hebrew,SMOOTH,s,0.298,3,0.4577,0.9189,False
Hebrew,SMOOTH,a,-0.297,14,0.4577,0.9189,False
Hebrew,SLOW,a,0.262,23,0.5025,0.9189,False
Hebrew,SMOOTH,χ,-0.261,3,0.6418,0.9189,False
Hebrew,QUIET,a,-0.259,3,0.6219,0.9189,False
Hebrew,SMOOTH,n,0.236,6,0.7264,0.9189,False
Hebrew,FAST,r,-0.225,3,0.5871,0.9189,False
Hebrew,SMOOTH,ɡ,0.212,4,0.7711,0.9189,False
Hebrew,FAST,ɡ,0.211,7,0.7264,0.9189,False
Hebrew,SLOW,χ,-0.211,3,0.6219,0.9189,False
Hebrew,FAST,l,-0.199,6,0.6169,0.9189,False
Hebrew,SLOW,m,0.198,3,0.7811,0.9189,False
Hebrew,FAST,χ,-0.178,7,0.7015,0.9189,False
Hebrew,FAST,a,-0.146,31,0.6667,0.9189,False
Hebrew,ROUND,b,0.488,5,0.801,0.9393,False
Hebrew,SHARP,i,0.663,8,0.8209,0.946,False
Hebrew,SHARP,b,0.631,8,0.8806,0.946,False
Hebrew,SHARP,h,0.557,8,0.8756,0.946,False
Hebrew,FAST,d,0.489,14,0.8308,0.946,False
Hebrew,FAST,h,0.472,33,0.8308,0.946,False
Hebrew,SLOW,h,0.409,15,0.8706,0.946,False
Hebrew,SLOW,ʃ,0.237,6,0.8657,0.946,False
Hebrew,SLOW,e,0.184,5,0.8308,0.946,False
Hebrew,FAST,ʔ,-0.099,4,0.8408,0.946,False
Hebrew,SMOOTH,b,0.316,16,0.8955,0.9482,False
Hebrew,SMOOTH,r,0.042,3,0.9254,0.9518,False
Hebrew,FAST,o,-0.042,5,0.9204,0.9518,False
Hebrew,QUIET,b,0.229,3,0.9353,0.9593,False
Hebrew,SLOW,b,0.189,12,0.9502,0.9664,False
Hebrew,SHARP,a,-0.055,8,0.9502,0.9664,False
Hebrew,ROUND,a,0.021,6,0.9602,0.971,False
Hebrew,ROUND,h,0.132,4,0.9801,0.9828,False
Hindi,SMOOTH,h,3.237,5,0.005,0.938,False
Hindi,SMOOTH,d,2.941,3,0.0348,0.938,False
Hindi,FAST,t,2.657,4,0.0448,0.938,False
Hindi,FAST,l,2.359,4,0.0249,0.938,False
Hindi,QUIET,n,2.35,4,0.0149,0.938,False
Hindi,SLOW,l,1.982,4,0.0896,0.938,False
Hindi,SLOW,u,1.794,3,0.1144,0.9523,False
Hindi,FAST,ɾ,1.565,6,0.1045,0.9523,False
Hindi,SMOOTH,ə,1.471,6,0.1144,0.9523,False
Hindi,SLOW,b,1.786,3,0.1244,0.9874,False
Hindi,SHARP,ə,1.846,3,0.1741,0.9889,False
Hindi,SHARP,a,1.458,5,0.1592,0.9889,False
Hindi,FAST,o,1.298,4,0.1294,0.9889,False
Hindi,FAST,ə,1.163,6,0.2438,0.9889,False
Hindi,FAST,ɪ,1.094,4,0.2438,0.9889,False
Hindi,SMOOTH,o,1.042,3,0.2239,0.9889,False
Hindi,SMOOTH,ʌ,0.932,5,0.3035,0.9889,False
Hindi,SLOW,ɾ,0.916,5,0.3582,0.9889,False
Hindi,SMOOTH,a,0.872,9,0.3433,0.9889,False
Hindi,SLOW,a,0.872,12,0.4179,0.9889,False
Hindi,FAST,a,0.791,10,0.4975,0.9889,False
Hindi,SLOW,o,0.617,3,0.4328,0.9889,False
Hindi,FAST,m,0.593,3,0.4577,0.9889,False
Hindi,SHARP,n,0.547,4,0.6269,0.9889,False
Hindi,SMOOTH,n,0.495,9,0.6766,0.9889,False
Hindi,SMOOTH,s,0.391,3,0.6269,0.9889,False
Hindi,SLOW,c,0.355,3,0.6269,0.9889,False
Hindi,SLOW,n,0.379,11,0.7711,0.9975,False
Hindi,FAST,n,-0.362,4,0.8259,0.9975,False
Hindi,SLOW,k,0.242,4,0.796,0.9975,False
Hindi,SLOW,s,0.14,3,0.8308,0.9975,False
Hindi,SLOW,ə,0.065,3,0.9254,0.9975,False
Hindi,SLOW,ʌ,0.015,3,0.995,1.0,False
Hungarian,SMOOTH,v,2.984,3,0.0498,0.828,False
Hungarian,SMOOTH,k,2.753,7,0.005,0.828,False
Hungarian,FAST,p,2.711,4,0.0249,0.828,False
Hungarian,BRIGHT,o,2.696,4,0.0149,0.828,False
Hungarian,FAST,f,2.455,3,0.0199,0.828,False
Hungarian,BRIGHT,ʃ,2.44,3,0.01,0.828,False
Hungarian,SLOW,f,1.997,4,0.0547,0.828,False
Hungarian,SLOW,ʃ,1.603,9,0.0299,0.828,False
Hungarian,SLOW,d,2.707,3,0.0647,0.8336,False
Hungarian,FAST,ɛ,1.356,7,0.0647,0.8336,False
Hungarian,SLOW,k,1.278,5,0.1393,0.9003,False
Hungarian,FAST,j,1.277,4,0.1294,0.9003,False
Hungarian,SLOW,a,1.122,9,0.1244,0.9003,False
Hungarian,SLOW,u,1.117,4,0.1841,0.9003,False
Hungarian,SMOOTH,ɛ,0.953,7,0.1891,0.9003,False
Hungarian,SLOW,ɡ,0.892,5,0.1493,0.9003,False
Hungarian,SLOW,t,0.811,4,0.2139,0.9003,False
Hungarian,SMOOTH,z,0.604,4,0.3781,0.9003,False
Hungarian,FAST,ʃ,0.554,3,0.3532,0.9003,False
Hungarian,SLOW,m,0.554,4,0.2935,0.9003,False
Hungarian,SLOW,j,0.516,4,0.3831,0.9003,False
Hungarian,SMOOTH,m,0.525,3,0.4428,0.9387,False
Hungarian,SMOOTH,ɑ,0.501,8,0.5124,0.9415,False
Hungarian,SMOOTH,s,0.395,3,0.5672,0.9415,False
Hungarian,SMOOTH,e,0.364,3,0.5871,0.9415,False
Hungarian,SMOOTH,l,-0.358,3,0.5373,0.9415,False
Hungarian,SMOOTH,ʃ,0.346,3,0.5871,0.9415,False
Hungarian,SMOOTH,i,0.357,6,0.6269,0.9568,False
Hungarian,FAST,a,0.258,3,0.6816,0.9924,False
Hungarian,FAST,o,0.247,3,0.7015,0.9979,False
Hungarian,SLOW,o,-0.117,3,0.8756,0.9979,False
Hungarian,SLOW,ɛ,0.113,5,0.8209,0.9979,False
Hungarian,FAST,r,0.107,4,0.8657,0.9979,False
Hungarian,SMOOTH,r,-0.087,4,0.9005,0.9979,False
Hungarian,SLOW,e,0.081,3,0.8756,0.9979,False
Hungarian,SLOW,z,0.079,3,0.9353,0.9979,False
Hungarian,SMOOTH,o,0.071,3,0.9502,0.9979,False
Hungarian,SLOW,r,0.05,6,0.9254,0.9979,False
Hungarian,FAST,l,-0.047,4,0.8955,0.9979,False
Hungarian,SLOW,l,0.039,7,0.9453,0.9979,False
Hungarian,SMOOTH,n,0.021,4,0.9602,0.9979,False
Hungarian,SLOW,i,0.011,6,0.9801,0.9979,False
Hungarian,FAST,ɑ,0.001,4,1.0,1.0,False
Indonesian,FAST,ɡ,3.189,3,0.0199,0.6687,False
Indonesian,QUIET,d,3.07,3,0.005,0.6687,False
Indonesian,QUIET,r,2.411,4,0.0299,0.6687,False
Indonesian,SHARP,m,2.292,3,0.0348,0.6687,False
Indonesian,SHARP,ə,2.043,3,0.0199,0.6687,False
Indonesian,SMOOTH,a,1.82,11,0.01,0.6687,False
Indonesian,SLOW,a,1.322,20,0.0697,0.8817,False
Indonesian,BRIGHT,r,1.638,3,0.1791,0.9283,False
Indonesian,FAST,b,1.488,5,0.1045,0.9283,False
Indonesian,SLOW,l,1.41,6,0.1443,0.9283,False
Indonesian,FAST,l,1.396,5,0.1891,0.9283,False
Indonesian,QUIET,a,1.391,4,0.1592,0.9283,False
Indonesian,FAST,p,1.274,4,0.1592,0.9283,False
Indonesian,SLOW,b,1.112,5,0.2139,0.9283,False
Indonesian,SLOW,n,1.035,12,0.2388,0.9552,False
Indonesian,SLOW,k,0.929,7,0.2637,0.9736,False
Indonesian,SLOW,p,0.982,4,0.3134,0.995,False
Indonesian,FAST,a,0.978,14,0.3134,0.995,False
Indonesian,FAST,k,0.968,6,0.3134,0.995,False
Indonesian,SMOOTH,n,0.908,5,0.408,0.995,False
Indonesian,BRIGHT,ə,0.897,3,0.4975,0.995,False
Indonesian,FAST,t,0.893,6,0.3433,0.995,False
Indonesian,SMOOTH,k,0.87,3,0.3831,0.995,False
Indonesian,SLOW,m,0.869,14,0.398,0.995,False
Indonesian,SLOW,ə,0.835,15,0.4279,0.995,False
Indonesian,SMOOTH,m,0.806,6,0.4677,0.995,False
Indonesian,SMOOTH,t,0.796,3,0.3682,0.995,False
Indonesian,FAST,ə,0.75,12,0.607,0.995,False
Indonesian,SMOOTH,i,0.73,4,0.4428,0.995,False
Indonesian,SMOOTH,ə,0.654,6,0.6269,0.995,False
Indonesian,SLOW,d,0.647,5,0.3781,0.995,False
Indonesian,FAST,u,0.615,7,0.4627,0.995,False
Indonesian,FAST,m,0.438,9,0.7214,0.995,False
Indonesian,SLOW,r,0.366,7,0.6915,0.995,False
Indonesian,SMOOTH,r,0.33,3,0.6965,0.995,False
Indonesian,FAST,d,0.319,3,0.6965,0.995,False
Indonesian,SMOOTH,u,0.313,3,0.7463,0.995,False
Indonesian,FAST,i,0.226,5,0.7861,0.995,False
Indonesian,SLOW,u,-0.214,4,0.7662,0.995,False
Indonesian,FAST,ŋ,0.212,4,0.7363,0.995,False
Indonesian,FAST,n,0.19,6,0.8856,0.995,False
Indonesian,SLOW,s,0.182,3,0.801,0.995,False
Indonesian,FAST,ɛ,0.152,3,0.8706,0.995,False
Indonesian,SLOW,t,-0.14,3,0.8607,0.995,False
Indonesian,SLOW,i,-0.098,4,0.8806,0.995,False
Indonesian,SLOW,ŋ,0.083,4,0.9055,0.995,False
Indonesian,FAST,r,0.032,4,0.9801,0.995,False
Indonesian,SLOW,ɛ,0.01,3,0.995,0.995,False
Irish,FAST,dʲ,3.317,5,0.01,1.0,False
Irish,SLOW,ɛ,3.317,3,0.1443,1.0,False
Irish,SLOW,s,3.267,6,0.01,1.0,False
Irish,FAST,ɹ,3.149,3,0.0448,1.0,False
Irish,SLOW,m,2.972,6,0.0149,1.0,False
Irish,SLOW,ɔ,2.909,4,0.0896,1.0,False
Irish,FAST,e,2.832,5,0.0348,1.0,False
Irish,FAST,f,2.697,3,0.0796,1.0,False
Irish,SLOW,ʃ,2.675,3,0.1144,1.0,False
Irish,SLOW,l,2.274,3,0.1741,1.0,False
Irish,SLOW,lʲ,1.71,3,0.2488,1.0,False
Irish,SLOW,e,1.461,3,0.3284,1.0,False
Irish,SMOOTH,ɡ,1.238,5,0.2289,1.0,False
Irish,FAST,ɑ,1.077,8,0.3632,1.0,False
Irish,SLOW,ɡ,0.976,9,0.3731,1.0,False
Irish,SMOOTH,r,0.683,3,0.5124,1.0,False
