,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"t͡ʃeəmən,ʃakəl,tɹɪliən,mɪliən,d͡ʒəɹeɪniəm,t͡ʃeə,pəlismən,bɪliən,patən,t͡ʃik","t͡ʃɑt,ʃʌtəl,ʃakəl,satɜn,t͡ʃat,ʃaɪn,faktəɹi,ʃadəʊ,stəʊn,ʃɑp","ʃaʊə,d͡ʒanjuəɹi,mjuzɪk,djʊəɹiən,stju,klasɪkəlmjuzɪk,stjudənt,ziəɹəʊ,ʃakəl,pɒpmjuzɪk","sɜtən,t͡ʃɒklət,t͡ʃɑt,satɜn,atəm,patən,sʌk,təmɑtəʊ,ʃʌtəl,ʃɑk","t͡ʃɑt,satɜn,ʃɑk,patən,t͡ʃat,satədeɪ,ʃɑp,ʃakəl,pɑtɪkəl,t͡ʃɒklət",,"skɛlɪtən,pɛlɪkən,hɒspɪtəl,satəlaɪt,stɪk,stɪk,patən,satədeɪ,fəʊtəɡɹaf,təmɑtəʊ","skɛlɪtən,pɛlɪkən,pɑtɪkəl,ɹɪfɹɪd͡ʒəɹeɪtə,ʃakəl,aɡɹɪkʌlt͡ʃə,ʃeɪk,kəlɪʒən,satədeɪ,fɹɪkʃən",,,"səʊləsɪstəm,ɔɹɪəʊl,ɪlɛktɹɪʃən,ɛksəsaɪz,t͡ʃɑt,səʊld͡ʒə,sɛkɹətɹi,saksəfəʊn,ʃəʊldə,ɪlɛktɹɪsɪti","səʊld͡ʒə,t͡ʃɑt,ʃɑk,sʌn,sʌn,ʃakəl,ʃaɪn,t͡ʃɪn,slɪŋʃɒt,ɔɹɪəʊl",,"slɪŋʃɒt,satədeɪ,ʃɑk,siɐnɛməni,səsaiəti,fɒɹən,d͡ʒəɹeɪniəm,t͡ʃɑt,satɜn,ʃɑp",,,,,"t͡ʃɑt,siəɹiəs,ʃɑk,t͡ʃat,ʃɑp,saiəns,tɹɪliən,taiəd,ʌniən,t͡ʃaɪld","ə 18%, ɪ 13%, t 12%, s 11%, n 9%, l 9%, k 8%, i 7%, ɹ 7%, a 6%"
iɤʊ,,,,,"ɹɛktaŋɡəl,ɪfɛkt,teɪl,lɛft,lɛft,heɪl,feɪl,ləʊkəl,ɹɪŋkəl,aftə",,"mɔ,mɔtə,bʌtə,ɪmɔtəl,ɹɪpɔtə,nɛfju,bɔɪl,mʌndeɪ,bɔɪ,wɪndəʊ",,,,,,,,"ɹəʊl,ɪmɔtəl,ɪɹəʊd,əʊld,əʊld,bɪldɪŋ,həʊl,həʊl,ɔtʌm,ɔɪl","swɛl,swɪm,swɪŋ,swɪŋ,smɔl,skɪn,ɔlweɪz,fʊtbɔl,ɪmɔtəl,kɪl",,"slɪm,neɪm,sneɪl,fɹeɪm,lɪm,ɹɪŋ,bɪldɪŋ,ɪmɔtəl,stɪl,vɪktɪm",,,,,"swɪm,ɹɪmuv,bɪldɪŋ,neɪm,ɪmɔtəl,slɪm,swɪŋ,swɪŋ,ɡeɪm,bɔɪl","ɪ 20%, l 17%, t 11%, ə 10%, s 9%, m 8%, n 7%, ɛ 6%, ʊ 6%, ɔ 6%"
iʊŋ,,,,,,,,,,,,,,,,"ɛmplɔɪ,kwaiət,təɡɛðə,kɹɒkədaɪl,pɹɪzən,klɒk,dɛzət,skwɪd,skweə,pɹaɪvət",,"sɪmɛnt,ɹɪmɛmbə,sɛntə,sʌmtaɪmz,sɛptɛmbə,zɛbɹə,pɹaɪmmɪnɪstə,ɪmpʌls,ɹɛnt,nəʊvɛmbə",,,,,,"ɪ 17%, ə 12%, t 12%, s 11%, n 11%, m 9%, ɛ 8%, p 8%, k 6%, ɹ 6%"
u,"lɪtəlbɹʌðə,fɑðəɹɪnlɔ,pɒpjʊlə,bɹʌðəɹɪnlɔ,dɔtəɹɪnlɔ,hɒspɪtəl,djʊəɹɪŋ,mʌðəɹɪnlɔ,hələʊ,jʊəɹɪn",,"fɒks,pɒlətɪks,pants,ləʊtəs,paɹədɒks,fɒls,fɒləʊ,pas,ɒktəpəs,pʊʃ","pi,fɒks,pan,pɒpi,fɪks,fɑ,hapi,pants,haŋ,patən","kɒɹəl,iɡɹət,kaɹət,kaʒuəl,nudəl,tul,wiv,nidəl,wɜk,fɔwəd","bʌtə,mɪɹə,mʌðə,bɪɡbɹʌðə,dʌstbɪn,ɪnɜʃə,mʌðəɹɪnlɔ,mɑz,nʌt,mʌstəd","mɪɹə,jʊəɹanəs,ɡɹandmʌðə,bɐnɑnə,maɡnɪt,mɪnɪt,maɡnɪtjud,ɡɹandfɑðə,pɒmɪɡɹaneɪt,manɪd͡ʒə","hɒspɪtəl,badmɪntən,ɒtə,pɪn,patən,matə,bɒtəl,bɒtəm,ləʊtəs,bɪtə","hɒspɪtəl,patən,pɑtɪkəl,bɹəʊkən,stəʊn,bɒtəm,ɒtə,pɪn,bɒtəl,d͡ʒupɪtə","jʊəɹanəs,ɐnaləsɪs,ɡladɪəʊləs,pɒlətɪks,wɒlɹəs,ɑbɪtɹəɹi,mɒnjumənt,mətiəɹiəl,naɹəʊ,peəɹəntsɪnlɔ","ləʊtəs,pɒlətɪks,ɹəʊst,maɹəʊ,naɹəʊ,nəʊt,ləʊnli,nəʊz,wɒlɹəs,ɪkɒnəmi","hɒspɪtəl,stɪk,stɪk,plastɪk,steə,stiə,ɒfən,stɑ,piəni,patən","ɹɪɡɹɛt,tɔɪlɪt,land,ɡɹɪd,pɒmɪɡɹaneɪt,ɡɹandmʌðə,lɛnd,maɡnɪt,nɛk,sɪɹamɪk","spɪt,land,hu,hɪt,hi,lɪst,stɪk,stɪk,ti,sɪt",,,"dɹaɡənflaɪ,pɒlətɪks,paɹədɒks,peəɹəntsɪnlɔ,ɐlaɪv,kɒlɪflaʊə,bijuzdtu,ɛkspiəɹɪəns,ɐɹaɪv,fɑðəɹɪnlɔ",,"kaktəs,kɑt,pɑt,pɑtɪkəl,kɑd,pɑk,ʃɒpɪŋkɑt,pɹiviəs,hapɪnəs,maɡɐzin","pəlut,dɔtəɹɪnlɔ,tɹɛmbəl,mʌlbəɹitɹi,tɹampəlin,pjupəl,pɑtɪkəl,fɛbɹuəɹi,ɪndɪpɛndənt,sɪmbəl","dɪsɛnd,ɪndɪpɛndənt,dɪpɛndənt,pʌpɪt,hʌndɹɪd,sɛkənd,bɛnd,sandpɪt,sɛnd,sɛntɪpid","hɪt,spɪt,sɪt,kɹɪkɪt,pɹɪdɪkt,θɪk,θɪk,hi,tɪkɪt,sɪti","hav,faɪv,feɪz,wiv,haʊmʌt͡ʃ,wɪð,faɪd͡ʒ,weɪv,haŋ,haʊ","ə 15%, ɪ 15%, t 12%, n 10%, l 9%, ɹ 9%, s 8%, p 8%, k 7%, a 7%"
uan,,,"bɹəʊkən,əʊpən,kəmplit,t͡ʃeəmən,kəʊt,dɹaɡənflaɪ,dɹaɡənfɹut,kənstɹʌkʃənsaɪt,ɡəʊt,plutəʊ","bɹəʊkən,plan,plaʊ,kəʊt,plant,bəʊt,kəʊst,ɡəʊt,əʊpən,ɡəʊst","nɛbjʊlə,kɒlənaɪz,ɡɔlbladə,mɜkjʊɹi,ɡɑdənə,mɒnjumənt,bɐnɑnə,maɡnɪtjud,wɒlɹəs,ɒlmənd",,,,,"ɡɹandɔtə,laʊs,laɪt,laɪt,laɪt,ɹaɪt,ɹaɪt,ɹaɪt,linɪənt,bɹaɪt","planɪt,bɹəʊkən,linɪənt,kəmand,fʊt,klaʊd,ɡɹəneɪd,bɹaɪt,nəʊt,ɡəʊt","bɹəʊkən,pleɪt,kləʊk,pɹɒbləm,bləʊ,ɡɹəneɪd,splɪt,kləʊs,ɡəʊst,klaʊd","lɪtɹɪt͡ʃə,planɪt,bəʊt,bəʊ,bɪtwin,ɡəʊ,ɡəʊt,ʃəʊ,ɪməʊʃən,tɔɪlɪt",,,,"dɹaɡənflaɪ,flaɪ,flaɪ,dɹaɡənfɹut,flaʊə,kɒlɪflaʊə,plaʊ,fɹaɪ,laiən,laʊs",,"kənteɪn,ʃaʊt,kəmplit,kaʊnt,ɡɑdən,bɹəʊkən,θaʊzənd,kəʊt,ɡəʊt,kɹaʊd",,"kəʊt,ɡəʊt,bəʊt,kəʊst,kəmplit,deɪt,kəʊk,sɛkənd,kəmand,dɛkəɹeɪt","kəʊt,ɡəʊt,pleɪt,bəʊt,kəʊk,kəʊst,kəmplit,bɹəʊkən,tɜmaɪt,bɹaɪt","kəʊt,kənteɪn,bɜn,ɡəʊt,bɹəʊkən,ɔɡən,tɜn,kəʊst,klaʊd,veɪn","ə 16%, n 13%, t 12%, ɪ 11%, a 10%, l 8%, ʊ 8%, k 8%, ɹ 8%, d 6%"
uaɪ,,,"kəʊst,bɹəʊkən,d͡ʒʌstɪs,d͡ʒʌst,d͡ʒʌst,ɡəʊst,kənsɪstənt,mʌstəd,pəʊstkɑd,ɒstɹɪt͡ʃ","kəʊst,bɹəʊkən,kənsɪstənt,ɡəʊst,kənsʌltənt,kɪt͡ʃən,əʊpən,dɪstəns,kəʊt,pəʊstkɑd",,,,,,,,,,,,,"kənsʌltənt,ɡɹad͡ʒuəli,vɒləntəɹi,kəmpʌlsəɹi,kəlɪʒən,balkəni,pɛlɪkən,skaliən,ɡaɹɪd͡ʒ,kəʊst",,,"kɛmɪstɹi,dɪpɛndənt,linɪənt,ɪndɪpɛndənt,ɹɪsɛpʃənɪst,kʌntɹi,ɹisəntli,eəkəndɪʃənə,kəmplit,d͡ʒəɹeɪniəm",,,"wɛst,kəʊst,kənɛkt,wɛpən,weɪst,weɪst,kəɹɛkt,wɛn,wɛn,waɪn","ə 18%, n 15%, t 15%, s 10%, ɪ 9%, k 9%, ɹ 7%, l 6%, m 5%, i 5%"
ueɪ,,,"kləʊðz,məʊmɛntəm,bɛləʊz,snəʊstɔm,ɹəʊz,nəʊz,mʌʃɹum,mʌstəd,aʃ,wɔtəmɛlən","məʊmɛntəm,ɒstɹɪt͡ʃ,fɹɛʃ,snəʊstɔm,d͡ʒʌd͡ʒ,mat͡ʃ,stɹɛt͡ʃ,mɑt͡ʃ,flaʃ,wɜm",,,,,,"ləʊnli,kɔməɹənt,ɹəʊst,ləʊ,kaləndə,tɔt͡ʃ,tuθ,ɹəʊp,tʌnəl,nəʊ","ɹəʊst,nəʊz,məʊst,ɪnstɹəmənt,nəʊt,mɪɹə,ɹəʊz,snəʊstɔm,ləʊd,kləʊs","ɹəʊst,stiə,sɒft,stɒp,stup,stɑ,ist,steə,stip,ɹəʊp","nɛst,nɛk,nɛkst,nəʊ,naɹəʊ,nɜv,nɜs,snəʊstɔm,ɹəʊst,ɹɪst","kɹʌst,kɹʌst,stɹɛt͡ʃ,tɹɛʒə,nɛst,plʌmə,stil,klinə,klɛvə,kləʊk",,,"kɒlənaɪz,kʌlə,paɪlət,paɹədɒks,stɑfɹut,baɪɒləd͡ʒi,pɹɛfɹəns,bɛləʊz,kaləndə,ləʊkʌsttɹi",,"ɛnəd͡ʒi,əɹɪd͡ʒɪnəli,ɪmɪd͡ʒ,ɒpəɹə,ɔdɪnəɹi,ɛnəmi,mɪɹə,ɪmad͡ʒɪn,məʊmɛntəm,ɪmidɪətli","tɹɛmbəl,ɒpəɹə,stɑfɹut,pəlut,tʌnəl,dʌbəl,tɒp,slip,ɹʌbə,stɒp",,"stʌmp,wɜm,plʌmə,məʊst,stʌmək,tɹʌmpɪt,ɹɛnt,lʌmp,nʌmbə,kəʊst","nɜv,wɜm,wɛft,wɛst,wɛb,wɜk,wɜd,ɹəʊm,ɹʌst,nɛst","ə 18%, t 15%, s 12%, n 10%, ɹ 9%, l 9%, m 8%, ɪ 8%, k 6%, ʊ 6%"
uɑ,,,"plan,flat,klam,flaʃ,flaʊə,flaɪ,flaɪ,plaʊ,klaʊd,θɹɛd",,,,,,,,,,,,,,"dɹaɡənflaɪ,flʌd,flaʃ,flaʊə,flaɪ,flaɪ,slaɪd,slaɪd,θɹɛd,flat",,,"sʌk,lʌk,dʌk,tɹʌk,ɹɛptaɪl,ɹʌb,lɛɡ,tɹʌmpɪt,tʌt͡ʃ,dɹʌŋk","planɪt,θɹɛd,kɹɪkɪt,klam,plan,tɛn,kəmand,dɛd,kɜvd,kəʊt",,"planɪt,plan,klaʊd,klam,manɪd͡ʒ,man,nʌtmɛɡ,nɛtwɜk,kɹaʊd,manɪd͡ʒə","l 15%, ɪ 13%, a 12%, t 11%, k 10%, n 10%, ɹ 8%, d 8%, ɛ 7%, ə 7%"
uɑŋ,,,"plan,dɹaɡənflaɪ,flat,flaɪ,flaɪ,fɹɒst,dɹaɡənfɹut,kəʊt,flaʃ,klɒk","plan,flat,klam,flaɪ,flaɪ,dɹaɡənflaɪ,flaʃ,pɛn,bɜn,klin",,,,,,,,,,,,,"dɹaɡənflaɪ,dɹaɡənfɹut,flaɪ,flaɪ,landslaɪd,bʌtəflaɪ,slaɪd,slaɪd,flaʃ,flat",,,"snɒt,slaɪd,slaɪd,dɹaɡənfɹut,θɹɛd,flat,flut,fɹut,klɒk,dɛd","bɪtwin,kwin,tɹampəlin,swit,swɛl,wɛpən,bɛd,swɛt,ɐɡɛn,tɹɛmbəl","pɛlɪkən,kəʊt,kəʊk,planɪt,plan,kəmplit,pɛnɪtɹeɪt,kwin,pleɪt,bɛd","wɛn,wɛn,waɪd,waɪn,kwin,ɐɡɛn,θɹɛd,wɜd,wɛb,dɹaɡənflaɪ","l 14%, a 12%, ɪ 12%, n 11%, t 11%, ə 10%, ɹ 9%, k 9%, d 7%, ɛ 6%"
uɔ,,,"maɪkɹəʊweɪv,paɪnapəl,maɡpaɪ,apəlpaɪ,mʌʃɹum,pəlut,maɪkɹəfəʊn,plutəʊ,ɛksəsaɪz,paŋkɹiəs","paɪnapəl,apəlpaɪ,paɪn,maɡpaɪ,past,pas,faiəflaɪ,mʌʃɹum,kamfətɹi,baiəs","kaʒuəl,tsunɑmi,nudəl,kɒɹəl,nidəl,dɒɡ,pɒmɪɡɹaneɪt,nɛk,ikwəl,tul","mʌsəl,ɪnɜʃə,nʌt,nʌtmɛɡ,mɑt͡ʃ,mʌʃɹum,mʌðəɹɪnlɔ,pinʌt,nɜsəɹi,mʌðə",,"mɛtəl,mantəl,mʌsəl,paɪnapəl,manɪd͡ʒ,mʌstəd,ɪmɔtəl,meɪpəl,matə,mat͡ʃ","paɪnapəl,mʌsəl,past,mɑt͡ʃ,maɪn,bɒtəl,apəlpaɪ,paɪn,həʊp,kasəl","nʌt,tɹʌk,lʌk,nɛk,nɛtwɜk,nɜsəɹi,tɹaɪaŋɡəl,naɹəʊ,nʌtmɛɡ,tɹavəl","nɜsəɹi,nɛsɪsəɹi,nudəl,maməl,naɹəʊ,ni,maɹəʊ,mʌsəl,nis,tsunɑmi","dɒɡ,kaʒuəl,ɹɒŋ,kasəl,nudəl,lɒŋ,kwɑsɑ̃,maməl,ɹaʃənəl,mʌsəl","nɛk,pɒmɪɡɹaneɪt,ni,nis,naɪt,maɡnɪt,meɪk,naɹəʊ,ɹeɪk,naɪf","nɛk,nɛst,mad͡ʒɪk,manɪd͡ʒ,neɪt͡ʃə,kaʒuəl,mɪkanɪk,nɛsɪsəɹi,maməl,lʌk",,,"tɹaɪaŋɡəl,fɹɛʃ,ɐɹaɪv,ɐlaɪv,faiəflaɪ,faɪnəli,maɡpaɪ,haʊmʌt͡ʃ,tɹʌk,bʌtəflaɪ",,"kaʒuəl,ikwəl,nudəl,wik,wik,kasəl,iɡəl,keɪk,pəlut,ʃakəl","pəlut,ɹɪŋkəl,tɹʌŋk,tɹaɪaŋɡəl,snɒt,pjupəl,tɹɛmbəl,ɹut,nudəl,nɒt","meɪpəl,nʌtmɛɡ,mɛtəl,pɜpəl,paɪnapəl,mɑt͡ʃ,dɔtəɹɪnlɔ,bʌbəl,dʌbəl,pjupəl",,"weɪv,faɪv,feɪz,nɜv,haʊmʌt͡ʃ,maɪkɹəʊweɪv,hav,meɪ,wiv,nʌtmɛɡ","ə 15%, ɪ 13%, a 11%, l 11%, m 10%, n 9%, t 9%, k 9%, ɹ 8%, s 6%"
uən,,,"nɛbjʊlə,wʊlf,skwɒt,stjudənt,pɹɒbləm,tjulɪp,stju,wɒlɹəs,tɹanspaɹənt,pɒpjʊlə","stju,spɪt,spiə,splɪt,stɹɔ,skwɒt,skɹɪpt,skɔpiən,skɹat͡ʃ,ɛkspiəɹɪəns","skwɒt,skwɪɹəl,skup,skweə,ɑɡju,ɡɹup,skul,tɹu,skwɪd,stju",,,,,"nɛbjʊlə,nɛtwɜk,dju,jʊəɹanəs,stju,stjuədɛs,skwɒt,maɡnɪtjud,mɜkjʊɹi,mɒnjumənt","stju,skwɒt,spɪt,skup,dju,nju,stɹɔ,dwɔf,splɪt,skɹɪpt","stju,skwɒt,spɪt,skɹɪpt,splɪt,skup,stɹɔ,stɹɒŋ,stɹɒŋ,dju","skɹɪpt,splɪt,sɪlk,spɹɛd,stju,stɹɔ,dɹɔ,skwɪd,spɪt,tɹu","spɪt,splɪt,skɹɪpt,dɹɪp,spɪnɪt͡ʃ,spiə,spɪl,stɹɔ,spʌnd͡ʒ,ɹɪspɒnsəbɪlɪti",,,"swɒləʊ,swɒləʊbɜd,mɜkjʊɹi,stju,tjulɪp,tɹu,stɹɔbəɹi,mʌlbəɹitɹi,ɡɔlbladə,skwɒt",,,"tɹu,swɒləʊ,stjuədɛs,stju,nɛtwɜk,switpəteɪtəʊ,swɒləʊbɜd,ɐpɹɒksɪmət,stɹɔ,swɛt","skɹɪpt,spɪt,stjupɪd,skwɒt,stju,tɛlɪskəʊp,spɪl,spɹɛd,skɛlɪtən,skup","spɪt,skwɒt,stju,splɪt,skɹɪpt,spiə,skwɪd,stjupɪd,skup,skweə","stju,skwɒt,stɹɔ,spɪt,stjupɪd,skwɪd,skeɪlz,spɪl,dju,spɹɛd","s 17%, t 14%, ɪ 11%, ə 10%, p 10%, k 9%, ɹ 9%, l 8%, n 6%, u 5%"
y,,,,,"mətiəɹiəl,ɡɹad͡ʒuəli,jʊəɹanəs,kjʊəɹiəs,ɹeəli,djʊəɹiən,pɹiviəs,fɛbɹuəɹi,bəlun,feəɹi",,"jʊəɹanəs,d͡ʒanjuəɹi,nju,kjʊəɹiəs,dju,stjuədɛs,nɛfju,ju,ju,junɪvɜs",,,,,,,,"nɛɡətɪv,tɔneɪdəʊ,tɛnɪs,maɹɪɡəʊld,ɔlweɪz,ɪɡnɔ,dɪziz,ɛkspɛnsɪv,dɪsiv,lɛtɪs","ɐɡɛn,dɛd,bɪɡɪn,tɛnɪs,ɡəʊ,tɛn,dɪsdeɪn,kɪs,bɛd,dɪziz",,"nɛɡətɪv,peəɹəntsɪnlɔ,ɪmidɪətli,ɔlɹɛdi,snapdɹaɡən,sɔ,lɒɹidɹaɪvə,sɒlstɪs,ɔdiəns,naɹəʊ",,,,,"vju,ju,ju,ɐsjum,stjuədɛs,fju,ɹɪvju,hjumən,stju,nju","ə 16%, ɪ 14%, n 14%, l 9%, s 9%, i 9%, ɹ 9%, t 8%, d 7%, a 6%"
yn,,,,,,,,,,,,,,,"nəʊz,neɪbə,pəʊləbeə,ɹəʊz,kɒlənaɪz,pʊʃ,mɪnɪməm,tɔneɪdəʊ,pɪɹɐmɪd,tɪmɪd","ɡɹəneɪd,ɹeɪdɪəʊ,tɔneɪdəʊ,ɪɡnɔ,kɹaʊdɪd,dəʊneɪt,aʊl,deɪt,ɡladɪəʊləs,t͡ʃeəmən",,"siɐnɛməni,snapdɹaɡən,ɐnɛməni,kɒlənaɪz,sɪnəmən,nɛɡətɪv,tɹɪliən,mɪnɪməm,daiəmənd,mɪliən",,,,,"ɛvɪdəns,faɪv,hav,ɐɹaɪv,feɪz,eɪfɪd,əbʌv,haɪɐsɪnθ,haʊs,ɪnsaɪd","ə 18%, ɪ 18%, n 13%, l 9%, t 8%, s 7%, m 7%, ʊ 7%, a 7%, ɹ 6%"
yœ,,,,,"mɒdəl,ɹɪspɒnsɪbəl,nudəl,mətiəɹiəl,juʒuəli,ɡɹad͡ʒuəli,ziəɹəʊ,bəlun,kɒɹəl,d͡ʒanjuəɹi",,,,,,,,,,"maɪkɹəʊweɪv,bɪɡsɪstə,maŋɡəʊ,maɹɪɡəʊld,mad͡ʒɪk,maɡɐzin,leɪzi,ɔlməʊst,fɪzɪks,məʊst","dɪspleɪsmənt,ɪkɒnəmi,deɪzi,baɪɒləd͡ʒi,bɪɡsɪstə,leɪzi,ɛkspləʊd,ɛnəd͡ʒi,tɛknɒləd͡ʒi,dɪsɛmbə",,"mɛməɹi,ɔlɹɛdi,mʌlbəɹitɹi,ɛɡzaktli,ɐnɛməni,siɐnɛməni,tɛknɒləd͡ʒi,meɪbi,ɛnəd͡ʒi,ɔlməʊst",,,,,"izi,juʒuəli,ɐsɪstənt,ɛnəd͡ʒi,hɪstəɹi,d͡ʒanjuəɹi,mɒnjumənt,aɪ,aɪ,spaɪsi","ɪ 16%, ə 16%, s 11%, i 9%, n 9%, t 8%, ɹ 8%, l 8%, m 8%, a 6%"
yɛn,,,,,,,,,,,,,,,"tɛknɒləd͡ʒi,maɹɪɡəʊld,pəʊləbeə,ɔɹɪəʊl,nɛbjʊlə,tɔneɪdəʊ,fɒləʊ,ɹəʊl,təmɒɹəʊ,kɒlənaɪz","ɔɹɪəʊl,ɔlweɪz,t͡ʃeəmən,tɔneɪdəʊ,ɔl,ʌniən,d͡ʒəɹeɪniəm,sɒlstɪs,ɹeɪdɪəʊ,ʃʊd",,"nɛɡətɪv,siɐnɛməni,nʌtmɛɡ,ɐnɛməni,nɛbjʊlə,maɹɪɡəʊld,ɪmidɪətli,snapdɹaɡən,tɛknɒləd͡ʒi,ɡladɪəʊləs",,,,,"vɒləntəɹi,əbʌv,t͡ʃeəmən,fɒɹən,d͡ʒulaɪ,ʃeɪk,ʃeɪp,swɒləʊbɜd,saiəns,satədeɪ","ə 18%, ɪ 14%, n 13%, l 12%, s 9%, ʊ 8%, m 7%, t 7%, ɹ 6%, ɒ 6%"
ɑ,"bʊk,bɒm,bɔɪ,bɑn,bɔd,haŋ,bɑ,ɡɒd,jʌŋ,dɒɡ",,"ʃeɪk,pʊt,bɔd,pɔ,bɔɪ,pɔt,bʊk,eɪfɪd,pʌblɪk,ʃeɪp","kɒfi,hi,θɪk,θɪk,hɛlθi,hɛvi,θiəɹi,feəɹi,ɛɡzɪt,kʊki","kɪs,ɡəʊld,kaləndə,ʃild,kaʊnt,pɪlə,ki,kəmpeə,t͡ʃuz,aʊl","mɑz,mɒs,bɪld,and,bad,ɡɹandmʌðə,man,vɒdkə,əʊld,əʊld","ɡɔlbladə,wʊdpɛkə,ɡɹandfɑðə,bɪtə,ɡɹandmʌðə,beə,beə,wɪspə,bɪɡsɪstə,badmɪntən","ɑmpɪt,hɪt,hɪl,ɪt,ɑm,ɔɪl,ɒn,hɪp,ɒd,ɒv","hɪt,hi,hapi,heɪt,hat,hɪp,ɪt,ɛmplɔɪ,ad,at","flaɪ,flaɪ,dɹaɡənflaɪ,slaɪd,slaɪd,landslaɪd,fɹaɪ,laɪk,laɪk,bʌtəflaɪ","θɪk,θɪk,ɪt,hɪt,eɪt,haɪt,bʊk,ʃeɪk,heɪt,sɪk","hɪt,hi,θɪk,θɪk,hɪp,heɪt,ɪt,sɪti,eɪt,aɪ","laɪlək,fild,dɪlɪd͡ʒənt,land,lɪtɹɪt͡ʃə,lɪst,ɹɪlɪd͡ʒən,lɪli,valɪ,valju","mʌðəɹɪnlɔ,lʌk,tɹʌk,mʌʃɹum,stɹʌkt͡ʃə,ɡɑbɪd͡ʒ,mʌðə,nʌtmɛɡ,ɡaɹɪd͡ʒ,mɛʒə",,,"kɒfi,bɔɪ,hi,bɒm,θɪk,θɪk,pʊə,kɒnflɪkt,bʊk,haŋ",,,"hand,sand,fan,jɑn,stand,swɒmp,fɑm,ɒn,fɹɒm,bɒm","sand,stand,valju,hand,sandpɪt,kandi,ʌndəstand,ɹɛstɹɒnt,fan,vɒljum","ɒbstɹʌkt,ɡalɐksi,tɹʌk,sɛkɹətɹi,fɹɒm,ɪlɛktɹɪsɪti,ɒn,fɑm,ɑm,fan",,"ɪ 19%, t 13%, a 10%, l 10%, k 9%, ə 8%, d 8%, s 8%, n 8%, ɹ 7%"
ɑŋ,"ðɛn,ɡʌn,laɪn,waɪn,bɑ,wɪn,vaɪn,bɑk,bɑk,dɔn",,"pul,pɒpi,pʌŋk,bɛdʃit,bɔl,kɒfi,hɛlθi,pup,bɔd,eɪkɔn","ɔlðətaɪm,d͡ʒulaɪ,baɪɒləd͡ʒi,kəmpʌlsəɹi,ɔlsəʊ,t͡ʃɛɹi,ɛɡzaktli,ɔlðəʊ,aɡɹɪkʌlt͡ʃə,kʌɹi","waɪ,waɪd,wi,ɡəʊld,kiwi,ki,wit,waɪf,waɪt,pis","bəʊl,bat,bad,ɡəʊl,ɡəʊld,ɹəʊl,skəʊld,blakhəʊl,dɒl,həʊld","ɡɔlbladə,ɡɹandmʌðə,bladə,ɡaɪd,lɒɹidɹaɪvə,baɪ,vɪnɪɡə,ɛnvaɪɹənmənt,dɹaɡənflaɪ,baɪt","ɪn,at,həʊl,həʊl,ðɛn,bəʊl,ɑt,it,ɔl,tɔl","blakhəʊl,ɔl,hapi,pɛn,həʊl,həʊl,ɛmplɔɪ,plan,həʊtɛl,pleɪn","mʌlbəɹitɹi,pəlismən,stɹɔbəɹi,faɪnəli,tɹampəlin,ɒpəɹə,sməʊk,ɹɛfəɹi,pjupəl,labəɹɪnθ","waɪt,laɪt,laɪt,laɪt,ɹaɪt,ɹaɪt,ɹaɪt,ɛɡwaɪt,ʌðə,waɪp","laɪ,laɪ,waɪ,aɪ,aɪ,əʊkeɪ,flaɪ,flaɪ,haɪ,waɪt","dɹaɡənflaɪ,lɒɹidɹaɪvə,vaɪɹəs,pɹaɪvət,laɪlək,jɒɡət,laɪ,laɪ,ɡaɪd,daɪ","dɹaɡənflaɪ,faɪbə,landslaɪd,flaɪ,flaɪ,faiəflaɪ,tɹaɪ,fɹaɪ,fɑðə,ɡɹandfɑðə",,,"wɒʃɪŋməʃin,məʃin,ʃi,hɛvi,fɪzɪks,bɑ,kɒfi,faiəflaɪ,izi,kʌɹi",,,"vɛɹi,vinəs,fɜst,vɛt,valɪ,ɹɛstɹɒnt,ðɛn,vaɪn,d͡ʒanjuəɹi,ɪndʌstɹi","kamfətɹi,stɹɔbəɹi,nɜsəɹi,ɒbstɹʌkt,θɜsti,jʊəɹanəs,sɛkɹətɹi,vinəs,ɪndʌstɹi,ɐsjum","kamfətɹi,θɜsti,avəlanʃ,stɹɒŋ,stɹɒŋ,ɔɡəst,stɹɔbəɹi,ɡalɐksi,ɒbstɹʌkt,tɹavəl","lɒbstə,ɹʌbə,ɛvɪdəns,ɒpəɹə,pəʊləbeə,bɛləʊz,ɪnstɹəmənt,pəfɔməns,stɹɔbəɹi,kʌlə","ɪ 15%, ə 15%, a 12%, t 11%, l 10%, n 9%, ɹ 8%, s 7%, i 7%, d 7%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"izi,ɡɹup,nɔɪzi,du,fɛbɹuəɹi,ɑɡju,blu,ɪntʊ,dɒŋki,eə","ɪ 16%, i 13%, ə 11%, t 10%, n 10%, u 9%, d 9%, e 9%, ɹ 8%, l 6%"
