,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"pul,kul,kʊk,kʊk,pʊt,wɜlpul,tul,kɔl,pup,kʊki","kul,tul,kʌɹi,pəlut,kɔl,pul,tɔl,bəlun,θiəɹi,kʌlt͡ʃə","kat͡ʃ,kaʃiə,wɪski,spaɪdə,wɪspə,spiə,kaʊ,skaɪ,spid,skwiz","skəʊld,spid,skwɪd,wɪspə,spɪl,spiə,baskɪt,skul,skweə,vɒdkə","ladə,wɪspə,spaɪdə,badmɪntən,skanə,spid,skwɪd,spiə,spɪndəl,lavəndə","hɒspɪtəl,pil,pɛtəl,tul,apəl,paɪnapəl,mɛtəl,sil,həʊl,həʊl","sil,pil,spɹɛd,sid,smɛl,hɪl,spid,kasəl,fil,sad","saʊə,ʃaʊə,haʊ,saʊnd,tjubə,taʊə,haʊmʌt͡ʃ,wɪspə,ɹɪvju,stju","kʊk,kʊk,kʊki,sɪkəl,laɪk,laɪk,tu,tu,tu,pɪkəl","taɪɡə,haɪd,kʊki,kiwi,ki,kɑ,pɪkəl,teɪbəl,teɪbəl,spid","lɪli,ɹɪlis,ɹɛfəɹi,lɪst,lɛɡ,ɹɪlɪd͡ʒən,last,lɛs,ni,list","si,si,ɹɛdi,stɹɔbəɹi,hi,ɹɛfəɹi,sɪɡəɹɛt,hɪstəɹi,ti,spɪnɪt͡ʃ",,,"kɑ,kʌɹi,haɪ,kɔn,kɔ,spaɪsi,faɪd͡ʒ,list,juʒuəli,jist",,,"ɹɛfəɹi,nɜsəɹi,ɐsjum,ɹiəlɪ,djʊəɹɪŋ,nɛsɪsəɹi,d͡ʒanjuəɹi,nju,ɹeəli,sand","dafədɪl,ɹɛfəɹi,swɒn,stjuədɛs,nɜsəɹi,standəd,stand,junɪvɜs,jʊəɹanəs,steəz","ɹɛfəɹi,swɒn,ti,stjuədɛs,si,si,nɜsəɹi,θɹi,θɜsti,hi",,"ə 14%, s 13%, l 12%, ɪ 12%, t 10%, i 9%, k 9%, a 9%, p 6%, d 6%"
ən,"mɪnɪt,lɪnɪn,wɪn,bɹɪŋ,pɛŋɡwɪn,pɹɪnt,mɪnɪməm,mɪnt,mɜkjʊɹi,sɪmɛnt",,"du,bambu,ɡʊdbaɪ,dju,ɹɪpit,bɹaɪt,dɹɪp,dɪpɛndənt,bijuzdtu,pɔɪnt","plant,bɹeɪk,laɪbɹəɹi,pɒpmjuzɪk,kləʊk,pʌblɪk,bɹaɪt,pɹəʊɡɹamə,bʊk,pleɪ",,"dju,ju,ju,nju,stju,njuzpeɪpə,dɹɔ,vju,wɔ,smuði",,"səʊləsɪstəm,ʃɛdjul,ɹɪspɒnsəbɪlɪti,nɛbjʊlə,səʊld͡ʒə,ɹɪsɛpʃənɪst,kəmpʌlsəɹi,kʌlt͡ʃə,səpɔt,tjulɪp",,"mɪnɪməm,linɪənt,mɪnt,mɪnɪt,faɪnəli,t͡ʃɪmni,siɐnɛməni,sɪnəmən,badmɪntən,sɪmɛnt",,,,,,,"dɹɪŋk,ju,ju,sɪŋk,wɔp,vɛt,wɔk,θɪŋk,dju,hi",,"nju,dju,kəntɪnju,ɛndjʊə,mɒnjumənt,tjuzdeɪ,djʊəɹiən,ju,ju,stjudənt","wɒt,dɹɪŋk,dɪnaɪ,wɔp,sɪŋk,wɔk,sɪmɛnt,wʊd,ɔdɪnəɹi,daɪnɪŋɹum","zəʊdiak,bjutifəl,sɛkɹətɹi,səpɔt,ɪnsɜt,ɹəʊbɒt,absənt,sɛləɹi,wɒlɹəs,mɒnjumənt","deɪnd͡ʒəɹəs,kamfətɹi,sɛkɹətɹi,mɜkjʊɹi,tɛknɒləd͡ʒi,nɛptjun,dɛzət,nɜsəɹi,ɔlðətaɪm,ɐpɹɒksɪmət",,"ɪ 16%, n 14%, ə 13%, t 13%, s 9%, ɹ 8%, d 7%, k 7%, a 7%, m 7%"
əŋ,"wɛn,wɛn,waɪn,kɹeɪn,kɹeɪn,wɪn,klin,ðɛn,pleɪn,pleɪn",,"mʌlbəɹitɹi,mɛməɹi,faɪnəli,ləʊkʌsttɹi,maɹi,ləʊnli,pɑmtɹi,əʊnli,ɑbɪtɹəɹi,aŋɡɹi","sil,silɪŋ,ɡalɐksi,θɹi,fɹɒm,θɹɛd,fɹiz,fɹɛʃ,fɹɒɡ,kɒnflɪkt","kaʊ,ɡəʊ,dəʊ,ɡəʊl,bəʊ,bəʊl,ɹəʊl,ləʊ,ʃaʊə,taʊə","bəʊl,ɡəʊl,bəʊn,dans,dɛns,dəʊ,d͡ʒɔɪnts,bəʊ,wɒnt,ɹɛnt","ɛkspɛɹɪmənt,pɹaɪmmɪnɪstə,ɹɪmɛmbə,ɡɔlbladə,pɹɪntə,ɪmpʌls,dɹaɡənflaɪ,ɛlɪmənt,vɪnɪɡə,fɛns","tɹɛmbəl,bəʊl,teɪbəl,teɪbəl,bəʊt,tɹeɪn,tɹeɪn,steɪbəl,pleɪt,stɹeɪt","bʌbəl,tɹɛmbəl,pleɪt,pleɪn,pleɪn,tɹampəlin,klin,kwin,pjupəl,kɹeɪn",,"pleɪt,bɹeɪk,eɪkɔn,pleɪ,pleɪ,eɪt,leɪk,leɪt,eɪpɹəl,eɪbəl","haɪ,pɹeɪ,faɪbə,pleɪ,pleɪ,haɪdɹeɪnd͡ʒə,bɹeɪn,pleɪn,pleɪn,haʊ","tɛknɒləd͡ʒi,tɔneɪdəʊ,ɛkspləʊd,dəʊneɪt,nɛbjʊlə,t͡ʃɛləʊ,eɪkɔn,ɛkspleɪn,kɒlənaɪz,eɪpɹəl","sil,pil,sɛl,ləʊ,stil,fil,ləʊkəl,sid,laɪ,laɪ",,,"ɪmad͡ʒɪn,mɪnɪməm,ɹɪmɛmbə,mɪnt,ɛlɪmənt,məʊmɛntəm,d͡ʒɪm,vɪnɪɡə,kəmplit,klinə",,"kandi,ɡəʊl,kaʊnt,aʊl,daʊn,ɡəʊld,ɡəʊldən,taʊn,d͡ʒun,sɒlti","ɔdɪnəɹi,deɪnd͡ʒəɹəs,nɛptjun,mɛməɹi,mɜkjʊɹi,vakjumklinə,anɪməl,junɪvɜs,d͡ʒanjuəɹi,sɛkɹətɹi","deɪnd͡ʒəɹəs,eɪnd͡ʒəl,ɔdɪnəɹi,nɛptjun,sɛkɹətɹi,nudəl,ɐksɛləɹeɪʃən,ɒn,dɪkʃənəɹi,dəʊneɪt","eɪnd͡ʒəl,deɪnd͡ʒəɹəs,kaməl,ɔdɪnəɹi,teɪbəl,teɪbəl,kɒɹəl,nudəl,eɪpɹəl,anɪməl",,"ɪ 15%, ə 14%, n 12%, l 12%, t 9%, a 9%, ɹ 8%, s 7%, i 7%, k 7%"
ɤʊ,"ðeɪ,ðeə,θɜzdeɪ,mʌndeɪ,nju,ɛndjʊə,sʌndeɪ,feəɹi,veɪn,tjuzdeɪ",,"hi,θɪk,θɪk,fild,hɪt,mʌŋki,bɔɪ,pʌŋk,ɛnd,θɪŋk","keɪk,peɪ,əʊkeɪ,kʊki,paŋkeɪk,pɒpi,teɪk,mʌŋki,ki,kibɔd","ɑkɪtɛkt,aktə,ɐtak,katəpɪlə,bak,pɪɡ,neɪkɪd,baɡ,maθɪmatɪks,atɪk","mʌndeɪ,θɜzdeɪ,kandi,nju,hand,sʌndeɪ,tjuzdeɪ,vɒljum,ðeɪ,fɑ",,,,,"neɪkɪd,mɑkɪt,θɪk,θɪk,atɪk,pɪɡ,teɪk,keɪk,beɪk,ɹeɪk","pɪɡ,hi,θɪk,θɪk,hapi,mɑkɪt,atɪk,θɪŋ,stɪŋki,mʌŋki","stɪk,stɪk,hi,θɪk,θɪk,θɜsti,stɪl,hɪl,lɪli,fild",,,,"θɪŋk,θɪŋ,hi,bɔɹɪŋ,pʌŋk,mʌŋki,ləʊnli,haɪ,vɛɹi,hɛvi",,"ɐtak,ɑkɪtɛkt,hapi,stɪŋki,katəpɪlə,atɪk,əʊld,əʊld,neɪkɪd,ɑt","θɜzdeɪ,mʌndeɪ,sʌndeɪ,ɐtak,fɹeɪm,ɐtɛnd,θɜsti,ɪndʌstɹi,sneɪk,ɐsɛtɪk","θɜzdeɪ,θɜsti,ɐtɛnd,mʌndeɪ,ɐsɛtɪk,sʌndeɪ,ʌndəstand,ɐtak,ɪndʌstɹi,steɪ","hi,θɜsti,stɪŋki,ɐtak,θɪk,θɪk,stɪk,stɪk,sɪti,hapi","hɪl,kɪl,heɪl,stɪl,fɪl,mɑkɪt,spɪl,pʊl,mɪl,neɪkɪd","ɪ 20%, t 13%, k 12%, i 11%, d 9%, s 8%, n 8%, e 7%, ə 7%, l 5%"
ɨ,,,,,,,,,,"sɪk,zɛbɹə,bɹeɪk,sɛnd,bɹɪk,ɹɪɡɹɛt,ʃeɪk,ɹeɪk,leɪk,handəl",,,"zɛbɹə,sɪblɪŋz,bɹeɪk,bladə,sʌmtaɪmz,paɹət,ɹɪɡɹɛt,sɛntɪpid,iɡɹət,pʌblɪk","keɪk,ʃeɪk,bɹeɪk,heɪt,leɪk,teɪk,hɛd,ɹeɪk,fid,paŋkeɪk",,,,,,,,,,"ɪ 16%, ə 13%, l 13%, t 10%, k 10%, ɹ 9%, s 8%, e 8%, a 7%, d 7%"
ɯʌ,,,"kɔz,bɒks,wɒʃ,ɡus,fɪzɪks,ɡɹas,fɪks,waks,ɡʌts,kɒntɹakt","kɹaɪ,kɒfi,fɪks,kleɪ,fɹaɪ,kɒnflɪkt,tɹaɪ,flaɪ,flaɪ,pɹaktɪs","waks,ɡɹɪd,ɡɹas,kul,wɪð,mɪks,aks,kɒfi,fɪks,kɔz","mɪnt,wɪnd,dɹɪŋk,pɹɪnt,wɒt,ɡʊdbaɪ,mɪnɪt,wɪn,bɪldɪŋblɒk,pɛŋɡwɪn",,,,"ɡɹas,ɡɹeɪ,ɡlas,ɡɹɪd,kɹaɪ,ɡladɪəʊləs,dɹɪŋk,lɪɹɪks,ɹɪɡɹɛt,djʊəɹɪŋ","ɡɹɪd,bɹɪk,wɒʃ,ɡɹeɪ,kʊk,kʊk,ɡɹas,ɡlas,dɹaɪ,blak","ɡaɹɪd͡ʒ,ɡɑbɪd͡ʒ,bɒks,dɪlɪd͡ʒənt,kɒkteɪl,paɹədɒks,ɡalɐksi,bʊt͡ʃə,lɪɹɪks,ɡʊdbaɪ","wɒlɹəs,dɹɪp,dwɔf,kɒntɹakt,lɪɹɪks,ɹɪlaks,ɡɹandfɑðə,dɹaɪ,ɡɹas,wɒʃ","wɪtθ,wɪð,wɪn,ɡaɹɪd͡ʒ,wɒʃ,wɒn,kwɪlt,wɪski,waks,ɡɹas",,,"kɒfi,kɔz,kɹaɪ,kɒf,wɒʃ,kɑ,kɔ,ɡus,tɹaɪ,dɹɪŋk",,"ɡɪv,ɡɪft,kɜvd,kat,ɡɹɪd,kɑ,kɒf,ɡʊd,ɡʊəd,ɡɹas","dɹɪŋk,djʊəɹɪŋ,dwɔf,tɹi,ʃɹɪŋk,bɪldɪŋ,kɑt,ɹɪŋ,wɪnd,tɹʌk","dɹɪŋk,kɒntɹakt,dɪstɹɪkt,dɪsɛnd,bɪldɪŋ,aŋɡɹi,stɹɪkt,bɪld,ɡɹas,ɡɹandsʌn","kamfətɹi,paŋkɹiəs,kan,kɑ,tɹi,kasəl,kandi,dɹɪŋk,kaɹɪktə,kɑd","ɡɹɪd,ɡɪv,dwɔf,wɪð,ɡʊd,kɪl,kwɪlt,wɪn,wɪnd,twɪɡ","ɪ 17%, k 16%, a 11%, ɹ 11%, t 8%, d 8%, l 8%, n 7%, s 7%, ə 7%"
ɻ,,,,,,,,,,,,,,,,,,,,"tul,tuθ,ɹul,sut,ɹuɪn,dɹim,lus,pul,luz,luz","tul,ɹulə,ɹul,pʊl,luz,luz,pul,tɔl,pɒlɪtɪʃən,lɒɹidɹaɪvə","tul,fʊl,ɹul,ɹulə,luz,luz,pul,kul,dɒl,laf",,"l 19%, ɪ 11%, ə 11%, i 11%, t 10%, u 9%, s 9%, n 8%, ɹ 7%, k 6%"
ʊŋ,,"wiv,weɪv,bɹið,bɹeɪv,faɪv,təɡɛðə,bluz,ɡɪv,skwiz,liv","ɪmpʌls,pɹɪns,bʌbəl,ɛvɪdəns,kəʊɪnsɪdəns,pɹɛfɹəns,pɹɪnsɛs,ɪnsɛns,ɪnsaɪd,pleɪs","ɛkspiəɹɪəns,pɹɪns,kəʊɪnsɪdəns,saiəns,kənstɹʌkʃənsaɪt,kɹɪsanθəməm,pleɪs,dɪstəns,ɛvɪdəns,pleɪn","skwiz,wiv,wɪð,luz,luz,təɡɛðə,liv,liv,weɪv,avəkɑdəʊ",,"skwiz,skwɪd,ɹɪvə,təɡɛðə,kʌvə,ʌðə,az,kwɪlt,bɹʌðə,avəkɑdəʊ",,,"labəɹɪnθ,avəlanʃ,tɹampəlin,tɹɛmbəl,tɹavəl,dʌbəl,ɹʌbə,stɹɔbəɹi,swɛl,lɪvə","ɪmpʌls,ɪnsɛns,ɪnsaɪd,ɛvɪdəns,pɹɪns,d͡ʒɔɪnts,sɪns,kəʊɪnsɪdəns,dɛns,pɹɪnsɛs","sɪns,pɹɪns,kəʊɪnsɪdəns,ɪnsɛns,pants,ɪnsaɪd,d͡ʒɔɪnts,pɹɪnsɛs,kɒfi,fɛns","famɪli,tɹɪliən,ɹɪspɒnsəbɪlɪti,ɹɪlis,lɪli,kɹɪsanθəməm,fəmɪliə,labəɹɪnθ,ɡɹandfɑðə,ɪlɛktɹɪsɪti","sɪlk,sɪns,dans,labəɹɪnθ,plant,ɹɪlaks,valɪ,pɹɪns,pɹɪnsɛs,lamp",,,"stɹɔbəɹi,bʌbəl,mʌlbəɹitɹi,pəlismən,pjupəl,tjubə,avəlanʃ,θɹʌʃbɜd,bɛvəɹɪd͡ʒ,labəɹɪnθ",,"təɡɛðə,ɛvɪdəns,skwiz,wiv,əbʌv,avəkɑdəʊ,skwɪd,hɪbɪskəs,pɪvət,ɡɪv",,"pɹɪnt,sɪmɛnt,pɹɪnsɛs,teɪbəltɛnɪs,pɹɛzɪdənt,pɹɪns,ɪmpʌls,tɛmpəl,pɔɪnt,tɜbɪd","pɹɪnsɛs,pɹɪnt,sɪmɛnt,pɹɪns,pɹɛzɪdənt,kɹɪsanθəməm,famɪli,tɹampəlin,ɛkspɛɹɪmənt,sɪmfəni",,"ɪ 16%, ə 15%, s 11%, n 11%, l 10%, ɹ 8%, t 8%, p 7%, a 7%, i 6%"
∅,,,,,,,,,,,,,,,,,,,"tiə,tim,diteɪl,ɡɪv,ʌniən,ɡeɪm,kɪŋ,kənteɪn,daʊn,ɒn",,,,,"ə 18%, n 13%, t 12%, ɪ 10%, i 10%, d 9%, k 9%, e 8%, a 6%, s 5%"
,"ɪ 21%, n 17%, ɹ 10%, ə 9%, k 9%, t 7%, a 7%, i 7%, b 6%, e 6%","ə 18%, ɪ 14%, v 13%, l 10%, i 9%, b 9%, ɹ 9%, u 7%, d 7%, a 6%","ɪ 14%, ə 12%, t 12%, k 12%, s 9%, n 9%, l 9%, p 9%, a 8%, i 7%",,"ə 20%, ɪ 11%, i 10%, n 10%, l 9%, k 9%, t 9%, s 8%, a 7%, ɹ 7%","ə 13%, ɪ 13%, n 13%, s 12%, t 11%, a 9%, d 8%, m 7%, l 6%, ʊ 6%","ə 19%, ɪ 13%, n 12%, a 10%, t 9%, l 9%, s 8%, d 7%, ʊ 7%, ɹ 6%","t 15%, ɪ 14%, ə 12%, l 11%, p 10%, s 10%, n 8%, a 7%, k 7%, d 6%",,"ə 15%, ɪ 13%, l 12%, ɹ 11%, n 10%, a 10%, t 9%, s 8%, k 6%, m 5%","ɪ 17%, ə 13%, t 11%, k 10%, l 10%, a 9%, s 8%, n 8%, ɹ 7%, p 7%",,"ɪ 16%, l 12%, ə 12%, s 10%, t 10%, n 9%, ɹ 9%, a 8%, k 8%, i 6%",,"ɪ 18%, ə 16%, n 12%, s 11%, l 9%, t 8%, k 8%, ɹ 7%, a 6%, ɛ 6%",,"ɪ 13%, ə 13%, a 11%, l 10%, k 9%, t 9%, n 9%, ɹ 9%, s 8%, i 7%","ɪ 15%, ə 14%, n 12%, s 11%, m 10%, t 10%, a 8%, ɹ 7%, l 7%, ɛ 6%","ə 15%, ɪ 14%, n 11%, k 11%, t 10%, a 10%, d 9%, i 9%, s 6%, ʊ 6%","t 13%, ə 12%, ɪ 12%, n 11%, ɹ 10%, s 10%, l 9%, i 8%, d 7%, k 7%","ɪ 14%, t 13%, ə 12%, s 10%, n 10%, k 9%, l 9%, ɹ 8%, d 8%, a 7%",,"ɪ 16%, n 12%, ə 12%, t 12%, a 10%, s 9%, l 8%, k 7%, d 7%, m 6%"
