,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑ,"ʃaʊəhɛd,hat͡ʃɪt,hat,jʌŋ,haŋ,haʃ,jɑd,haɪd,haʊmʌt͡ʃ,hand",,"kʌpkəɪk,bʌkɪt,pɒkɪt,tʌɡbəʊt,pʊt,dɛkəɹəɪt,pʌlpɪt,bʌŋkbd,ɡəɪt,bɜθdəɪkəɪk","plastɪkfɪlm,plastɪk,pʌblɪk,pɛtfud,ɡɹɐfiti,pikɒk,hɒkistɪk,pʌpi,baθtʌb,bʌfɪt","tiɑɹə,kəʊɑlə,ɡɹanəʊlə,kandɪlɑbɹə,kamɹə,ladə,sɒnəɡɹam,kaɹət,sidə,saləd","mat,ʃʊə,matə,mɑz,haʊl,bat,ðat,mɪɹə,man,maɡnɪt","kaləndə,kandɪlɑbɹə,badmɪntən,ɡɑdənə,kəmand,waɡən,kɪdni,bandanə,daɡə,katəpɪlə","kɑdbɔd,pɒmpɒm,həʊmpləɪt,dɔnɒb,bɒnɪt,dɔmat,mitbɔl,pɒmɪɡɹanəɪt,dɑtbɔd,handbɹəɪk","hɪt,hɪp,hat,pɒkɪt,θɪk,θɪk,pləɪt,bɔd,fat,fat","kandɪlɑbɹə,kwɑsɑ̃,stɒpwɒt͡ʃ,lɒɹidɹaɪvə,ɹufɹak,wɒʃklɒθ,plastəkast,padlɒk,bɹɛθɐlaɪzə,sʌmwɒt","dʌmwəɪtə,ɹɛdkɑpɪt,hɪt,kandɪlɑbɹə,sandpɪt,apɪtaɪzə,tɹʌmpɪt,pɛdɒmɪtə,hɛdlaɪt,ɑmpɪt","hɪt,hɪp,θɪk,θɪk,tɪkɪt,pləɪt,sɪti,sɪt,hi,kɪk","nipad,taɡ,ɹid,ɹid,lid,sad,lik,lik,siwid,sid","hapi,nipad,pati,tipi,tibaɡ,baklɑvə,slipi,padlɒk,ɹufɹak,kandɪlɑbɹə",,,"haŋ,hɑd,hand,fan,hat,ɡɒŋ,θɪk,θɪk,hav,hɛd",,,"sand,hand,haʃ,saʊnd,hat,sandkasəɫ,ʃaʊəhɛd,sɛnd,haʊmʌt͡ʃ,sad","sandkasəɫ,təʊd,sandəɫ,sɛnd,həɪzəɫnʌt,sand,səʊdəfaʊntɪn,səɪlbəʊt,dɪsɛnd,taʊəɫɹak","taɡ,tab,sad,tiʃɜt,ti,ti,tak,tim,θɹɛd,sand",,"h 237%, ɑ 233%, ð 123%, f 118%, a 115%"
ɑŋ,"bɹɛθɐlaɪzə,θɹʌʃbɜd,bəɪsbɔlɡlʌv,faiəpləɪs,jʌŋ,hɛdɹɛst,lɪtəɫbɹʌðə,faiəɹɐlɑm,spɑkplʌɡ,lʌmbə",,"hɒttʌb,baθtʌb,bɑbɛl,fastfud,bʌbəɫ,bʌn,ɔtʌm,baskɪtbɔlhup,hɒtpləɪt,bɑkəʊd","fudpɹəʊsɛsə,sɪɡəɹɛthəʊldə,hʌnɪpɒt,vɪdɪəʊkɐsɛt,hɒtpləɪt,hɒtt͡ʃɒklət,kɹɛdɪtkɑd,ɐksɛləɹəɪʃən,hɒttʌb,stɛpsʌn","tiɑɹə,ɡɹanəʊlə,kəʊɑlə,kalɐməɹi,kandɪlɑbɹə,ɛnt͡ʃɪlɑdə,ladə,ɡəɹɪlə,bladə,ləzanjə","mɑbəɫ,mat,mandəlɪn,maskɑɹə,mɒdəɫ,bat,bəʊləhat,mɛdəɫ,ɹəʊl,ðat","ɡwɑkɐməʊli,nɛbjʊlə,ɹəʊləbləɪd,pɪɹɐmɪd,ɡəndəʊlə,pəʊləbeə,ɡɹanəʊlə,vɐnɪlə,mɛlədi,kalkjʊləɪtə","bɑbɛl,dɑtbɔd,bʌbəɫ,baskɪtbɔl,baskɪtbɔlhup,dʌmbɛl,ɡʌmbɔl,pʌdəɫ,bʌn,bɛltbʌkəɫ","baskɪtbɔlhup,fʊtbɔl,hɒtpləɪt,pʌdəɫ,pləɪpɛn,bʌbəɫ,əɪpɹəɫ,sɒkəbɔl,bʌn,bɑbɛl","ɹaft,last,lɛft,lɛft,lɑvə,jɛt,ləzanjə,ɹat,ɹɑðəðɐn,flask","dʌmwəɪtə,ɹʌbəband,pʌlpɪt,bɑbɛl,ɹɛdkɑpɪt,dʌmbɛl,adʌlt,tɹʌmpɪt,mɑmɐləɪd,stɛpmʌðə","dʌmwəɪtə,pləɪpɛn,stɛpmʌðə,baskɪtbɔlhup,bɑbɛl,hambɜɡə,pʌlpɪt,sʌbwəɪ,tɹʌmpɪt,ɹɛdkɑpɪt","mɛlədi,dɪvɛləp,lʌvsit,ɹɛdi,θɹʌʃbɜd,ɹʌbəband,stɛpmʌðə,stɪɹʌp,katɐpʌlt,bɐnɑnəpil","dɹaɡənflaɪ,fɹikwənsi,kənfɛti,baklɑvə,hapi,ɡwɑkɐməʊli,hʌmvi,ɡɹavɪti,vəlɒsɪti,ɹɑðəðɐn",,,"məʃinɡʌn,fastfud,maɡɐzin,plastɪkfɪlm,faiəkɹakə,vɛndɪŋməʃin,ɹɛkɔdpləɪə,pasɪfaiə,kɒfiməɪkə,hɒvəkɹaft",,,"vɛndɪŋməʃin,nɛsɪsəɹi,last,basɪnɛt,plastəkast,ɡasəlin,mandəlɪn,ɐnaləsɪs,faɪnəɫi,fast","tambəɹin,stɑfɹut,stɑfɹut,list,faɪnəɫi,ɹɛdimil,vɛst,dɛntɪst,ɛnvələʊp,vɛɹi","θɹi,slip,tɹampəlin,θɹɪfti,fɹiz,fɹikwənsi,slipi,fləɪmθɹəʊə,stɹit,stip","ɹʌbəband,jɛstədəɪ,hɒteəbəlun,baθtʌb,ɹʌbə,hɒttʌb,istəɹɛɡ,ɹʌdə,ɹʌb,stɹɔbəɹi","f 174%, ʌ 148%, ð 132%, ɑ 119%, b 107%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"ɐvɔɪd,apɪtaɪzə,ɪɹəɪzə,ɪntɛstɪn,aɪdiə,kəntɪnju,wɔtəfaʊntɪn,faʊntɪnpɛn,səʊdəfaʊntɪn,ɪɹəʊd","ʒ 344%, ɐ 279%, j 270%, ð 267%, z 241%"
ɑʊ,,,"kʌpkəɪk,bɑkəʊd,pəɪpəwəɪt,pɒpsɪkəɫ,baɪsɪkəɫ,bəɪkən,bɛltbʌkəɫ,dɛkəɹəɪt,bɜθdəɪkəɪk,tʌɡbəʊt","faiəkɹakə,bəɪkən,bɑkəʊd,kʌpkəɪk,pikən,pɑtɪkəɫ,pɒpsɪkəɫ,pɒkɪt,kɑdbɔd,ɡəʊkɑt","kaləndə,tiɑɹə,spikə,katəpɪlə,kəɪsədiə,kɐzu,kaʃiə,kalkjʊləɪtə,kalɐməɹi,kəʊɑlə","skəʊld,mat,haʊl,bat,patən,baθmat,kat,kəʊl,pəʊl,badmɪntən","stəɪʃənwaɡən,spikə,balkəni,badmɪntən,stalɐɡmaɪt,maɡət,snapdɹaɡən,pikən,waɡən,sɒldəɹɪŋaiən","bɑkəʊd,pɒthəʊl,bəɪsbɔlbat,pləɪsmat,pɒpsɪkəɫ,mitbɔl,stəɪpəɫɡʌn,paɪnapəɫ,skəɪtbɔd,pɑtɪkəɫ","skəɪtbɔd,klɪpbɔd,dɑtbɔd,bʌbəɫ,pəɪpəpləɪt,pɒkɪt,baskɪtbɔl,pɑtɪkəɫ,kɑdbɔd,bɔd","saɪzməɡɹaf,kwɑsɑ̃,swɒn,kaʃməʃin,waɪŋɡlas,sʌŋɡlasɪz,dɪʃwɒʃɪŋlɪkwɪd,lɒɹidɹaɪvə,zaɪləfəʊn,səpɹaɪzd","sitbɛlt,dɛkəɹəɪt,pəɪpəwəɪt,spikə,təɪpmɛʒə,ʃəɪkə,ɹɛdkɑpɪt,kəɪk,səɪlbəʊt,stɹəɪtd͡ʒakɪt","katɐpʌlt,stɹəɪtd͡ʒakɪt,mɑkɪt,ɹɛdkɑpɪt,baskɪtbɔlhup,pəɪpəpləɪt,hapi,pɑkɪŋmitə,pɹɒbəbɪlɪti,spikə","lɛft,lɛft,ɹɛk,lik,lik,list,tiʃɜt,lɛɡ,ɹɪlis,kəlɛkt","si,si,tak,sɪɡəɹɛt,ti,ti,taɡ,slɛd,sɛkənd,taʊəɫɹak",,,"kəɹɛkt,kəlɛkt,ʃɑk,wɜk,jʌŋ,pɑk,hat͡ʃɪt,θɪk,θɪk,ʃaʊəhɛd",,,"ʃaʊəhɛd,sɪsəz,saʊnd,haʃ,taʊəɫɹak,saʊə,lɛft,lɛft,lik,lik","tiʃɜt,takəɫ,tak,kəɹɛkt,stjuədɛs,taʊəɫɹak,saksəfəʊn,saksəfəʊn,kəlɛkt,ɐtak","tiʃɜt,stjuədɛs,taʊəɫɹak,sɛkənd,tak,kɐsɛt,sɪsəz,saʊəkɹaʊt,stɹit,θɹi","sɪɡəɹɛthəʊldə,kalzəʊni,lɔndɹibaskɪt,təɪbəɫtɛnɪs,makɐɹəʊni,makədəɪmiə,hɒteəbəlun,maʃtpətəɪtəʊ,pɛpəɹəʊni,fɪʃnɛtstɒkɪŋz","k 156%, ʃ 91%, ɑ 82%, a 67%, t 63%"
ən,"zaɪləfəʊn,hapɪnəs,faɪlɪŋkabɪnət,ɡɹaməfəʊn,həʊmpləɪt,səʊɪŋməʃin,ʃɜt,ɪnhɛɹɪt,sɛlfəʊn,maɪkɹəfəʊn",,"pʌlpɪt,pɛt,spɪt,hɪt,bʌkɪt,pʌpɪt,pɜl,hɜt,bɜd,bʌt","dɛkəɹəɪt,fɛɹɪt,spaɪk,faɪt,taɪp,baɪk,paɪp,θɪk,θɪk,lɪpstɪk",,"hɪt,hat,haʊl,ðat,sɪt,fat,fat,hɪp,stju,spɪt",,"mɛməɹistɪk,mʌlbəɹitɹi,mitbɔl,pɛnɪtɹəɪt,snəʊbɔl,mɛlədi,snəʊməbil,mɪlɪpid,mʌlbəɹi,bʊlɪtpɹufvɛst","pʌlpɪt,baskɪtbɔl,skwɜtɡʌn,pɪnbɔl,swɒləʊbɜd,baskɪtbɔlhup,skʌl,klɪpbɔd,ɹəʊləskəɪt,bʌkɪt","ɡɹənəɪd,lɛmənəɪd,lɪməzin,laɪbɹəɹi,nəɪlklɪpəz,fɹəɪɡɹənt,mɑmɐləɪd,sipləɪn,sɪnəmən,d͡ʒəɹəɪniəm",,,,,,,"hɜt,hɪt,ʃɜt,jɛt,θɪn,hʌt,θɪk,θɪk,pɜfɛkt,hɜs",,"kəntɪnju,jʊəɹɪnəɫ,mɒnjumənt,jʊəɹanəs,hapɪnəs,pɛpəɹəʊni,ɛməɹəɫd,ɹɪməʊtkəntɹəʊl,bələʊni,ɪnəsənt","zaɪləfəʊn,ʃɜt,səʊdəfaʊntɪn,jʊəɹanəs,ɹaɪnɒsəɹəs,naɪtʃɜt,ɡɹaməfəʊn,səʊɪŋməʃin,ʌndəʃɜt,saksəfəʊn","naɪtʃɜt,səspɛndəz,ʃʌfəɫbɔd,səʊləpanəɫ,zaɪləfəʊn,ɹəʊləskəɪt,sɜfbɔd,fɜstəɪdkɪt,dəɪnd͡ʒəɹəs,nɜsəɹi","səʊləpanəɫ,ɹaɪnɒsəɹəs,zaɪləfəʊn,ɹəʊləskəɪt,sɜfbɔd,səsaiəti,nɛkləs,stɜfɹaɪ,pɹətɛkt,səspɛndəz",,"ɜ 155%, j 84%, f 74%, ʊ 71%, h 65%"
əŋ,"waɪn,laɪn,landmaɪn,ʃaɪn,ʃampəɪn,məʃinɡʌn,t͡ʃaɪnɐweə,səʊɪŋməʃin,laɪtnɪŋbʌɡ,waɪŋɡlas",,"ɹəɪŋkəʊt,jəʊk,jəʊk,kəlɛkt,məʊtəsaɪkəɫ,ləʊkəɫ,məɪk,pəɪpəwəɪt,məɪpəɫ,wəɪt","laɪtnɪŋbʌɡ,slaɪm,tɹaɪaŋɡəɫ,laɪm,pləɪɪŋkɑd,tɹampəlin,fɹəɪm,flan,ɹaɪm,ɹəɪŋkəʊt","ʃandəliə,kəʊɑlə,sandəɫ,kandəɫ,tambəɹin,sləʊ,handəɫ,stɹəʊlə,θɹəʊ,tiɑɹə","nəʊ,handəɫ,ðɛn,dəʊ,sandəɫ,hand,snəʊ,sand,dɔhandəɫ,θɪn","bakɡamən,mandəlɪn,ɛnvaɪɹənmənt,ɹɪməʊtkəntɹəʊl,fɪŋɡənəɪl,mɛməɹi,kɹanbəɹi,ɛlɪmənt,klaɹənɛt,kɜlɪŋaiən","stəɪpəɫɡʌn,laɪtnɪŋbʌɡ,bɔdɡəɪm,həʊmpləɪt,kʌməbʌnd,ɹəɪŋkəʊt,dʌmbɛl,pʌmpkɪn,tɹɛmbəɫ,tʌmbəɫwid","bʌn,tɛnt,tɛmpəɫ,pʌmpkɪn,ðɛn,ɹɛnt,tɹɛmbəɫ,pɜl,tɹampəlin,tʌnəɫ",,"ləɪt,pləɪt,pɛnlaɪt,laɪt,laɪt,laɪt,ɹaɪt,ɹaɪt,ɹaɪt,pəɪpəwəɪt","tɹampəlin,pəɪpəwəɪt,pləɪpɛn,pləɪt,pɛnɪtɹəɪt,əɪpɹən,tɹansləɪt,pəɪpəpləɪt,tɹɛmbəɫ,banjən","ɹɪklaɪnə,ɡɹanəʊlə,laɪtnɪŋ,səʊɪŋməʃin,aŋklɪt,planɪt,tɹampəlin,sʌbməɹin,laɪtnɪŋbʌɡ,pɹəɪɪŋmantiz","ɹaɪt,ɹaɪt,ɹaɪt,laɪt,laɪt,laɪt,laɪn,laɪm,lam,lamp",,,"ɹɪklaɪnə,lɪməzin,mandəlɪn,wɜkbɛnt͡ʃ,ɛlɪmənt,buməɹaŋ,fɪŋɡəpɹɪnt,vaiəlɪn,waɪn,faɪlɪŋkabɪnət",,"sandəɫ,kandəɫ,sand,handəɫ,tambəɹin,kanən,nəʊt,stand,kɜnəɫ,nəʊ","səʊɪŋməʃin,pɹəɪɪŋmantiz,məʃinɡʌn,ɹaɪnɒsəɹəs,vɛndɪŋməʃin,zaɪləfəʊn,məʊtəsaɪkəɫ,landmaɪn,d͡ʒaɪɹəskəʊp,ɡɹaməfəʊn","tɹampəlin,səʊɪŋməʃin,tambəɹin,aɪskɹimkəʊn,məʊtəsaɪkəɫ,ɛntətəɪnmənt,ɹəɪŋkəʊt,naɪtʃɜt,əɪnd͡ʒəɫ,ɐʃəɪmd","tɹampəlin,tambəɹin,tɹaɪaŋɡəɫ,ɹəɪŋkəʊt,məʊtəsaɪkəɫ,əɪnd͡ʒəɫ,ɛnvələʊp,tɛmpəɫ,ləʊkəɫ,əɪpɹəɫ",,"ŋ 189%, m 165%, n 144%, a 133%, ɫ 73%"
ɤʊ,"faʊntɪnpɛn,θɪn,pɪnbɔl,səʊdəfaʊntɪn,fɪlm,bʊlɪtɪnbɔd,heəpɪn,faɪnd,spɪndəɫ,wɪnd",,"bʌɡ,bɔd,pʌɡ,bɛltbʌkəɫ,mʌd,pʌlpɪt,bʌkɪt,mʌɡ,bɛnd,bʌɡi","bʌkɪt,pʌlpɪt,bʌɡi,pɒkɪt,mɑkɪt,pɑtɪkəɫ,fʊtbɔl,bʌɡ,bɛltbʌkəɫ,bʌn","tiɑɹə,spɐɡɛti,pati,təkilə,mɒɹalɪti,alpakə,manɐti,tɜki,spikə,kandikəɪn","bləʊə,hand,ləʊnli,fəʊnbuθ,stəɪndɡlas,ɡɹandmʌðə,blɛndə,hat,haʃ,hɪnd͡ʒ",,,"mitbɔl,pɑkɪŋmitə,sitbɛlt,mɛtəɫdɪtɛktə,pləɪsmat,pɒkɪtnaɪf,pinʌtbʌtə,kɑdbɔd,laɪtnɪŋbʌɡ,stəɪpəɫɡʌn","kɪdni,ɡɹavɪti,θɹɪfti,bɪkini,kiwi,maɹɪɡəʊld,bɪldɪŋ,ɹavɪəʊli,ɔlɹɛdi,kʊki","pʌlpɪt,mɑkɪt,bɛnd,laɪtbʌlb,mʌndəɪ,handbɹəɪk,hɛlmɪt,hɛdband,sandpɪt,pati","mɑkɪt,hapi,handbɹəɪk,pʌlpɪt,mʌndəɪ,pɪnbɔl,bʌkɪt,pɑkɪŋmitə,θɪk,θɪk","lɛnd,land,sɛnd,ɹiθ,lɛft,lɛft,lɛɡ,lik,lik,ɹɛk",,,,"haŋ,handkʌf,jak,muv,mʌɡ,hand,bɪhaɪnd,pʌɡ,lɛnd,mun",,"kandikəɪn,ʌndəstand,kɒtənkandi,ɐtɛnd,ɒd,skəʊld,pɑkɪŋmitə,antitə,kandi,ɒtə","fəʊnbuθ,handkʌf,pɑkɪŋmitə,stəɪndɡlas,handkət͡ʃif,handəɫbɑ,smuði,ɐtɛnd,hɛdband,səspɛndəz","ɐtɛnd,ɛnd,sɛnd,əʊnli,smuði,ɐɹaʊnd,fəʊnbuθ,ʌntɪl,ʌndəstand,muv","ɐtɛnd,smuði,sɛnd,hi,ɛnd,bɛnd,stɪŋki,hand,hɪnd͡ʒ,stand","muv,smuð,bʊl,mɒθ,bɔɪl,smɔl,pʊl,bɔl,mɔ,mun","h 262%, θ 203%, d 197%, f 150%, ð 124%"
ɨ,,,,,,,,,,"laɪbɹəɹi,bɹɑ,zɛbɹə,bɹəɪd,stəɪplə,laɪt,laɪt,laɪt,bɹəɪk,bɹəɪk",,,"stəɪplə,zɛbɹə,ləɪdəɫ,skɹəɪpə,bɹəɪd,pləɪpɛn,stəɪpəɫ,stəɪbəɫ,stɛpsʌn,ɡɹəɪtə","stəɪplə,skɹəɪpə,pləɪt,ləɪt,t͡ʃɪk,ləɪk,t͡ʃɪkpi,t͡ʃɪps,sɪk,sɜv",,,,,,,,,,"ɪ 310%, ɹ 169%, p 168%, l 103%, z 80%"
ɯʌ,,,"kɒktəɪl,kaɹɪktə,dɒktə,kənɛkt,kəɹɛkt,fɒks,kɒkɹəʊt͡ʃ,kɒntɹakt,ɡəʊkɑt,kəɪkmɪks","kəʊtɹak,ɡəʊkɑt,faiəkɹakə,kɹakə,kɜlɪŋaiən,pɒkɪt,bakɡamən,kɹɪkɪt,kənɛkt,hɒtt͡ʃɒklət","ɡɹanəʊlə,ɡɹɪl,ɡɹɪl,ɡladɪəʊləs,ɡɹanɪt,ɡɪlti,ɡəɹɪlə,ɡɹɪd,ɡɪlətin,ɡalɐksi","ɡɹanəʊlə,ɡɹaməfəʊn,waɪŋɡlas,pɹaɪmmɪnɪstə,nəɪlklɪpəz,faɪlɪŋkabɪnət,mɪnɪt,mandəlɪn,mɪnt,sʌmwɒt",,,,"ɹɪlaks,nəɪlklɪpəz,lɪɹɪks,waks,ɡɹɪts,nɛkləs,ɹɪɡɹɛt,ɹɪklaɪnə,klaɹənɛt,vɐnɪlə","ɡɹɪl,ɡɹɪl,ɡɹanɪt,vɐnɪlə,nəɪl,ɡɹəɪt,dɹɪl,kɪlt,ɹɪlaks,dɹɪŋk","bakdɹɒp,kandɪlɑbɹə,balətbɒks,pɒkɪtwɒt͡ʃ,bɑbɛl,bandanə,paɹədɒks,maθɪmatɪks,bakɡamən,kaɹəmɛl","ɡɹɪl,ɡɹɪl,ɹɪlaks,tɹaktə,dɹɪl,lɪɹɪks,kaɹɪktə,nɛkst,ɡɹɪts,kəɹɛkt","klaɹənɛt,kɹakə,ɡalɐksi,ɡladɪəʊləs,tɛlɪɡɹaf,ɹɪklaɪnə,eəkɹaftkaɹiə,kɹanbəɹi,ɡəɹɪlə,dɪʃwɒʃɪŋlɪkwɪd",,,"waks,kəɹɛkt,ɹɪlaks,kəlɛkt,kəɪkmɪks,lɪɹɪks,kənɛkt,kaktəs,fɒks,kɒntɹakt",,"kamkɔdə,kɒktəɪl,kɒtənkandi,ɡɑtə,kaktəs,ɡʌtə,kɑdɪnəɫ,hɒtwɔtəbɒtəɫ,kʌtɪŋbɔd,wɔtəbɒtəɫ","sɪmɛntmɪksə,ɐpɹɒksɪmət,hapɪnəs,mat͡ʃbɒks,ɒktəpəs,maθɪmatɪks,handpɹɪnt,ɛntətəɪnmənt,kaktəs,ɪnəsənt","nəɪlklɪpəz,kɒktəɪl,ɡɹɪl,ɡɹɪl,səɪlbəʊt,sɪmɛntmɪksə,mɛtəɫdɪtɛktə,bɒksəʃɔts,kəɹɛkt,dʌkttəɪp","ɪkleə,klinə,kliə,kamkɔdə,kaɹɪktə,aŋklɪt,ɪklɪps,kɹəɪtə,təɪpɹɪkɔdə,ɹɪklaɪnə","kwɪl,kwɪlt,ɡɹɪl,ɡɹɪl,ɔɪlkan,kɪlt,ɡɛt,kɪl,wɪn,ɔɪl","k 405%, ɒ 208%, ɡ 183%, ɹ 135%, ŋ 112%"
ɻ,,,,,,,,,,,,,,,,,,,,"bikə,njuzpəɪpə,ɡɹinbinz,pəɪpə,bim,ɹiθ,pitə,tjuzdəɪ,dɹim,slipi","bikə,njuzpəɪpə,pəɪpə,ɹiθ,pəɪpəwəɪt,ɹɪpit,ɹip,dikɹis,bɜθdəɪkəɪk,ɡɹinbinz","bikə,ɹip,ɹiθ,lik,lik,ɹɪpit,dip,stɹit,təɪp,bit",,"i 464%, u 301%, p 257%, θ 203%, z 128%"
ʊŋ,,"pɛtfud,ɔlwəɪz,ʃuləɪs,bɹifkəɪs,ɹəɪshɔs,pɛtɹidɪʃ,wiv,twizəz,pis,spəɪssut","tuθpəɪst,bɛltbʌkəɫ,pəɪst,baθtʌb,pəɪstɹi,bɛdʃit,pɛtfud,pultəɪbəɫ,spəɪssut,pɪŋpɒŋtəɪbəɫ","pɹɪnsɛs,pɹɛfɹəns,kənstɹʌkʃənsaɪt,bɛdʃit,stɹɪŋt͡ʃiz,ɪnsɛkt,tɹanspɔtəɪʃən,ɛkspɛnsɪv,bakwədz,pɛtfud","ɡɛs,fɔwəd,sɜfɪs,pɛtfud,pɛt,ɹəɪshɔs,kɐsɛt,jɛt,ɡɛt,pis",,"jɛt,ɡɛs,vɔɪs,ðɪs,sɜfɪs,lɛs,ɡɛt,pɛt,wɛt,bɜd",,,"lɛs,ɹɛnt,lɛŋθ,jɛt,pɔɪnt,ɹiθ,lɛft,lɛft,swɪŋsɛt,ɹɛk","bɛdʃit,pɛnhəʊldə,bɛlt,pɹɪnsɛs,bɪliv,baɹɛt,d͡ʒɔɪnts,tɹəɪnsɛt,pəɪnt,ɪnhəɪlə","bɛdʃit,pɹɪnsɛs,tɹəɪnsɛt,pɛnhəʊldə,sɪns,ɪnsɛns,hɛdfəʊnz,d͡ʒɔɪnts,kəʊɪnsɪdəns,ɪnsɜt","jɛt,ɹɪlis,lɛs,wɪndʃild,bəɪsmənt,ɹɛnt,pəɪnt,ɹɛk,lɛŋθ,ɹisəntli","pɔɪnt,tɛnt,bɛlt,ɹɛnt,ɹaɡ,dans,pɹɪnt,lɪd,plant,sɪns",,,"bəɪsbɔlɡlʌv,bɜdbaθ,bɛltbʌkəɫ,ɹɛkɔdpləɪə,bəɪsbɔl,wɜkbɛnt͡ʃ,bəɪsbɔlbat,bɒbslɛd,θɹʌʃbɜd,bʌɡ",,"pɛtfud,ɛvɪdəns,hɪbɪskəs,pɛpəmɪnt,pɹiviəs,wɜkbɛnt͡ʃ,pɹɪnsɛs,pɪvət,ɪnfɛkt,pəfɔməns",,"bɛd,bɜd,pɔɪnt,pɛpəmɪnt,pəɪnt,bɛltbʌkəɫ,bɛdpəʊst,pɹɪnt,bɛvəɹɪd͡ʒ,bɛlt","pɹɪnt,pɹɛzɪdənt,pɹɛzənt,pɹɛzənt,pɔɪnt,bɜd,pɹɪnsɛs,pɹɪns,fɛzənt,pɛpəmɪnt",,"ɛ 213%, v 171%, p 139%, ð 128%, s 120%"
∅,,,,,,,,,,,,,,,,,,,"d͡ʒun,bin,ɡɹinbinz,tim,ɛnd,ɐtɛnd,ɡɹin,ɜn,ɜn,bim",,,,,"n 376%, ɜ 263%, ɹ 254%, j 229%, d 223%"
,"h 282%, ŋ 265%, j 242%, f 225%, ʌ 197%","v 328%, ð 308%, z 298%, w 294%, s 271%","k 253%, t 179%, ɑ 148%, p 135%, ɒ 124%",,"i 255%, e 240%, ə 206%, ʒ 152%, ɹ 125%","ʊ 298%, a 254%, ɑ̃ 218%, m 194%, ɑ 180%","n 147%, ɑ̃ 117%, j 100%, u 100%, m 90%","b 267%, ɔ 266%, ɫ 254%, ʌ 221%, p 198%",,"ɹ 211%, l 209%, j 168%, z 108%, u 103%","t 161%, ɪ 145%, k 86%, l 77%, ʒ 51%",,"ɹ 198%, ɛ 183%, l 149%, ɡ 127%, t 122%",,"t͡ʃ 237%, d͡ʒ 236%, ʒ 178%, ɔ 159%, e 155%",,"f 219%, nʲ 218%, ɒ 195%, k 157%, ŋ 154%","ɐ 242%, ʃ 234%, d͡ʒ 199%, s 184%, u 174%","d 224%, ɫ 160%, ə 142%, n 108%, ɜ 98%","m 150%, ɫ 140%, θ 101%, ʃ 92%, ɜ 76%","t 165%, ɛ 144%, ɜ 120%, ɫ 101%, e 79%",,"ɐ 157%, n 104%, ʊ 93%, ʒ 89%, ɜ 78%"
