,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"tɹɪliən,pɹɪzən,laɪbɹeəɹiən,sizən,kəɪsədiə,sɪsəz,djʊəɹiən,d͡ʒəɹəɪniəm,ʌniən,ɪlɛktɹɪʃən","kɹaʊn,satəlaɪt,səʊdəfaʊntɪn,saʊəkɹaʊt,basɪnɛt,saksəfəʊn,saksəfəʊn,aʊəɡlas,makɐɹəʊni,satəlaɪtdɪʃ","djʊəɹiən,mɪtən,tɹɪliən,ʃaʊəkɜtən,sɜtən,ɹɪtɜn,pɹɪzən,eəkəndɪʃənə,mɪliən,fɜnɪs","satəlaɪt,spəɪsʃʌtəɫ,satəlaɪtdɪʃ,sɜkəɫ,təɪlaɪt,səɪn,ʃʌtəɫ,səɪl,ɹatəɫ,sɜtən","satəlaɪtdɪʃ,satəlaɪt,flataiən,t͡ʃɒklət,flaɪswɒtə,eəkɹaftkaɹiə,ʃʌtəɫ,kəɪsədiə,səsaiəti,plaiəz",,"satəlaɪtdɪʃ,daɪɹɛkʃən,stəɪʃənwaɡən,satəlaɪt,dɛkəɹəɪt,təɪlaɪt,skɛlɪtən,ɪlɛktɹɪʃən,sɜtən,laɪtnɪŋ","skɛlɪtən,stəɪʃənwaɡən,flataiən,kɜlɪŋaiən,satəlaɪt,skaliən,sɜtən,tɹɪliən,dɛkəɹəɪt,satəlaɪtdɪʃ",,,"ɪlɛktɹɪʃən,sɪsəz,ɛksəsaɪz,saksəfəʊn,saksəfəʊn,kəɪsədiə,sɜtən,ɪlɛkʃən,daɪɹɛkʃən,ɛksəsaɪzə","sɜtən,kɜlɪŋaiən,sɪsəz,t͡ʃɛkəz,faiəkɹakə,kəɪsədiə,sɜkəɫ,t͡ʃaɪnɐweə,θiətə,plaiəz",,"sɜtən,sɪsəz,səsaiəti,satəlaɪtdɪʃ,nɜsəɹi,satəlaɪt,səpɹaɪzd,səʊləsɪstəm,saksəfəʊn,saksəfəʊn",,,,,"fɜnɪs,aʊəɡlas,ɪlɛkʃən,sɜtən,ʃaʊəkɜtən,ɪlɛktɹɪʃən,daɪɹɛkʃən,sɪsəz,ɒfən,ɹaʃənəɫ","e 278%, ʃ 198%, ə 155%, a 141%, ɹ 115%"
iɤʊ,,,,,"bɔl,kɹɪstəɫbɔl,nudəɫ,pudəɫ,ɹil,pul,mitbɔl,ɹəʊl,snəʊbɔl,bəʊlɪŋbɔl",,"pɪnbɔl,mandəlɪn,mitbɔl,mɒθ,ɹɪmuv,smuði,waɪnbɒtəɫ,laɪtnɪŋbʌɡ,bʊl,ɹɪvɒlvɪŋdɔ",,,,,,,,"tɛnɪsbɔl,kɹɪstəɫbɔl,pɪnbɔl,bɔdɡəɪm,mitbɔl,fʊtbɔl,kʌtɪŋbɔd,skulbʌs,bəʊlɪŋbɔl,bɛltbʌkəɫ","bɔdɡəɪm,fʊtbɔl,kɹɪstəɫbɔl,pɪnbɔl,baskɪtbɔl,tɛnɪsbɔl,kʌtɪŋbɔd,skulbʌs,dɑtbɔd,mitbɔl",,"napkɪnɹɪŋ,mandəlɪn,mitbɔl,pɪnbɔl,swɪmɪŋpul,bɔdɡəɪm,snəʊbɔl,skulbʌs,tɛnɪsbɔl,pinʌtbʌtə",,,,,"pɪnbɔl,fʊtbɔl,bɔdɡəɪm,ɹɪmuv,dɑtbɔd,bɔl,bʊl,swɪmɪŋpul,skulbʌs,bɔɹɪŋ","ɔ 527%, b 339%, ŋ 258%, l 214%, ɫ 143%"
iʊŋ,,,,,,,,,,,,,,,,"wɜkbɛnt͡ʃ,katɐpʌlt,bɪnɒkjʊləz,baskɪtbɔlhup,kʌlt͡ʃə,pɛnhəʊldə,kʌvəɹɔl,aɡɹɪkʌlt͡ʃə,ɪmpʌls,pʌlpɪt",,"sɛntəpis,θɹʌʃbɜd,fɹɛʃ,nɛkləs,skulbʌs,dɪzɜt,wɜkbɛnt͡ʃ,fɹɛnt͡ʃfɹaɪz,stɜfɹaɪ,pɹɛfɹəns",,,,,,"s 241%, ɜ 235%, ɛ 184%, z 168%, ʌ 164%"
u,"djʊəɹɪŋ,dwɔf,ɹɪvju,mʌðəɹɪnlɔ,jʊəɹɪn,fɪɡjʊəɹin,ɹuf,dɔtəɹɪnlɔ,nju,fɑðəɹɪnlɔ",,"pantsut,lamt͡ʃɒp,dɔstɒp,pɒt,pants,pɑtɪkəɫ,pan,bim,sɒft,pɑt","lamt͡ʃɒp,t͡ʃans,pantsut,dans,təɹant͡ʃələ,pants,slɪŋʃɒt,kandəɫstɪk,hamstə,pɛnsəɫʃɑpənə","tiɑɹə,kaɹəsɛl,paɹəʃut,ləzanjə,kəʊɑlə,ɡɹanəʊlə,ɒn,pɛtfud,ɹulə,ɹəɪshɔs","pɪɹɐmɪd,bɪtə,bɑbɛl,bɪn,pɛdɒmɪtə,baθtʌb,mɪɹə,θɜmɒmɪtə,pɑkɪŋmitə,mɪlɪpid","fɜ,fɜ,mɪɹə,vɐnɪlə,jɛt,ɹiθ,vɔɪs,lɪvə,ʃʊə,wɪk","paɪnapəɫ,bɒtəɫəʊpənə,d͡ʒupɪtə,paɪnnidəɫ,dɪfɪbɹɪləɪtə,pɑkɪŋmitə,pɑtɪkəɫ,bɒtəɫ,mandəlɪn,kandɪlɑbɹə","bɒtəɫəʊpənə,pɑkɪŋmitə,pɑtɪkəɫ,pɹɪpeə,d͡ʒupɪtə,maθɪmatɪks,pɒkɪtwɒt͡ʃ,makədəɪmiə,kandɪlɑbɹə,təmɑtəʊ","sɪlantɹəʊ,naɹəʊ,mɑʃmɐləʊ,kalɐməɹi,sɛləɹi,mɛlədi,lɛtəɹəʊpənə,mʌðəɹɪnlɔ,maɹɪwɑnə,dɔtəɹɪnlɔ","kalzəʊni,kantɐlup,tɔtɪlinɪ,dansə,dɪlit,antɪləʊp,tiɑɹə,lɪtəɫsɪstə,təɹant͡ʃələ,ɹutə","təɹant͡ʃələ,tiɑɹə,dansə,t͡ʃans,d͡ʒanjuəɹi,kandəɫstɪk,t͡ʃɪp,ʃɪp,t͡ʃalɪnd͡ʒ,antɪləʊp","dɹɪŋk,ɹɪɡɹɛt,lɪd,dɹɪl,ɹɪst,malɪt,lɪst,dɪɡ,wɪk,valɪ","sɪk,θɪk,θɪk,sɪt,tɪk,wɪk,stɪk,stɪk,kɪk,hɪt",,,"buməɹaŋ,dɹaɡənflaɪ,pɒpi,pɑsli,ɹufɹak,pɒtpaɪ,hɒteəbəlun,kɒkɐtu,blakbəɹi,dɹaɡənfɹut",,"ɔtʌm,ɑbɪtɹəɹi,ɪmidɪətli,bim,dɪsɐpiə,pɛtɹidɪʃ,abakəs,hɪbɪskəs,tɛdibeə,baθtʌb","tɜntəɪbəɫ,bɒtəɫəʊpənə,bʌbəɫɹap,apəɫtɹi,bʌbəɫ,ɒpəɹə,pɛpəmɪnt,ɛməɹəɫd,pjupəɫ,pɛnsəɫʃɑpənə","tɜntəɪbəɫ,ɛɡzampəɫ,bɪb,pɪɡlɪt,tɜbɪd,pɛpəmɪnt,ɛɡzɪt,pəɪpəbaɡ,təɪbəɫtɛnɪs,təɪbəɫ","hɪp,kɹɪb,bɪb,pɪɡlɪt,tɪmɪd,pɹɪpeə,ʃɪp,dɪfɪkəɫt,pɹɪdɪkt,dɪp","ɒv,ɐvɔɪd,ɹuf,bihaɪv,ɹɪðəm,hav,hɑf,muv,ɡɪv,ɛvɪdəns","v 142%, ɒ 123%, e 108%, p 102%, θ 89%"
uan,,,"pəʊstkɑd,kəʊt,təʊstəɹʌvən,təʊst,kəʊstə,kəʊst,kəʊkənʌt,aʊtsaɪd,kənstɹʌkʃənsaɪt,təʊstə","kəʊt,kənstɹʌkʃənsaɪt,kənsʌltənt,kəʊkənʌt,dɪstəns,kənsɪdə,kənsɪstənt,spɹaʊts,ɔdiəns,fɜkəʊt","mɜkjʊɹi,vɐnɪlə,nɛbjʊlə,vɒləntəɹi,wɒlɪt,ɹəʊləskəɪt,wɒlɹəs,wʊlf,fɔwəd,bɪnɒkjʊləz",,"vɐnɪlə,klaɹənɛt,hʌt,fɔt,mɪɹə,ɡɹanəʊlə,maɹɪwɑnə,fɜnɪs,paɹəʃut,hɔs",,,"tɹaɪdənt,səɪlbəʊt,tɛnθaʊzənd,wʊdənlɛɡ,saʊəkɹaʊt,θaʊzənd,dwɔf,kɔdənblu,klaɹənɛt,dɪlɪd͡ʒənt","səʊdə,səʊld͡ʒə,ʃəʊldə,kəʊt,təʊd,səɪlbəʊt,naɪtʃɜt,dɪlɪd͡ʒənt,nəʊt,səʊk","səʊdə,dɪlɪd͡ʒənt,səʊld͡ʒə,kəʊt,ʃəʊldə,sʌmwɒt,skɛlɪtən,səʊk,eəkəndɪʃənə,səʊp","ɡɹɪts,kəʊt,sɪɡəɹɛthəʊldə,ɛɡzɪt,ɡəʊt,ɡəʊlpəʊst,kəʊk,səʊld͡ʒə,fɜkəʊt,həʊlstə",,,,"təʊstəɹʌvən,kəʊkənʌt,kənstɹʌkʃənwɜkə,kɜtən,kɒtən,ʃaʊəkɜtən,dɹaɡənflaɪ,ɹɒtən,kɒlənaɪz,stəɪʃənwaɡən",,"ɐbaʊt,təʊd,fɜkəʊt,kəʊt,tɜbɪd,pɹɪzən,kəmpjutə,pɹɪzəm,kəmpjutəskɹin,hʊd","ɹɪməʊtkəntɹəʊl,lɛtəɹəʊpənə,stɹɔbəɹi,nəɪlklɪpəz,bɒtəɫəʊpənə,swɒləʊbɜd,ɛnvaɪɹənmənt,pɹɛzənt,pɹɛzənt,sɪɡəɹɛtbʌt","kəʊt,təʊd,ɡɹɪd,ɐbaʊt,təʊst,fɜkəʊt,səɪlbəʊt,təʊtəmpəʊl,tʌɡbəʊt,dɪlɪd͡ʒənt","kəʊt,ɐbaʊt,pʊt,ʃaʊt,fɜkəʊt,sɪt,pɹɛzɪdənt,eəbəʊt,kəʊst,təʊst","təʊd,ɐbaʊt,kəʊt,tɛnθaʊzənd,skəʊld,həʊz,fɜkəʊt,kɹaʊdɪd,aʊt,skəʊn","ʊ 229%, t 204%, ə 146%, ɜ 119%, ʃ 80%"
uaɪ,,,"dɪstəns,pantsut,stɹɪŋt͡ʃiz,kənsɪstənt,ʃɔts,kəʊstə,kɹimt͡ʃiz,ɛd͡ʒukəɪʃən,d͡ʒʌmpsut,kənsʌltənt","kənstɹʌkʃənsaɪt,kənsɪstənt,dɪstəns,kənsʌltənt,pantsut,ɔdiəns,ʃɔts,saiəns,aʊtsaɪd,t͡ʃans",,,,,,,,,,,,,"bijuzdtu,ʃupɒlɪʃ,linɪənt,kɒtənkandi,spəɪssut,kɔdənblu,ɹisəntli,fɹutkəɪk,fʊtpɹɪnt,kənsɪstənt",,,"ɪmidɪətli,eəkəndɪʃənə,wupikʊʃən,ɹɪspɒnsəbɪlɪti,ɹɪsɛpʃənɪst,kɛmɪstɹi,pɹaɪmmɪnɪstə,ɹisəntli,kɔdənblu,ɐkʌmpəni",,,"pɹɛzɪdənt,kɹimt͡ʃiz,pɹaɪmmɪnɪstə,kɛmɪstɹi,kənsɪstənt,səpɹaɪzd,d͡ʒʌmpsut,fudpɹəʊsɛsə,sutkəɪs,spəɪssut","ʃ 212%, t 185%, s 181%, u 154%, t͡ʃ 90%"
ueɪ,,,"baθtʌb,istəɹɛɡ,hɒttʌb,plastəkast,laptɒp,stat͡ʃu,dɔstɒp,pastə,lɒbstə,stalɐɡmaɪt","dandɪlaiən,plastɪk,lamt͡ʃɒp,faiəɹɐlɑm,laɪbɹeəɹiən,flataiən,plastəkast,stat͡ʃu,ɒstɹɪt͡ʃ,laiən",,,,,,"ɹɪklaɪnə,lɛtəɹəʊpənə,laɪtə,lɛtə,lɛtə,stɪlɛtəʊ,wɔtəkulə,laɪlək,laɪbɹəɹi,jɛləʊ","stɪlɛtəʊ,pastə,lɪtəɫsɪstə,last,stimɹəʊlə,pilə,kɒntɛst,ɔɪstə,lɪst,mɪɹə","stalɐɡmaɪt,steə,steə,stɪlɛtəʊ,ɡɹanəʊlə,tiɑɹə,lɒbstə,kandɪlɑbɹə,antɪləʊp,stimɹəʊlə","lɪst,ɹɪst,list,last,stɪlɛtəʊ,ɹɛk,jist,ɹil,ɹɪɡɹɛt,nɛst","last,plastɪk,plastəkast,sɪlantɹəʊ,klasp,stimɹəʊlə,flask,stəɪplə,laɪlək,klaɹənɛt",,,"laɪ,laɪ,ɹɪklaɪnə,laɪbɹəɹi,laɪtə,laɪk,laɪk,last,laɪlək,laɪtnɪŋ",,"ɪlɛktɹɪʃən,mɪliən,pɹaɪmmɪnɪstə,mɪtən,eəkəndɪʃənə,fəmɪliə,fɜnɪs,ɹɪsɛpʃənɪst,mɛtəɫdɪtɛktə,mɪlɪpid","lɛtəɹəʊpənə,tɜntəɪbəɫ,ɛməɹəɫd,bɒtəɫəʊpənə,pɹaɪmmɪnɪstə,bʌbəɫɹap,stɛpdɔtə,tɹɛmbəɫ,ɹɪmɛmbə,stəɪpəɫɡʌn","dɪlɪd͡ʒənt,ɛlɪmənt,ɹɪlɪd͡ʒən,pɪɹɐmɪd,ɛkspɛɹɪmənt,istəɹɛɡ,pɹɛzɪdənt,ɛɡzɪt,pɪɡlɪt,eəkəndɪʃənə","pɹɪpeə,pʌblɪk,lɪpstɪk,pɪɡlɪt,bɪb,lɪp,kɹɪb,skɹambəɫdɛɡ,vɛd͡ʒɪtəbəɫ,stʌmp","pɹaɪmmɪnɪstə,wɔtəkulə,istəɹɛɡ,stimɹəʊlə,plastəkast,ɔɪstə,wɛst,kulə,stɛpstul,lɪst","t 232%, l 169%, e 97%, p 85%, ɹ 75%"
uɑ,,,"kəɪɒs,nɒt,nɒt,kaʊt͡ʃ,padlɒk,ɔɪlkan,pəʊstkɑd,dɒɡhaʊs,kɑd,tʌt͡ʃpad",,,,,,,,,,,,,,"kləʊðslaɪn,stɒpwɒt͡ʃ,fɹɛnt͡ʃfɹaɪz,pɒkɪtwɒt͡ʃ,dɹaɡənflaɪ,tɹaʃkan,ɹufɹak,flaɪswɒtə,lanjɑd,padlɒk",,,"tʌt͡ʃpad,sɪmkɑd,hɛdlamp,pəɪntbɹʌʃ,haɪd,dɒɡhaʊs,haʊmʌt͡ʃ,ɹɛdkɑpɪt,sɪɹʌp,haʊs","pɹɪnt,lɪd,tɪmɪd,ɡɹɪd,dɹɪŋk,tɛnt,kwɪlt,kəʊt,hɪt,plant",,"kaʊt͡ʃ,waɪd,klaʊd,kwɪl,twɪɡ,kɹaʊd,ɔɪlkan,kwɪlt,skwɪd,kəʊt","ɒ 289%, a 240%, θ 225%, ɑ 203%, h 136%"
uɑŋ,,,"pəʊstkɑd,sɑdin,dʌstpan,ɡəʊkɑt,hɒttʌb,labkəʊt,kamɛliə,ɡaləʊz,stɑfɹut,stɑfɹut","ɛnt͡ʃɪlɑdə,kɜlɪŋaiən,klam,kəʊɑlə,t͡ʃaɪnɐweə,ɡɒlfklʌb,dɛlfɪniəm,lamt͡ʃɒp,kləʊðslaɪn,kamɛliə",,,,,,,,,,,,,"dɹaɡənflaɪ,kləʊðslaɪn,fɹɛnt͡ʃfɹaɪz,sməʊkɐlɑm,wɜkbɛnt͡ʃ,ɡwɑkɐməʊli,θɹʌʃbɜd,kɹɒkədaɪl,lanjɑd,dɹaɡənfɹut",,,"sɪmɛnt,ɹʌbəband,θɹʌʃbɜd,hɛdlamp,mʌd,pɛpəmɪnt,tɹampəlin,hʌmɪŋbɜd,pɪɹɐmɪd,hɜb","ɹʌbəband,bɛdpəʊst,pɛpəmɪnt,ɹɪməʊtkəntɹəʊl,pɪɹɐmɪd,tɹampəlin,pəʊstkɑd,bɑbɛl,pɛpəmɪl,bɛltbʌkəɫ","kəbab,eəbəʊt,labkəʊt,kəmpeə,pɪɹɐmɪd,ɹɪməʊtkəntɹəʊl,ɐkweəɹiəm,pɛpəmɪnt,tɹampəlin,kɜb","waɪn,skwɜtɡʌn,waɪd,ɐɡɛn,ɹaɪz,θɹʌʃbɜd,tɜbaɪn,kwaiət,jɑd,wɜkbɛnt͡ʃ","e 272%, ɑ̃ 250%, ɑ 170%, m 115%, w 114%"
uɔ,,,"kantɐlup,mɑbəɫ,pɪŋpɒŋtəɪbəɫ,mɑʃmɐləʊ,paɪnapəɫ,lamt͡ʃɒp,padəɫ,bɒtəɫəʊpənə,baɹəɫ,ɹəʊbɒt","bɑk,bɑk,padlɒk,bakdɹɒp,hɒtdɒɡ,past,paɹədɒks,bakpak,pɑk,mɑbəɫ","tiɑɹə,kaɹəsɛl,kaɹət,naɹəʊ,səʊləpanəɫ,ɹəʊləskəɪt,baɹəɫ,paɹət,ɹəɪ,ɡaləʊz","mɑʃmɐləʊ,mɑbəɫ,mɑmɐləɪd,mɑt͡ʃ,paɪnapəɫ,bɑbɛl,bɪnɒkjʊləz,bɐnɑnəpil,map,baθmat",,"səʊləpanəɫ,paɪnapəɫ,mɑbəɫ,baɹəɫ,mɑʃmɐləʊ,bələʊni,padəɫ,mɑmɐləɪd,bazəɫ,bɪləʊ","mɒp,mɑʃmɐləʊ,mɑbəɫ,lamt͡ʃɒp,baɹəɫ,nɒt,nɒt,padəɫ,bɒtəɫ,ɹəʊbɒt","mɑʃmɐləʊ,nəʊ,ɹəɪnbəʊ,swɒləʊ,ləʊ,naɹəʊ,ɹəɪ,hələʊ,lɒk,lɔ","nəʊ,naɹəʊ,bələʊni,ləʊ,kantɐlup,nəɪvəɫ,nəʊt,kalzəʊni,jəʊjəʊ,hələʊ","naɹəʊ,swɒləʊ,sɪlantɹəʊ,mɑʃmɐləʊ,səʊləpanəɫ,nɒt,nɒt,jʊəɹanəs,maɹəʊ,tiɑɹə","ɹəɪnbəʊ,naɹəʊ,məɪk,ɹəɪ,məɪl,nəɪvəɫ,ɹəɪk,məɪ,wəɪl,jəʊjəʊ","naɹəʊ,jəʊk,jəʊk,nəʊ,jəʊjəʊ,spaɹəʊ,sɪlantɹəʊ,ləʊ,snəʊ,maɹəʊ",,,"mɑʃmɐləʊ,mɑbəɫ,maɡpaɪ,buməɹaŋ,hɑləpəɪnʲəʊ,mɑmɐləɪd,mʌðəɹɪnlɔ,pɪŋpɒŋtəɪbəɫ,maməɫ,paɪnapəɫ",,"mɑbəɫ,bʌbəɫ,nəɪvəɫ,tɛmpəɫ,nudəɫ,dʌbəɫ,kaʒuəɫ,kaməɫ,mɒdəɫ,təɪbəɫ","θɪmbəɫ,mɑbəɫ,sɪmbəɫ,sɪmbəɫ,ɛməɹəɫd,bʌbəɫ,dʌbəɫ,tɜntəɪbəɫ,tɹɛmbəɫ,tɛmpəɫ","bʌbəɫ,mɑbəɫ,pɪŋpɒŋtəɪbəɫ,dʌbəɫ,bɛltbʌkəɫ,bʌbəɫɹap,təɪbəɫ,təɪbəɫ,skɹambəɫdɛɡ,tɜntəɪbəɫ",,"mɑʃmɐləʊ,nəɪvəɫ,nɛfju,jəʊjəʊ,wəɪ,ɹəɪ,kɪməʊnəʊ,naʊ,nɔθ,ðəɪ","ɫ 476%, ɒ 213%, ɑ 197%, m 151%, ə 145%"
uən,,,"bɪnɒkjʊləz,ɡɒlfklʌb,ɡɒlfkɑt,lɒlɪpɒp,kalkjʊləɪt,wʊlf,tjulɪp,bʊlɪtpɹufvɛst,kalkjʊləɪtə,ɹəʊləskəɪt","wʊlf,tjulɪp,hɪp,ɡɒlfkɑt,lɒlɪpɒp,lɪp,dɒlfɪn,stip,stɹap,skaləp","ɹəʊləskəɪt,aɹuɡjʊlə,mɜkjʊɹi,ɹulə,kalkjʊləɪt,skaləp,kalkjʊləɪtə,wʊlf,ɹiəvjumɪɹə,ɹulɛtwil",,,,,"tjulɪp,stju,ɹulə,ɹulɛtwil,vɒljum,nju,ɹiəvjumɪɹə,ɹip,ju,ju","stju,lɪp,tjulɪp,skjuə,wʊlf,vɒljum,ɹip,spɪt,sɪlk,dju","wʊlf,tjulɪp,lɪp,hɪp,skaləp,lɒlɪpɒp,ʃɪp,sɪlvə,sɪlvə,wɒlɪt","sɪlk,kwɪlt,stɪlt,ɹɪɡɹɛt,dɪlit,bəʊlt,kɪlt,skəʊld,wʊlf,skɜt","hɪp,sɪɹamɪk,ɹabɪt,hɪt,θɪk,θɪk,dɹɪp,sɪlvəweə,lɪp,stɹap",,,"lɒlɪpɒp,nəɪlklɪpəz,mɜkjʊɹi,ɡɒlfklʌb,swɒləʊbɜd,stɹɔbəɹi,bʊlɪtpɹufvɛst,wʊlf,ɡwɑkɐməʊli,ɹulɛtwil",,"katɐpʌlt,skipəʊl,nəɪlklɪpəz,hɪbɪskəs,ɡɒlfklʌb,skɹɪpt,ɹəʊləskəɪt,tjulɪp,hʌbkap,kalkjʊləɪt","hapɪnəs,ɹɪməʊtkəntɹəʊl,swɒləʊbɜd,nəɪlklɪpəz,sɪɡəɹɛthəʊldə,labəɹɪnθ,nɛbjʊlə,faɪlɪŋkabɪnət,kabɪnət,bɪnɒkjʊləz","pʌlpɪt,spɪt,ɹɛdkɑpɪt,pʌpɪt,stɪɹʌp,skɹambəɫdɛɡ,bʌbəɫɹap,stʌmək,pʌblɪk,spɪl","skɹɪpt,hɪp,kɹɪb,tjulɪp,lɪp,kɹɪkɪt,wɪp,hɜb,skwɪd,stip","wʊlf,swɒləʊbɜd,spatjʊlə,skaləp,ɹəʊləskəɪt,tjulɪp,nɛbjʊlə,skipəʊl,wʊl,hɪbɪskəs","j 343%, l 161%, ɹ 151%, p 142%, w 123%"
uəŋ,,,,,,,,,,,,,,,,,,,,,,,"hɪp,skɪn,θɪn,hɪl,fɪl,fɪlm,ɹɪm,stip,skəʊn,stju","w 486%, h 342%, s 234%, ɪ 224%, l 189%"
y,,,,,"pɹiviəs,liv,liv,izi,ɹiθ,ɹiəvjumɪɹə,ɹif,dikɹis,ɡɹəɪvi,ləɪzi",,"dwɔf,ɹɪvju,ɹiəvjumɪɹə,lɪvɪŋɹum,ɹuf,junɪvɜs,nju,maʊθ,nɛfju,mɪθ",,,,,,,,"maɹɪɡəʊld,sɪɡəɹɛthəʊldə,sɒldəɹɪŋaiən,tɔtɪlinɪ,tɔnəɪdəʊ,kɒlənaɪz,kandikəɪn,vɒlkəɪnəʊ,ɹɪvɒlvɪŋdɔ,pianəʊ","maɹɪɡəʊld,tɹɪɡə,sɒldəɹɪŋaiən,kɑdɪɡən,kɜlɪŋaiən,kavɪɑ,twɪɡ,kəʊɑlə,stiəɹɪŋwil,stɹɪŋt͡ʃiz",,"snəʊʃu,tuθ,snəʊ,təʊfu,sufləɪ,stɔɹi,tu,tu,tu,snəʊsut",,,,,"ɛvɪdəns,ɐvɔɪd,kavɪɑ,aɪvi,hɛvən,tɛnθaʊzənd,dɪstəns,kənsɪdə,dɪzaɪn,hɛvi","v 397%, ɡ 272%, ð 203%, z 159%, i 145%"
yn,,,,,,,,,,,,,,,"maɹɪɡəʊld,sɪɡəɹɛthəʊldə,təɪbəɫtɛnɪs,pɔthəʊl,kəʊl,tadpəʊl,tɔtɪlinɪ,stɪlɛtəʊ,kəʊld,ɹɪɡɹɛt","sɪɡəɹɛthəʊldə,ɡladɪəʊləs,spɹɪŋɹəʊl,kəʊl,maɹɪɡəʊld,ɹəʊləskəɪt,nəɪlklɪpəz,kalkjʊləɪtə,ɹɪməʊtkəntɹəʊl,ɡəʊldən",,"mɛlədi,siɐnɛməni,bini,ni,linɪənt,nis,kənɛkt,nɪtɪŋnidəɫ,ɐnɛməni,tədəɪ",,,,,"kəʊɪnsɪdəns,dɪstəns,ɛvɪdəns,ɐnaʊns,kənsɪdə,kənsɪstənt,bɪɡsɪstə,ɪnsaɪd,haɪɐsɪnθ,tɛnθaʊzənd","ʊ 169%, ɡ 104%, l 99%, t 95%, ə 85%"
yœ,,,,,"bələʊni,θɹəʊ,nəʊ,juʒuəɫi,jəʊjəʊ,ziəɹəʊ,faɪnəɫi,hələʊ,ləʊ,izi",,,,,,,,,,"snəʊʃu,snəʊ,flɐmɪŋɡəʊ,maɹɪɡəʊld,snəʊsut,stul,snəʊstɔm,stat͡ʃu,maŋɡəʊ,stɔɹi","sɒldəɹɪŋaiən,ɹɪməʊtkəntɹəʊl,kɒlənaɪz,sɪɡəɹɛthəʊldə,ɹɪfɹɪd͡ʒəɹəɪtə,ʃupɒlɪʃ,vɒlkəɪnəʊ,flɐmɪŋɡəʊ,waɪnkulə,kamkɔdə",,"snəʊʃu,flɐmɪŋɡəʊ,snəʊ,sləʊ,sufləɪ,snəʊsut,θɹəʊ,snəʊplaʊ,snəʊbɔl,stat͡ʃu",,,,,"ɛnəd͡ʒi,fɪʃhʊk,snəʊʃu,stjudənt,ɐsɪstənt,fɛzənt,θɹəʊ,ɪkɒnəmi,flɐmɪŋɡəʊ,ɛnəmi","f 252%, u 198%, ʊ 190%, ə 114%, ɹ 103%"
yɛn,,,,,,,,,,,,,,,"sɪɡəɹɛthəʊldə,maɹɪɡəʊld,spɹɪŋɹəʊl,ɛɡɹəʊl,ɹəʊləskəɪt,skəʊld,stɪlɛtəʊ,skipəʊl,ɡladɪəʊləs,kasəɹəʊl","spɹɪŋɹəʊl,sɪɡəɹɛthəʊldə,sɒldəɹɪŋaiən,ɔɹɪəʊl,ɡladɪəʊləs,kasəɹəʊl,skəʊld,ɹəʊləskəɪt,kɒlənaɪz,ɛɡɹəʊl",,"sɒldəɹɪŋaiən,snəʊʃu,snəʊsut,spɹɪŋɹəʊl,maɹɪɡəʊld,kɒlənaɪz,snəʊ,stul,stɔɹi,təmɒɹəʊ",,,,,"saɪɹən,satəlaɪt,ɐɹaɪv,sɪsəz,pɹɪzən,slaɪsə,slaɪd,slaɪd,hʊd,sʌnflaʊə","ʊ 282%, nʲ 269%, l 244%, ɐ 109%, ə 101%"
