,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"mɪliən,tɹɪliən,ɪlɛktɹɪʃən,bɪliən,baktiəɹiə,eɪzliə,ɪlɛkʃən,d͡ʒəɹeɪniəm,aʊl,ɐksɛləɹeɪʃən","ʃaɪn,pɹɪsaɪs,saʊnd,ʃʌtəl,saɪn,saɪn,dɪsaɪd,ʃaʊt,stəʊn,satɪsfaɪd","ʃaʊə,lɪtəlsɪstə,juʒuəli,sɪstəɹɪnlɔ,d͡ʒuəl,ziəɹəʊ,djʊəɹiən,ju,ju,stjuədɛs","sɜtən,ʃʌtəl,tɜtəl,tɜtəldʌv,pɛtəl,sɜkəl,satəlaɪt,pɑtɪkəl,patən,satɜn","fɹɪkʃən,t͡ʃɑt,ʃɑk,satəlaɪt,satɜn,pɹɪzən,slaɪd,slaɪd,t͡ʃat,ʃakəl",,"ɐlɪtəl,pɑtɪkəl,bɒtəl,lɪtəlsɪstə,hɒspɪtəl,satəlaɪt,pɛlɪkən,patən,bɪliən,atəm","ɹɪfɹɪd͡ʒəɹeɪtə,pɑtɪkəl,kəlɪʒən,ɐlɪtəl,ʃakəl,fɹɪkʃən,pɪkəl,piəɹɪəd,plastɪk,siəɹɪəl",,,"ɛksəsaɪz,ɪlɛktɹɪʃən,ɪlɛkʃən,ɪlɛktɹɪsɪti,aɪɹɪs,aɪɹɪs,daɪɹɛkʃən,ɛksaɪtɪd,səʊləsɪstəm,ɐksɛləɹeɪʃən","fɹɪkʃən,ɪlɛktɹɪʃən,slɪŋʃɒt,fɹiz,pɒlɪtɪʃən,ɛksəsaɪz,ʃaɪn,pɹɪzən,t͡ʃɪkɪn,t͡ʃiz",,"satədeɪ,sɜtən,səsaiəti,ɛksəsaɪz,daɪɹɛkʃən,satɜn,satəlaɪt,saɪn,saɪn,ɐtak",,,,,"ɛksəsaɪz,aks,ɐtak,səsaiəti,saksəfəʊn,kaktəs,taiəd,aɪɹɪs,aɪɹɪs,iəfəʊn","ə 17%, ɪ 15%, s 12%, t 11%, n 9%, a 9%, l 9%, ɹ 7%, k 7%, i 6%"
iɤʊ,,,,,"ɹəʊl,ɪfɛkt,wil,əʊld,əʊld,weɪl,bɔɪl,fil,wɪndəʊ,fild",,"wɪndəʊ,mɔ,ɹeɪnbəʊ,dɔtəɹɪnlɔ,dɔ,nju,bɔɪl,dəʊ,mɛɹiɡəʊɐɹaʊnd,maŋɡəʊ",,,,,,,,"ɹəʊl,əʊld,əʊld,maɹɪɡəʊld,bɪldɪŋ,fʊtbɔl,pʊl,swɪm,pɛŋɡwɪn,skəʊld","swɪm,swɪŋ,swɪŋ,swɛl,ɔlweɪz,smɔl,fʊtbɔl,beɪsbɔl,pɛŋɡwɪn,twɪɡ",,"neɪm,sneɪl,ɹɪŋ,nɛk,slɪm,lɪm,seɪm,mɪl,vɪktɪm,maθɪmatɪks",,,,,"swɪm,swɪŋ,swɪŋ,slɪm,ɡeɪm,bɪldɪŋ,neɪm,ɹɪmuv,swɛl,əʊld","ɪ 20%, l 15%, ə 11%, m 10%, n 9%, ʊ 8%, t 7%, s 7%, ɹ 7%, d 6%"
iʊŋ,,,,,,,,,,,,,,,,"kwaiət,pɹaɪvət,pɹɪzən,skwɪd,təɡɛðə,skweə,skwiz,kwin,skwɒt,klɒk",,"sɪmɛnt,sɛntə,ɹɪmɛmbə,zɛbɹə,neɪm,seɪm,nɛbjʊlə,neɪbə,sɪblɪŋz,sɛptɛmbə",,,,,,"ɪ 17%, ə 13%, n 13%, s 12%, t 8%, k 8%, m 8%, l 8%, p 7%, ɹ 6%"
u,"lɪtəlbɹʌðə,mʌðəɹɪnlɔ,pɒpjʊlə,fɑðəɹɪnlɔ,bɑ,bʊt͡ʃə,bʊk,bɹʌðəɹɪnlɔ,θaʊzənd,spɒt",,"pɒpi,mɒθ,pʊʃ,mɑt͡ʃ,pants,muv,mɒs,pɒlətɪks,paɹədɒks,ɪnstɹəmənt","pit͡ʃ,hapi,pants,past,fɪks,pi,pɒpi,pik,pas,fast","kɒɹəl,t͡ʃuz,nidəl,iɡɹət,tul,tuθ,nudəl,tsunɑmi,nɜv,kul","bʌtə,mʌðə,mɔtə,bɐnɑnə,mɜdə,pandə,dɔtə,bʌt,bɪɡbɹʌðə,mɪɹə","bɐnɑnə,mɪɹə,jʊəɹanəs,ɡɑdənə,ɡɹandfɑðə,manɪd͡ʒə,vɐnɪlə,ɡɹandmʌðə,mɜdə,bladə","bɒtəm,ɹəʊbɒt,d͡ʒupɪtə,ɹəʊp,hɒspɪtəl,ɒpəɹə,patən,bɒtəl,bɹəʊkən,mɔtə","pɒkɪt,d͡ʒupɪtə,hɒspɪtəl,patən,bɹəʊkən,bɒtəm,ɹəʊp,ɹəʊbɒt,səʊp,pɑtɪkəl","ɹɪspɒnsəbɪlɪti,ɑbɪtɹəɹi,paɹədɒks,ɹɪspɒnsɪbəl,mɒzəɹɛlə,peəɹəntsɪnlɔ,dɪkʃənəɹi,jʊəɹanəs,mʌðəɹɪnlɔ,fɑðəɹɪnlɔ","ɹəʊst,ɹəʊp,nəʊz,nəʊt,ɹəʊz,ɹəʊbɒt,məʊst,mɒzəɹɛlə,hɒspɪtəl,pɒlətɪks","vəlɒsɪti,hɪp,mɒnstə,stɪk,stɪk,mɒθ,stiə,hɪt,fɑm,bɒm","land,lɛnd,ɡɹandmʌðə,tɔɪlɪt,ɹɪɡɹɛt,dɹɪp,sandpɪt,lɪst,ɹɪst,lɪɹɪks","hɪt,sɪti,sɪt,hi,sɪk,θɪk,θɪk,stɪk,stɪk,si",,,"bijuzdtu,bʌsdɹaɪvə,pʌs,mʌlbəɹitɹi,paɹədɒks,mɜdə,hʌsbənd,dɹaɡənflaɪ,bʌtəflaɪ,θɹʌʃbɜd",,"əbʌv,pɹiviəs,kaʒuəl,iɡəl,ivən,ivən,pɒzɪtɪv,pɑk,iɡɹət,hɑf","mʌlbəɹitɹi,sɪmbəl,fɛbɹuəɹi,mʌðəɹɪnlɔ,pʌpɪt,hʌsbənd,tɹɛmbəl,bʌbəl,pəlut,pəlismən","ɪndɪpɛndənt,bɪldɪŋ,dɹɪp,dɪpɛndənt,bɪld,dɪsɛnd,dɹɪŋk,pʌpɪt,pʌblɪk,sɛkənd","hɪt,θɪk,θɪk,hɪp,dɪstɹɪkt,sɪt,fɪzɪks,vɪktɪm,sɪk,kɹɪkɪt","faɪv,hav,faɪd͡ʒ,fɪʃ,feɪz,pɪɡ,fid,stɑfɪʃ,peɪd͡ʒ,ɡɪv","ə 17%, ɪ 14%, t 12%, s 10%, n 9%, l 8%, p 8%, ɹ 8%, m 7%, k 7%"
uan,,,"bɹəʊkən,kəʊt,əʊpən,ɡəʊt,bəʊt,plutəʊ,kləʊs,kəʊst,ʃaʊt,kləʊk","bɹəʊkən,kəʊt,ɡəʊt,bəʊt,kəʊst,ɡəʊst,kləʊs,kəmplit,əʊpən,haʊs","tɹanspaɹənt,bɐnɑnə,nɛbjʊlə,mɒnjumənt,ɡɔlbladə,ɡɑdənə,mɜkjʊɹi,kɒlənaɪz,maɹi,wɔlnʌt",,,,,"laʊs,laɪthaʊs,laɪt,laɪt,laɪt,ɹaɪt,ɹaɪt,ɹaɪt,leɪt,ɡɹandɔtə","aʊt,laʊs,kəʊt,ʃaʊt,nəʊt,fʊt,bɹəʊkən,ɡəʊt,maʊs,laɪthaʊs","kləʊk,bɹəʊkən,ɹəʊst,kləʊs,blʌnt,nəʊt,ɹəʊp,jəʊk,ɡəʊt,bəʊt","blakhəʊl,ɡəʊt,ʃəʊ,bɪtwin,ɔlðəʊ,wɪtθ,bəʊt,səʊld͡ʒə,ɪməʊʃən,bɹant͡ʃ",,,,"klaʊd,laɪthaʊs,laʊs,dɹaɡənflaɪ,plaʊ,flaʊə,kɹaʊd,ʃaʊt,kəʊt,sʌnflaʊə",,"ʃaʊt,kaʊnt,aʊt,kəmplit,kəʊt,ʃut,kɹaʊd,klaʊd,ɡəʊt,ɐbaʊt",,"kəʊt,ɡəʊt,bəʊt,kəʊk,dɛkəɹeɪt,kəʊst,kəmplit,ɡəʊst,aʊt,bɹəʊkən","kəʊt,ɡəʊt,kəʊk,bəʊt,pleɪt,heɪt,feɪt,ʃaʊt,kəmplit,deɪt","kəʊt,ɡəʊt,kəʊk,kənteɪn,bɹəʊkən,tɜn,kəʊst,ɡəʊ,kɜtən,klaʊd","ə 17%, t 13%, ʊ 11%, n 10%, ɪ 10%, k 9%, a 9%, ɹ 8%, l 7%, s 6%"
uaɪ,,,"kəʊst,ɹəʊst,bɹəʊkən,pəʊstkɑd,kləʊs,kɹʌst,kɹʌst,fləʊt,kənsɪstənt,kləʊk","kəʊst,fɹʌnt,blʌnt,kəʊt,kənsɪstənt,kɪt͡ʃən,ɡəʊst,kənsʌltənt,dɪstəns,bɹəʊkən",,,,,,,,,,,,,"ɐbaʊt,sʌnflaʊə,ɐmaʊnt,maʊs,fɹʌnt,kənsʌltənt,ɐkaʊntənt,pəʊstkɑd,kaʊnt,aʊt",,,"sʌnɪnlɔ,linɪənt,ɹɪsɛpʃənɪst,d͡ʒəɹeɪniəm,sʌmwɒt,siɐnɛməni,dɔtəɹɪnlɔ,ɐnɛməni,mɪnɪt,wɔtəmɛlən",,,"weɪst,weɪst,kɑneɪʃən,kɹaʊd,kənɛkt,keɪd͡ʒ,wɛst,wɔtəmɛlən,kɪt͡ʃən,weɪl","t 15%, ə 15%, n 14%, ɪ 11%, s 10%, k 8%, ɹ 8%, ʊ 6%, a 6%, l 6%"
ueɪ,,,"snəʊstɔm,kləʊðz,məʊmɛntəm,bɛləʊz,ɹəʊm,nəʊz,ɹəʊz,ɹəʊst,məʊst,kləʊs","snəʊstɔm,kləʊðz,məʊmɛntəm,d͡ʒəɹeɪniəm,mɪliən,pɹɛfɹəns,d͡ʒʌd͡ʒ,kənstɹʌkʃənsaɪt,ʌniən,tsunɑmi",,,,,,"ləʊnli,ɹəʊz,nəʊz,ləʊ,snəʊstɔm,sʌmə,nəʊ,ɹəʊst,kɔməɹənt,tsunɑmi","ɹəʊst,nəʊz,ɹəʊz,snəʊstɔm,ɹəʊd,ləʊd,ɹəʊp,məʊst,nəʊt,ɹəʊm","ɹəʊm,sɒft,ɹəʊst,ɹəʊp,snəʊstɔm,stɒp,stɔm,stɑ,stup,ləʊ","ləʊnli,snəʊstɔm,ɹəʊst,ɹəʊm,kɒmɪt,ɹəʊl,nɛkst,nəʊ,nəʊz,naɹəʊ","stɹɒŋ,stɹɒŋ,kləʊk,snəʊstɔm,kləʊðz,klɒzɪt,stɹit,stɹeɪt,klɒk,klɒθ",,,"ləʊnli,paɪlət,kɔməɹənt,kɒlənaɪz,pəʊləbeə,snəʊstɔm,bɛləʊz,ləʊkʌsttɹi,baɪɒləd͡ʒi,kləʊðz",,"əɹɪd͡ʒɪnəli,ɪmidɪətli,ɪkɒnəmi,t͡ʃɒklət,ɪmad͡ʒɪn,mɪɹə,ɑbɪtɹəɹi,tsunɑmi,ɪmɪd͡ʒ,pɪɹɐmɪd","mɛɹiɡəʊɐɹaʊnd,kɔməɹənt,stʌmək,tʌnəl,tuθ,sʌmə,ləʊnli,snəʊstɔm,tɒp,mɛməɹi",,"stʌmp,kʌm,kɔməɹənt,stʌmək,ɡəʊst,stɔm,bɪkʌm,stup,kəʊst,tʌŋ","ɹəʊm,mɪɹə,ɹəʊl,kɒlənaɪz,kləʊðz,ɹəʊz,nəʊz,paɪlət,wɪləʊ,maɪkɹəʊweɪv","ə 18%, t 12%, s 10%, ʊ 9%, ɪ 9%, ɹ 9%, n 9%, l 9%, m 8%, k 7%"
uɑ,,,"maʊθ,maʊs,flaʊə,klaʊd,klam,plaʊ,laʊs,fləʊt,kləʊs,kləʊðz",,,,,,,,,,,,,,"flaʊə,klaʊd,plaʊ,flʌd,θɹʌʃbɜd,sʌnflaʊə,θɹɛd,ɐlaʊ,kɹaʊd,laʊs",,,"ɹʌb,sʌk,leɪdɪbʌɡ,dʌk,lʌk,ɹɛd,tɜbɪd,lɛɡ,dʌbəl,dɛd","kɪl,kəʊt,klaʊd,kəʊk,ɔɪl,klam,hɪl,kwɪlt,nɛk,kɹaʊd",,"klaʊd,kɹaʊd,nʌtmɛɡ,kɹaʊdɪd,manɪd͡ʒ,kəʊt,klam,planɪt,kəʊk,ɔkɪd","l 15%, k 12%, a 11%, t 11%, ɪ 10%, ʊ 9%, ə 9%, ɛ 8%, n 8%, ɹ 7%"
uɑŋ,,,"kəʊt,bəʊt,ɡəʊt,kəʊk,kəʊst,fləʊt,plutəʊ,ɡəʊst,kləʊk,əʊpən","klam,kəʊt,plan,kəʊk,ɡəʊt,flʌd,fləʊt,bɛnt͡ʃ,bəʊt,kləʊk",,,,,,,,,,,,,"dɹaɡənflaɪ,plaʊ,dɹaɡənfɹut,flaʊə,klaʊd,bʌtəflaɪ,sʌnflaʊə,θɹʌʃbɜd,flaɪ,flaɪ",,,"kəʊt,kəʊk,ɡəʊt,sɔt,bəʊt,lamp,tɹampəlin,laʊs,swɛt,ɹɛd","tɹampəlin,kwin,kəʊk,dʌbəl,kəʊt,pɜpəl,bʌbəl,wɛpən,pɹɒbəbəl,dɛkəɹeɪt","kəʊk,kəʊt,kəmplit,ɡəʊt,pleɪt,klam,kəlɛkt,ɡɛt,klaʊd,tɛlɪskəʊp","kwin,wɛn,wɛn,klam,plan,klaʊd,kəʊk,wɛt,wɛb,kəʊm","ə 15%, l 13%, k 12%, t 11%, ɹ 9%, n 8%, a 8%, ʊ 8%, ɪ 8%, ɛ 7%"
uɔ,,,"maɪkɹəʊweɪv,mʌʃɹum,maɡpaɪ,paɪnapəl,meɪpəl,mʌsəl,apəlpaɪ,meɪk,maɪkɹəfəʊn,ɛksəsaɪz","paɪnapəl,mʌʃɹum,pas,fɹɛʃ,apəlpaɪ,kat͡ʃ,maɡpaɪ,kaktəs,pit͡ʃ,pɑk","nɜv,kaʒuəl,nɛk,kɒɹəl,tul,weɪv,nɜvəs,wiv,nidəl,nɜs","nʌtmɛɡ,mɛʒə,mʌsəl,ɪnɜʃə,mʌʃɹum,mʌðə,manɪd͡ʒə,nʌt,manɪd͡ʒ,mɑt͡ʃ",,"mɛtəl,meɪpəl,ɪmɪd͡ʒ,peɪd͡ʒ,manɪd͡ʒ,mantəl,mat͡ʃ,mʌsəl,mɪs,mɪs","paɪp,mɑt͡ʃ,mɔ,meɪ,mat͡ʃ,meɪk,ɛd͡ʒukeɪʃən,peɪd͡ʒ,həʊp,pas","lɔ,lʌk,ɹeɪ,ɹeɪk,dɹɔ,nɛk,nɔθ,ɹʌf,zu,naʊ","nəʊ,meɪ,ni,nɜsəɹi,meɪk,nɜv,nis,ɪkɒnəmi,nɛsɪsəɹi,maməl","lɔ,ɹɒŋ,kaʒuəl,lɒŋ,teɪkkeəɹɒv,lɔɪə,dɒɡ,kasəl,zu,nɔθ","nɛk,ɹeɪk,leɪk,sneɪk,meɪk,ni,ɹeɪs,ɹeɪs,ɹeɪ,nis","nɛk,lɔ,ɹeɪk,sneɪk,meɪk,ɹɒŋ,nɛst,lɒŋ,mad͡ʒɪk,lʌk",,,"maɡpaɪ,fɹɛʃ,θɹʌʃbɜd,nʌtmɛɡ,nɛfju,mʌʃɹum,tɹaɪaŋɡəl,tɹʌk,ɐɹaɪv,flɔ",,"kaʒuəl,wiv,ikwəl,weɪv,ɪf,keɪk,iɡəl,wik,wik,nɜv","ɹeɪk,sneɪk,sɪŋk,ɹɪŋkəl,nɔθ,dɹɪŋk,teɪk,ɹeɪ,nɛk,sɪŋɡəl","dʌbəl,meɪpəl,bʌbəl,mɑt͡ʃ,dʌk,ɪmɪd͡ʒ,pɜpəl,nʌtmɛɡ,mat͡ʃ,bɜt͡ʃ",,"weɪv,meɪ,nɜv,lɔ,nɛfju,wɔ,feɪz,keɪd͡ʒ,naɪf,meɪk","ɪ 16%, ə 12%, k 11%, l 10%, m 10%, a 9%, t 9%, n 9%, ɹ 8%, s 7%"
uən,,,"wʊlf,nɛbjʊlə,skwɒt,stjudənt,tɹanspaɹənt,wɔtəmɛlən,pɹɒbləm,wɒlɹəs,stju,ɪnstɹəmənt","stju,stɹɔ,skwɒt,wɔ,wʊlf,wɔp,stip,wɒʃ,stjupɪd,spɪt","skwɒt,skup,skul,skwɪɹəl,stju,wɔ,stɹɔ,kjʊəɹiəs,ɡʊəd,skweə",,,,,"nju,dju,stju,dɹɔ,tɹanspaɹənt,skwɒt,mɒnjumənt,jʊəɹanəs,sʌnɪnlɔ,tɹu","stju,skwɒt,nju,skup,spɪt,dju,dwɔf,stɹɔ,ju,ju","stju,skwɒt,spɪt,wɔ,stɹɔ,skɹɪpt,wʊlf,swɒmp,ju,ju","sɪlk,skɹɪpt,skɜt,dɹɔ,kwɪlt,skɹat͡ʃ,stju,stɹɔ,dwɔf,tɹu","dɹɪp,spɪt,skɹɪpt,lɪp,hɪp,spɪnɪt͡ʃ,stɪk,stɪk,ɹɪspɒnsɪbəl,wɪtθ",,,"stju,mɜkjʊɹi,swɒləʊ,skwɒt,stɹɔbəɹi,swɒləʊbɜd,wɔlnʌt,tɹu,dwɔf,stjuədɛs",,,"skwɒt,swɒləʊ,switpəteɪtəʊ,skɜt,nɛtwɜk,ɐpɹɒksɪmət,stjuədɛs,stju,swɒləʊbɜd,tɹu","skup,skɹɪpt,stʌmək,spɪl,sɪlk,spɪt,stʌmp,tɛlɪskəʊp,skwɒt,sɛl","stju,skwɒt,spɪt,skɹɪpt,skup,splɪt,stɹɔ,hɪp,stjupɪd,wɔ","stju,skwɒt,stɹɔ,wɔ,dju,skup,wʊlf,skɜt,dwɔf,stjupɪd","s 17%, t 14%, ɪ 10%, ə 10%, k 9%, p 9%, ɹ 9%, l 9%, n 6%, w 6%"
y,,,,,"mətiəɹiəl,pɹiviəs,fɛbɹuəɹi,jʊəɹanəs,θiəɹi,feəɹi,juʒuəli,midiə,siəɹiəs,maɡɐzin",,"jʊəɹanəs,ju,ju,junɪvɜs,d͡ʒanjuəɹi,nɛfju,nju,stjuədɛs,mʌðəɹɪnlɔ,juʒuəli",,,,,,,,"nɛɡətɪv,maɹɪɡəʊld,teɪbəltɛnɪs,dɪziz,tɔneɪdəʊ,ɡəʊldən,mɛsɪd͡ʒ,dɪsdeɪn,maɡɐzin,ɡəʊld","keɪd͡ʒ,ɡəʊt,dɛd,dɪsdeɪn,ɡəʊ,dɪziz,ɡɛs,keɪs,kɪs,neɪkɪd",,"nɛɡətɪv,tɛknɒləd͡ʒi,teɪbəltɛnɪs,ɐnɛməni,siɐnɛməni,ɪmidɪətli,mɛlədi,meɪbi,snapdɹaɡən,piəni",,,,,"ɹɪvju,stjupɪd,vju,ju,ju,stju,ɐsjum,hɪbɪskəs,hɛvi,stjuədɛs","ə 16%, ɪ 15%, n 13%, i 9%, s 9%, t 9%, d 8%, ɹ 7%, m 7%, l 7%"
yn,,,,,,,,,,,,,,,"neɪbə,nəʊz,pəʊləbeə,teɪbəltɛnɪs,nəʊvɛmbə,ɹəʊz,maɹɪɡəʊld,nɛbjʊlə,kɒlənaɪz,ɡɹəneɪd","ɡɹəneɪd,kənteɪn,ɡəʊldən,deɪt,ɹeɪdɪəʊ,t͡ʃeəmən,kəmpeə,ɡəʊl,tɔneɪdəʊ,dəʊneɪt",,"siɐnɛməni,ɐnɛməni,neɪbə,snapdɹaɡən,ɪmidɪətli,mɪnɪməm,nɛɡətɪv,sɪnəmən,kɒlənaɪz,ɒlmənd",,,,,"ɛvɪdəns,neɪbə,faɪbə,haɪɐsɪnθ,feɪməs,faɪv,ɹɪmuv,sɪblɪŋz,feɪz,ɪnsaɪd","ə 19%, ɪ 19%, n 14%, l 8%, t 7%, d 7%, m 7%, s 6%, e 6%, ɹ 6%"
yœ,,,,,"ɛksəsaɪz,peəɹəntsɪnlɔ,ɹɪspɒnsɪbəl,ɛkspiəɹɪəns,kɒɹəl,ɪkɒnəmi,mətiəɹiəl,pɒlətɪks,ziəɹəʊ,ɛksplɔ",,,,,,,,,,"maɹɪɡəʊld,bɪɡsɪstə,mɛsɪd͡ʒ,mɪlkʃeɪk,ɹɪsɛpʃənɪst,mad͡ʒɪk,neɪt͡ʃə,neɪkɪd,maɪkɹəʊweɪv,manɪd͡ʒə","deɪzi,maɹɪɡəʊld,vɒlkeɪnəʊ,leɪzi,eəkəndɪʃənə,dɪsdeɪn,kɹeɪzi,dɪspleɪsmənt,jɛstədeɪ,ɔlweɪz",,"siɐnɛməni,tɛknɒləd͡ʒi,maɡnɪt,meɪbi,satədeɪ,neɪbə,tɔneɪdəʊ,sʌnɪnlɔ,ɐnɛməni,mʌndeɪ",,,,,"ɐsɪstənt,ɔɪstə,hɪstəɹi,bɪɡsɪstə,kənsɪstənt,sɪstə,jɛstədeɪ,weɪst,weɪst,sɪstəɹɪnlɔ","ɪ 18%, ə 16%, s 12%, t 11%, n 11%, e 7%, k 6%, l 6%, ɹ 6%, d 6%"
yɛn,,,,,,,,,,,,,,,"tɛknɒləd͡ʒi,pəʊləbeə,maɹɪɡəʊld,ɡəʊldən,d͡ʒəɹeɪniəm,ɹəʊl,nɛɡətɪv,tɔneɪdəʊ,nəʊz,təmɒɹəʊ","ɔɹɪəʊl,aʊl,t͡ʃeəmən,pəʊləbeə,d͡ʒəɹeɪniəm,ɔlweɪz,dɪsaɪd,ɛksaɪtɪd,əʊld,əʊld",,"nʌtmɛɡ,nɛɡətɪv,siɐnɛməni,tɛknɒləd͡ʒi,maɹɪɡəʊld,nɛk,neɪbə,ɐnɛməni,maɡnɪt,nɛbjʊlə",,,,,"ɐkaʊntənt,satəlaɪt,ɐɹaɪv,apəlpaɪ,aɪdəl,ɐlaɪv,satədeɪ,satɪsfaɪd,aʊtsaɪd,saɪlənt","ə 19%, ɪ 15%, n 12%, s 10%, t 9%, l 9%, d 7%, ʊ 7%, a 7%, i 6%"
ɑ,"bʊk,bɔɪ,valɪ,bɔd,faɪt,fan,bɒm,feɪt,bʌt,bɑ",,"pʊt,bɔd,pɔt,ʃeɪk,bɔɪ,bɔl,bɹeɪk,ɛɡzɪt,bʊk,pʌblɪk","kɒfi,hi,hɛlθi,θɪk,θɪk,fɪks,ɛksaɪtɪd,kɔ,θiəɹi,kʊki","ɡəʊld,ʃild,bɪld,fild,kəʊld,t͡ʃaɪld,əʊld,əʊld,kaləndə,ɡɪlti","bɪld,pandə,hand,vɒdkə,and,mɒs,ɡəʊld,bad,bɛnd,sandpɪt","ɡɔlbladə,bɪld,ɡɹandfɑðə,ɡɹandmʌðə,ɡəʊld,ɡɪlti,pandə,beə,beə,kəmand","hɪt,heɪt,hɪl,heɪl,feɪt,hɪp,sɪt,hi,fɪl,feɪl","hi,hɪt,hapi,heɪt,sɪti,hɪp,pi,hat,fid,hɛd","flaɪ,flaɪ,bʌtəflaɪ,dɹaɡənflaɪ,slaɪd,slaɪd,fɹaɪ,flʌd,fɹɒɡ,lʌk","haɪt,heɪt,hɪt,ʃeɪk,eɪt,bʊk,feɪt,θɪk,θɪk,faɪt","hi,sɪti,hɪt,ki,ʃi,θɪk,θɪk,ti,kʊki,si","bɪld,laɪlək,landslaɪd,lɪtɹɪt͡ʃə,valju,ɹɪspɒnsəbɪlɪti,fild,bʌsdɹaɪvə,lɪst,lɒɹidɹaɪvə","ɡɑbɪd͡ʒ,mɛʒə,mʌʃɹum,kabɪd͡ʒ,stɹʌkt͡ʃə,mʌðə,manɪd͡ʒə,fɹɒm,nʌtmɛɡ,stɹɒŋ",,,"kɒfi,bɔɪ,valɪ,haɪ,hi,fild,hand,bɔɪl,pʊə,fɪl",,,"fan,fɑm,hand,sand,valɪ,fɪl,haŋ,hɪl,fat,fat","fild,sand,hand,valju,stand,sɪlvə,sɪlvə,fɪl,ʃild,valɪ","ɪlɛktɹɪsɪti,fɹɒm,ɒbstɹʌkt,slantɪd,sɛkɹətɹi,ɑm,fɹɛʃ,ɡalɐksi,θɹɪfti,θɹi",,"ɪ 18%, t 12%, l 12%, a 10%, ə 10%, k 9%, d 9%, s 7%, i 7%, n 7%"
ɑŋ,"vaɪn,valɪ,bɑ,veɪn,bɑk,bɑk,vaiəlɪn,ðɛn,pleɪn,pleɪn",,"kɒfi,bʌbəl,bʌt,bɔd,pɒpi,bɛdʃit,haɪ,bɔl,wɜlpul,bɜd","baɪɒləd͡ʒi,d͡ʒulaɪ,ʃaɪn,t͡ʃɛɹi,ʃampeɪn,t͡ʃɪmni,ɔlðətaɪm,haɪdɹeɪnd͡ʒə,haɪɐsɪnθ,t͡ʃeɪn","ɡəʊld,ɡəʊldən,ɡəʊl,bəʊl,ki,bi,bi,kəʊld,kul,waɪ","bəʊl,ɡəʊld,ɡəʊl,bat,bad,skəʊld,vɒdkə,kəʊld,bɛnd,ʃəʊldə","bladə,ɡɔlbladə,kəmand,balkəni,blaɪnd,bɐnɑnə,ɡɹandmʌðə,lavəndə,ɡəʊldən,vɒdkə","pʌmpkɪn,ðɛn,bəʊl,θɪn,blakhəʊl,həʊl,həʊl,bʌt,fid,bəʊt","hapi,plan,ɛmplɔɪ,bɛdʃit,blʌd,pi,plʌmə,pleɪt,pleɪ,pleɪ","mʌlbəɹitɹi,pəlismən,stɹɔbəɹi,bɹɒkəli,d͡ʒanjuəɹi,ɹɛfəɹi,sməʊk,switpəteɪtəʊ,fəʊkəs,tjubə","d͡ʒulaɪ,waɪt,waɪ,laɪt,laɪt,laɪt,laɪ,laɪ,ʌðə,amfɪθieɪtə","ki,waɪ,laɪ,laɪ,hi,pi,ʃi,flaɪ,flaɪ,kʊki","dɹaɡənflaɪ,laɪlək,laɪ,laɪ,jɒɡət,balkəni,vaɪɹəs,ɡəʊldən,d͡ʒulaɪ,ɔɡəst","faɪbə,dɹaɡənflaɪ,ɹʌbə,ladə,flaɪ,flaɪ,fɑðə,ɡɑdənə,lɒbstə,fɹaɪ",,,"faiəflaɪ,wɒʃɪŋməʃin,pɜfɛkt,hɛvi,ʃi,kɒfi,məʃin,kʌɹi,kʌvə,ɐfɛkt",,,"valɪ,vɛɹi,vɛt,d͡ʒanjuəɹi,fɜst,fəʊm,ʃɜt,vɛlvɪt,fəʊkəs,fan","kamfətɹi,stɹɔbəɹi,ɒbstɹʌkt,ɑbɪtɹəɹi,ɔɡəst,ɒktəpəs,ɑtəɹi,ɹɛfəɹi,fəʊkəs,ɪndʌstɹi","kamfətɹi,avəlanʃ,ɔɡəst,stɹɔbəɹi,θɜsti,ɒbstɹʌkt,θɹi,ɹɛfəɹi,ɑbɪtɹəɹi,dɹaɡənflaɪ","pəfɔməns,ɒpəɹə,ɔɡəst,ɹʌbə,ɒktəʊbə,stɹɔbəɹi,pəʊləbeə,bʌbəl,ɪnstɹəmənt,pɹɒbəbəl","ə 17%, ɪ 14%, t 11%, a 11%, l 10%, n 9%, i 8%, k 7%, s 7%, ɹ 7%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"lɔɪə,fətɒɡɹəfə,ist,lup,ɹuɪn,ʌðə,it͡ʃʌðə,ɹut,du,ɡɹup","ə 21%, t 11%, s 11%, i 10%, l 9%, n 9%, ɪ 8%, k 7%, ɹ 6%, u 6%"
