,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
an,"ɡʌn,vɪzɪt,bɜn,ɡʊəd,ɡʌvən,kɔ,bɔɪ,vɛt,ɡəʊ,pɔ",,"pɔt,bʌt,pʊt,bɔɪ,bɔd,pɔ,pɔɪnt,bʌbəl,ʃeɪk,bəʊt","bɔɪ,pɔ,bʌkɪt,ɛnd͡ʒɔɪ,tɔɪ,ɜlɪ,bʌt,pleɪ,pleɪ,pɔt","eəkəndɪʃənə,kaʊ,kəmpeə,kənɛkt,kəntɹəʊl,ɡəʊldən,paʊə,kənteɪn,ʃaʊə,aʊə","fɛns,dɛns,ɡəʊ,haʊs,bəʊ,vɛt,dəʊ,sɛntə,ɡəʊst,sɪns","kaʊ,ʃaʊə,taʊə,ɡəʊ,saʊə,aʊə,paʊə,saʊθ,haʊ,naʊ","bʌt,bɜd,bɔd,bɔl,bʌs,bɛd,dʌk,pɔt,pinʌt,bʌtə","teɪbəl,teɪbəl,dʌbəl,dɛkəɹeɪt,sɪɡəɹɛt,kaʒuəl,dɒl,sad,sɜkəl,dɛvəl","naʊ,ðeɪ,saʊə,haʊ,ɹaʊnd,vɛt,ɐlaʊ,dɹaɪ,saʊnd,ʃaʊə","bʊk,pɔ,bɔɪ,beɪk,bɹaɪt,pʊə,bɹeɪk,dɔ,pʊt,laɪk","dɛkəɹeɪt,ʃeɪk,sɪɡəɹɛt,heɪzəlnʌt,dʌk,fɹaɪdeɪ,tɹanspɔteɪʃən,teɪk,keɪk,bʌt",,"fɹaɪdeɪ,keɪk,kləʊk,kaʊ,dɹaɡənflaɪ,plaʊ,kaʃju,kleɪ,klɒk,flaʊə",,,"pɔ,bɔɪ,bɜt͡ʃ,haɪ,bʌs,θiəɹi,mʌðəɹɪnlɔ,bʌbəl,kɔməɹənt,tɔɪ",,"fɑ,ðeɪ,ʃaʊə,faɪnd,d͡ʒɔɪnts,fɒls,haɪ,d͡ʒɪnd͡ʒə,kandi,ɡɹandfɑðə","daʊn,vɛt,naʊ,ɹaʊnd,saʊnd,saʊə,saʊθ,deɪnd͡ʒəɹəs,flaʊə,taʊn","valju,vɒljum,deɪnd͡ʒəɹəs,vɛt,dans,ɡɛs,dɛf,dɛvəl,dɛzət,ʃɜt","deɪ,dans,dɛvəl,daɪ,daɪ,θɜzdeɪ,avəlanʃ,steɪ,ɡɛs,dɛf","ʃu,d͡ʒʌmp,zu,aɪ,aɪ,d͡ʒuəl,ʃʊd,eɪt,ʃut,tɔɪ","ɪ 16%, ə 14%, t 11%, a 10%, n 10%, l 9%, k 8%, d 8%, ʊ 7%, s 7%"
aɪ,,,"leɪzi,ʃi,si,si,t͡ʃɛɹi,kɹeɪzi,seɪ,nɔɪzi,izi,ʃeɪk","kʌɹi,kiwi,kaŋɡɐɹu,kalkjʊleɪt,kɹeɪzi,t͡ʃɛɹi,t͡ʃizkeɪk,əʊkeɪ,ʃampeɪn,kamfətɹi","ɔɪstə,kəmpeə,kənsɪstənt,ɡɪlti,ɛntə,kənsʌltənt,kɪs,wɪski,balkəni,kɪt͡ʃən","sɛntə,sɛnd,si,si,hʌni,sɛl,hʌnt,sɪmɛnt,stɛpsʌn,sɛks","kəntɪnju,ɐkaʊntənt,kaʊ,naʊ,ɐmaʊnt,kaʊnt,ɡɪlti,maʊθ,balkəni,maʊs","sɔt,sɔd,dɛd,həʊtɛl,bɹɛd,ɛmplɔɪ,hɛd,spɹɛd,hɜb,tɔɪ","pinʌt,vɒlkeɪnəʊ,teɪbəltɛnɪs,teɪbəl,teɪbəl,kalkjʊleɪt,ʃampeɪn,kɹɔl,kibɔd,sɔt","nɛsɪsəɹi,nɛst,ɐnaləsɪs,mɪl,hɪl,sɪɹamɪk,maɹi,ni,stɪl,sɪti","əʊkeɪ,ɪɹɪɡeɪt,tɛlɪskəʊp,ɛskeɪp,keɪk,bʊk,neɪkɪd,t͡ʃizkeɪk,ɪɡnɔ,pʌblɪk","t͡ʃizkeɪk,keɪk,skɛlɪtən,ɛskeɪp,wɪski,ɛd͡ʒukeɪʃən,kiwi,tɛlɪskəʊp,ɜθkweɪk,kalkjʊleɪt","nɛfju,balkəni,valju,palɪs,d͡ʒʌstɪs,ɹɪlis,ɹɪsɛpʃənɪst,famɪli,dɪsdeɪn,bɪliv","kaʃju,nɛfju,ɡaɹɪd͡ʒ,kaʒuəl,kaʊ,stjuədɛs,kaŋɡɐɹu,tɛlɪskəʊp,flɔ,keɪd͡ʒ",,,"si,si,hi,ʃi,kɒfi,ni,seɪ,sɪks,sɛks,fɪzɪks",,,,"stand,nɛst,ni,naɹəʊ,wɒn,az,ɡɪlti,ɒv,kandi,sɜv",,"ɡɪlti,wɪski,zu,ant,ant,ʌntɪl,ni,ask,ɛmpti,skaɪ","ɪ 18%, s 11%, t 11%, k 11%, n 10%, l 9%, i 9%, ə 8%, a 6%, e 6%"
eɪ,"fɹɛʃ,hi,jʌŋ,wɜm,lʌŋ,wɔm,θɹi,mʌni,mɪs,mɪs",,"pʊʃ,tɔɪ,bʊʃ,bɔɪ,tuθ,hi,əbʌv,pɔ,kɒfi,tɔt͡ʃ",,"aftə,katəpɪlə,mitɪə,mɪliən,piəni,ɔɪstə,θɹɪfti,mɪɹə,mɪθ,məʊmɛntəm","kləʊðz,θɹɛd,fɹɛʃ,fɹiz,snəʊstɔm,bɛləʊz,θɹʌʃbɜd,nəʊz,fɹʌnt,pɹɛfɹəns","d͡ʒɪɹaf,ɡɛs,ɡəʊl,katəpɪlə,dɛf,kaməmaɪl,ɡəʊld,bɛləʊz,ɹɛptaɪl,bɪliv","hɪl,stʌmp,pʌb,bɛləʊz,tɜbɪd,mɛlt,tɹʌmpɪt,ɹʌb,hɛl,lʌmp","θɹɛd,flʌd,θɹʌʃbɜd,fɹɛʃ,flat,bɜd,flaʃ,bɛd,pʌb,dʌm",,,,"əbʌv,avɹɪd͡ʒ,ɡɑbɪd͡ʒ,wɪð,stɔm,bʊʃ,pɪɹɐmɪd,pʊʃ,lʌv,steɪd͡ʒ",,,,"fɪzɪks,kɒfi,sɪks,fɪks,sɛks,kɒf,hɪl,lɪɹɪks,fɪl,fɪnɪʃ",,,"nɜv,ni,fɹɛnd,fɹɛʃ,nɜs,θɹi,θɹɛd,fɹʌnt,nɛk,θɹɪfti",,,,"ɪ 17%, s 13%, l 13%, t 10%, m 9%, n 9%, ə 9%, ɛ 7%, ɹ 7%, f 7%"
i,,,,,"mitɪə,kliə,midiə,peə,peə,bɪɡsɪstə,ɔɪstə,klinə,flaʊə,feə","pɹəʊsɛs,bəʊn,pɹɪnsɛs,bɪzi,bʌs,pɹiviəs,dɪziz,pɹɛzɪdənt,fɪzɪks,dɪzi","saʊə,ʃaʊə,mɛɹiɡəʊɐɹaʊnd,haʊ,saʊθ,taʊə,paʊə,ɐlaʊ,flaʊə,aʊə","bat,bad,ɹabɪt,dɪpɛndənt,nɒt,nɒt,badmɪntən,baskɪt,mɒs,snɒt","flat,pɛn,plan,bat,bad,klɒθ,klɒk,tɛn,ðɛn,θɹɛd",,"bʊk,ɛlɪfənt,lavəndə,plastɪk,last,mɒθ,ɹɒk,lɒk,ɹandəm,blak","klɒk,plastɪk,dɹaɡənfɹut,klɒθ,flat,fɹɒɡ,lɒk,ɹɒk,flaʃ,dɹaɡənflaɪ",,,"junɪvɜs,ɔdɪnəɹi,ɪntɛstɪn,ɪmidɪətli,ɡladɪəʊləs,dʌstbɪn,tɛknɒləd͡ʒi,dɪvɛləp,d͡ʒɛləs,nɛbjʊlə","ɐɡɛn,kwin,wɛn,wɛn,kɹɔl,kamɛliə,kaʃiə,klin,kɛmɪstɹi,kliə",,"siɐnɛməni,maθɪmatɪks,ɐnɛməni,mɛni,maksɪməm,sɛkɹətɹi,mitɪə,ɐsɛtɪk,piəni,ɐpɹɒksɪmət",,,,,"ɑt,ant,ant,ɛnd,and,ɛnd͡ʒɔɪ,ɜθ,ɜθ,ʌðə,ɐtɛnd","ə 14%, n 13%, t 12%, ɪ 12%, s 10%, i 8%, k 8%, a 8%, l 8%, ɹ 7%"
in,,,,,"d͡ʒəɹeɪniəm,ɡɹəneɪd,kɒlənaɪz,əɹɪd͡ʒɪnəli,linɪənt,djʊəɹiən,ɐnaləsɪs,mətiəɹiəl,ziəɹəʊ,piəni","paʊdə,ɛvɪdəns,nəʊz,ɐnaʊns,faɪbə,kənsɪdə,haʊs,kəʊɪnsɪdəns,vɪnɪɡə,nəʊvɛmbə",,"səpɔt,dɪvɛləp,ɪmpɔtənt,dəʊnʌt,ɔtʌm,ʃɹɪmp,nɛbjʊlə,bʌtəkʌp,d͡ʒɪm,t͡ʃɜp","ɡɑdən,kwaiət,pɹɪzən,kɹɪsanθəməm,ɪnfəmeɪʃən,pɹɒbəbəl,kəlɪʒən,ɡɑdənə,dɛzət,kɹɒkədaɪl",,,,,,"ɛksəsaɪz,ɪnɜʃə,pɹaɪmmɪnɪstə,ɹɪsɛpʃənɪst,ɹɪpɔtə,ɪnsɛkt,nɛbjʊlə,ɪnsaɪd,ɹaɪnəʊ,ɪnsɜt","ɡɑdənə,pɒpjʊlə,pɒpjʊleɪʃən,kʌlt͡ʃə,ɔdɪnəɹi,əɹɪd͡ʒɪnəli,wɪspə,skaɪskɹeɪpə,kəlɪʒən,ɡɑdən",,"dɪnaɪ,naɪn,naɪt,səsaiəti,haɪɐsɪnθ,saɪn,saɪn,kɒlənaɪz,siɐnɛməni,maksɪməm",,,,,"aɪ,aɪ,ɪnsaɪd,aɪdiə,haɪɐsɪnθ,aʊtsaɪd,ɡʊdbaɪ,haɪ,avəkɑdəʊ,ɪnəsənt","ə 20%, ɪ 15%, n 13%, a 10%, t 9%, s 9%, l 6%, ɹ 6%, k 6%, d 6%"
iŋ,,,,,"klinə,t͡ʃitə,ʃaʊə,kɒɹəl,kɒmən,t͡ʃiz,kɑ,kɒlɪflaʊə,kandəl,kul","faɪbə,nəʊvɛmbə,ʃadəʊ,pɑmɪzan,haʊmɛni,sidə,haɪd,ʃaɪn,məʊmɛntəm,klinə","pəlismən,mʌlbəɹitɹi,switpəteɪtəʊ,haɪdɹeɪnd͡ʒə,tjubə,ɐsjum,d͡ʒanjuəɹi,ɒpəɹə,məskitəʊ,ɑbɪtɹəɹi","ad,laptɒp,kɹab,ɹandəm,lam,bad,ɹəʊbɒt,lamp,jɑd,ɡɒd","pɑt,kɑd,pleɪn,pleɪn,pɹəvaɪd,pɑm,plan,kɑt,pan,pleɪt",,"ɹəʊbɒt,bɒtəm,pɹɒbləm,ɹandəm,pɒmɪɡɹaneɪt,pɹaɪmmɪnɪstə,pɹəʊɡɹam,ɡɹəneɪd,ɹəʊp,sɪstəm","kʊk,kʊk,flaɪ,flaɪ,fɹaɪ,fɹaɪdeɪ,klam,fɹɒɡ,flat,slaɪd",,,"ɛksəsaɪz,kɒlənaɪz,ɛnəd͡ʒi,ɪnɜʃə,aɪskɹim,anɪməl,ɪmad͡ʒɪn,klinə,ɪkɒnəmi,ʃaɪn","klin,klinə,kwin,kan,kɹeɪn,kɹeɪn,kliə,kaməl,kɹim,kɹieɪt",,"ɹaɪnəʊ,naɪn,faɪnəli,laɪtnɪŋ,kɒlənaɪz,ɹaɪm,ɪkɒnəmi,maɪn,kaməmaɪl,hamə",,,,,"aɪ,aɪ,haɪ,haɪd,faɪnd,ʃaɪn,hamə,saɪn,saɪn,ɪnsaɪd","a 16%, ə 15%, ɪ 14%, n 11%, l 8%, t 8%, k 8%, m 7%, ɹ 7%, p 6%"
iɑ,,,,,,,,,,,,,,,"d͡ʒɛlɪfɪʃ,tɛlɪvɪʒən,t͡ʃɜp,d͡ʒʌmp,d͡ʒɜm,d͡ʒɪm,kɛt͡ʃʌp,t͡ʃɛk,dɪlɪd͡ʒənt,ɔtʌm","d͡ʒʌmp,ʃɛl,d͡ʒʌd͡ʒ,tɛlɪvɪʒən,d͡ʒɛlɪfɪʃ,tɹɛʒə,d͡ʒaz,sɛl,kɛt͡ʃʌp,t͡ʃɜt͡ʃ",,"t͡ʃɜp,sɪɹamɪk,t͡ʃɛk,ʃɪp,t͡ʃɪp,t͡ʃip,tɛknɒləd͡ʒi,d͡ʒɛlɪfɪʃ,d͡ʒʌmp,ʃip",,,,,"d͡ʒʌmp,ʃɹɪmp,ɪŋk,ant,ant,swɒmp,sɪŋk,kamp,ɐmaʊnt,ɪmpɔtənt","ɪ 20%, ə 11%, n 11%, l 10%, s 9%, m 9%, t 8%, p 8%, ɛ 7%, k 7%"
iɑŋ,,,,,"kəmplit,ɪmad͡ʒɪn,kəmpeə,d͡ʒɪm,d͡ʒɛndə,kəmpjutə,kɹɪsanθəməm,ɪmpɔtənt,dɪsɛmbə,kɒlɪflaʊə",,,,,,,,,,"d͡ʒʌmp,ɪmad͡ʒɪn,d͡ʒɪm,d͡ʒɛndə,dɪsɛmbə,d͡ʒɜm,d͡ʒɪŋkɡəʊ,ɹɪmɛmbə,it͡ʃʌðə,d͡ʒɪnd͡ʒə","kʌlt͡ʃə,it͡ʃʌðə,wɛn,wɛn,kwin,d͡ʒɪŋkɡəʊ,ɪmad͡ʒɪn,ɛnd͡ʒɪn,fɔl,ðɛn",,"d͡ʒɪm,d͡ʒɜm,d͡ʒʌmp,t͡ʃɜp,ɹaɪm,ɪmad͡ʒɪn,d͡ʒulaɪ,it͡ʃʌðə,d͡ʒɪnd͡ʒə,sʌmə",,,,,"d͡ʒʌmp,it͡ʃʌðə,ɪmpʌls,kʌlt͡ʃə,ɪŋk,d͡ʒɪŋkɡəʊ,ɪndʌld͡ʒənt,ɪnfəmeɪʃən,ʌðə,kjukʌmbə","ə 17%, ɪ 16%, n 14%, m 11%, l 9%, t 9%, ɛ 6%, k 6%, s 6%, p 6%"
iɑʊ,,,,,"kəlɪʒən,kɒlɪflaʊə,ʃaʊə,ɹɪfɹɪd͡ʒəɹeɪtə,kaʒuəl,kənsɪstənt,eəkəndɪʃənə,ɹaʃənəl,fɪʃəmən,saʊə","sɛntə,saʊnd,hʌnt,saʊə,sʌn,sʌn,sʌnflaʊə,ʃaʊə,səʊbə,sʌmə","ʃaʊə,saʊə,sʌnflaʊə,aʊə,flaʊə,paʊə,taʊə,saʊnd,ɹaʊnd,ɐɹaʊnd","sɜtən,ʃɜt,pɜsən,sʌmwɒt,sɜv,sʌn,sʌn,peɪʃənt,sʌm,səpɔt","tɛmpəl,swɪm,ʃɹɪmp,swɒmp,swip,swit,skɹat͡ʃ,skwɪd,pʌmpkɪn,tɜn",,"peəɹənt,peɪʃənt,kɔməɹənt,ɛlɪmənt,pɒpjʊleɪʃən,kəmpʌlsəɹi,kənsɪstənt,stjudənt,kənsʌltənt,dɪspleɪsmənt","skwɒt,skweə,swit,skɹat͡ʃ,swip,skɛlɪtən,kəlɪʒən,ask,stjudənt,skwɪɹəl",,,"sɔd,it͡ʃʌðə,t͡ʃɜt͡ʃ,tiʃɜt,ʃɛdjul,kɛt͡ʃʌp,sʌmə,fɔl,sʌn,sʌn","kʌlt͡ʃə,kəlɪʒən,kɪt͡ʃən,it͡ʃʌðə,ɛd͡ʒukeɪʃən,tit͡ʃə,kaʒuəl,fit͡ʃə,kwin,pɹɛʃə",,"tiʃɜt,ɹaʃənəl,sɔd,sʌmə,sisɔ,saʊnd,ʃɜt,sɔt,t͡ʃɜt͡ʃ,ɐmaʊnt",,,,,"swɒmp,d͡ʒʌmp,it͡ʃʌðə,peɪʃənt,ʃʌvəl,ɛd͡ʒukeɪʃən,skwɒt,kaʊnt,sʌmwɒt,ʃɜt","ə 20%, n 13%, s 11%, ɪ 11%, t 11%, l 9%, k 8%, p 7%, a 6%, m 5%"
iɛ,,,,,"t͡ʃiz,ʃakəl,t͡ʃitə,ɐksɛləɹeɪʃən,baɪsɪkəl,t͡ʃik,ʃɛl,sisɔ,bɪɡsɪstə,ʃild",,,"ɹəʊbɒt,sʌmwɒt,ʌndəstand,sandpɪt,sɛnd,dɪsɛnd,zəʊdiak,səksid,səʊləsɪstəm,zɛbɹə",,,"bʊʃ,eəkəndɪʃənə,bɪɡsɪstə,kʊʃən,bɪkɒz,fɹɪkʃən,pɒzɪtɪv,wɒʃ,dɪstɹɪkt,landslaɪd","klasɪkəlmjuzɪk,plastɪk,bɹɪk,ʃeɪk,aɡɹɪkʌlt͡ʃə,bɹeɪk,t͡ʃizkeɪk,fɹeɪɡɹənt,pɹɛzɪdənt,splɪt",,,"ɛksəsaɪz,ɪlɛktɹɪsɪti,ɪlɛktɹɪʃən,ɹɪsɛpʃənɪst,bɪɡsɪstə,d͡ʒʌstɪs,ɛkspləʊd,dɪstɹɪkt,ɛɡzaktli,dɪziz","d͡ʒɪŋkɡəʊ,ɛnd͡ʒɪn,ɡʌn,t͡ʃɛɹi,ɐɡɛn,pɹɪdɪkt,kɹeɪn,kɹeɪn,klin,t͡ʃɪkɪn",,"ni,nɛkst,mɪks,mɛni,maθɪmatɪks,sɪks,ɛɡzaktli,hʌni,maɡnɪt,sɛnd",,,,,"ant,ant,ɛnd,ɛnd͡ʒɔɪ,and,aŋɡɹi,izi,az,ɛɡzɪt,ɒv","ɪ 16%, s 13%, t 12%, ə 11%, n 10%, k 9%, ɹ 8%, ɛ 7%, d 7%, l 6%"
