,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"ʃakəl,patən,mɪliən,t͡ʃeəmən,tɹɪliən,bɪliən,t͡ʃitə,pəlismən,kɒlɪflaʊə,atəm","ʃaɪn,ʃaʊt,saɪn,saɪn,ʃaʊə,satɜn,saʊnd,pɹɪsaɪs,patən,t͡ʃɑt","ʃaʊə,saʊə,paʊə,d͡ʒanjuəɹi,djʊəɹiən,djʊəɹɪŋ,ʃakəl,jʊəɹɪn,haʊ,lɪtəlsɪstə","sɜtən,ʃʌtəl,satəlaɪt,tɜtəldʌv,tɜbɪd,satɜn,sʌk,tɜtəl,ɹɪtɜn,atəm","t͡ʃɑt,ʃɑk,pɒpjʊleɪʃən,t͡ʃat,satɜn,ʃɑp,kɑneɪʃən,pɹɪzən,fɹɪkʃən,patən",,"skɛlɪtən,pɛlɪkən,ɐlɪtəl,satəlaɪt,lɪtəlsɪstə,hɒspɪtəl,ɹɪtɜn,d͡ʒɪɹaf,ɛlɪfənt,ɹɪfɹɪd͡ʒəɹeɪtə","pɛlɪkən,kəlɪʒən,ɹɪfɹɪd͡ʒəɹeɪtə,skɛlɪtən,pɑtɪkəl,ʃakəl,fɹɪkʃən,aɡɹɪkʌlt͡ʃə,steɪʃən,pɒpjʊleɪʃən",,,"ɪlɛktɹɪʃən,ɪlɛkʃən,ɪlɛktɹɪsɪti,ɛksəsaɪz,daɪɹɛkʃən,tɹɪliən,t͡ʃɪli,t͡ʃɪn,d͡ʒazmɪn,aɪɹɪs","ʃaɪn,pɒlɪtɪʃən,ɪlɛktɹɪʃən,slɪŋʃɒt,fɹɪkʃən,sʌn,sʌn,t͡ʃɪkɪn,t͡ʃɪn,hʌɹɪkeɪn",,"fɒɹən,laɪtnɪŋ,slɪŋʃɒt,fʊl,satədeɪ,naɪn,sɜtən,satəlaɪt,ʃɒp,ʃu",,,,,"ʃʊd,ʃɑk,t͡ʃɑt,slɪŋʃɒt,ʃɒp,t͡ʃaɪld,ʃɑp,ʃɒpɪŋkɑt,t͡ʃuz,d͡ʒun","ɪ 17%, ə 15%, n 11%, s 11%, t 10%, l 10%, a 8%, k 7%, ɹ 6%, p 5%"
iɤʊ,,,,,"aftə,sɪkəl,apəl,sɪŋɡəl,vɪktɪm,ɪfɛkt,ɹɪŋkəl,dɪfɪkəlt,meɪpəl,ɹɛktaŋɡəl",,"mɔ,haʊ,ɪmɔtəl,mɔtə,djʊəɹɪŋ,nɛfju,naʊ,bɔɹɪŋ,bɔɪ,vju",,,,,,,,"smɔl,fʊtbɔl,ɪmɔtəl,ɔl,vɒlɪbɔl,ɹəʊl,ɔɹɪəʊl,bɔɹɪŋ,ɔtʌm,bɔl","smɔl,swɪŋ,swɪŋ,swɪm,bɔɹɪŋ,swɛl,fʊtbɔl,ɔl,pʊdɪŋ,vɒlɪbɔl",,"neɪm,slɪm,vɪktɪm,nɛk,ɹɪŋ,fɹeɪm,sneɪl,lɪm,sɪŋ,ɪmɔtəl",,,,,"smɔl,ɹɪmuv,swɪm,slɪm,swɪŋ,swɪŋ,neɪm,seɪm,bɔɹɪŋ,ɪmɔtəl","ɪ 17%, l 13%, t 12%, ə 11%, s 10%, m 9%, n 8%, ɹ 7%, ɛ 6%, ɔ 6%"
iʊŋ,,,,,,,,,,,,,,,,"kwaiət,kəmpeə,təɡɛðə,dɛzət,pɹɪzən,kɹɪsanθəməm,kɹeɪn,kɹeɪn,kɹɒkədaɪl,ɪnfəmeɪʃən",,"ɹɪmɛmbə,sɪmɛnt,neɪbə,nəʊvɛmbə,neɪm,mɪnɪməm,sɛptɛmbə,pɹaɪmmɪnɪstə,feɪməs,nɛbjʊlə",,,,,,"ə 19%, ɪ 16%, n 14%, m 10%, ɛ 7%, t 7%, s 7%, k 6%, a 6%, p 6%"
u,"θaʊzənd,pɒpjʊlə,mɒzəɹɛlə,lɪtəlbɹʌðə,pɒt,pɒpmjuzɪk,bɹʌðəɹɪnlɔ,ɹɑðəðɐn,bɹʌðə,pɒpjʊleɪʃən",,"mɒθ,mɑt͡ʃ,mɒs,pants,pʊʃ,hɑf,pas,ɒfɪs,ɑt͡ʃ,paɹədɒks","hapi,pi,pants,pas,pɒpi,pan,past,fɒks,pit͡ʃ,pik","kɒɹəl,iɡɹət,kaɹət,nɜv,tul,tuθ,kaʒuəl,wɜk,t͡ʃuz,kul","bʌtə,bɪɡbɹʌðə,mɔtə,mʌðə,bɹʌðə,dɔtə,mɪɹə,bɒdɪɡɑd,nɛbjʊlə,nʌt","ɡɹandfɑðə,mɪɹə,ɡɹɪd,maɡnɪt,ɡɹandmʌðə,kamɹə,jʊəɹanəs,ɡɹandɔtə,bladə,iɡɹət","bɒtəm,hɒspɪtəl,patən,ɒtə,pɒt,ɹɒtən,ɹəʊbɒt,badmɪntən,mɒs,bɒtəl","pɒkɪt,hɒspɪtəl,patən,pɒpi,bɒtəm,ɒptɪʃən,pɒt,pɑt,ʃɒpɪŋkɑt,pɪn","pɒlətɪks,wɒlɹəs,peəɹəntsɪnlɔ,ɡladɪəʊləs,ɛkspiəɹɪəns,ɐnaləsɪs,jʊəɹanəs,ɹɪspɒnsəbɪlɪti,lɪɹɪks,paɹədɒks","ɹəʊst,ləʊtəs,nəʊt,nəʊtɪs,paɹədɒks,ɹəʊp,pɒlətɪks,kləʊs,ɹəʊz,nəʊz","ɒfən,vəlɒsɪti,kʊʃən,pɒkɪt,hɒspɪtəl,pɒpi,mɒθ,ɹəʊst,mɑkɪt,kɒfi","land,ɹɪɡɹɛt,lɛnd,sandpɪt,stand,tɔɪlɪt,sand,lɪst,sɪɹamɪk,lɛɡ","sɪti,spɪt,stɪk,stɪk,sɪk,ti,hɪt,sɪt,hi,tɪkɪt",,,"bijuzdtu,pɒlətɪks,lus,luz,luz,tɔt͡ʃ,dɹaɡənflaɪ,tuθ,bʌsdɹaɪvə,mʌðəɹɪnlɔ",,"kʌvə,kɑt,kaktəs,bɪɡbɹʌðə,pɹiviəs,ɡɪv,pɪvət,ʃɒpɪŋkɑt,kɒf,kɑd","dɔtəɹɪnlɔ,mʌðəɹɪnlɔ,bɹʌðəɹɪnlɔ,pəlut,fɑðəɹɪnlɔ,sɪmbəl,sɪɡəɹɛt,heɪzəlnʌt,tɛnθaʊzənd,fɛbɹuəɹi","pʌpɪt,dɪsɛnd,ɪndɪpɛndənt,bɪldɪŋblɒk,pʌblɪk,hʌndɹɪd,dɪpɛndənt,sɛkənd,ɐtɛnd,sɛnd","hɪt,θɪk,θɪk,pɪŋk,kɹɪkɪt,θɪŋk,pɛŋɡwɪn,tɪkɪt,kɪk,stɪŋki","hav,faɪv,feɪz,haʊs,faɪd͡ʒ,haʊ,fɪʃ,haʊmʌt͡ʃ,haŋ,wiv","ɪ 15%, ə 14%, t 12%, s 10%, n 9%, p 8%, l 8%, k 8%, ɹ 8%, a 7%"
uan,,,"bɹəʊkən,kəmplit,kɹɪsanθəməm,kləʊs,kənstɹʌkʃənsaɪt,əʊpən,kəmpjutə,plutəʊ,bɒtəm,aʊtsaɪd","kəmplit,plant,bɹəʊkən,plan,bɹaɪt,kɹɪsanθəməm,laɪthaʊs,baɪt,ɒfən,pleɪt","nɛbjʊlə,ɡɑdənə,bɐnɑnə,mɜkjʊɹi,kɒlənaɪz,maɡnɪtjud,dɹaɡənfɹut,ɡɹəneɪd,ɐnɛməni,kalkjʊleɪt",,,,,"laʊs,tɛnθaʊzənd,θaʊzənd,laɪthaʊs,saʊθ,ɹaɪt,ɹaɪt,ɹaɪt,ʃaʊt,linɪənt","fʊt,aʊt,bɹəʊkən,kʊʃən,laʊs,pʊt,maʊs,ʃaʊt,nəʊt,planɪt","bɹəʊkən,pɹɒbləm,kləʊs,pleɪt,kləʊk,t͡ʃeəmən,kʊʃən,kɒtən,kɹɪsanθəməm,peəɹənt","lɪtɹɪt͡ʃə,bɪtwin,ɹɪsɛpʃənɪst,ɪlɛktɹɪʃən,planɪt,tɛlɪskəʊp,tɹanspɔteɪʃən,ɪlɛktɹɪsɪti,ɪməʊʃən,ɛɡzɪt",,,,"dɹaɡənflaɪ,flaʊə,laɪthaʊs,sʌnflaʊə,laʊs,dɹaɡənfɹut,plaʊ,flaɪ,flaɪ,klaʊd",,"ʃaʊt,kaʊnt,keɪɒs,aʊt,kɹaʊd,haʊs,ɐbaʊt,kaʊ,kəmpjutə,kəʊt",,"kəʊt,ɡəʊt,kəʊk,sɛkənd,kəmplit,kəʊst,bəʊt,dɛkəɹeɪt,kənteɪn,bɹəʊkən","kəʊt,pleɪt,heɪt,kəmplit,kɹieɪt,ʃaʊt,kəʊk,feɪt,kɹɪkɪt,pʊt","kənteɪn,haʊs,tɜn,aʊt,kəʊt,veɪn,fʊt,bɹəʊkən,haʊ,ʃaʊt","ə 14%, t 14%, n 13%, ɪ 12%, a 10%, k 9%, ʊ 8%, ɹ 7%, l 7%, s 6%"
uaɪ,,,"kəʊst,aɪskɹim,kləʊs,ɛd͡ʒukeɪʃən,pəʊstkɑd,pɹəʊsɛs,bɹəʊkən,kɛmɪstɹi,kɹʌst,kɹʌst","kɪt͡ʃən,kəʊst,ɜn,ɑmpɪt,kəmpeə,fʊt,blʌnt,bɹəʊkən,hʌnt,pəʊstkɑd",,,,,,,,,,,,,"tɜmaɪt,fɹʌnt,sɔɪsɔs,ɐbaʊt,flʌd,sɔt,sɔs,ɛd͡ʒukeɪʃən,kɑneɪʃən,pɹɛzənt",,,"sʌnɪnlɔ,siɐnɛməni,ɐnɛməni,stɛpdɔtə,dɔtəɹɪnlɔ,nʌt,d͡ʒəɹeɪniəm,kɹʌst,kɹʌst,sɔt",,,"aʊtsaɪd,kɹaʊd,ʃaʊt,aɪskɹim,klaʊd,kɑneɪʃən,waɪd,tɜmaɪt,ɡaɪd,faɪd͡ʒ","t 16%, n 14%, ə 13%, ɪ 12%, s 10%, k 8%, a 8%, m 7%, ɹ 7%, p 6%"
ueɪ,,,"kləʊðz,ɒpəɹə,past,aʃ,pas,məʊmɛntəm,ɒktəpəs,stɑfɪʃ,kɑpəntə,pis","məʊmɛntəm,fɹɛʃ,mat͡ʃ,kɛmɪstɹi,mɪs,mɪs,t͡ʃɛstnʌt,pit͡ʃ,pɹist,stɹɛt͡ʃ",,,,,,"ləʊnli,ɒlmənd,kɒɹəl,kɔməɹənt,tuθ,lɪtəlbɹʌðə,ɹulə,spɪndəl,snəʊ,ɪndʌld͡ʒənt","ɹəʊst,ɪnstɹəmənt,ɪkɒnəmi,ɔlməʊst,nəʊtɪs,məʊst,nəʊz,nəʊt,səʊləsɪstəm,ləʊtəs","hup,kɒpɪ,pɒpi,past,pi,kamɹə,ɑmpɪt,ɑm,sɒft,ɑmi","wɜld,ləʊnli,ɒlmənd,lɛnd,kɒɹəl,dɹɪp,ɹəʊl,əʊld,əʊld,nɛst","pis,kləʊk,pɹəʊɡɹɛs,plastɪk,pit͡ʃ,kɪs,stɹɛt͡ʃ,kaʃiə,kɹɪkɪt,pɪstaʃɪəʊ",,,"kɒlənaɪz,baɪɒləd͡ʒi,pɒpjʊlə,ɹulə,kɒɹəl,kʌlə,mʌlbəɹitɹi,bʌsdɹaɪvə,fɒləʊ,paɪlət",,"ɪmɪd͡ʒ,ɪmad͡ʒɪn,ɒpəɹə,əɹɪd͡ʒɪnəli,ʃɒpɪŋkɑt,mɪɹə,ʃɒp,ɛnəd͡ʒi,mɪnɪməm,pɪɹɐmɪd","tɹɛmbəl,pəlut,ɒpəɹə,tʌnəl,plʌmə,tuθ,tɹʌk,stɑfɹut,dʌbəl,mətiəɹiəl",,"pit͡ʃ,pɹɪpeə,pik,tɹʌmpɪt,tɹɛmbəl,pʌpɪt,bit͡ʃ,bit͡ʃ,pɪkəl,pʌblɪk","fɒɹən,kamɹə,fud,hup,fɒɡ,wɔdɹəʊb,kɒɹəl,fɒləʊ,fɑmə,fʊl","ə 18%, t 13%, s 10%, ɪ 10%, ɹ 9%, l 9%, n 9%, p 9%, k 7%, m 7%"
uɑ,,,"klam,plaʊ,flaʃ,flaʊə,plan,flat,klaʊd,klɒθ,flaɪ,flaɪ",,,,,,,,,,,,,,"flaʊə,flʌd,flaʃ,sʌnflaʊə,plaʊ,θɹɛd,flaɪ,flaɪ,slaɪd,slaɪd",,,"tɜbɪd,ɹabɪt,ɹʌb,sɛntɪpid,dɛd,ɹɛd,sɛl,leɪdɪbʌɡ,tɹʌmpɪt,ɹɪɡɹɛt","kɜvd,kəʊk,kəʊt,hɛd,kɪk,θɹɛd,kɹɪkɪt,kɹab,kwɪlt,dɛd",,"nʌtmɛɡ,klam,klaʊd,nɛtwɜk,kɹab,planɪt,kɹaʊd,manɪd͡ʒ,pɒmɪɡɹaneɪt,kɹaʊdɪd","l 14%, ɪ 13%, a 12%, k 12%, t 11%, d 9%, ɹ 8%, n 8%, ɛ 7%, ə 6%"
uɑŋ,,,"plan,klɒθ,flaɪ,flaɪ,klɒk,fɹɒst,klam,kɹɒkədaɪl,kɹɒs,kəʊt","plan,klam,klin,pɛn,kəmplit,flaɪ,flaɪ,kwin,bɜn,pleɪn",,,,,,,,,,,,,"dɹaɡənflaɪ,flaɪ,flaɪ,bʌtəflaɪ,dɹaɡənfɹut,slaɪd,slaɪd,plaʊ,flaʊə,flʌd",,,"flut,θɹɛd,fɹut,kəʊt,snɒt,slaɪd,slaɪd,flʌd,klɒk,klɒθ","kwin,pɜpəl,tɹampəlin,kəʊt,wɛpən,kɹɒkədaɪl,pəlut,θɹʌʃbɜd,kəʊk,twɪɡ","pɛlɪkən,kəʊk,kəmplit,kəʊt,kwin,pleɪn,pleɪn,pleɪt,tɛlɪskəʊp,klin","waɪd,kwin,wɛn,wɛn,waɪn,ɐɡɛn,klaʊd,wɛb,kɹɒkədaɪl,wɜd","l 14%, k 12%, ɪ 12%, a 11%, t 10%, n 10%, ə 10%, ɹ 8%, d 7%, p 7%"
uɔ,,,"maɪkɹəʊweɪv,maɪkɹəfəʊn,maɡpaɪ,paɪnapəl,mʌʃɹum,meɪpəl,ɐɹaɪv,ɐlaɪv,naɪf,apəlpaɪ","paɪnapəl,maɡpaɪ,apəlpaɪ,mʌʃɹum,paɪn,baɪ,maɪn,mʌsəl,pas,faiəflaɪ","nɜv,nɛɡətɪv,nɛk,tsunɑmi,weɪv,maɪkɹəʊweɪv,neɪkɪd,nɜvəs,wɜk,kaʒuəl","mʌsəl,nʌtmɛɡ,mʌʃɹum,mɛtəl,ɪnɜʃə,mʌðə,mɛʒə,nʌt,mʌstəd,mɑt͡ʃ",,"mɛtəl,mantəl,meɪpəl,mʌsəl,man,paɪnapəl,mat͡ʃ,manɪd͡ʒ,pɛsəl,matə","maɪn,mɑt͡ʃ,meɪ,past,map,mat͡ʃ,mʌsəl,paɪn,peɪst,man","naɹəʊ,nɛk,nəʊ,nɜsəɹi,ɹeɪk,lɔ,sneɪk,lʌk,nɔθ,ɹʌf","nɜsəɹi,meɪ,ni,maməl,mɛməɹi,tsunɑmi,nəʊ,naɪf,maɹəʊ,maɪkɹəʊweɪv","ɹɒŋ,lɒŋ,teɪkkeəɹɒv,tsunɑmi,meɪk,dɒɡ,dɒŋki,keɪk,mʌsəl,meɪ","nɛk,meɪk,ɹeɪk,leɪk,naɹəʊ,sneɪk,nɛst,ni,nəʊ,tu","nɛk,ɹɒŋ,lɒŋ,meɪk,mad͡ʒɪk,nɛst,dɒŋki,maŋɡəʊ,lʌŋ,naɹəʊ",,,"fɹɛʃ,tɹaɪaŋɡəl,ɐlaɪv,maɡpaɪ,ɐɹaɪv,fɹaɪ,maɪkɹəʊweɪv,flaɪ,flaɪ,bʌtəflaɪ",,"weɪv,iɡəl,wiv,kaʒuəl,keɪk,ɪŋk,aŋkəl,wik,wik,θɪŋk","ɹɪŋkəl,sɪŋk,nɔθ,sɪŋɡəl,θɪŋk,ʃɹɪŋk,sneɪk,snəʊ,ɹʌf,nɛk","pɜpəl,bʌbəl,mɛtəl,meɪpəl,tɛmpəl,mɑt͡ʃ,dʌbəl,dɔtəɹɪnlɔ,hɪbɪskəs,nʌtmɛɡ",,"meɪ,weɪv,nɜv,maɪkɹəʊweɪv,faɪv,naɪf,mɔ,meɪk,feɪz,ɐɹaɪv","ɪ 14%, ə 14%, l 11%, m 11%, a 10%, k 9%, n 9%, t 8%, s 7%, ɹ 7%"
uən,,,"skwɒt,tɹanspaɹənt,stjudənt,wʊlf,nɛbjʊlə,stju,spiə,pɹɒbləm,kalkjʊleɪt,skaliən","stju,spiə,skwɒt,spɪt,stɹɔ,skɹat͡ʃ,splɪt,ask,spɪl,ɛksplɔ","skwɒt,skup,skul,skweə,ɑɡju,stju,skwɪɹəl,skwɪd,tɹu,skɔpiən",,,,,"skwɒt,stju,nɛbjʊlə,dju,tɹanspaɹənt,nɛtwɜk,nju,swɒləʊ,jʊəɹanəs,naɹəʊ","skwɒt,stju,spɪt,skup,spɪl,dju,nju,stɹɔ,skanə,spiə","skwɒt,spɪt,stju,skup,splɪt,spiə,spɪl,skɹɪpt,skan,stɹɒŋ","skɜt,stju,skɹɪpt,splɪt,sɪlk,spɹɛd,tɹu,stɹɔ,skɹat͡ʃ,skwɒt","spɪt,spɪl,spiə,splɪt,spʌnd͡ʒ,spɪnɪt͡ʃ,skɹɪpt,spid,sandpɪt,ɹɪspɛkt",,,"stju,mɜkjʊɹi,skwɒt,tɹu,stjuədɛs,swɒləʊ,stɹɔ,stɹɔbəɹi,ɛksplɔ,ɑɡju",,,"stjuədɛs,skwɒt,swɒləʊ,tɹu,stju,skɜt,nɛtwɜk,sɛkɹətɹi,ɐpɹɒksɪmət,swɒləʊbɜd","tɛlɪskəʊp,skwɒt,skɜt,stjupɪd,spɹɛd,stju,skup,spɪl,sɪlk,spɔt","spɪt,skwɒt,stju,splɪt,spiə,skwɪd,skweə,spɪl,skup,skɹɪpt","stju,skwɒt,stɹɔ,skwɪd,spɹɛd,skɛlɪtən,skɜt,skup,stjupɪd,dju","s 19%, t 13%, k 11%, ɪ 10%, ə 9%, l 9%, ɹ 9%, p 8%, n 7%, i 6%"
y,,,,,"mətiəɹiəl,fɛbɹuəɹi,nidəl,ɡɹin,maɡɐzin,feəɹi,ɡɹad͡ʒuəli,bəlun,klinə,jʊəɹanəs",,"jʊəɹanəs,d͡ʒanjuəɹi,ju,ju,nɛfju,stjuədɛs,junɪvɜs,nju,mʌðəɹɪnlɔ,ɑɡju",,,,,,,,"nɛɡətɪv,tɛnɪs,maɹɪɡəʊld,tɔneɪdəʊ,teɪbəltɛnɪs,maŋɡəʊ,neɪkɪd,nʌtmɛɡ,nəʊtɪs,maŋɡəstin","kɪŋ,tɛn,ɐɡɛn,kɪs,tɛnɪs,bɪɡɪn,neɪkɪd,dɛd,pɛn,keɪs",,"nɛɡətɪv,tɛknɒləd͡ʒi,naɹəʊ,tɔneɪdəʊ,teɪbəltɛnɪs,sɔs,sɔ,sɒlstɪs,sɒlti,teɪkkeəɹɒv",,,,,"vju,ju,ju,hɛvi,hɛvən,ɹɪvju,hav,junɪvɜs,jʊəɹɪn,ɐvɔɪd","n 15%, ə 15%, ɪ 14%, t 10%, s 10%, i 8%, ɹ 8%, l 7%, k 7%, d 6%"
yn,,,,,,,,,,,,,,,"nəʊz,neɪbə,pəʊləbeə,kɒlənaɪz,ɹəʊz,ɡladɪəʊləs,maɹɪɡəʊld,teɪbəltɛnɪs,nəʊtɪs,tɪmɪd","kəmpeə,tiə,ɹeɪdɪəʊ,kənteɪn,t͡ʃeəmən,ɡɹəneɪd,deɪt,ɡəʊldən,ɡəʊl,ɡladɪəʊləs",,"siɐnɛməni,ɐnɛməni,mɪnɪməm,lɪɹɪks,labəɹɪnθ,ɹɪlaks,neɪbə,nɛɡətɪv,sɪnəmən,anɪməl",,,,,"ɛvɪdəns,ɐnaʊns,kəʊɪnsɪdəns,ɪnsaɪd,sɪns,haʊs,faɪnans,feɪz,hav,kənsɪdə","ɪ 17%, ə 17%, n 13%, l 9%, s 9%, t 9%, m 7%, ʊ 7%, a 6%, k 6%"
yœ,,,,,"ɪkɒnəmi,nudəl,mətiəɹiəl,ziəɹəʊ,ɹɪspɒnsɪbəl,tsunɑmi,mɒdəl,bəlun,ɛksəsaɪz,ɛɡzaktli",,,,,,,,,,"maɪkɹəʊweɪv,mad͡ʒɪk,maŋɡəʊ,maɡɐzin,bɪɡsɪstə,mɛsɪd͡ʒ,maɹɪɡəʊld,maɹəʊ,tɔneɪdəʊ,ɹɪsɛpʃənɪst","maŋɡəʊ,maɪkɹəʊweɪv,dɪspleɪsmənt,maŋɡəstin,vɒlkeɪnəʊ,ɪkɒnəmi,maɹɪɡəʊld,d͡ʒɪŋkɡəʊ,maɡɐzin,ɔlməʊst",,"mɛməɹi,siɐnɛməni,ɐnɛməni,nəʊ,ɪkɒnəmi,ɛnəmi,tɛknɒləd͡ʒi,ɛnəd͡ʒi,neɪbə,tɔneɪdəʊ",,,,,"ɛnəd͡ʒi,izi,ɐsɪstənt,amfɪθieɪtə,baɪɒləd͡ʒi,mɒnjumənt,ðeɪ,hɪstəɹi,spaɪsi,meɪ","ə 17%, ɪ 15%, s 11%, n 11%, m 10%, t 9%, i 8%, k 6%, ɹ 6%, l 6%"
yɛn,,,,,,,,,,,,,,,"tɛknɒləd͡ʒi,maɹɪɡəʊld,ɛkspləʊd,t͡ʃeəmən,d͡ʒəɹeɪniəm,sɒlstɪs,ɪkɒnəmi,kɒlənaɪz,təmɒɹəʊ,tɔneɪdəʊ","t͡ʃeəmən,ɔɹɪəʊl,d͡ʒəɹeɪniəm,ɔɡən,sɔd,ʃʊd,pɒlɪtɪʃən,t͡ʃɪkɪn,pɛlɪkən,ʌniən",,"nɛk,nʌtmɛɡ,ɐnɛməni,siɐnɛməni,nɛɡətɪv,maɡnɪt,maɹɪɡəʊld,snapdɹaɡən,nɛbjʊlə,naʊ",,,,,"vɒləntəɹi,satəlaɪt,d͡ʒulaɪ,fɒɹən,ʃeɪk,baɪɒləd͡ʒi,spaɪdə,ʃakəl,apəlpaɪ,satədeɪ","ə 18%, ɪ 15%, n 13%, l 11%, s 10%, t 8%, m 7%, k 7%, ʊ 6%, ɹ 6%"
ɑ,"bʊk,bɒm,bɑn,bɑk,bɑk,bɑ,bɔd,bɔɪ,bʌt,ɡɒd",,"bɔd,pɔt,pʊt,bɔɪ,bʊk,bɔl,pʌblɪk,θɪk,θɪk,pɔ","hi,fɪks,θɪk,θɪk,hɛvi,bɔɪ,hɛlθi,hɪt,fiə,feɪt","ɡəʊld,ɡɪft,kaʊnt,kɪs,ɡɪv,əʊld,əʊld,kəʊld,sɒlt,kəmpeə","sɒlt,skəʊld,mɒs,əʊld,əʊld,and,ɡəʊld,vɒdkə,hand,sandpɪt","beə,beə,ɡɪft,baskɪt,ɡɹandfɑðə,wɪndəʊ,weə,weə,wɪspə,wɪnd","hɪp,hɪt,ɒd,ɑmpɪt,fid,heɪt,ad,ʃɪp,amfɪθieɪtə,ɪt","hɪt,hi,hɪp,hapi,heɪt,fid,hat,fat,fat,ɑmpɪt","flaɪ,flaɪ,slaɪd,slaɪd,fɹaɪ,laɪk,laɪk,laɪt,laɪt,laɪt","hɪt,ɪt,bʊk,haɪt,pʊt,hɪp,θɪk,θɪk,eɪt,heɪt","hɪt,hi,θɪk,θɪk,hɪp,bɔɪ,ɪt,pʊə,heɪt,pi","ɹɪspɒnsəbɪlɪti,lɪtɹɪt͡ʃə,bɪld,ɹɪsɛpʃənɪst,lɪst,ɹɪst,aɪlənd,landslaɪd,dɪstɹɪkt,ɪlɛktɹɪʃən","ɡɑbɪd͡ʒ,stɹɒŋ,stɹɒŋ,mʌʃɹum,fɹɒm,ɹɒŋ,mɛʒə,bɛdɹum,mʌðəɹɪnlɔ,lɒŋ",,,"bɔɪ,haŋ,bɒm,θɪk,θɪk,kɒfi,bʊk,hand,valɪ,bɑn",,,"hand,sand,valɪ,fan,jɑn,wɔp,swɒmp,wɒn,land,d͡ʒɒb","sand,valju,hand,handəl,sandpɪt,valɪ,d͡ʒanjuəɹi,stand,sɛnd,vɛlvɪt","fɹɒm,ɐsjum,ɑm,swɒmp,swɒn,ɒn,ɒbstɹʌkt,ɐsɛtɪk,fɑm,fɹɒɡ",,"ɪ 18%, t 13%, a 11%, l 9%, k 9%, d 9%, ə 8%, n 8%, s 8%, p 7%"
ɑŋ,"ɡʌn,waɪn,bɜn,ðɛn,bin,vaɪn,laɪn,jist,veɪn,wɪn",,"bʌbəl,bɔd,bɔɪ,bɛdʃit,pʌŋk,ʃi,bɜd,bʌt,pul,bɔl","ʃaɪn,d͡ʒulaɪ,baɪɒləd͡ʒi,t͡ʃɛɹi,ʃampeɪn,spaɪsi,paɪn,ʃi,faɪnəli,t͡ʃeɪn","waɪ,ɡəʊld,ki,ɡəʊl,wi,baɪ,bi,bi,wɪski,bəʊl","bəʊl,ɡəʊl,skəʊld,ɡəʊld,ɹəʊl,kəʊld,bat,həʊl,həʊl,bad","waɪ,wɪntə,mɪnt,balkəni,waɪt,ɡɪlti,baɪ,wɪndəʊ,dɪnaɪ,bi","θɪn,ðɛn,fid,ɪn,bəʊl,bin,fil,sut,pul,bɜd","pɛn,ɛmplɔɪ,ðɛn,pleɪn,pleɪn,θɪn,plan,spɹɛd,plʌmə,bɛdʃit","stɹɔbəɹi,jɛt,ɹɛfəɹi,pəlismən,labəɹɪnθ,lʌk,swɛt,jʊəɹanəs,mʌðəɹɪnlɔ,əɹɪd͡ʒɪnəli","waɪt,waɪ,waɪn,waɪd,laɪt,laɪt,laɪt,baɪt,ɹaɪt,ɹaɪt","waɪ,pi,aɪ,aɪ,hi,ki,haɪ,laɪ,laɪ,flaɪ","waɪ,laɪ,laɪ,dɹaɡənflaɪ,d͡ʒulaɪ,waɪt,balkəni,waɪn,bʌtəflaɪ,laɪt","waɪ,aɪ,aɪ,flaɪ,flaɪ,apəlpaɪ,fɹaɪ,jɑd,laɪ,laɪ",,,"məʃin,wɒʃɪŋməʃin,ʃi,faiəflaɪ,ʃaɪn,pɹiviəs,pɜfɛkt,d͡ʒɪŋkɡəʊ,d͡ʒanjuəɹi,t͡ʃɛɹi",,,"vɛɹi,vɛt,d͡ʒanjuəɹi,ʃɜt,vaɪn,valɪ,d͡ʒɛləs,d͡ʒʌst,d͡ʒʌst,ðɛn","jʊəɹanəs,jɒɡət,d͡ʒanjuəɹi,nɜsəɹi,ɔɡəst,stɹɔbəɹi,t͡ʃɛstnʌt,ɐsjum,bʌtəflaɪ,stjuədɛs","ɔɡəst,jɒɡət,kamfətɹi,jɑn,avəlanʃ,stɹɔbəɹi,fɹɒm,jɑd,d͡ʒanjuəɹi,ɐsjum","ɔɡəst,stɹɔbəɹi,ɹʌbə,ɒpəɹə,pəfɔməns,ɪnstɹəmənt,wɜm,bɜdən,jɛstədeɪ,jist","ɪ 16%, ə 14%, a 11%, t 11%, n 10%, l 10%, i 8%, s 8%, ɹ 7%, b 6%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"ɡɹup,blu,fɛbɹuəɹi,ɹɒk,du,ðeɪ,lɒk,θɜzdeɪ,ɹut,vəlɒsɪti","ə 16%, ɪ 12%, ɹ 11%, n 11%, e 10%, i 9%, t 9%, u 8%, k 7%, d 7%"
