egret*,"1.0,1.0,1.0"
crane*,"1.0,-1.0,-1.0"
owl*,"1.0,-1.0,-1.0"
swan*,"1.0,-1.0,1.0"
eagle*,"1.0,-1.0,-1.0"
penguin*,"-1.0,-1.0,1.0"
ostrich*,"1.0,1.0,1.0"
raven*,"1.0,-1.0,-1.0"
pelican*,"-1.0,1.0,1.0"
flamingo*,"-1.0,-1.0,-1.0"
frog*,"1.0,1.0,-1.0"
reptile*,"-1.0,1.0,-1.0"
crocodile*,"1.0,-1.0,-1.0"
fish*,"1.0,1.0,-1.0"
tortoise*,"1.0,1.0,1.0"
turtle*,"1.0,1.0,1.0"
shrimp*,"-1.0,-1.0,-1.0"
lobster*,"1.0,-1.0,-1.0"
crab*,"1.0,1.0,-1.0"
whale*,"-1.0,-1.0,-1.0"
shark*,"1.0,1.0,1.0"
dolphin*,"1.0,-1.0,1.0"
seal*,"-1.0,1.0,1.0"
walrus*,"1.0,-1.0,-1.0"
jellyfish*,"1.0,-1.0,-1.0"
starfish*,"-1.0,1.0,1.0"
seahorse*,"-1.0,-1.0,1.0"
squid*,"-1.0,-1.0,1.0"
octopus*,"1.0,1.0,1.0"
shell*,"1.0,1.0,1.0"
conch*,"1.0,-1.0,1.0"
clam*,"-1.0,-1.0,-1.0"
oyster*,"-1.0,1.0,-1.0"
sea-anemone*,"-1.0,-1.0,1.0"
coral*,"-1.0,-1.0,-1.0"
germ*,"-1.0,-1.0,1.0"
bacteria*,"-1.0,1.0,-1.0"
virus*,"1.0,-1.0,1.0"
insect*,"1.0,-1.0,1.0"
fly/*,"-1.0,-1.0,-1.0"
mosquito*,"1.0,-1.0,1.0"
dragonfly*,"1.0,-1.0,-1.0"
grasshopper*,"-1.0,1.0,-1.0"
caterpillar*,"1.0,1.0,1.0"
termite*,"-1.0,1.0,1.0"
ladybug*,"-1.0,1.0,1.0"
snail*,"-1.0,1.0,1.0"
scorpion*,"1.0,-1.0,1.0"
spider*,"-1.0,-1.0,1.0"
ant*,"1.0,-1.0,-1.0"
bee*,"-1.0,-1.0,-1.0"
butterfly*,"-1.0,1.0,-1.0"
louse*,"1.0,1.0,-1.0"
cicada*,"-1.0,1.0,1.0"
aphid*,"-1.0,1.0,1.0"
moth*,"1.0,-1.0,-1.0"
centipede*,"-1.0,1.0,1.0"
millipede*,"-1.0,-1.0,-1.0"
cricket*,"1.0,1.0,-1.0"
firefly*,"-1.0,-1.0,-1.0"
snake*,"-1.0,1.0,1.0"
worm*,"1.0,-1.0,-1.0"
plant*,"-1.0,1.0,-1.0"
tree*,"1.0,-1.0,1.0"
forest*,"1.0,1.0,-1.0"
stick/*,"1.0,1.0,-1.0"
fruit*,"1.0,1.0,-1.0"
kernel*,"-1.0,-1.0,1.0"
apple*,"-1.0,-1.0,1.0"
banana*,"-1.0,-1.0,-1.0"
pear*,"-1.0,1.0,-1.0"
orange/*,"1.0,-1.0,-1.0"
strawberry*,"-1.0,-1.0,-1.0"
pineapple*,"-1.0,-1.0,-1.0"
peach*,"1.0,1.0,1.0"
cherry*,"-1.0,1.0,1.0"
melon*,"-1.0,-1.0,-1.0"
watermelon*,"-1.0,-1.0,-1.0"
avocado*,"1.0,1.0,1.0"
kiwi*,"-1.0,1.0,-1.0"
mango*,"-1.0,-1.0,1.0"
durian*,"1.0,-1.0,1.0"
starfruit*,"-1.0,1.0,-1.0"
mangosteen*,"1.0,-1.0,1.0"
dragon-fruit*,"-1.0,-1.0,-1.0"
pomegranate*,"-1.0,-1.0,1.0"
fige*,"1.0,1.0,-1.0"
vegetable*,"-1.0,-1.0,-1.0"
potato*,"-1.0,1.0,1.0"
sweet-potato*,"-1.0,1.0,1.0"
tomato*,"1.0,1.0,1.0"
mustard*,"-1.0,1.0,1.0"
ketchup*,"1.0,1.0,1.0"
bamboo*,"-1.0,-1.0,-1.0"
mushroom*,"1.0,-1.0,-1.0"
garlic*,"1.0,-1.0,-1.0"
ginger*,"-1.0,-1.0,1.0"
scallion*,"1.0,-1.0,-1.0"
cucumber*,"1.0,-1.0,-1.0"
onion*,"1.0,-1.0,-1.0"
pea*,"-1.0,1.0,1.0"
spinach*,"-1.0,1.0,1.0"
broccoli*,"1.0,-1.0,-1.0"
cabbage*,"1.0,1.0,1.0"
cauliflower*,"1.0,-1.0,-1.0"
pumpkin*,"1.0,1.0,1.0"
celery*,"-1.0,-1.0,-1.0"
lettuce*,"-1.0,1.0,-1.0"
carrot*,"1.0,-1.0,1.0"
corn*,"1.0,-1.0,-1.0"
eggplant*,"-1.0,-1.0,-1.0"
gourd*,"1.0,1.0,-1.0"
seed*,"1.0,-1.0,1.0"
leaf*,"-1.0,1.0,-1.0"
twig*,"-1.0,-1.0,-1.0"
branch*,"-1.0,1.0,-1.0"
trunk*,"1.0,-1.0,-1.0"
stump*,"1.0,1.0,1.0"
root*,"-1.0,1.0,-1.0"
bark/*,"1.0,-1.0,1.0"
bush*,"1.0,1.0,-1.0"
flower*,"1.0,-1.0,-1.0"
petal*,"-1.0,1.0,1.0"
stem*,"-1.0,1.0,1.0"
spike*,"1.0,1.0,1.0"
lotus*,"1.0,-1.0,1.0"
rose*,"1.0,-1.0,1.0"
lily*,"-1.0,-1.0,-1.0"
daisy*,"-1.0,1.0,-1.0"
tulip*,"1.0,1.0,-1.0"
orchid*,"-1.0,-1.0,1.0"
carnation*,"-1.0,-1.0,1.0"
hyacinth*,"1.0,1.0,1.0"
chrysanthemum*,"-1.0,-1.0,1.0"
gladiolus*,"1.0,-1.0,-1.0"
daffodil*,"-1.0,1.0,1.0"
anemone*,"-1.0,-1.0,1.0"
peony*,"1.0,-1.0,1.0"
dahlia*,"-1.0,-1.0,-1.0"
marigold*,"-1.0,-1.0,-1.0"
buttercup*,"1.0,-1.0,-1.0"
azelea*,"-1.0,-1.0,-1.0"
geranium*,"-1.0,-1.0,1.0"
delphinium*,"-1.0,-1.0,1.0"
lavender*,"-1.0,-1.0,-1.0"
iris*,"-1.0,1.0,-1.0"
poppy*,"1.0,-1.0,-1.0"
camellia*,"-1.0,-1.0,-1.0"
hydrangea*,"-1.0,1.0,1.0"
snapdragon*,"-1.0,-1.0,-1.0"
hibiscus*,"1.0,1.0,1.0"
jasmine*,"-1.0,-1.0,-1.0"
lilac*,"-1.0,-1.0,-1.0"
chamomile*,"-1.0,-1.0,1.0"
sunflower*,"1.0,-1.0,-1.0"
reed*,"1.0,-1.0,1.0"
cactus*,"1.0,1.0,1.0"
thorn*,"1.0,-1.0,1.0"
willow*,"1.0,1.0,1.0"
aspen*,"-1.0,1.0,1.0"
mulberry-tree*,"-1.0,-1.0,-1.0"
pine*,"1.0,1.0,1.0"
locust-tree*,"-1.0,1.0,-1.0"
camphor-tree*,"1.0,-1.0,1.0"
ginkgo*,"1.0,-1.0,-1.0"
birch*,"1.0,-1.0,-1.0"
oak*,"1.0,1.0,-1.0"
palm-tree*,"-1.0,-1.0,1.0"
sycamore*,"1.0,-1.0,1.0"
cedar*,"-1.0,-1.0,1.0"
elm*,"1.0,-1.0,-1.0"
beech*,"1.0,1.0,1.0"
maple*,"-1.0,-1.0,1.0"
banyan*,"-1.0,-1.0,1.0"
fir*,"1.0,1.0,1.0"
vine*,"-1.0,-1.0,-1.0"
grass*,"-1.0,-1.0,-1.0"
straw*,"-1.0,-1.0,1.0"
herb*,"-1.0,-1.0,1.0"
moss*,"1.0,-1.0,-1.0"
skin*,"1.0,-1.0,-1.0"
meat*,"-1.0,1.0,-1.0"
blood*,"-1.0,-1.0,-1.0"
bone*,"1.0,1.0,-1.0"
skeleton*,"1.0,1.0,1.0"
marrow*,"-1.0,-1.0,-1.0"
pus*,"1.0,1.0,1.0"
fat/*,"-1.0,-1.0,-1.0"
oil*,"-1.0,-1.0,1.0"
egg*,"1.0,-1.0,-1.0"
egg-white*,"-1.0,-1.0,-1.0"
yolk*,"1.0,-1.0,-1.0"
milk*,"-1.0,-1.0,-1.0"
butter*,"1.0,-1.0,1.0"
yogurt*,"1.0,-1.0,-1.0"
cream*,"-1.0,-1.0,-1.0"
ice-cream*,"1.0,-1.0,-1.0"
cheese*,"1.0,-1.0,1.0"
feta*,"-1.0,1.0,1.0"
mozzarella*,"-1.0,-1.0,1.0"
parmesan*,"-1.0,-1.0,1.0"
nut*,"1.0,-1.0,-1.0"
walnut*,"1.0,-1.0,-1.0"
peanut*,"1.0,1.0,-1.0"
chestnut*,"-1.0,1.0,1.0"
almond*,"-1.0,-1.0,-1.0"
pistachio*,"1.0,1.0,1.0"
cashew*,"-1.0,1.0,1.0"
acorn*,"1.0,-1.0,1.0"
hazelnut*,"-1.0,-1.0,-1.0"
bean*,"1.0,1.0,-1.0"
powder*,"1.0,-1.0,-1.0"
fluid*,"1.0,-1.0,1.0"
cereal*,"-1.0,-1.0,-1.0"
rice*,"-1.0,-1.0,-1.0"
wheat*,"-1.0,-1.0,-1.0"
yeast*,"-1.0,-1.0,1.0"
dough*,"1.0,1.0,1.0"
bread*,"-1.0,1.0,1.0"
crust*,"1.0,1.0,-1.0"
noodle*,"1.0,-1.0,1.0"
soup*,"1.0,1.0,-1.0"
wine*,"-1.0,-1.0,-1.0"
juice*,"1.0,1.0,-1.0"
tea*,"1.0,1.0,-1.0"
coffee*,"1.0,1.0,-1.0"
coke*,"1.0,1.0,-1.0"
milkshake*,"-1.0,1.0,-1.0"
smoothie*,"1.0,-1.0,-1.0"
beverage*,"-1.0,-1.0,1.0"
beer*,"1.0,-1.0,1.0"
champagne*,"-1.0,1.0,1.0"
vodka*,"1.0,1.0,1.0"
whiskey*,"-1.0,1.0,-1.0"
tequila*,"-1.0,1.0,-1.0"
cocktail*,"1.0,1.0,1.0"
vinegar*,"-1.0,1.0,-1.0"
sauce*,"1.0,1.0,1.0"
soysauce*,"1.0,1.0,-1.0"
pickle*,"1.0,1.0,1.0"
tofu*,"1.0,1.0,-1.0"
pepper*,"1.0,1.0,1.0"
chili*,"-1.0,1.0,1.0"
curry*,"1.0,-1.0,-1.0"
vanilla*,"-1.0,-1.0,1.0"
nutmeg*,"-1.0,1.0,-1.0"
cinnamon*,"-1.0,-1.0,1.0"
mint*,"-1.0,-1.0,1.0"
basil*,"-1.0,-1.0,-1.0"
cookie*,"1.0,1.0,-1.0"
chocolate*,"1.0,1.0,-1.0"
candy*,"-1.0,1.0,1.0"
doughnut*,"1.0,1.0,1.0"
pudding*,"1.0,-1.0,-1.0"
cake*,"1.0,1.0,1.0"
cheesecake*,"1.0,1.0,1.0"
croissant*,"1.0,1.0,1.0"
pancake*,"1.0,1.0,1.0"
apple-pie*,"-1.0,1.0,1.0"
honey*,"-1.0,-1.0,-1.0"
sugar*,"1.0,-1.0,1.0"
food*,"1.0,-1.0,1.0"
knife*,"-1.0,1.0,1.0"
spoon*,"1.0,1.0,-1.0"
fork*,"1.0,1.0,-1.0"
plate*,"-1.0,1.0,-1.0"
bowl*,"1.0,-1.0,-1.0"
cup*,"1.0,1.0,-1.0"
bottle*,"1.0,1.0,-1.0"
pot*,"1.0,-1.0,-1.0"
pan*,"-1.0,-1.0,1.0"
horn*,"1.0,-1.0,1.0"
tail*,"1.0,1.0,-1.0"
feather*,"1.0,-1.0,1.0"
fur*,"1.0,-1.0,1.0"
hair*,"1.0,1.0,-1.0"
beard*,"-1.0,-1.0,1.0"
head*,"-1.0,1.0,1.0"
face*,"1.0,1.0,1.0"
ear*,"1.0,1.0,-1.0"
eye*,"1.0,1.0,1.0"
iris/*,"-1.0,1.0,-1.0"
pupil*,"1.0,-1.0,1.0"
tear*,"-1.0,1.0,1.0"
nose*,"1.0,-1.0,-1.0"
snot*,"1.0,-1.0,-1.0"
mouth*,"1.0,-1.0,-1.0"
lip*,"1.0,-1.0,-1.0"
tooth*,"-1.0,-1.0,-1.0"
tongue*,"-1.0,-1.0,1.0"
limb*,"1.0,-1.0,-1.0"
finger*,"1.0,-1.0,1.0"
fingernail*,"1.0,1.0,-1.0"
foot*,"1.0,-1.0,-1.0"
ankle*,"-1.0,1.0,1.0"
toe*,"1.0,-1.0,-1.0"
leg*,"-1.0,-1.0,-1.0"
knee*,"1.0,-1.0,-1.0"
joints*,"-1.0,-1.0,-1.0"
hand*,"-1.0,1.0,1.0"
palm*,"-1.0,-1.0,1.0"
wrist*,"1.0,-1.0,-1.0"
arm*,"-1.0,-1.0,-1.0"
shoulder*,"1.0,-1.0,1.0"
belly*,"1.0,-1.0,-1.0"
guts*,"-1.0,-1.0,1.0"
neck*,"1.0,-1.0,-1.0"
back*,"-1.0,1.0,1.0"
breast*,"1.0,-1.0,1.0"
waist*,"-1.0,1.0,-1.0"
hip*,"1.0,1.0,-1.0"
armpit*,"-1.0,1.0,1.0"
cheek*,"1.0,1.0,1.0"
chin*,"-1.0,-1.0,1.0"
brain*,"1.0,-1.0,1.0"
heart*,"1.0,-1.0,1.0"
liver*,"-1.0,1.0,-1.0"
lung*,"1.0,-1.0,-1.0"
kidney*,"-1.0,-1.0,1.0"
pancreas*,"-1.0,1.0,1.0"
gall-bladder*,"-1.0,1.0,-1.0"
spleen*,"-1.0,-1.0,1.0"
stomach*,"1.0,-1.0,-1.0"
intestine*,"1.0,1.0,1.0"
bladder*,"-1.0,-1.0,-1.0"
nerve*,"-1.0,-1.0,1.0"
muscle*,"1.0,1.0,-1.0"
vein*,"-1.0,-1.0,-1.0"
artery*,"-1.0,-1.0,1.0"
sweat*,"1.0,1.0,-1.0"
poop*,"1.0,1.0,1.0"
urine*,"-1.0,-1.0,-1.0"
fart*,"1.0,1.0,1.0"
disease*,"1.0,1.0,-1.0"
pain*,"1.0,-1.0,1.0"
medicine*,"-1.0,-1.0,1.0"
poison*,"1.0,-1.0,1.0"
body*,"1.0,-1.0,-1.0"
life*,"-1.0,-1.0,-1.0"
world*,"1.0,-1.0,1.0"
nature*,"-1.0,1.0,-1.0"
element*,"-1.0,-1.0,1.0"
sun*,"1.0,-1.0,1.0"
moon*,"1.0,-1.0,-1.0"
star*,"-1.0,1.0,1.0"
air*,"-1.0,-1.0,-1.0"
water*,"1.0,-1.0,1.0"
wave*,"-1.0,-1.0,-1.0"
whirlpool*,"1.0,-1.0,1.0"
bubble*,"1.0,-1.0,-1.0"
foam*,"1.0,-1.0,-1.0"
rain*,"1.0,-1.0,-1.0"
dew*,"1.0,-1.0,-1.0"
rainbow*,"-1.0,-1.0,1.0"
river*,"1.0,-1.0,-1.0"
lake*,"1.0,-1.0,-1.0"
sea*,"-1.0,-1.0,1.0"
beach*,"-1.0,1.0,-1.0"
reef*,"1.0,1.0,-1.0"
island*,"-1.0,-1.0,1.0"
salt*,"1.0,-1.0,1.0"
stone*,"-1.0,-1.0,-1.0"
sand*,"-1.0,1.0,1.0"
dust*,"1.0,-1.0,-1.0"
earth*,"1.0,-1.0,-1.0"
cloud*,"1.0,-1.0,1.0"
lightning*,"-1.0,-1.0,-1.0"
thunder*,"1.0,-1.0,1.0"
storm*,"1.0,1.0,1.0"
fog*,"1.0,-1.0,-1.0"
sky*,"1.0,-1.0,1.0"
wind*,"1.0,-1.0,1.0"
snow*,"1.0,1.0,-1.0"
ice*,"1.0,1.0,1.0"
frost*,"1.0,-1.0,-1.0"
hail*,"-1.0,-1.0,1.0"
smoke*,"1.0,-1.0,1.0"
fire*,"1.0,1.0,-1.0"
ash*,"1.0,1.0,-1.0"
road*,"1.0,-1.0,-1.0"
hole*,"1.0,1.0,-1.0"
swamp*,"-1.0,-1.0,1.0"
land*,"-1.0,-1.0,-1.0"
field*,"-1.0,-1.0,1.0"
mine*,"1.0,-1.0,-1.0"
mountain*,"1.0,-1.0,1.0"
volcano*,"1.0,-1.0,-1.0"
peak*,"1.0,1.0,1.0"
cliff*,"-1.0,1.0,-1.0"
desert*,"-1.0,-1.0,1.0"
glacier*,"1.0,-1.0,-1.0"
coast*,"1.0,1.0,1.0"
spring*,"1.0,1.0,1.0"
waterfall*,"-1.0,1.0,1.0"
plain*,"-1.0,-1.0,1.0"
hill*,"1.0,-1.0,-1.0"
valley*,"-1.0,-1.0,-1.0"
hurricane*,"-1.0,-1.0,1.0"
tornado*,"1.0,-1.0,1.0"
tsunami*,"1.0,-1.0,-1.0"
earthquake*,"-1.0,-1.0,-1.0"
flood*,"1.0,-1.0,-1.0"
landslide*,"-1.0,-1.0,1.0"
avalanche*,"-1.0,-1.0,-1.0"
snowstorm*,"1.0,1.0,-1.0"
second*,"1.0,1.0,1.0"
minute*,"1.0,1.0,1.0"
hour*,"1.0,-1.0,-1.0"
day*,"1.0,-1.0,1.0"
today*,"1.0,-1.0,1.0"
yesterday*,"-1.0,-1.0,1.0"
tomorrow*,"1.0,-1.0,1.0"
night*,"1.0,-1.0,-1.0"
week*,"1.0,1.0,-1.0"
month*,"-1.0,-1.0,-1.0"
year*,"1.0,-1.0,1.0"
date*,"-1.0,1.0,-1.0"
season*,"1.0,1.0,-1.0"
spring/*,"-1.0,-1.0,1.0"
summer*,"1.0,1.0,1.0"
autumn*,"1.0,-1.0,1.0"
winter*,"-1.0,-1.0,1.0"
north*,"1.0,-1.0,1.0"
east*,"-1.0,1.0,-1.0"
south*,"1.0,-1.0,-1.0"
west*,"-1.0,1.0,-1.0"
monday*,"-1.0,1.0,-1.0"
tuesday*,"-1.0,1.0,-1.0"
wednesday*,"-1.0,-1.0,-1.0"
thursday*,"-1.0,1.0,-1.0"
friday*,"-1.0,1.0,1.0"
saturday*,"-1.0,1.0,1.0"
sunday*,"-1.0,-1.0,1.0"
january*,"-1.0,-1.0,1.0"
february*,"-1.0,-1.0,1.0"
march*,"-1.0,-1.0,1.0"
april*,"-1.0,-1.0,-1.0"
may*,"-1.0,-1.0,-1.0"
june*,"1.0,-1.0,-1.0"
july*,"1.0,-1.0,-1.0"
august*,"1.0,1.0,-1.0"
september*,"-1.0,1.0,-1.0"
october*,"1.0,-1.0,-1.0"
november*,"1.0,-1.0,-1.0"
december*,"-1.0,1.0,-1.0"
light//*,"-1.0,-1.0,-1.0"
flash*,"-1.0,1.0,-1.0"
shadow*,"1.0,-1.0,1.0"
mirror*,"1.0,1.0,1.0"
sound*,"1.0,-1.0,-1.0"
voice*,"1.0,1.0,-1.0"
material*,"-1.0,-1.0,1.0"
glass*,"-1.0,1.0,-1.0"
metal*,"-1.0,1.0,1.0"
rust*,"1.0,1.0,-1.0"
plastic*,"-1.0,1.0,-1.0"
wood*,"1.0,-1.0,1.0"
rubber*,"1.0,-1.0,-1.0"
wax*,"-1.0,-1.0,-1.0"
clay*,"1.0,-1.0,1.0"
ceramic*,"-1.0,-1.0,1.0"
gold*,"1.0,-1.0,-1.0"
silver/*,"-1.0,-1.0,1.0"
copper*,"1.0,-1.0,-1.0"
diamond*,"-1.0,-1.0,-1.0"
treasure*,"1.0,1.0,1.0"
jewel*,"-1.0,1.0,1.0"
silk*,"-1.0,1.0,-1.0"
cotton*,"1.0,-1.0,1.0"
linen*,"-1.0,-1.0,-1.0"
wool*,"-1.0,-1.0,1.0"
velvet*,"1.0,-1.0,1.0"
cloth*,"-1.0,1.0,1.0"
clothes*,"-1.0,1.0,-1.0"
power*,"1.0,-1.0,1.0"
war*,"1.0,-1.0,-1.0"
peace*,"-1.0,1.0,1.0"
weapon*,"-1.0,1.0,-1.0"
arrow*,"1.0,-1.0,-1.0"
bow*,"1.0,-1.0,1.0"
spear*,"1.0,1.0,1.0"
sword*,"1.0,1.0,-1.0"
axe*,"-1.0,1.0,-1.0"
saw*,"-1.0,-1.0,-1.0"
hook*,"1.0,1.0,1.0"
shackle*,"-1.0,-1.0,1.0"
rope*,"1.0,1.0,-1.0"
chain*,"-1.0,-1.0,1.0"
whip*,"1.0,1.0,-1.0"
slingshot*,"1.0,1.0,-1.0"
hammer*,"1.0,-1.0,1.0"
rake*,"-1.0,1.0,-1.0"
trap*,"-1.0,1.0,-1.0"
shield*,"1.0,1.0,1.0"
gun*,"1.0,1.0,1.0"
bomb*,"1.0,-1.0,-1.0"
grenade*,"-1.0,-1.0,1.0"
scales*,"-1.0,-1.0,-1.0"
cage*,"1.0,1.0,1.0"
barrel*,"-1.0,-1.0,1.0"
bucket*,"1.0,-1.0,-1.0"
hoe*,"1.0,1.0,-1.0"
shovel*,"1.0,-1.0,1.0"
sickle*,"1.0,1.0,1.0"
bellows*,"1.0,-1.0,1.0"
mill*,"1.0,-1.0,-1.0"
pestle*,"-1.0,1.0,-1.0"
mortar*,"1.0,-1.0,-1.0"
dustpan*,"1.0,1.0,-1.0"
pivot*,"1.0,1.0,1.0"
spindle*,"1.0,-1.0,1.0"
shuttle*,"-1.0,1.0,1.0"
fiber*,"-1.0,1.0,1.0"
yarn*,"-1.0,-1.0,-1.0"
warp*,"1.0,-1.0,-1.0"
weft*,"-1.0,1.0,-1.0"
loom*,"1.0,1.0,-1.0"
name*,"-1.0,-1.0,-1.0"
home*,"-1.0,-1.0,1.0"
house*,"-1.0,1.0,1.0"
room*,"1.0,-1.0,1.0"
wall*,"1.0,-1.0,-1.0"
floor*,"1.0,1.0,-1.0"
ceiling*,"-1.0,-1.0,1.0"
window*,"-1.0,-1.0,1.0"
curtain*,"-1.0,-1.0,1.0"
roof*,"-1.0,1.0,-1.0"
chimney*,"-1.0,-1.0,1.0"
pool*,"-1.0,-1.0,1.0"
garden*,"-1.0,1.0,1.0"
yard*,"1.0,-1.0,-1.0"
fence*,"-1.0,-1.0,-1.0"
toilet*,"1.0,-1.0,1.0"
bathroom*,"1.0,-1.0,1.0"
bedroom*,"1.0,-1.0,-1.0"
study*,"-1.0,1.0,-1.0"
living-room*,"1.0,-1.0,1.0"
dining-room*,"-1.0,-1.0,1.0"
kitchen*,"1.0,1.0,1.0"
tap*,"1.0,-1.0,1.0"
board*,"-1.0,1.0,-1.0"
shelf*,"-1.0,1.0,1.0"
tray*,"-1.0,1.0,-1.0"
garbage*,"1.0,1.0,-1.0"
dustbin*,"1.0,1.0,-1.0"
nursery*,"-1.0,-1.0,1.0"
hoop*,"1.0,-1.0,1.0"
trampoline*,"-1.0,-1.0,-1.0"
ladder*,"-1.0,-1.0,-1.0"
bench*,"-1.0,-1.0,1.0"
bar*,"-1.0,-1.0,1.0"
kite*,"-1.0,1.0,1.0"
balloon*,"1.0,-1.0,1.0"
slide/*,"1.0,1.0,-1.0"
swing/*,"-1.0,-1.0,-1.0"
seesaw*,"-1.0,1.0,1.0"
merry-go-around*,"-1.0,-1.0,-1.0"
tunnel*,"1.0,-1.0,1.0"
rocking-horse*,"-1.0,-1.0,1.0"
sandpit*,"-1.0,1.0,-1.0"
building-block*,"1.0,1.0,-1.0"
puppet*,"-1.0,-1.0,1.0"
doll*,"1.0,-1.0,-1.0"
balcony*,"-1.0,-1.0,1.0"
attic*,"1.0,1.0,-1.0"
basement*,"1.0,-1.0,1.0"
garage*,"-1.0,-1.0,1.0"
car*,"1.0,-1.0,-1.0"
cart*,"-1.0,1.0,1.0"
shopping-cart*,"-1.0,1.0,1.0"
wheel*,"1.0,-1.0,-1.0"
train/*,"1.0,-1.0,-1.0"
plane*,"1.0,1.0,1.0"
truck*,"1.0,-1.0,-1.0"
bicycle*,"-1.0,1.0,1.0"
bus*,"1.0,1.0,-1.0"
boat*,"1.0,1.0,1.0"
ship*,"1.0,-1.0,-1.0"
tire*,"1.0,1.0,-1.0"
gasoline*,"-1.0,-1.0,-1.0"
engine*,"1.0,-1.0,1.0"
machine*,"-1.0,1.0,-1.0"
robot*,"1.0,-1.0,-1.0"
ticket*,"1.0,1.0,1.0"
transportation*,"1.0,-1.0,-1.0"
door*,"1.0,1.0,-1.0"
table*,"-1.0,1.0,-1.0"
chair*,"-1.0,1.0,-1.0"
bed*,"-1.0,1.0,-1.0"
bed-sheet*,"-1.0,1.0,-1.0"
quilt*,"1.0,-1.0,-1.0"
pillow*,"1.0,-1.0,1.0"
cushion*,"1.0,-1.0,1.0"
wardrobe*,"-1.0,-1.0,-1.0"
closet*,"-1.0,1.0,1.0"
soap*,"1.0,1.0,-1.0"
sponge*,"1.0,-1.0,1.0"
candle*,"-1.0,-1.0,1.0"
torch*,"1.0,1.0,1.0"
incense*,"1.0,1.0,1.0"
cigarette*,"-1.0,1.0,1.0"
lock*,"1.0,-1.0,1.0"
key*,"-1.0,-1.0,-1.0"
comb*,"1.0,1.0,1.0"
needle*,"-1.0,-1.0,-1.0"
pin*,"-1.0,1.0,1.0"
thread*,"-1.0,-1.0,1.0"
wire*,"-1.0,-1.0,1.0"
bag*,"-1.0,1.0,-1.0"
box*,"1.0,1.0,-1.0"
basket*,"1.0,1.0,1.0"
net*,"-1.0,1.0,-1.0"
card*,"-1.0,1.0,1.0"
ring*,"-1.0,-1.0,-1.0"
tool*,"1.0,-1.0,1.0"
gift*,"-1.0,-1.0,1.0"
language*,"-1.0,-1.0,-1.0"
word*,"-1.0,-1.0,-1.0"
letter*,"-1.0,1.0,-1.0"
paper*,"-1.0,1.0,1.0"
book*,"1.0,1.0,-1.0"
page*,"-1.0,1.0,-1.0"
file*,"-1.0,1.0,1.0"
dictionary*,"-1.0,-1.0,-1.0"
pencil*,"-1.0,1.0,-1.0"
pen*,"-1.0,1.0,-1.0"
brush*,"1.0,1.0,-1.0"
ink*,"1.0,1.0,1.0"
letter/*,"-1.0,1.0,1.0"
stamp*,"-1.0,1.0,1.0"
postcard*,"1.0,1.0,1.0"
note*,"1.0,1.0,1.0"
paint*,"-1.0,1.0,1.0"
picture*,"1.0,1.0,-1.0"
frame*,"-1.0,-1.0,-1.0"
photograph*,"1.0,1.0,1.0"
map*,"-1.0,1.0,1.0"
list*,"-1.0,1.0,-1.0"
table/*,"-1.0,1.0,-1.0"
chart*,"-1.0,1.0,-1.0"
calendar*,"-1.0,-1.0,1.0"
schedule*,"-1.0,-1.0,1.0"
compass*,"1.0,-1.0,1.0"
ruler*,"-1.0,-1.0,-1.0"
toy*,"1.0,-1.0,1.0"
clock*,"1.0,-1.0,-1.0"
lamp*,"-1.0,-1.0,-1.0"
fan*,"-1.0,1.0,1.0"
camera*,"-1.0,-1.0,1.0"
telephone*,"-1.0,1.0,1.0"
television*,"-1.0,-1.0,1.0"
computer*,"1.0,1.0,-1.0"
laptop*,"1.0,1.0,-1.0"
program*,"1.0,-1.0,-1.0"
network*,"-1.0,1.0,-1.0"
refrigerator*,"1.0,-1.0,1.0"
air-conditioner*,"-1.0,-1.0,1.0"
washing-machine*,"-1.0,-1.0,-1.0"
vacuum-cleaner*,"1.0,1.0,-1.0"
oven*,"1.0,-1.0,1.0"
kettle*,"1.0,1.0,-1.0"
microwave*,"1.0,-1.0,-1.0"
razor*,"-1.0,1.0,-1.0"
radio*,"-1.0,-1.0,-1.0"
chip*,"1.0,1.0,1.0"
screen*,"-1.0,-1.0,1.0"
keyboard*,"-1.0,1.0,-1.0"
scanner*,"-1.0,1.0,1.0"
printer*,"1.0,1.0,-1.0"
earphone*,"1.0,1.0,-1.0"
microphone*,"1.0,1.0,-1.0"
loudspeaker*,"1.0,1.0,1.0"
instrument*,"1.0,-1.0,1.0"
concert*,"1.0,-1.0,1.0"
opera*,"-1.0,1.0,1.0"
orchestra*,"1.0,1.0,-1.0"
symphony*,"1.0,-1.0,-1.0"
melody*,"1.0,-1.0,-1.0"
rhythm*,"1.0,-1.0,1.0"
rhyme*,"-1.0,-1.0,-1.0"
lyrics*,"-1.0,1.0,-1.0"
classical-music*,"-1.0,1.0,1.0"
pop-music*,"1.0,1.0,-1.0"
jazz*,"-1.0,-1.0,-1.0"
blues*,"1.0,-1.0,-1.0"
punk*,"1.0,-1.0,1.0"
rock*,"-1.0,1.0,1.0"
horn/*,"1.0,1.0,1.0"
trumpet*,"1.0,1.0,1.0"
saxophone*,"1.0,1.0,-1.0"
tuba*,"1.0,-1.0,-1.0"
drum*,"1.0,-1.0,-1.0"
