,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"baɪsɪkəl,sɪkəl,pul,kul,wɜlpul,eɪkɔn,ʃeɪk,kɔl,tul,θɪk","bəlun,kɔl,kul,fɹikwənsi,tul,wɜlpul,eɪkɔn,ʃakəl,tɔl,kʌlt͡ʃə","pɪd͡ʒən,wit,baɪɒləd͡ʒi,ɐkaʊntənt,kaʊ,paʊdə,wɪspə,eəkəndɪʃənə,wɪski,peɪʃənt","skəʊld,badmɪntən,spɪl,baskɪt,spid,spɪndəl,bat,bɪld,bad,wʊl","badmɪntən,spaɪdə,wɪspə,spɪnɪt͡ʃ,njuzpeɪpə,spɪndəl,dɪlɪd͡ʒənt,hʌsbənd,stjudənt,maɹɪɡəʊld","apəl,pɛtəl,paɪnapəl,mɛtəl,həʊl,həʊl,hɒspɪtəl,pɛsəl,pil,meɪpəl","spɹɛd,kɹɔl,pɹɛʃə,plʌmə,apəl,kasəl,mɛtəl,ɹʌn,pɛsəl,hɒspɪtəl","ʃaʊə,saʊə,tjubə,lɪst,ʃaʊt,ɹɪst,saʊnd,jist,wɪspə,stjudənt","laɪk,laɪk,spaɪk,waɪt,haɪt,wik,wik,ɹaɪt,ɹaɪt,ɹaɪt","kʌlt͡ʃə,skaɪskɹeɪpə,keɪk,stɹɔbəɹi,aɡɹɪkʌlt͡ʃə,laʊdspikə,weɪtə,apəlpaɪ,kəmpʌlsəɹi,peɪpə","lɪst,nɛst,ɹɪst,lɛs,stɹɛt͡ʃ,ɹɪlɪd͡ʒən,lɪli,wɛst,lɛft,lɛft","stɹɔbəɹi,stɹɛt͡ʃ,ɹɛdi,ɹʌbə,stɑ,stjuədɛs,wɔm,ɜlɪ,ɹɛfəɹi,wɔ",,,"kɔn,spun,spaɪsi,pɒpmjuzɪk,kɒmən,ɹɛkɔd,saʊnd,baɪsɪkəl,kɑ,ʃaʊə",,,"stjuədɛs,ɹɪst,ɹɛfəɹi,lɪst,stɹɛt͡ʃ,lɛft,lɛft,stju,ɐsjum,swɒmp","stjuədɛs,nɜsəɹi,stɹɛt͡ʃ,nɛst,swɒn,nɛfju,ɹɛfəɹi,sɜkəl,junɪvɜs,standəd","stjuədɛs,stɹɛt͡ʃ,ɹɛfəɹi,θɜsti,stɹɔbəɹi,nɜsəɹi,stju,θɹi,fɜst,nɛst",,"s 129%, w 98%, p 69%, l 61%, ɛ 47%"
ən,"mɪnɪt,mɜkjʊɹi,ɪnhɛɹɪt,splɪt,pɹɪnt,mɛni,pɛnɪtɹeɪt,pɛŋɡwɪn,lɪnɪn,skwɒt",,"skul,dju,spɪt,du,nju,skwɒt,baskɪtbɔl,dɔ,dɹɔ,blu","laɪbɹəɹi,sɪblɪŋz,sɛntɪpid,skɹɪpt,bɹeɪk,skwɒt,ʃeɪp,pʌblɪk,spaɪk,spɹɪŋ",,"stju,dju,nju,ju,ju,skwɒt,vju,stɹɔ,njuzpeɪpə,dɹɔ",,"ʃɛdjul,nɛbjʊlə,kalkjʊleɪt,tjulɪp,maɡnɪtjud,pɒpjʊleɪʃən,sʌmwɒt,baskɪtbɔl,səʊləsɪstəm,səʊld͡ʒə",,"faɪnəli,ɪkɒnəmi,mɒnjumənt,nɛbjʊlə,vɒləntəɹi,ɡɹəneɪd,d͡ʒəɹeɪniəm,linɪənt,sɪnəmən,pɒpjʊlə",,,,,,,"sɪt,hɪt,swɒmp,sɪk,hi,wʊd,ɡʊd,wɔ,skup,splɪt",,"nju,dju,stju,ju,ju,kaʃju,ɛndjʊə,mɒnjumənt,ɑɡju,tjuzdeɪ","wɒt,wɔp,swɒmp,nɛptjun,wɒnt,swɒn,sɪmɛnt,nju,wɒn,kjub","wɒlɹəs,nju,swɒləʊ,dju,wɒnt,wɔdɹəʊb,səsaiəti,nɜsəɹi,sɛkɹətɹi,nɛptjun","deɪnd͡ʒəɹəs,kamfətɹi,d͡ʒɛləs,t͡ʃɜp,t͡ʃans,kaɹət,t͡ʃɛstnʌt,ɔlðətaɪm,nɛptjun,sɛkɹətɹi",,"j 258%, w 215%, ɒ 170%, u 120%, n 62%"
əŋ,"wɛn,wɛn,wɪn,waɪn,pleɪn,pleɪn,kɹeɪn,kɹeɪn,ðɛn,kwin",,"mɛməɹi,maməl,meɪpəl,mʌlbəɹitɹi,faɪnəli,pjupəl,ɹɪspɒnsɪbəl,pəlismən,pɒmɪɡɹaneɪt,anɪməl","fɹɒm,kɒnflɪkt,tɹʌŋk,swɒmp,wɔm,sand,tɹʌk,pɑmtɹi,pɑmɪzan,kɒmɪt","ləʊ,kaʊ,dəʊ,haʊ,bəʊ,ɡəʊ,təʊ,sləʊ,ɹəʊl,nəʊ","dəʊ,nəʊ,bəʊ,təʊ,snəʊ,ɡəʊ,ɡɹəʊ,skəʊld,stju,dɹɔ","ɡɔlbladə,maksɪməm,faɪbə,pəʊləbeə,dɹaɡənflaɪ,vɪnɪɡə,maθɪmatɪks,ɛnvaɪɹənmənt,ɹɪmɛmbə,ɛkspɛɹɪmənt","tɔneɪdəʊ,ɹeɪnbəʊ,bəʊ,ɹaɪnəʊ,tɹeɪn,tɹeɪn,tɹɛmbəl,ɹɛd,pɛnɪtɹeɪt,kɹeɪn","kɹeɪn,kɹeɪn,tɹɛmbəl,kwin,pɹeɪ,eɪbəl,pleɪn,pleɪn,kleɪ,apəl",,"bɹeɪk,weɪt,weɪt,ɹeɪk,eɪt,heɪt,leɪk,ɛɡwaɪt,keɪk,ɹeɪdɪeɪt","pɹeɪ,bɹeɪn,ɡɹeɪ,pleɪ,pleɪ,ðeɪ,peɪ,peɪpə,ɹeɪnbəʊ,pleɪn","vɒlkeɪnəʊ,tɛknɒləd͡ʒi,tɔneɪdəʊ,neɪm,nɛbjʊlə,fɒləʊ,maɪkɹəʊweɪv,ɹəʊl,vɒlɪbɔl,t͡ʃeɪn","ɹeɪ,laɪ,laɪ,ləʊ,ɹaɪnəʊ,steɪ,steɪbəl,hu,weɪ,waɪ",,,"mɪnɪməm,kɹɪsanθəməm,maksɪməm,kɒlənaɪz,pɑmɪzan,pɹəʊɡɹamə,ɹɪmɛmbə,məʃin,klinə,mɛməɹi",,"kaʊ,kaʊnt,kaʃju,kəntɹəʊl,snəʊ,dəʊ,ɡəʊld,saʊnd,taʊn,nəʊ","mɛməɹi,daɪnɪŋɹum,anɪməl,d͡ʒanjuəɹi,haʊmɛni,ɹaɪnəʊ,ɔdɪnəɹi,kamfətɹi,neɪm,maməl","ɐɹeɪnd͡ʒ,eɪnd͡ʒəl,deɪnd͡ʒəɹəs,nidəl,ɹəʊm,fɔməl,ɹaɪnəʊ,tɔneɪdəʊ,dəʊm,ɪnfɔm","eɪnd͡ʒəl,teɪbəl,teɪbəl,ɐɹeɪnd͡ʒ,eɪbəl,kaməl,deɪnd͡ʒəɹəs,pianəʊ,kamfətɹi,eɪpɹəl",,"e 183%, ʊ 136%, ɹ 107%, n 79%, ɪ 77%"
ɤʊ,"bɒdi,mʌndeɪ,smuði,ɛndjʊə,baskɪtbɔl,tjuzdeɪ,ðeɪ,mɑkɪt,nju,snɒt",,"hi,hapi,mʌŋki,pɒpi,hɛvi,θɪk,θɪk,ɛmpti,pi,hɪl","əʊkeɪ,hapi,peɪ,pɒpi,mʌŋki,keɪk,ɑkɪtɛkt,beɪbi,kʊki,amfɪθieɪtə","mɑkɪt,neɪkɪd,katəpɪlə,kɪdni,atɪk,meɪbi,ɐtak,ɡɪlti,ɪɹɪɡeɪt,matə","kandi,hand,skan,kan,pan,dʌstpan,ɒn,fan,stand,dʌstbɪn",,,,,"neɪkɪd,əʊkeɪ,mɑkɪt,atɪk,hapi,ɑkɪtɛkt,ɪɹɪɡeɪt,meɪbi,peɪ,beɪbi","hapi,atɪk,mɑkɪt,mʌŋki,pɒpi,hi,əʊkeɪ,pɒkɪt,neɪkɪd,peɪ","hi,θɜsti,ɹɛdi,ni,ti,lɪli,dɜti,ɡɪlti,lʌk,stɪl",,,,"hi,pɒpi,mʌŋki,hapi,θɹɪfti,hɛvi,bɒdi,kɒfi,ɪlɛktɹɪsɪti,bɑk",,"katəpɪlə,hapi,ɡɪlti,ɐtak,kaktəs,ɑkɪtɛkt,ɡɪv,bɪldɪŋ,əʊld,əʊld","kandi,θɹi,ɪndʌstɹi,mʌndeɪ,kamfətɹi,θɜzdeɪ,θɜsti,bɒdi,dɪsdeɪn,famɪli","θɜzdeɪ,θɜsti,kandi,mʌndeɪ,ɪndʌstɹi,ɐtɛnd,stand,ɡɪlti,ʌndəstand,steɪ","θɜsti,hi,θɜzdeɪ,θɹɪfti,ti,steɪ,stɪŋki,hapi,dɜti,θɹi","mɪl,hɪl,bɪldɪŋ,nʌtmɛɡ,nɜv,sneɪl,nɔθ,kɪl,heɪl,mɑkɪt","h 221%, θ 199%, i 183%, d 125%, ɜ 123%"
ɨ,,,,,,,,,,"laɪk,laɪk,ɹeɪk,leɪk,laɪbɹəɹi,lɪp,bɹeɪk,zɛbɹə,stɪk,stɪk",,,"zɛbɹə,paɹət,laɪlək,pɹətɛkt,sʌmtaɪmz,ɹɛptaɪl,nɛbjʊlə,bɹeɪk,steɪbəl,ʃeɪp","keɪk,leɪk,steɪbəl,bɹeɪk,ʃeɪk,ɹeɪk,t͡ʃizkeɪk,teɪk,steɪ,fɔwəd",,,,,,,,,,"b 334%, e 317%, k 251%, ɪ 215%, ɹ 175%"
ɯʌ,,,"fɪzɪks,waks,kaktəs,fɪks,mɪks,kɔz,ɡus,sɪks,bɒks,ɡɹas","fɪks,kɹaɪ,kɒfi,pɹɪdɪkt,waks,fɪzɪks,pɹaktɪs,aks,sɪks,ɪklɪps","ɡɹas,kɔz,kɒf,ɡɹɪd,waks,kul,wɪð,ɡɹaʊnd,ɡlas,ɡus","mɪnɪt,mɪnt,kɹeɪn,kɹeɪn,pɛŋɡwɪn,mɜkjʊɹi,ɡɹin,maɡnɪtjud,mɛni,mɪnɪməm",,,,"ɹɪlaks,ɹɪɡɹɛt,lɪɹɪks,dɹɪŋk,ɡɹas,kɒntɹakt,pɹɪdɪkt,ɡlas,bɹɪk,kɹaɪ","bɹɪk,dɹɪŋk,ɡɹɪd,ɡɹas,bɹɪŋ,wɒʃ,bɹeɪk,blak,wɒt,ɡus","dɹɪŋk,pɹɪdɪkt,kaɹɪktə,lɪɹɪks,baŋk,ɡɑbɪd͡ʒ,kɒnflɪkt,ɡɑlɪk,ɡaɹɪd͡ʒ,ʃɒpɪŋkɑt","dɹɪŋk,skɹat͡ʃ,kɒntɹakt,ɡɹas,dwɔf,wɒlɹəs,kwɪlt,dɹɛs,ɒstɹɪt͡ʃ,bɪldɪŋblɒk","skɹat͡ʃ,kwɑsɑ̃,kwɪlt,kʌlt͡ʃə,ɡɹas,klɒzɪt,wɪt͡ʃ,ɒstɹɪt͡ʃ,skwɒt,ɡaɹɪd͡ʒ",,,"kɒf,kɒfi,kɔz,dɹɪŋk,ɡus,kɒntɹakt,fɪks,lɪɹɪks,kɑ,kɔn",,"kɜvd,kɑt,kɒf,ɡus,kat,kɑ,kaktəs,kwin,ɡɹin,kaʊnt","dɹɪŋk,ʃɹɪŋk,kɑt,tɹʌŋk,pɑk,dɹʌŋk,kaktəs,kɒntɹakt,stɹɪkt,tɹʌk","dɹɪŋk,kɒntɹakt,kaktəs,ɡɹas,paŋkɹiəs,dɪstɹɪkt,ɡɛs,ɪŋkɹis,kɑt,dɪsɛnd","kat͡ʃ,kɑt,kaktəs,paŋkɹiəs,tɹʌŋk,kɑ,kaɹɪktə,kasəl,tɹɛʒə,pɹɛʃə","kwɪlt,kɒf,dwɔf,twɪɡ,ɡɹɪd,ɡɛs,dɹɪŋk,ɡus,kɜvd,kɔz","k 379%, ɹ 264%, ɡ 236%, ŋ 232%, ɒ 142%"
ɻ,,,,,,,,,,,,,,,,,,,,"bin,bim,bɪtwin,ɹid,ɹid,ɹut,wit,dɹim,lus,ɹuɪn","tul,tuθ,ɹulə,ɹeɪvən,ɹul,kul,pul,luz,luz,lid","tuθ,tul,ɹeɪvən,lavəndə,ɒfən,laɪt,laɪt,laɪt,kul,laɪk",,"u 387%, l 284%, v 195%, ɹ 193%, θ 135%"
ʊŋ,,"weɪv,kibɔd,wiv,nudəl,paʊdə,bəlun,bɹeɪv,bluz,təɡɛðə,luz","eɪbəl,teɪbəl,teɪbəl,ɛkspɛnsɪv,peɪn,steɪbəl,ɪmpʌls,apəlpaɪ,bʌbəl,pɛtəl","ɛkspiəɹɪəns,patən,apəlpaɪ,peɪpə,ɛkspɛnsɪv,peɪn,peə,peə,ɛkspleɪn,baktiəɹiə","wiv,tul,weɪv,ɡɪv,pɪvət,tuθ,wɪð,kibɔd,kul,kaʊnt",,"dɛzət,nɜvəs,dʌsk,ɹɪvə,pɪvət,junɪvɜs,skɜt,kwɪlt,pɔɪnt,wɒnt",,,"labəɹɪnθ,dʌbəl,lɛvəl,tɹɛmbəl,tɹavəl,laʊs,landslaɪd,tɹampəlin,ɹeɪnbəʊ,bʌbəl","ɪmpʌls,d͡ʒɔɪnts,peɪnt,ɪmpɔtənt,ɪnsɜt,pɔɪnt,ɪnsɛns,ɛvɪdəns,ɪnsaɪd,ɪnəsənt","ɪnsɛns,pants,tuθ,sɪns,d͡ʒɔɪnts,ɛmpti,pɹɪns,peɪnt,ɪnsaɪd,ɪnstɹəmənt","ɹɪlis,ɛkspɛɹɪmənt,dɪspleɪsmənt,lɪli,deɪliə,ɹɪspɛkt,tɔɪlɪt,tɛlɪvɪʒən,ɛlɪmənt,leɪzi","ɹɛnt,dɛd,sɪlk,lamp,tɔɪ,tɔɪlɪt,ɹɛd,ti,si,si",,,"bʌbəl,bɛvəɹɪd͡ʒ,mʌlbəɹitɹi,dʌbəl,ɒpəɹə,stɹɔbəɹi,paɹədɒks,pəlut,pəlismən,faɪnəli",,"təɡɛðə,ɛvɪdəns,pɪvət,bakwədz,ɪmpɔtənt,ɪmpʌls,kibɔd,beɪbi,dɹaɡənfɹut,kəmpjutə",,"dɛd,tɛmpəl,tɜbɪd,sɪmɛnt,bɛd,ɹɛnt,sɛptɛmbə,bɛnd,sɛntɪpid,peɪnt","ɛkspɛɹɪmənt,sɛptɛmbə,teɪbəltɛnɪs,tɛmpəl,pʌmpkɪn,ɛmpti,sɛntɪpid,sɪmɛnt,pɛt,ɛlɪmənt",,"b 198%, v 171%, ɛ 155%, p 132%, t 86%"
∅,,,,,,,,,,,,,,,,,,,"diteɪl,tim,ɡeɪm,təkilə,tɜn,ɹum,ɹeɪvən,kənteɪn,baθɹum,teɪlə",,,,,"e 336%, ɜ 223%, t 222%, θ 167%, m 135%"
,"ŋ 270%, ɑ 266%, ɒ 245%, ʌ 175%, ð 159%","b 426%, v 426%, z 399%, u 350%, w 335%","θ 204%, l 141%, p 116%, f 101%, m 89%","k 180%, f 169%, p 166%, i 160%, a 142%","ə 278%, ʃ 215%, ʊ 182%, l 84%, ɡ 78%","ʌ 162%, m 129%, ʊ 122%, ə 86%, j 84%","j 382%, u 212%, ɡ 124%, a 108%, n 106%","t 218%, h 215%, p 206%, m 183%, ʌ 127%","p 250%, h 221%, ɑ 212%, e 198%, ʃ 131%","ɹ 177%, a 146%, l 123%, s 80%, j 76%","ɪ 227%, e 162%, ɹ 104%, t 74%, k 58%","k 171%, e 166%, ɪ 133%, ʃ 121%, ʒ 82%","l 158%, ɛ 131%, ɹ 127%, t͡ʃ 114%, t 93%","ʒ 275%, d͡ʒ 142%, ɹ 140%, t͡ʃ 116%, ɪ 116%","ɛ 180%, s 172%, z 171%, d͡ʒ 164%, ʊ 152%","t͡ʃ 331%, d͡ʒ 272%, ʃ 202%, ɡ 200%, ð 180%","f 307%, ɒ 248%, a 159%, i 146%, h 140%","ɔ 292%, m 241%, i 201%, ɐ 199%, n 195%","ʊ 235%, ɑ 176%, ɡ 174%, k 163%, d 124%","ɹ 225%, ŋ 220%, d 137%, f 128%, ʌ 125%","ɜ 318%, d 270%, ɛ 219%, s 177%, n 126%","θ 240%, t 210%, ɜ 195%, s 110%, ɛ 101%","ɐ 252%, w 191%, n 167%, m 121%, h 106%"
