,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"baɪsɪkəl,sɪkəl,pul,kul,wɜlpul,eɪkɔn,ʃeɪk,kɔl,tul,θɪk","bəlun,kɔl,kul,fɹikwənsi,tul,wɜlpul,eɪkɔn,ʃakəl,tɔl,kʌlt͡ʃə","pɪd͡ʒən,wit,baɪɒləd͡ʒi,ɐkaʊntənt,kaʊ,paʊdə,wɪspə,eəkəndɪʃənə,wɪski,peɪʃənt","skəʊld,badmɪntən,spɪl,baskɪt,spid,spɪndəl,bat,bɪld,bad,wʊl","badmɪntən,spaɪdə,wɪspə,spɪnɪt͡ʃ,njuzpeɪpə,spɪndəl,dɪlɪd͡ʒənt,hʌsbənd,stjudənt,maɹɪɡəʊld","apəl,pɛtəl,paɪnapəl,mɛtəl,həʊl,həʊl,hɒspɪtəl,pɛsəl,pil,meɪpəl","spɹɛd,kɹɔl,pɹɛʃə,plʌmə,apəl,kasəl,mɛtəl,ɹʌn,pɛsəl,hɒspɪtəl","ʃaʊə,saʊə,tjubə,lɪst,ʃaʊt,ɹɪst,saʊnd,jist,wɪspə,stjudənt","laɪk,laɪk,spaɪk,waɪt,haɪt,wik,wik,ɹaɪt,ɹaɪt,ɹaɪt","kʌlt͡ʃə,skaɪskɹeɪpə,keɪk,stɹɔbəɹi,aɡɹɪkʌlt͡ʃə,laʊdspikə,weɪtə,apəlpaɪ,kəmpʌlsəɹi,peɪpə","lɪst,nɛst,ɹɪst,lɛs,stɹɛt͡ʃ,ɹɪlɪd͡ʒən,lɪli,wɛst,lɛft,lɛft","stɹɔbəɹi,stɹɛt͡ʃ,ɹɛdi,ɹʌbə,stɑ,stjuədɛs,wɔm,ɜlɪ,ɹɛfəɹi,wɔ",,,"kɔn,spun,spaɪsi,pɒpmjuzɪk,kɒmən,ɹɛkɔd,saʊnd,baɪsɪkəl,kɑ,ʃaʊə",,,"stjuədɛs,ɹɪst,ɹɛfəɹi,lɪst,stɹɛt͡ʃ,lɛft,lɛft,stju,ɐsjum,swɒmp","stjuədɛs,nɜsəɹi,stɹɛt͡ʃ,nɛst,swɒn,nɛfju,ɹɛfəɹi,sɜkəl,junɪvɜs,standəd","stjuədɛs,stɹɛt͡ʃ,ɹɛfəɹi,θɜsti,stɹɔbəɹi,nɜsəɹi,stju,θɹi,fɜst,nɛst",,"w 171%, h 123%, ɜ 113%, s 111%, l 95%"
ən,"mɪnɪt,mɜkjʊɹi,ɪnhɛɹɪt,splɪt,pɹɪnt,mɛni,pɛnɪtɹeɪt,pɛŋɡwɪn,lɪnɪn,skwɒt",,"skul,dju,spɪt,du,nju,skwɒt,baskɪtbɔl,dɔ,dɹɔ,blu","laɪbɹəɹi,sɪblɪŋz,sɛntɪpid,skɹɪpt,bɹeɪk,skwɒt,ʃeɪp,pʌblɪk,spaɪk,spɹɪŋ",,"stju,dju,nju,ju,ju,skwɒt,vju,stɹɔ,njuzpeɪpə,dɹɔ",,"ʃɛdjul,nɛbjʊlə,kalkjʊleɪt,tjulɪp,maɡnɪtjud,pɒpjʊleɪʃən,sʌmwɒt,baskɪtbɔl,səʊləsɪstəm,səʊld͡ʒə",,"faɪnəli,ɪkɒnəmi,mɒnjumənt,nɛbjʊlə,vɒləntəɹi,ɡɹəneɪd,d͡ʒəɹeɪniəm,linɪənt,sɪnəmən,pɒpjʊlə",,,,,,,"sɪt,hɪt,swɒmp,sɪk,hi,wʊd,ɡʊd,wɔ,skup,splɪt",,"nju,dju,stju,ju,ju,kaʃju,ɛndjʊə,mɒnjumənt,ɑɡju,tjuzdeɪ","wɒt,wɔp,swɒmp,nɛptjun,wɒnt,swɒn,sɪmɛnt,nju,wɒn,kjub","wɒlɹəs,nju,swɒləʊ,dju,wɒnt,wɔdɹəʊb,səsaiəti,nɜsəɹi,sɛkɹətɹi,nɛptjun","deɪnd͡ʒəɹəs,kamfətɹi,d͡ʒɛləs,t͡ʃɜp,t͡ʃans,kaɹət,t͡ʃɛstnʌt,ɔlðətaɪm,nɛptjun,sɛkɹətɹi",,"j 300%, w 197%, ɒ 151%, u 138%, p 94%"
əŋ,"wɛn,wɛn,wɪn,waɪn,pleɪn,pleɪn,kɹeɪn,kɹeɪn,ðɛn,kwin",,"mɛməɹi,maməl,meɪpəl,mʌlbəɹitɹi,faɪnəli,pjupəl,ɹɪspɒnsɪbəl,pəlismən,pɒmɪɡɹaneɪt,anɪməl","fɹɒm,kɒnflɪkt,tɹʌŋk,swɒmp,wɔm,sand,tɹʌk,pɑmtɹi,pɑmɪzan,kɒmɪt","ləʊ,kaʊ,dəʊ,haʊ,bəʊ,ɡəʊ,təʊ,sləʊ,ɹəʊl,nəʊ","dəʊ,nəʊ,bəʊ,təʊ,snəʊ,ɡəʊ,ɡɹəʊ,skəʊld,stju,dɹɔ","ɡɔlbladə,maksɪməm,faɪbə,pəʊləbeə,dɹaɡənflaɪ,vɪnɪɡə,maθɪmatɪks,ɛnvaɪɹənmənt,ɹɪmɛmbə,ɛkspɛɹɪmənt","tɔneɪdəʊ,ɹeɪnbəʊ,bəʊ,ɹaɪnəʊ,tɹeɪn,tɹeɪn,tɹɛmbəl,ɹɛd,pɛnɪtɹeɪt,kɹeɪn","kɹeɪn,kɹeɪn,tɹɛmbəl,kwin,pɹeɪ,eɪbəl,pleɪn,pleɪn,kleɪ,apəl",,"bɹeɪk,weɪt,weɪt,ɹeɪk,eɪt,heɪt,leɪk,ɛɡwaɪt,keɪk,ɹeɪdɪeɪt","pɹeɪ,bɹeɪn,ɡɹeɪ,pleɪ,pleɪ,ðeɪ,peɪ,peɪpə,ɹeɪnbəʊ,pleɪn","vɒlkeɪnəʊ,tɛknɒləd͡ʒi,tɔneɪdəʊ,neɪm,nɛbjʊlə,fɒləʊ,maɪkɹəʊweɪv,ɹəʊl,vɒlɪbɔl,t͡ʃeɪn","ɹeɪ,laɪ,laɪ,ləʊ,ɹaɪnəʊ,steɪ,steɪbəl,hu,weɪ,waɪ",,,"mɪnɪməm,kɹɪsanθəməm,maksɪməm,kɒlənaɪz,pɑmɪzan,pɹəʊɡɹamə,ɹɪmɛmbə,məʃin,klinə,mɛməɹi",,"kaʊ,kaʊnt,kaʃju,kəntɹəʊl,snəʊ,dəʊ,ɡəʊld,saʊnd,taʊn,nəʊ","mɛməɹi,daɪnɪŋɹum,anɪməl,d͡ʒanjuəɹi,haʊmɛni,ɹaɪnəʊ,ɔdɪnəɹi,kamfətɹi,neɪm,maməl","ɐɹeɪnd͡ʒ,eɪnd͡ʒəl,deɪnd͡ʒəɹəs,nidəl,ɹəʊm,fɔməl,ɹaɪnəʊ,tɔneɪdəʊ,dəʊm,ɪnfɔm","eɪnd͡ʒəl,teɪbəl,teɪbəl,ɐɹeɪnd͡ʒ,eɪbəl,kaməl,deɪnd͡ʒəɹəs,pianəʊ,kamfətɹi,eɪpɹəl",,"ʊ 168%, e 166%, ɹ 142%, m 92%, w 76%"
ɤʊ,"bɒdi,mʌndeɪ,smuði,ɛndjʊə,baskɪtbɔl,tjuzdeɪ,ðeɪ,mɑkɪt,nju,snɒt",,"hi,hapi,mʌŋki,pɒpi,hɛvi,θɪk,θɪk,ɛmpti,pi,hɪl","əʊkeɪ,hapi,peɪ,pɒpi,mʌŋki,keɪk,ɑkɪtɛkt,beɪbi,kʊki,amfɪθieɪtə","mɑkɪt,neɪkɪd,katəpɪlə,kɪdni,atɪk,meɪbi,ɐtak,ɡɪlti,ɪɹɪɡeɪt,matə","kandi,hand,skan,kan,pan,dʌstpan,ɒn,fan,stand,dʌstbɪn",,,,,"neɪkɪd,əʊkeɪ,mɑkɪt,atɪk,hapi,ɑkɪtɛkt,ɪɹɪɡeɪt,meɪbi,peɪ,beɪbi","hapi,atɪk,mɑkɪt,mʌŋki,pɒpi,hi,əʊkeɪ,pɒkɪt,neɪkɪd,peɪ","hi,θɜsti,ɹɛdi,ni,ti,lɪli,dɜti,ɡɪlti,lʌk,stɪl",,,,"hi,pɒpi,mʌŋki,hapi,θɹɪfti,hɛvi,bɒdi,kɒfi,ɪlɛktɹɪsɪti,bɑk",,"katəpɪlə,hapi,ɡɪlti,ɐtak,kaktəs,ɑkɪtɛkt,ɡɪv,bɪldɪŋ,əʊld,əʊld","kandi,θɹi,ɪndʌstɹi,mʌndeɪ,kamfətɹi,θɜzdeɪ,θɜsti,bɒdi,dɪsdeɪn,famɪli","θɜzdeɪ,θɜsti,kandi,mʌndeɪ,ɪndʌstɹi,ɐtɛnd,stand,ɡɪlti,ʌndəstand,steɪ","θɜsti,hi,θɜzdeɪ,θɹɪfti,ti,steɪ,stɪŋki,hapi,dɜti,θɹi","mɪl,hɪl,bɪldɪŋ,nʌtmɛɡ,nɜv,sneɪl,nɔθ,kɪl,heɪl,mɑkɪt","θ 324%, ɑ 282%, h 255%, i 207%, ɪ 175%"
ɨ,,,,,,,,,,"laɪk,laɪk,ɹeɪk,leɪk,laɪbɹəɹi,lɪp,bɹeɪk,zɛbɹə,stɪk,stɪk",,,"zɛbɹə,paɹət,laɪlək,pɹətɛkt,sʌmtaɪmz,ɹɛptaɪl,nɛbjʊlə,bɹeɪk,steɪbəl,ʃeɪp","keɪk,leɪk,steɪbəl,bɹeɪk,ʃeɪk,ɹeɪk,t͡ʃizkeɪk,teɪk,steɪ,fɔwəd",,,,,,,,,,"b 228%, e 219%, ɹ 153%, ð 147%, p 113%"
ɯʌ,,,"fɪzɪks,waks,kaktəs,fɪks,mɪks,kɔz,ɡus,sɪks,bɒks,ɡɹas","fɪks,kɹaɪ,kɒfi,pɹɪdɪkt,waks,fɪzɪks,pɹaktɪs,aks,sɪks,ɪklɪps","ɡɹas,kɔz,kɒf,ɡɹɪd,waks,kul,wɪð,ɡɹaʊnd,ɡlas,ɡus","mɪnɪt,mɪnt,kɹeɪn,kɹeɪn,pɛŋɡwɪn,mɜkjʊɹi,ɡɹin,maɡnɪtjud,mɛni,mɪnɪməm",,,,"ɹɪlaks,ɹɪɡɹɛt,lɪɹɪks,dɹɪŋk,ɡɹas,kɒntɹakt,pɹɪdɪkt,ɡlas,bɹɪk,kɹaɪ","bɹɪk,dɹɪŋk,ɡɹɪd,ɡɹas,bɹɪŋ,wɒʃ,bɹeɪk,blak,wɒt,ɡus","dɹɪŋk,pɹɪdɪkt,kaɹɪktə,lɪɹɪks,baŋk,ɡɑbɪd͡ʒ,kɒnflɪkt,ɡɑlɪk,ɡaɹɪd͡ʒ,ʃɒpɪŋkɑt","dɹɪŋk,skɹat͡ʃ,kɒntɹakt,ɡɹas,dwɔf,wɒlɹəs,kwɪlt,dɹɛs,ɒstɹɪt͡ʃ,bɪldɪŋblɒk","skɹat͡ʃ,kwɑsɑ̃,kwɪlt,kʌlt͡ʃə,ɡɹas,klɒzɪt,wɪt͡ʃ,ɒstɹɪt͡ʃ,skwɒt,ɡaɹɪd͡ʒ",,,"kɒf,kɒfi,kɔz,dɹɪŋk,ɡus,kɒntɹakt,fɪks,lɪɹɪks,kɑ,kɔn",,"kɜvd,kɑt,kɒf,ɡus,kat,kɑ,kaktəs,kwin,ɡɹin,kaʊnt","dɹɪŋk,ʃɹɪŋk,kɑt,tɹʌŋk,pɑk,dɹʌŋk,kaktəs,kɒntɹakt,stɹɪkt,tɹʌk","dɹɪŋk,kɒntɹakt,kaktəs,ɡɹas,paŋkɹiəs,dɪstɹɪkt,ɡɛs,ɪŋkɹis,kɑt,dɪsɛnd","kat͡ʃ,kɑt,kaktəs,paŋkɹiəs,tɹʌŋk,kɑ,kaɹɪktə,kasəl,tɹɛʒə,pɹɛʃə","kwɪlt,kɒf,dwɔf,twɪɡ,ɡɹɪd,ɡɛs,dɹɪŋk,ɡus,kɜvd,kɔz","k 406%, ɡ 360%, ŋ 307%, ɹ 227%, w 227%"
ɻ,,,,,,,,,,,,,,,,,,,,"bin,bim,bɪtwin,ɹid,ɹid,ɹut,wit,dɹim,lus,ɹuɪn","tul,tuθ,ɹulə,ɹeɪvən,ɹul,kul,pul,luz,luz,lid","tuθ,tul,ɹeɪvən,lavəndə,ɒfən,laɪt,laɪt,laɪt,kul,laɪk",,"u 449%, i 301%, v 209%, l 202%, ɹ 137%"
ʊŋ,,"weɪv,kibɔd,wiv,nudəl,paʊdə,bəlun,bɹeɪv,bluz,təɡɛðə,luz","eɪbəl,teɪbəl,teɪbəl,ɛkspɛnsɪv,peɪn,steɪbəl,ɪmpʌls,apəlpaɪ,bʌbəl,pɛtəl","ɛkspiəɹɪəns,patən,apəlpaɪ,peɪpə,ɛkspɛnsɪv,peɪn,peə,peə,ɛkspleɪn,baktiəɹiə","wiv,tul,weɪv,ɡɪv,pɪvət,tuθ,wɪð,kibɔd,kul,kaʊnt",,"dɛzət,nɜvəs,dʌsk,ɹɪvə,pɪvət,junɪvɜs,skɜt,kwɪlt,pɔɪnt,wɒnt",,,"labəɹɪnθ,dʌbəl,lɛvəl,tɹɛmbəl,tɹavəl,laʊs,landslaɪd,tɹampəlin,ɹeɪnbəʊ,bʌbəl","ɪmpʌls,d͡ʒɔɪnts,peɪnt,ɪmpɔtənt,ɪnsɜt,pɔɪnt,ɪnsɛns,ɛvɪdəns,ɪnsaɪd,ɪnəsənt","ɪnsɛns,pants,tuθ,sɪns,d͡ʒɔɪnts,ɛmpti,pɹɪns,peɪnt,ɪnsaɪd,ɪnstɹəmənt","ɹɪlis,ɛkspɛɹɪmənt,dɪspleɪsmənt,lɪli,deɪliə,ɹɪspɛkt,tɔɪlɪt,tɛlɪvɪʒən,ɛlɪmənt,leɪzi","ɹɛnt,dɛd,sɪlk,lamp,tɔɪ,tɔɪlɪt,ɹɛd,ti,si,si",,,"bʌbəl,bɛvəɹɪd͡ʒ,mʌlbəɹitɹi,dʌbəl,ɒpəɹə,stɹɔbəɹi,paɹədɒks,pəlut,pəlismən,faɪnəli",,"təɡɛðə,ɛvɪdəns,pɪvət,bakwədz,ɪmpɔtənt,ɪmpʌls,kibɔd,beɪbi,dɹaɡənfɹut,kəmpjutə",,"dɛd,tɛmpəl,tɜbɪd,sɪmɛnt,bɛd,ɹɛnt,sɛptɛmbə,bɛnd,sɛntɪpid,peɪnt","ɛkspɛɹɪmənt,sɛptɛmbə,teɪbəltɛnɪs,tɛmpəl,pʌmpkɪn,ɛmpti,sɛntɪpid,sɪmɛnt,pɛt,ɛlɪmənt",,"b 255%, ɛ 149%, v 142%, p 139%, d 90%"
∅,,,,,,,,,,,,,,,,,,,"diteɪl,tim,ɡeɪm,təkilə,tɜn,ɹum,ɹeɪvən,kənteɪn,baθɹum,teɪlə",,,,,"e 285%, n 247%, d 235%, v 173%, ɜ 137%"
,"ŋ 284%, h 261%, ɑ 260%, ɒ 230%, θ 181%","z 415%, v 390%, u 352%, b 351%, e 289%","θ 198%, f 131%, p 111%, h 102%, k 93%","k 183%, θ 166%, f 135%, ʃ 114%, i 113%","ə 262%, i 147%, ɐ 119%, w 119%, ʒ 117%","m 173%, ʊ 131%, b 129%, ɜ 125%, ð 114%","j 316%, ɡ 255%, ʊ 185%, ə 174%, u 150%","t 233%, p 227%, m 181%, ʌ 143%, h 123%","p 249%, ɑ̃ 227%, ɑ 220%, h 180%, ʃ 117%","ɹ 221%, a 190%, l 176%, j 123%, ə 51%","ɪ 189%, e 141%, t 73%, k 69%, ɒ 51%","e 174%, k 173%, ɪ 136%, ʃ 128%, ʒ 112%","ɛ 167%, l 160%, ɹ 126%, ɪ 110%, ɡ 101%","ʒ 263%, ð 175%, t͡ʃ 173%, ɹ 171%, d͡ʒ 139%","ɔ 223%, d͡ʒ 221%, s 176%, ɛ 159%, ʊ 155%","ʃ 302%, t͡ʃ 294%, ʒ 261%, ɑ̃ 257%, d͡ʒ 244%","f 213%, ɒ 209%, a 168%, ŋ 134%, l 129%","n 227%, ɔ 185%, f 183%, ɐ 181%, m 142%","ʊ 193%, ɡ 185%, k 151%, n 149%, d 147%","ʌ 180%, ŋ 179%, ɹ 167%, f 146%, t 124%","ɜ 295%, d 191%, ɛ 180%, t 134%, s 90%","t 155%, ɜ 145%, s 138%, i 107%, ɹ 105%","ɐ 234%, w 198%, m 163%, v 162%, n 147%"
