,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"t͡ʃitə,d͡ʒəɹeɪniəm,t͡ʃeə,t͡ʃeəmən,ʃakəl,mɪliən,t͡ʃat,baktiəɹiə,t͡ʃik,tɹɪliən","ʃaɪn,pɹɪsaɪs,satɜn,saɪn,saɪn,saʊnd,ʃʌtəl,dɪsaɪd,t͡ʃat,ʃaʊə","ʃaʊə,ziəɹəʊ,saʊə,djʊəɹiən,d͡ʒɛndə,d͡ʒuəl,t͡ʃitə,t͡ʃeə,ʃʊə,d͡ʒanjuəɹi","sɜtən,atəm,satɜn,at,sʌk,satəlaɪt,tɜtəldʌv,ɑt,t͡ʃɑt,patən","satɜn,patən,satədeɪ,t͡ʃɒklət,t͡ʃɑt,ʃɑk,pɹɪzən,ʃɑp,t͡ʃat,sizən",,"skɛlɪtən,ɐlɪtəl,satəlaɪt,spɒt,atəm,bɒtəm,bɒtəl,stɹeɪt,patən,d͡ʒɪɹaf","skweə,stɹeɪt,skwɪɹəl,skɛlɪtən,ɐlɪtəl,pleɪt,swɪŋ,swɪŋ,pɑtɪkəl,stɹeɪnd͡ʒ",,,"ɪlɛktɹɪʃən,ɛksəsaɪz,səʊləsɪstəm,ɪlɛkʃən,daɪɹɛkʃən,t͡ʃɑt,ɪlɛktɹɪsɪti,t͡ʃɒklət,d͡ʒəɹeɪniəm,tɹɪliən","ʃʊd,sʌn,sʌn,sɔd,t͡ʃɑt,θɔn,ʃaɪn,fɒɹən,ʃɑk,hɔn",,"satədeɪ,ɐtak,satəlaɪt,səsaiəti,naɪn,fɒɹən,satɜn,ʃɑk,hapɪnəs,sɒlti",,,,,"t͡ʃɑt,t͡ʃat,ʃɑp,ʃɑk,ʃʊd,taiəd,saiəns,ʌniən,siəɹiəs,ʃɒp","ə 18%, ɪ 13%, t 13%, s 12%, n 10%, a 9%, ɹ 7%, l 7%, k 6%, i 6%"
iɤʊ,,,,,"ɹəʊm,mɛtəl,stəʊn,neɪm,dəʊm,tɜtəl,seɪm,pɛtəl,ɪmɔtəl,ləʊkəl",,"mɔ,wɪndəʊ,mɔtə,təʊ,mɛtəl,bʌtə,bɔɪl,ɪmɔtəl,stəʊn,ɛndjʊə",,,,,,,,"ɹəʊl,ɪmɔtəl,əʊld,əʊld,ɪɹəʊd,stɛpdɔtə,ɔtʌm,ɹɛptaɪl,həʊld,mɔtə","swɪŋ,swɪŋ,swɪm,swɛl,stɹɪŋ,weɪl,kɪl,tɹeɪn,tɹeɪn,stɪl",,"neɪm,sneɪl,nɛk,ɹɪŋ,slɪm,stɹɪŋ,θɪŋ,sɪŋ,nɛkst,nʌtmɛɡ",,,,,"swɪm,slɪm,ɹəʊm,həʊm,bɪldɪŋ,ɹɪmuv,neɪm,dəʊm,stəʊn,swɪŋ","ɪ 15%, ə 14%, l 13%, t 11%, s 10%, m 9%, n 8%, ʊ 8%, ɹ 7%, d 6%"
iʊŋ,,,,,,,,,,,,,,,,"təɡɛðə,ɛmplɔɪ,pɹɪzən,pɹɒbəbəl,kəmpeə,klɒk,kəmplit,kɹɒkədaɪl,kəmpjutə,pɹaɪvət",,"sɪmɛnt,ɹɪmɛmbə,neɪbə,sʌmtaɪmz,sɛntə,pɹaɪmmɪnɪstə,sɛptɛmbə,feɪməs,nəʊvɛmbə,teɪbəltɛnɪs",,,,,,"ɪ 17%, ə 15%, m 10%, n 10%, p 9%, t 9%, s 8%, l 8%, ɹ 7%, e 7%"
u,"pɒpjʊlə,lɪtəlbɹʌðə,fɑðəɹɪnlɔ,pɒt,mʌðəɹɪnlɔ,bɹʌðəɹɪnlɔ,ɹəʊbɒt,pɒpjʊleɪʃən,spɒt,pɒkɪt",,"pants,mɒs,mɒθ,pas,pʊʃ,bʌs,paɹədɒks,pʌs,məʊst,pɒlətɪks","pi,hapi,pɒpi,pan,past,pants,faiəflaɪ,hi,pas,kɒfi","kɒɹəl,tul,nudəl,nidəl,iɡɹət,fud,kul,iɡəl,ɹid,ɹid","mɪɹə,mʌðə,bʌtə,ɪnɜʃə,badmɪntən,bɪɡbɹʌðə,pɪɹɐmɪd,bɪtə,ɡɑbɪd͡ʒ,bɐnɑnə","jʊəɹanəs,ɡɹandfɑðə,ɡɑdənə,ɡɒd,ɡʊəd,manɪd͡ʒə,mɪɹə,bɐnɑnə,ɡʊd,wɒnt","bɒtəm,ɹəʊbɒt,patən,ɒtə,hɒspɪtəl,ɒpəɹə,bɒtəl,pɒt,pɒpjʊlə,pɑt","patən,pɒkɪt,hɒspɪtəl,ɒpəɹə,bɒtəm,pɪn,ɒtə,bɒtəl,d͡ʒupɪtə,bɹəʊkən","pɒlətɪks,paɹədɒks,ɹɪspɒnsɪbəl,peəɹəntsɪnlɔ,jʊəɹanəs,ɹɪspɒnsəbɪlɪti,ɑbɪtɹəɹi,tɹanspaɹənt,ɛkspiəɹɪəns,swɒləʊ","ɹəʊst,pɒlətɪks,paɹədɒks,pants,tɹanspaɹənt,nəʊt,ɹəʊz,ɹəʊbɒt,ləʊd,məʊst","vəlɒsɪti,mɒθ,bʊʃ,bʊk,hɪt,pʊʃ,mɒs,pɒkɪt,jɑn,ɒfən","ɹɪɡɹɛt,land,tɔɪlɪt,sɪɹamɪk,sandpɪt,lɪɹɪks,stand,lɛnd,ɡɹɪd,lɪst","sɪti,hɪt,sɪt,hi,stɪk,stɪk,sɪk,θɪk,θɪk,si",,,"paɹədɒks,bijuzdtu,dɹaɡənflaɪ,lɒɹidɹaɪvə,dɹaɡənfɹut,baɪɒləd͡ʒi,pʌs,pɒlətɪks,kɒlɪflaʊə,bʌsdɹaɪvə",,"pɪvət,junɪvɜs,kaktəs,hapɪnəs,ɛksəsaɪz,iɡɹət,pɹiviəs,ivən,ivən,fətɒɡɹəfə","pəlismən,switpəteɪtəʊ,mʌlbəɹitɹi,sɛkɹətɹi,ɛkspɛɹɪmənt,dɔtəɹɪnlɔ,mʌðəɹɪnlɔ,hʌsbənd,pʌpɪt,slipi","ɪndɪpɛndənt,sɛkənd,dɹɪŋk,dɪpɛndənt,ɐsɛtɪk,ɐtɛnd,dɪsɛnd,dɹɪp,pʌpɪt,bɪldɪŋ","stɪŋki,hɪt,vɪktɪm,hɪp,sɪti,θɪk,θɪk,hi,θɪŋk,sɪk","hav,faɪv,feɪz,haʊ,haʊs,faɪd͡ʒ,haʊmʌt͡ʃ,fɪʃ,haɪd,fɑ","ə 16%, ɪ 15%, t 12%, s 10%, n 9%, l 8%, p 8%, ɹ 7%, a 7%, k 7%"
uan,,,"kəʊt,plutəʊ,kəmplit,bɹəʊkən,bəʊt,ɡəʊt,kəmpjutə,əʊpən,kləʊs,dɹaɡənfɹut","bəʊt,ɡəʊt,kəʊt,plant,ɡəʊst,kəʊst,kəmplit,kəmpeə,bɹəʊkən,kləʊs","ɡɔlbladə,mɒnjumənt,tɹanspaɹənt,bɐnɑnə,ɡɑdənə,nɛbjʊlə,stjudənt,mɜkjʊɹi,dɹaɡənfɹut,kalkjʊleɪt",,,,,"laʊs,laɪthaʊs,ɡɹandɔtə,tɛnθaʊzənd,linɪənt,laɪt,laɪt,laɪt,ɡɹandfɑðə,land","ɡəʊt,bɹəʊkən,linɪənt,kəʊt,aʊt,ɡəʊst,laʊs,nəʊt,fʊt,kəʊst","bɹəʊkən,kləʊk,pleɪt,blʌnt,kləʊs,pɹɒbləm,ɹəʊst,bəʊt,plant,bləʊ","ɪməʊʃən,bəʊt,lɪtɹɪt͡ʃə,ɡəʊt,planɪt,pɹəʊɡɹamə,əʊk,ɛɡzɪt,sməʊk,tɛlɪskəʊp",,,,"dɹaɡənflaɪ,dɹaɡənfɹut,laʊs,laɪthaʊs,flaʊə,flaɪ,flaɪ,plaʊ,taɪɡə,baɪɒləd͡ʒi",,"kaʊnt,aʊt,kənteɪn,ʃaʊt,paʊdə,ɐkaʊntənt,kɹaʊd,ɡɹəneɪd,kəmpjutə,keɪk",,"kəʊt,ɡəʊt,kənteɪn,kəʊk,kəmplit,kəʊst,dɪpɛndənt,deɪt,bəʊt,pɹɪnt","pleɪt,heɪt,bɹeɪk,feɪt,kəʊt,kəʊk,kɹieɪt,bɹɪk,kənteɪn,bɹəʊkən","kəʊt,kənteɪn,ɡəʊt,veɪn,bɹəʊkən,feɪt,kəʊk,deɪt,haʊs,pleɪt","ə 16%, ɪ 13%, t 13%, n 12%, l 9%, a 8%, k 8%, ʊ 8%, ɹ 8%, e 6%"
uaɪ,,,"kəʊst,ɡəʊst,kləʊs,məʊst,ɹəʊst,pəʊstkɑd,kləʊk,wɔtəmɛlən,kəʊt,əʊpən","kəʊst,ɡəʊst,kəʊt,blʌnt,kəmpeə,kəmplit,pəʊstkɑd,kənsɪstənt,plant,ɑmpɪt",,,,,,,,,,,,,"dɪlɪd͡ʒənt,pəʊstkɑd,tɜmaɪt,kəmplit,ɐbaʊt,plutəʊ,kəmpjutə,ɛd͡ʒukeɪʃən,fɹʌnt,pɹɛzənt",,,"kɛmɪstɹi,dɪpɛndənt,fɛbɹuəɹi,ɪndɪpɛndənt,ɹɪsɛpʃənɪst,ɐnɛməni,sʌnɪnlɔ,ɛkspɛɹɪmənt,wɔtəmɛlən,siɐnɛməni",,,"keɪd͡ʒ,weɪst,weɪst,wɔtəmɛlən,ɛd͡ʒukeɪʃən,kɑneɪʃən,keɪs,faɪd͡ʒ,kɪt͡ʃən,aʊtsaɪd","ə 17%, t 14%, n 13%, ɪ 11%, s 8%, k 8%, l 7%, m 7%, ɹ 7%, p 7%"
ueɪ,,,"bɛləʊz,kləʊðz,məʊst,kɒf,pas,past,nəʊz,məʊmɛntəm,lʌv,kləʊs","plʌmə,t͡ʃeəmən,wɜm,mɛməɹi,mɑt͡ʃ,d͡ʒʌd͡ʒ,mɪliən,d͡ʒɜm,maksɪməm,məʊmɛntəm",,,,,,"ləʊnli,ləʊ,ɹəʊst,ɹəʊz,kɔməɹənt,lɪtəlbɹʌðə,bijuzdtu,ɹʌbə,tuθ,tɔt͡ʃ","ɹəʊst,nəʊz,ɹəʊz,məʊst,kləʊs,ɔlməʊst,ɪnstɹəmənt,bɛləʊz,snəʊstɔm,mɪɹə","sɒft,ɹəʊst,stɑ,stɒp,lɜn,lɔɪə,məʊst,stiə,kɒfi,stup","ləʊnli,nɛkst,snəʊstɔm,lɪst,stɔ,ɹəʊst,lɛnd,ɹɪst,kɒmɪt,ləʊ","stɹɛt͡ʃ,stil,kɹʌst,kɹʌst,last,plʌmə,plastɪk,stɹɒŋ,stɹɒŋ,plan",,,"kɒlənaɪz,baɪɒləd͡ʒi,pəʊləbeə,ɹʌbə,paɪlət,kʌlə,bɛləʊz,plʌmə,mɜdə,θɹʌʃbɜd",,"ɛnəd͡ʒi,mɜdə,ɒpəɹə,ɛnəmi,ɪmidɪətli,əɹɪd͡ʒɪnəli,mʌlbəɹitɹi,ɪmɪd͡ʒ,ɔdɪnəɹi,t͡ʃɒklət","tɹɛmbəl,ɹʌbə,ɒpəɹə,pəlismən,stɹɔbəɹi,pəlut,plʌmə,mɛməɹi,dʌbəl,mʌlbəɹitɹi",,"stʌmp,stʌmək,kʌm,plʌmə,stɔm,lʌmp,ɹɪst,tɹʌmpɪt,hʌmɪŋbɜd,bɪkʌm","mɪɹə,sɒft,nɜv,nəʊz,kɒɹəl,ɹəʊz,ɹʌbə,fɔməl,fɑmə,lʌv","ə 17%, t 13%, s 11%, l 10%, ɪ 9%, ɹ 9%, m 9%, n 8%, p 7%, ʌ 5%"
uɑ,,,"plan,klam,flaʊə,flaʃ,plant,plaʊ,flat,laʊs,klaʊd,flaɪ",,,,,,,,,,,,,,"flaʊə,flʌd,flaʃ,dɹaɡənflaɪ,plaʊ,pɛlɪkən,θɹʌʃbɜd,flaɪ,flaɪ,flat",,,"sʌk,leɪdɪbʌɡ,sɛntɪpid,tɜbɪd,teɪk,pɛt,peɪd͡ʒ,dɛd,paŋkeɪk,kɛt͡ʃʌp","kɹɪkɪt,kɪk,klam,kɜvd,twɪɡ,planɪt,tɪkɪt,sɪɹamɪk,tɛn,slantɪd",,"ɡaɹɪd͡ʒ,manɪd͡ʒ,klaʊd,manɪd͡ʒə,planɪt,keɪd͡ʒ,kɹaʊdɪd,klam,kɹaʊd,kəʊk","ɪ 15%, l 14%, k 12%, a 10%, t 10%, ə 9%, n 9%, d 8%, ɹ 7%, ɛ 7%"
uɑŋ,,,"kəʊt,kəʊst,plan,ɡəʊt,bəʊt,kəʊk,klɒk,ɡəʊst,plant,fɹɒst","plan,kəʊt,klɒk,kəʊst,klam,kəʊk,kəmpeə,klɒθ,kəmplit,fɹɒst",,,,,,,,,,,,,"dɹaɡənflaɪ,dɹaɡənfɹut,bʌtəflaɪ,pɛlɪkən,flaɪ,flaɪ,plan,kɹɒkədaɪl,landslaɪd,flaʃ",,,"flut,fɹut,kəʊt,dɹaɡənfɹut,snɒt,slaɪd,slaɪd,lɒk,klɒk,ɹut","kwin,pɜpəl,bɪtwin,switpəteɪtəʊ,wɛpən,twɪɡ,pɛlɪkən,tɹampəlin,skwɪd,pɛpə","pɛlɪkən,kəʊk,tɛlɪskəʊp,kəmplit,kəʊt,kənteɪn,skɛlɪtən,pleɪn,pleɪn,plastɪk","kɹɒkədaɪl,waɪd,kwin,kəʊk,waɪn,wɛn,wɛn,kəʊt,kɜvd,klaʊd","l 14%, ə 12%, k 12%, ɪ 12%, t 11%, n 9%, a 9%, s 7%, p 7%, ɹ 7%"
uɔ,,,"maɪkɹəʊweɪv,maɡpaɪ,paɪnapəl,pianəʊ,apəlpaɪ,plutəʊ,maɹəʊ,pɪstaʃɪəʊ,pas,baɪɒləd͡ʒi","paɪnapəl,apəlpaɪ,faiəflaɪ,paɪn,past,pas,maɡpaɪ,baiəs,pan,paɪp","kaʒuəl,nudəl,kɒɹəl,nidəl,iɡəl,tul,bazəl,dɒl,tsunɑmi,maɡɐzin","mʌsəl,bazəl,ɪnɜʃə,mɛʒə,kasəl,manɪd͡ʒ,mɑt͡ʃ,manɪd͡ʒə,matə,mɛtəl",,"mɛtəl,mantəl,kasəl,bazəl,matə,bɒtəl,paɪnapəl,mʌsəl,pɛsəl,mat͡ʃ","bɒtəl,past,paɪnapəl,həʊp,apəlpaɪ,kasəl,patən,mɑt͡ʃ,pɑt,paɪn","naɹəʊ,nəʊ,lɔ,hələʊ,lɛvəl,snəʊ,tɹavəl,tɹaɪaŋɡəl,lʌk,maɹəʊ","maɹəʊ,naɹəʊ,maməl,kɒɹəl,nəʊ,mɒdəl,nudəl,bɒɹəʊ,mantəl,hələʊ","kaʒuəl,ɹɒŋ,lɒŋ,kasəl,dɒɡ,bazəl,d͡ʒuəl,nudəl,ɹaʃənəl,dɒl","nɛk,naɹəʊ,pɒmɪɡɹaneɪt,ɹeɪk,mɪkanɪk,nəʊ,leɪk,ɡɑlɪk,sɪɹamɪk,ni","mad͡ʒɪk,nɛst,mɪkanɪk,nɛk,naɹəʊ,maŋɡəʊ,kaʒuəl,pɪstaʃɪəʊ,nəʊ,manɪd͡ʒ",,,"maɡpaɪ,fɹɛʃ,faiəflaɪ,ɐɹaɪv,ɐlaɪv,fɹaɪ,laɪv,bʌtəflaɪ,tɹaɪaŋɡəl,θɹʌʃbɜd",,"kaʒuəl,wiv,weɪv,nudəl,iɡəl,ikwəl,wik,wik,kasəl,hav","ɹɪŋkəl,θɪŋk,sməʊk,ʃɹɪŋk,sneɪk,sɪŋk,sɪŋɡəl,ɪŋk,pɪŋk,snəʊ","pɜpəl,ɪmɪd͡ʒ,spɪnɪt͡ʃ,mɛtəl,nʌtmɛɡ,hɪbɪskəs,mɛsɪd͡ʒ,meɪpəl,bʌtəkʌp,pɛtəl",,"faɪv,weɪv,nɜv,hav,meɪ,mɔ,feɪz,haɪ,faɪd͡ʒ,ɹaɪz","ə 16%, ɪ 13%, a 12%, l 12%, m 9%, k 8%, t 8%, n 7%, ɹ 7%, s 7%"
uən,,,"skwɒt,tɹanspaɹənt,tjulɪp,stjudənt,ɛkspɛɹɪmənt,amplɪtjud,mɒnjumənt,kalkjʊleɪt,nɛbjʊlə,skɹɪpt","spɪt,splɪt,skwɒt,stju,skɹɪpt,spiə,skɹat͡ʃ,skɜt,skɔpiən,skup","skul,skup,skwɒt,spid,stju,skwɪɹəl,skwɪd,spun,skɜt,skweə",,,,,"tɹanspaɹənt,mɒnjumənt,stju,skwɒt,jʊəɹanəs,maɡnɪtjud,nɛbjʊlə,dju,stjuədɛs,swɒləʊbɜd","spɪt,stju,skwɒt,skup,splɪt,tɹanspaɹənt,dju,skɹɪpt,mɒnjumənt,nju","spɪt,skwɒt,splɪt,skɹɪpt,stju,skup,sɪt,swɒmp,spiə,skɜt","skɹɪpt,splɪt,skɜt,stju,sɪlk,spɹɛd,skwɪd,ɹɪɡɹɛt,sɪɹamɪk,stjuədɛs","spɪt,skɹɪpt,splɪt,ɹɪspɒnsəbɪlɪti,spɪnɪt͡ʃ,dɹɪp,stɪk,stɪk,spiə,sɪti",,,"mɜkjʊɹi,swɒləʊbɜd,stju,swɒləʊ,skwɒt,stjuədɛs,tjulɪp,ɡɔlbladə,ɛkspɛɹɪmənt,tɹanspaɹənt",,,"nɛtwɜk,stjuədɛs,sɛkɹətɹi,swɒləʊbɜd,skwɒt,swɒləʊ,stju,switpəteɪtəʊ,skɜt,mɜkjʊɹi","skɜt,skɹɪpt,stju,spɹɛd,pʌblɪk,spɔt,spɪt,ɹɪspɛkt,splɪt,spʌnd͡ʒ","spɪt,splɪt,skɹɪpt,stju,skwɒt,skwɪd,skup,skɜt,skɛlɪtən,skweə","stju,skwɒt,spɪt,splɪt,skɜt,skwɪd,spɹɛd,skɛlɪtən,skup,stjupɪd","s 19%, t 14%, ɪ 12%, p 10%, k 10%, ə 9%, ɹ 8%, n 7%, l 6%, i 5%"
y,,,,,"mətiəɹiəl,fɛbɹuəɹi,ɡɹad͡ʒuəli,bəlun,nidəl,jʊəɹanəs,kaʒuəl,feəɹi,nudəl,θiəɹi",,"jʊəɹanəs,d͡ʒanjuəɹi,stjuədɛs,nju,kjʊəɹiəs,fɛbɹuəɹi,mɒnjumənt,mʌðəɹɪnlɔ,dju,ju",,,,,,,,"nɛɡətɪv,maɹɪɡəʊld,teɪbəltɛnɪs,ɹeɪdɪəʊ,neɪkɪd,tɔneɪdəʊ,tɛnɪs,flɐmɪŋɡəʊ,maŋɡəʊ,dɪsdeɪn","bɪɡɪn,ɹeɪdɪəʊ,dɪɡ,kɪŋ,dɪsdeɪn,ɡəʊst,bɪɡ,neɪkɪd,keɪd͡ʒ,ɡəʊ",,"nɛɡətɪv,teɪkkeəɹɒv,teɪbəltɛnɪs,sɒlstɪs,tɛknɒləd͡ʒi,snapdɹaɡən,peəɹəntsɪnlɔ,maθɪmatɪks,dɹaɡənfɹut,ɹɒkɪŋhɔs",,,,,"vju,stjuədɛs,hɛvi,fju,vɔɪs,ju,ju,ɐsjum,ɹɪvju,hav","ɪ 17%, ə 15%, n 12%, s 10%, t 10%, ɹ 9%, i 8%, d 7%, l 7%, k 7%"
yn,,,,,,,,,,,,,,,"nəʊz,neɪbə,pɪɹɐmɪd,kɒlənaɪz,pəʊləbeə,tɪmɪd,teɪbəltɛnɪs,pɒzɪtɪv,bɪkɒz,ɹəʊz","ɡɹəneɪd,kənteɪn,kəmpeə,ɹeɪdɪəʊ,dɪlɪd͡ʒənt,neɪkɪd,ɪɹɪɡeɪt,tɪmɪd,t͡ʃeəmən,deɪt",,"siɐnɛməni,nɛɡətɪv,ɐnɛməni,snapdɹaɡən,ɪmidɪətli,labəɹɪnθ,sɪnəmən,ɐnaʊns,dɹaɡənflaɪ,neɪbə",,,,,"ɛvɪdəns,kəʊɪnsɪdəns,hav,feɪz,kənsɪdə,ɪnsaɪd,fɪzɪks,nɛɡətɪv,sɪns,eɪfɪd","ɪ 21%, ə 18%, n 13%, s 8%, t 8%, d 7%, l 7%, ɹ 6%, k 6%, a 6%"
yœ,,,,,"nudəl,ɹɪspɒnsɪbəl,mɒdəl,ɛɡzampəl,ziəɹəʊ,bəlun,nidəl,mətiəɹiəl,tsunɑmi,eɪpɹəl",,,,,,,,,,"maɪkɹəʊweɪv,bɪɡsɪstə,maɹɪɡəʊld,maŋɡəʊ,mɛsɪd͡ʒ,tɔneɪdəʊ,mad͡ʒɪk,maɹəʊ,beɪsbɔl,maɡɐzin","deɪzi,bɪɡsɪstə,maɪkɹəʊweɪv,jɛstədeɪ,leɪzi,meɪbi,baɪɒləd͡ʒi,kɹeɪzi,d͡ʒəɹeɪniəm,ɹɪsɛpʃənɪst",,"mɛməɹi,meɪbi,neɪbə,tɛknɒləd͡ʒi,tɔneɪdəʊ,siɐnɛməni,ɔlməʊst,nəʊ,maɪkɹəʊweɪv,vɒlkeɪnəʊ",,,,,"amfɪθieɪtə,izi,hɪstəɹi,spaɪsi,apəlpaɪ,aɪ,aɪ,aɪskɹim,ɔɪstə,ðeɪ","ə 17%, ɪ 17%, s 12%, t 9%, m 8%, ɹ 8%, n 8%, l 8%, i 7%, e 7%"
yɛn,,,,,,,,,,,,,,,"tɛknɒləd͡ʒi,d͡ʒəɹeɪniəm,maɹɪɡəʊld,tɔneɪdəʊ,nɛɡətɪv,pəʊləbeə,ɹeɪdɪəʊ,nɛbjʊlə,kɒlənaɪz,dəʊneɪt","d͡ʒəɹeɪniəm,ɔɹɪəʊl,t͡ʃeəmən,pəʊləbeə,ɹeɪdɪəʊ,t͡ʃeɪn,ʃʊd,t͡ʃeə,dəʊneɪt,dɪsdeɪn",,"pəʊləbeə,siɐnɛməni,nɛɡətɪv,nɛbjʊlə,tɛknɒləd͡ʒi,neɪbə,ɐnɛməni,maɹɪɡəʊld,nʌtmɛɡ,snapdɹaɡən",,,,,"vɒləntəɹi,fɒɹən,satəlaɪt,satədeɪ,apəlpaɪ,aɪdəl,spaɪdə,sɪkɑdə,baɪɒləd͡ʒi,d͡ʒɒb","ə 20%, ɪ 17%, n 12%, t 8%, l 8%, s 8%, ɹ 7%, e 7%, ʊ 6%, m 6%"
ɑ,"bʊk,bɔɪ,bɑk,bɑk,bɒm,bɑ,bɔd,bɑn,bʌt,jʌŋ",,"pʊt,ʃeɪk,pɔt,bɹeɪk,sɪk,θɪk,θɪk,bʊk,əʊk,bɔd","hi,θɪk,θɪk,hɛlθi,hiə,hiə,θiəɹi,hɛd,hɛvi,kɒfi","kul,pul,t͡ʃik,wiv,baɪɒləd͡ʒi,ʃild,t͡ʃuz,skul,ɹulə,t͡ʃiz","bɪld,ant,ant,bad,mɒs,ɡəʊld,and,vɒdkə,fəʊld,ɡɹandfɑðə","ɡɹandfɑðə,beə,beə,ɡɔlbladə,weə,weə,bɪɡsɪstə,wɒnt,ɡɹandmʌðə,ɡɪlti","hɪt,hɪp,hɪl,ɒd,sɪt,fil,həʊl,həʊl,ɒn,θɪn","hɪt,hi,hɪp,hapi,hat,θɪn,sɪti,sɪt,heɪt,fat","flaɪ,flaɪ,bʌtəflaɪ,dɹaɡənflaɪ,laɪk,laɪk,laɪ,laɪ,laɪt,laɪt","θɪk,θɪk,hɪt,haɪt,bʊk,ɪt,ʃeɪk,bɔɪ,heɪt,eɪt","hi,hɪt,θɪk,θɪk,hɪp,kʊki,sɪti,ki,pʊə,ʃi","ɹɪspɒnsəbɪlɪti,landslaɪd,land,mɒɹalɪti,laɪlək,laɪt,laɪt,laɪt,lɒɹidɹaɪvə,valju","ɡɑbɪd͡ʒ,manɪd͡ʒə,ɹɒŋ,mɛʒə,lɒŋ,ɡaɹɪd͡ʒ,mʌðə,jɑd,manɪd͡ʒ,stɹɒŋ",,,"bɔɪ,kɒfi,bɔd,hi,θɪk,θɪk,bʊk,valɪ,pʊə,ʃi",,,"bɒm,fan,hand,swɒmp,fɑm,ɐsjum,sand,ɒn,valɪ,ɑm","sand,stand,valju,hand,kandi,valɪ,standəd,ʌndəstand,sandpɪt,d͡ʒanjuəɹi","ɑm,ɒn,fɹɒm,sɛkɹətɹi,ɡalɐksi,ɑmi,fɑm,θɹɪfti,ɐsɛtɪk,kamfətɹi",,"ɪ 17%, t 12%, l 11%, a 11%, k 9%, ə 9%, d 8%, i 8%, s 7%, n 7%"
ɑŋ,"bɑk,bɑk,laɪn,wɪn,vaɪn,veɪn,waɪn,pleɪn,pleɪn,ɡʌn",,"pʊt,haɪ,bəʊt,haɪt,haɪd,waɪ,kɒfi,kʊki,pɔt,ɛɡwaɪt","d͡ʒulaɪ,ʃaɪn,ʃampeɪn,ɔlðətaɪm,baɪɒləd͡ʒi,t͡ʃɛɹi,t͡ʃeɪn,t͡ʃɪmni,kɹaɪ,spaɪsi","waɪ,wɜlpul,ɡəʊl,baɪɒləd͡ʒi,ɡəʊld,kul,bəʊl,tul,d͡ʒulaɪ,pul","bəʊl,ɡəʊl,ɡəʊld,skəʊld,ʃəʊldə,ɹəʊl,ɡəʊst,kəʊld,fəʊld,blakhəʊl","ɡɔlbladə,waɪ,blaɪnd,vɪnɪɡə,ɡaɪd,bladə,ɡɹandmʌðə,kəmand,maɹɪɡəʊld,baɪ","ɪn,həʊl,həʊl,sut,θɪn,sɒft,ɑt,ʃut,fɑt,laɪn","plan,klɒk,blakhəʊl,plʌmə,pleɪn,pleɪn,pleɪt,ɒktəʊbə,həʊl,həʊl","pəlismən,mʌlbəɹitɹi,stɹɔbəɹi,swɛt,tjubə,ɒpəɹə,sməʊk,swit,swɛtə,ɐsjum","waɪt,laɪt,laɪt,laɪt,ɛɡwaɪt,waɪd,waɪn,waɪ,ɹaɪt,ɹaɪt","waɪ,waɪt,laɪ,laɪ,laɪt,laɪt,laɪt,ki,flaɪ,flaɪ","dɹaɡənflaɪ,laɪlək,jɒɡət,laɪ,laɪ,d͡ʒulaɪ,d͡ʒɪɹaf,lavəndə,waɪ,vaɪɹəs","dɹaɡənflaɪ,ladə,flaɪ,flaɪ,jɒɡət,laɪ,laɪ,jɑd,ɹɑðəðɐn,pɹɒbəbɪlɪti",,,"məʃin,wɒʃɪŋməʃin,faiəflaɪ,ʃi,t͡ʃɛɹi,pɜfɛkt,ʃaɪn,pɹiviəs,bʌtəflaɪ,pɹaɪvət",,,"vɛt,ɐsjum,valɪ,vinəs,ʃɜt,vɛɹi,jɒɡət,fɜst,d͡ʒɒb,bʌtəflaɪ","kamfətɹi,ɐsjum,jɒɡət,ɒbstɹʌkt,ɒktəpəs,ɔɡəst,stɹɔbəɹi,jʊəɹanəs,sɛkɹətɹi,d͡ʒanjuəɹi","kamfətɹi,jɒɡət,ɔɡəst,stɹɒŋ,stɹɒŋ,ɹɑðəðɐn,avəlanʃ,jɑn,θɜsti,ɑm","ɹʌbə,ɒpəɹə,pəfɔməns,plʌmə,lɒbstə,kɑpəntə,ɡɹashɒpə,lʌv,bɹʌðə,ɔɡəst","ə 16%, ɪ 14%, a 13%, t 11%, l 11%, n 8%, k 8%, s 7%, ɹ 7%, i 6%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"fɛðə,ɹut,ɹeɪzə,ɡɹup,lʊkfɔ,ðeə,ɛd͡ʒukeɪʃən,it͡ʃʌðə,ɡleɪʃə,ɹɒk","ə 23%, t 12%, n 12%, s 10%, ɪ 9%, ɹ 8%, e 7%, l 7%, i 7%, f 6%"
