,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"iəfəʊn,saksəfəʊn,seɪf,seɪm,deɪliə,teɪkkeəɹɒv,feə,taiə,faiə,ʃeɪp","teɪkkeəɹɒv,steəz,kwaiət,taiəd,kaʃiə,sad,t͡ʃizkeɪk,skan,skaɪ,stab","sɪk,saɪn,saɪn,sɪt,ʃeə,kaʃiə,sɪŋ,seɪm,seɪ,haɪɐsɪnθ","kɑd,təʊ,ʃadəʊ,kəʊt,t͡ʃizkeɪk,kəʊk,pəʊstkɑd,ʃəʊ,səʊ,səʊ","steɪʃən,steəz,səʊ,səʊ,səʊ,həʊ,ʃəʊ,kəʊst,hələʊ,jɛstədeɪ",,"seɪ,dɔtə,dɒktə,neɪt͡ʃə,satədeɪ,ɹeɪ,saksəfəʊn,seɪf,aftə,sɪstə","weɪtə,ɹeɪk,təʊ,lɪtəlsɪstə,ɹeɪ,sɪstə,dɒktə,stəʊn,tədeɪ,ɹɒtən",,,"taiəd,ɑt,jɑd,steəz,nɒt,nɒt,iəfəʊn,ɡɒd,ʃakəl,sad","steəz,ɹɒtən,mʌstəd,stəʊn,sɜtən,stɹɒŋ,stɹɒŋ,teɪkkeəɹɒv,ɒfən,θiətə",,"ʃakəl,ʃeɪk,t͡ʃizkeɪk,baɪsɪkəl,pɹɒsɪkjutə,kəmpjutə,keɪk,kəʊk,fɪltə,kaʃiə",,,,,"waiə,waɪd,satɪsfaɪd,kaʃiə,ɡaɪd,faiəfaɪtə,kaɪt,ʃaɪn,ʃeə,waɪt","ə 177%, ɑ 141%, ʃ 139%, e 135%, s 120%"
iɤʊ,,,,,"vɪktɪm,ɐfɛkt,dɹɪŋk,sɛks,ɐksɛpt,ɛksɛpt,ɹɪlaks,daɪɹɛkʃən,ɪlɛktɹɪʃən,pɜfɛkt",,"sɪŋɡəl,skɹat͡ʃ,spɪnɪt͡ʃ,sɪmbəl,sɪŋk,pɛŋɡwɪn,sɪŋ,fɪnɪʃ,naɪn,ɹɪŋkəl",,,,,,,,"ʃɜt,sɜkəl,pɜsən,tiʃɜt,pɜpəl,daɪɹɛkʃən,hɜt,fəɡɛt,skɜt,ʃʌtəl","sɜkəl,ʃɜt,ʃʌtəl,pɜsən,sɜtən,skɜt,hɜt,pɛtəl,kɜtən,kɜnəl",,"pɛŋɡwɪn,hʌmɪŋbɜd,ɹɪŋkəl,ɒptɪʃən,tɛmpəl,baɪsɪkəl,dɪsɛmbə,pʌmpkɪn,ʃɛl,paɪnapəl",,,,,"pɛŋɡwɪn,wɪn,swɪŋ,swɪŋ,waɪn,swɛt,swɛl,swɪm,smaɪl,spɪnɪt͡ʃ","ŋ 301%, ɜ 275%, ʃ 249%, ɪ 145%, ɛ 140%"
iʊŋ,,,,,,,,,,,,,,,,"hu,ʃu,pi,θɹɪfti,təʊfu,sɒlti,pɪkəl,bɪfɔ,bɪfɔ,ki",,"ɛmpti,ɑmi,pi,kʌmpəni,ɐkʌmpəni,mʌŋki,bi,bi,kɛmɪstɹi,ki",,,,,,"i 346%, p 227%, m 192%, θ 168%, ɔ 112%"
u,"bɹəʊkən,banjən,bɹant͡ʃ,ɛnd͡ʒɔɪ,ɒɹɪnd͡ʒ,ɒɹɪnd͡ʒ,ɒfən,ɛnd͡ʒɪn,d͡ʒanjuəɹi,bɹɪŋ",,"pəʊləbeə,ɹəʊl,mɛʒə,ɹeə,nəʊz,niə,tɹɛʒə,səʊld͡ʒə,manɪd͡ʒə,ləʊd","laiən,bɐnɑnə,lɜn,ɹeə,pəʊləbeə,maɪkɹəfəʊn,ɹəʊz,man,jɑn,nəʊz","fəbɪd,ʃəʊ,bɪɡ,dɪlɪd͡ʒənt,səʊ,səʊ,səʊ,dɪɡ,səʊld͡ʒə,ɹɪvju","swip,swit,d͡ʒɪnd͡ʒə,ʃʊə,zu,banjən,ʃɑp,ʃɒp,swɪm,ʃɑk","ʃʊə,lɪtɹɪt͡ʃə,dɹɪp,djʊəɹɪŋ,saʊə,sɔ,ʃaʊə,pʊə,sʌm,d͡ʒɪnd͡ʒə","ɹaʃənəl,d͡ʒɛləs,səʊld͡ʒə,d͡ʒɜm,d͡ʒɒb,t͡ʃeə,tɹɛʒə,sɪlvə,sɪlvə,deɪnd͡ʒəɹəs","skweə,ɹaʃənəl,ɹeə,wɪsəl,dɪsɐpiə,ʃeə,səsaiəti,siəɹɪəl,pɜsən,wɪski","djʊəɹɪŋ,djʊəɹiən,jʊəɹɪn,lɪtɹɪt͡ʃə,ɹɪfɹɪd͡ʒəɹeɪtə,bɹɪd͡ʒ,ɛndjʊə,twɪɡ,pɒpmjuzɪk,aɡɹɪkʌlt͡ʃə","leɪə,ʃeə,t͡ʃeə,ɹɪfɹɪd͡ʒəɹeɪtə,ɹɪlɪd͡ʒən,pɹɪpeə,lɪtɹɪt͡ʃə,tɹɛʒə,ɹeə,mɒzəɹɛlə","ʃeə,leɪə,t͡ʃeə,ɹeə,pɹɪpeə,weə,weə,beə,beə,lɪtɹɪt͡ʃə","djʊəɹɪŋ,djʊəɹiən,deɪnd͡ʒəɹəs,swɪm,jʊəɹɪn,eɪnd͡ʒəl,kjʊəɹiəs,teɪbəl,teɪbəl,dʌbəl","saiəns,dʌbəl,bɜdən,djʊəɹiən,djʊəɹɪŋ,tɹaɪaŋɡəl,fɹeɪɡɹənt,sɪɡəɹɛt,tɹɛmbəl,sikwəns",,,"ɡɹin,daɪɹɛkʃən,banjən,bin,pɹɪzən,mɛdsən,ʃəʊ,mɛnʃən,saksəfəʊn,pan",,"land,lid,landslaɪd,plant,lamp,laɪn,laɪ,laɪ,dɒɡ,laɪlək","laŋɡwɪd͡ʒ,wɪnd,klɒk,pɛŋɡwɪn,waɪn,lɒk,wɪn,ɹɒk,blaɪnd,wɪndəʊ","ɪmpɔtənt,kəntɹəʊl,ɪnəsənt,ʃɹɪmp,pɹaɪvət,aɪlənd,saɪlənt,ɹaɪm,fɹeɪm,kɜvd","sup,laɪv,hup,laiən,ɹaɪm,tɹaɪaŋɡəl,laɪn,lavəndə,pəfɔməns,pɹɛfɹəns","ɔɪl,mɪl,planɪt,lɪnɪn,vɐnɪlə,pleɪn,pleɪn,plan,mɪlk,ɪn","d͡ʒ 186%, ə 179%, z 121%, ʒ 120%, ɹ 118%"
uan,,,"ɹəʊl,bɒɹəʊ,pleɪ,pleɪ,pəʊləbeə,pɹeɪ,peɪ,pul,pleɪt,pleɪs","pleɪs,meɪ,ɹəʊz,bɛləʊz,peɪ,bəʊn,pleɪ,pleɪ,ɹeɪs,ɹeɪs","it͡ʃʌðə,ɡleɪʃə,fɜ,fɜ,ʃəʊ,eɪt,eɪkɔn,fɔ,fɔ,ɛksɛpt",,,,,"haɪdɹeɪnd͡ʒə,bɹeɪk,ɡɹeɪ,eɪnd͡ʒəl,bɹʌðəɹɪnlɔ,eɪpɹəl,weɪkʌp,deɪnd͡ʒəɹəs,it͡ʃʌðə,bɹʌðə","ʃeɪp,beɪk,peɪ,ɹeɪ,ʃeɪk,ɹeɪk,pɹeɪ,leɪt,peɪpə,leɪk","pleɪt,pɹeɪ,pleɪ,pleɪ,ʃeɪp,pleɪs,peɪpə,leɪt,peɪ,ɹeɪ","ɹeɪs,ɹeɪs,ɔlweɪz,tɹeɪs,kɔz,hʌndɹɪd,sʌndeɪ,spʌnd͡ʒ,ɐɹeɪnd͡ʒ,mʌndeɪ",,,,"fɒləʊ,maɪkɹəfəʊn,bɪkɒz,fɑðə,ɒn,ɡɹandfɑðə,fɔs,bɒɹəʊ,pɒlətɪks,fɒls",,"pɹaɪvət,pleɪt,ɛfət,leɪt,peɪʃənt,plant,sɒlt,fɜ,fɜ,ʃɜt",,"feɪməs,pɹaɪvət,pɔt,ʌp,pup,kʌp,hup,weɪkʌp,tɔtəs,hʌt","fɔməl,pəfɔməns,fɔwəd,eɪpɹəl,fɔk,sɔt,hup,ʃɔt,ʃɔt,fɔt","pleɪt,pleɪ,pleɪ,pɹeɪ,kleɪ,hʌt,eɪt,heɪt,pʌs,pleɪs","e 298%, ð 261%, ɪ 142%, ɔ 134%, p 61%"
uaɪ,,,"bɑn,bəʊn,peɪn,pɒlətɪks,spun,pianəʊ,bɒɹəʊ,bɒm,bɑ,peɪ","bəʊn,dəʊneɪt,bɑn,dəʊm,bəʊl,pleɪt,ɹəʊd,pleɪs,ləʊd,deɪt",,,,,,,,,,,,,"pianəʊ,bɑn,bɒɹəʊ,dəʊneɪt,avəkɑdəʊ,bəʊn,kan,vɒlkeɪnəʊ,pan,tɔneɪdəʊ",,,"bəʊ,peɪnt,ɹeɪnbəʊ,bəʊn,pɹəʊɡɹamə,aŋkəl,ʃampeɪn,pʌmpkɪn,baŋk,ɪntʊ",,,"eɪt,heɪt,pleɪt,ɹeɪdɪeɪt,leɪt,pʌŋk,dəʊneɪt,ɪt,ɪɹɪɡeɪt,feɪt","e 250%, ʊ 211%, b 127%, ŋ 122%, p 103%"
ueɪ,,,"pəʊləbeə,pʊl,ɔɹɪəʊl,baɪɒləd͡ʒi,əʊld,əʊld,kəntɹəʊl,piəni,mɛlən,ɹəʊl","pəʊləbeə,peəɹənt,peə,peə,pɪlə,pʊl,pɪləʊ,pɪn,peɪn,kəntɹəʊl",,,,,,"fɹeɪɡɹənt,hʌɹɪkeɪn,keɪk,keɪd͡ʒ,ɡɹəneɪd,ɔlweɪz,peɪd͡ʒ,haɪdɹeɪnd͡ʒə,ɪɹɪɡeɪt,bɹeɪk","peɪ,pəʊləbeə,pɹɪpeə,pleɪ,pleɪ,ʃeɪp,peɪpə,pɹeɪ,pleɪt,pɒpjʊleɪʃən","pəʊləbeə,beɪk,pɹɪpeə,fɹeɪɡɹənt,peɪ,pɹeɪ,pleɪt,bɹeɪk,peɪpə,peəɹənt","fɹeɪɡɹənt,sneɪk,keɪk,haɪdɹeɪnd͡ʒə,ɪɹɪɡeɪt,skeɪlz,eɪbəl,teɪbəl,teɪbəl,teɪk","hɒspɪtəl,fɹeɪɡɹənt,spʌnd͡ʒ,maɪkɹəʊweɪv,təʊfu,snəʊstɔm,sneɪk,sʌndeɪ,bɪkʌm,pɛlɪkən",,,"əʊld,əʊld,maɹɪɡəʊld,maɪkɹəʊweɪv,fɒɹən,ɪkɒnəmi,ɡəʊldən,kəntɹəʊl,kɪdni,həʊld",,"fəbɪd,θaʊzənd,həʊld,fəʊld,steɪʃən,səpɹaɪzd,peɪʃənt,bɪld,hɜb,peɪnt","əʊld,əʊld,kəntɹəʊl,kənteɪn,fɹeɪɡɹənt,bɪldɪŋblɒk,həʊld,peɪnt,keɪk,vɒlkeɪnəʊ",,"kəntɹəʊl,fɹeɪɡɹənt,fɔwəd,ʃʊd,fʊl,kənteɪn,ɡəʊldən,ʃut,fɒɹən,fʊt","skeɪlz,bɪld,sneɪl,spɪl,mɪlk,bɪldɪŋ,fʊl,smaɪl,stɹeɪt,mɪlkʃeɪk","e 232%, ɪ 174%, ʊ 98%, l 97%, ə 65%"
uɑ,,,"tɔneɪdəʊ,dəʊneɪt,kɔnə,haʊmɛni,pɑmɪzan,naɹəʊ,kɔn,maɹəʊ,dəʊm,dəʊnʌt",,,,,,,,,,,,,,"avəkɑdəʊ,tɔneɪdəʊ,naɹəʊ,maɹəʊ,pɒmɪɡɹaneɪt,pɑmɪzan,nəʊ,haʊmɛni,maŋɡəʊ,ʃadəʊ",,,"sɛntə,ɛntə,ant,ant,ɪŋk,ɪnəsənt,aŋɡɹi,aɹəʊ,ɛɡwaɪt,hʌnt","kʌp,dɪvɛləp,kʌmpəs,feɪməs,tɔneɪdəʊ,stʌmək,kʌm,avəkɑdəʊ,tɒp,ɐɹaɪv",,"fɔməl,tɔneɪdəʊ,pɒmɪɡɹaneɪt,kɒmɪt,dəʊneɪt,neɪbə,meɪ,sʌmə,fɑmə,tʌnəl","m 221%, v 168%, ʊ 158%, ɐ 139%, z 136%"
uɑŋ,,,"bɑ,mʌnθ,mʌni,bɑk,bɑk,bɔd,bʌt,bɜd,pʌb,pʌŋk","bəʊn,bɜd,bɑ,beə,beə,maɡɐzin,mɜdə,mʌnθ,bəʊ,biə",,,,,,,,,,,,,"tɔneɪdəʊ,naʊ,ɛɡzɪt,mɛɹiɡəʊɐɹaʊnd,maɡnɪt,bɒdɪɡɑd,naɹəʊ,daʊn,ɡɪtɑ,dəʊ",,,"ɐkɔdɪŋtu,maŋɡəʊ,bɑk,bɑk,maɡɐzin,pʌŋk,dɑk,d͡ʒɪŋkɡəʊ,ɪŋk,ɪntʊ","pʌŋk,pɔɪnt,dɑk,ɐkɔdɪŋtu,hʌnt,ɪŋk,bɑk,bɑk,kʌt,kɜvd","pʌŋk,dɑk,dʌm,dʌk,dʌbəl,kʌp,stʌmp,tʌŋ,kʌm,sup","bɑ,tɔɪ,izi,mʌni,bɔɪ,adʌlt,bɑk,bɑk,tɔneɪdəʊ,ðat","ɑ 338%, ɐ 337%, b 289%, ɡ 258%, ʌ 246%"
uɔ,,,"mɪliən,mɛlədi,piəni,mətiəɹiəl,midiə,siəɹiəs,ɐnaləsɪs,niə,mitɪə,siɐnɛməni","mɪliən,piəni,midiə,linɪənt,ʌniən,mitɪə,mətiəɹiəl,bɪliən,peəɹənt,baktiəɹiə","ɹɪvju,fju,fluɪd,vju,ju,ju,juʒuəli,zu,nɛfju,flɔ","zu,d͡ʒuəl,sɒk,d͡ʒɪɹaf,sup,d͡ʒanjuəɹi,d͡ʒəɹeɪniəm,du,mɑkɪt,map",,"θiəɹi,ɹeəli,siəɹiəs,ʌniən,ɔdɪnəɹi,feəɹi,ziəɹəʊ,ɹiəlɪ,mʌni,sɛləɹi","mətiəɹiəl,ɹeəli,ɐnaləsɪs,baɹəl,mɛlədi,vəlɒsɪti,mɒdəl,nudəl,ziəɹəʊ,ɹiəlɪ","əɹɪd͡ʒɪnəli,dɔtəɹɪnlɔ,sʌnɪnlɔ,ɔdɪnəɹi,jʊəɹɪn,lʊkfɔ,fɛbɹuəɹi,hʌɹɪkeɪn,ɪɹɪɡeɪt,ɹɪvju","ɜlɪ,əɹɪd͡ʒɪnəli,ɹiəlɪ,ɛlɪmənt,siəɹɪəl,sɛləɹi,juʒuəli,wʊlf,ɪnhɛɹɪt,ɹeəli","ziəɹəʊ,juʒuəli,ɹiəlɪ,siəɹɪəl,ɹeɪdɪəʊ,siəɹiəs,teɪbəltɛnɪs,ɹɪfɹɪd͡ʒəɹeɪtə,teɪkkeəɹɒv,zu","juʒuəli,jus,ɹuf,əɹɪd͡ʒɪnəli,aɪdəl,teɪbəltɛnɪs,fju,ɹɪvju,faɪnəli,kjʊəɹiəs","d͡ʒəɹeɪniəm,mətiəɹiəl,siəɹiəs,siəɹɪəl,ziəɹəʊ,nidəl,vaiəlɪn,teɪbəltɛnɪs,ɹuf,saiəns",,,"ɹaɪnəʊ,naɪn,nəʊz,mɪnɪt,ʌniən,nəʊ,midiə,mɛni,naɹəʊ,ɛnəmi",,"laɪlək,fluɪd,mɪlk,laɪv,tu,tu,tu,ɪntʊ,fɹɒɡ,lamp","ɹaɪnəʊ,lɒk,ɹɒk,ɹɒkɪŋhɔs,ɐlaɪv,ɐɹaɪv,əɹɪd͡ʒɪnəli,ɹɒtən,ɪŋklud,nɒt","siɐnɛməni,ɐnɛməni,ɔdɪnəɹi,ɛnəd͡ʒi,aɪlənd,mətiəɹiəl,əɹɪd͡ʒɪnəli,dɪfɹənt,ɪɹəʊd,ɪnəsənt",,"aɪɹɪs,aɪɹɪs,mɪnɪt,mɪl,hɪl,ɔɪl,dɪnaɪ,mɪlk,ni,naɪn","ɐ 236%, i 181%, ə 140%, l 139%, ɹ 119%"
uən,,,"kɔl,snəʊ,wɛb,wɔl,ɔl,θɹɛd,kibɔd,tɔl,ɹɛd,ɹɛkɔd","snəʊ,ɡɪft,fɹɛnd,wɜm,lɛft,lɛft,ɡəʊl,tɹɛmbəl,ɡɜl,sləʊ","dɪɡ,ɛɡ,dɛd,ɛdɪt,dɪstɹɪkt,slaɪd,slaɪd,bɪɡ,stɹɔ,θɹɛd",,,,,"ɛndjʊə,tɹɛmbəl,sɛnd,dɪsɛnd,dɪsɛmbə,ɛɡzɪt,kɔ,sɛptɛmbə,sʌnɪnlɔ,ɛnd","snəʊ,ɡɜl,tɹɛmbəl,sməʊk,sneɪk,nəʊvɛmbə,θɹɛd,sləʊ,dɛvəl,dɛd","snəʊ,tɹɛmbəl,sləʊ,dɪsɛmbə,sməʊk,ləʊkəl,ɡɜl,dɪsɛnd,bɪkʌm,sɪkəl","tɹɛmbəl,swɛl,dʌbəl,tɛmpəl,ɡɜl,fɹɛnd,wɜld,tɹaɪaŋɡəl,apəl,slɪm","wɜm,kɜvd,daiəmənd,dɪfɹənt,wɜd,tɹɛmbəl,wɜld,bɜd,bɜdən,dɪpɛndənt",,,"nəʊ,dəʊ,dɛd,snəʊ,ɡəʊ,ɛɡzɪt,ɛksaɪtɪd,ɛnd,ɛɡ,nəʊz",,,"dɪsɛnd,fɹɛnd,həʊtɛl,ɛnd,hand,tɹɛmbəl,lɛnd,kəʊk,sɛnd,kəʊt","kɜvd,wɛb,kəʊk,wɜld,kʊk,kʊk,əʊk,həʊp,kʌp,taɪp","kɜvd,ɡɜl,wɜm,wɜld,ɡɪft,ɡəʊt,ləʊkəl,tɹɛmbəl,wɛft,kɜnəl","snəʊ,ɪt,ɛlm,smɛl,ɡɜl,kɜvd,ɛdɪt,hɪt,ɛnd,vɛlvɪt","d 250%, ʊ 249%, ɜ 186%, ɡ 163%, ɛ 161%"
y,,,,,"ɹeɪdɪəʊ,lɪtɹɪt͡ʃə,pɹɪpeə,avɹɪd͡ʒ,bɹɪd͡ʒ,sʌmtaɪmz,sɪblɪŋz,eɪzliə,amplɪtjud,sɔ",,"dɔ,tɔt͡ʃ,tu,tu,tu,stɔ,tɔɪ,ɹɪt͡ʃ,dɹɪp,tʌt͡ʃ",,,,,,,,"hɑf,pɹiviəs,pjupəl,hjumən,smuð,tjubə,kjub,kjʊəɹiəs,skɹin,spɑs","tɜn,kwin,pʌs,skwiz,smuð,skɹin,sɜv,hɑf,sɔs,bɜn",,"faɪd͡ʒ,plutəʊ,pɛŋɡwɪn,ɪŋkɹis,haŋ,tɛlɪvɪʒən,ɡɹin,kaŋɡɐɹu,tʌŋ,klin",,,,,"pleɪn,pleɪn,θɪn,plan,fid,kɹeɪn,kɹeɪn,bladə,ɪn,bɹeɪn","ŋ 179%, d͡ʒ 151%, h 141%, t͡ʃ 114%, ɹ 94%"
yn,,,,,,,,,,,,,,,"hjumən,kjub,ɔɡən,vɒljum,fɔwəd,kəmpjutə,fɑ,tjubə,fɒɹən,kaʃju","fɔl,pəlismən,hjumən,fɔwəd,smɔl,fʊtbɔl,mɜkjʊɹi,tjubə,ʃɛdjul,fju",,"ɑɡju,ɪfɛkt,ɛksplɔ,aspən,ɪŋklud,pɒpjʊleɪʃən,hʌŋɡɹi,ɒptɪʃən,ɛkspleɪn,aks",,,,,"vɔɪs,aɪɹɪs,aɪɹɪs,vɒdkə,wɪspə,klɔɪstə,ɑɡju,feɪs,wɪski,fɒɡ","j 264%, f 236%, ɔ 175%, ɒ 171%, u 123%"
yœ,,,,,"ɹɪvju,lʊkfɔ,ju,ju,amplɪtjud,nju,vju,ɹeɪdɪəʊ,eɪzliə,leɪzi",,,,,,,,,,"dwɔf,skup,ɜθ,ɜθ,jus,smuð,heɪl,nju,smuði,feɪməs","bjutifəl,pil,pjupəl,jus,juʒuəli,spɪndəl,fɔt,sihɔs,fɔs,stil",,"ɹut,nju,jus,əʊpən,dju,pjupəl,lup,ju,ju,lus",,,,,"fud,ʃut,peɪn,pil,dɹeɪn,sut,seɪn,ɹeɪn,fʊt,məʃin","u 290%, j 230%, z 224%, i 103%, l 83%"
yɛn,,,,,,,,,,,,,,,"dju,ʃɛdjul,kjub,nju,kjʊəɹiəs,djʊəɹiən,stjuədɛs,tjubə,tɹu,ju","seɪf,pjupəl,bjutifəl,naɪf,faɪv,kjub,dwɔf,dɹaɪv,waɪf,ɹif",,"kɒkteɪl,seɪf,dju,saɪn,saɪn,kjub,nju,ʃɛdjul,pɒpjʊleɪʃən,ʃaɪn",,,,,"kɹieɪt,t͡ʃeɪn,eɪfɪd,ʃeɪk,eɪt,seɪf,ʃeɪp,kɒkteɪl,meɪk,ɡɹup","j 332%, u 289%, ʃ 210%, v 179%, e 171%"
ɑ,"dɹɪp,ɜθ,ɜθ,dɹɛs,d͡ʒupɪtə,fəʊtəɡɹaf,mɒθ,bɪtə,dansə,tɹansleɪt",,"səpɹaɪzd,pɹaɪvət,dɹaɪv,tɔtəs,pɹaɪs,ɛksəsaɪz,səpɔt,tɹaɪ,tiʃɜt,ɹaɪz","pɹəʊɡɹɛs,səpɹaɪzd,maɪkɹəfəʊn,pɹaɪmmɪnɪstə,d͡ʒupɪtə,sʌmtaɪmz,bɪtə,pɹɪntə,taiə,dɹaɪv","fəɹɛvə,nɛvə,klɛvə,hɛvi,hav,pɪvət,ɹɛfəɹi,pɪɡ,nɛfju,tɹʌk","banjən,ɡalɐksi,sɛləɹi,paɹədɒks,baɹəl,tɹanspaɹənt,saʊθ,tɹavəl,ʃaʊt,ʃɛl","saʊə,paʊə,taʊə,saʊθ,ʃaʊə,tɹi,haʊ,haɪ,saʊnd,haʊmɛni","θɜzdeɪ,bɪldɪŋblɒk,dɪvɛləp,ʌndəstand,səpɹaɪzd,heɪzəlnʌt,bʌsdɹaɪvə,wɔdɹəʊb,tɹeɪndɹaɪvə,sʌmwɒt","bɪldɪŋblɒk,sʌmwɒt,ɡɹashɒpə,dɪsɛnd,sʌndeɪ,dɪsɛmbə,kɹɒkədaɪl,stɹɔbəɹi,bazəl,ləʊkʌsttɹi","mʌðə,mʌndeɪ,bɪkɒz,mɪkanɪk,mɒθ,ɪkɒnəmi,ɡɹandmʌðə,mɒzəɹɛlə,pɒpmjuzɪk,bɪɡbɹʌðə","heɪzəlnʌt,nɜsəɹi,tɹʌk,lɪtəlbɹʌðə,bɹʌðəɹɪnlɔ,pɹəfɛsə,tɹeɪndɹaɪvə,nʌt,fətɒɡɹəfə,pɹəʊɡɹɛs","sɪstəɹɪnlɔ,bɪldɪŋblɒk,heɪzəlnʌt,stɹɔbəɹi,sʌnɪnlɔ,bɹʌðəɹɪnlɔ,bɹɛst,ɡɹandɔtə,pɹaɪmmɪnɪstə,dɹɔ","dɹʌŋk,ɹɛnt,ɹɛstɹɒnt,tɹʌŋk,ant,ant,nɜs,nʌt,nɜv,dwɔf","dɹʌŋk,tɹʌŋk,ɹɛnt,sʌnɪnlɔ,niə,sandpɪt,dɹɔ,vɒmɪt,dɹɛs,sand",,,"junɪvɜs,dɹaɪv,wɒlɹəs,dɛf,pandə,ɡɪv,swɒn,tɹeɪndɹaɪvə,pɪvət,dwɔf",,,"wɒt,jʊəɹanəs,tɹanspaɹənt,wɒnt,wɒlɹəs,swɒn,tɹansleɪt,tɹap,swɒmp,wɒn","ɑt,wɔp,wɔk,wɒt,tɹʌk,wɔtəmɛlən,at,ɹɛnt,hat,jɛt","kɒntɹakt,sand,mantəl,stand,tɹanspaɹənt,ɡɒd,kɒtən,hɑd,təwɔd,fɑt",,"ɹ 215%, ɒ 141%, a 135%, ð 124%, d 99%"
ɑŋ,"mɒθ,bʊk,bʊʃ,d͡ʒus,mɒs,d͡ʒupɪtə,dɹɪp,bʌkɪt,d͡ʒɪm,t͡ʃɪp",,"midiə,bɛd,ɔdə,dip,bʌtə,bʌsdɹaɪvə,biə,mɜdə,bɜd,ɐbaʊt","spiə,laʊdspikə,skɔpiən,tiə,ɡɹup,bɹaɪt,aʊtsaɪd,dɒɡ,lɒbstə,biə","pɪɡ,bɪɡ,fɹikwənsi,pik,kənstɹʌkʃənsaɪt,pɪkt͡ʃə,baɡ,t͡ʃik,kɪk,pɪŋk","bɒks,baɪɒləd͡ʒi,bi,bi,ʃaʊt,baɪ,bɑ,ʃi,bɛdʃit,bak","taʊə,saʊθ,saʊə,paʊə,tɔt͡ʃ,tuθ,aʊə,ʃaʊə,laʊs,maʊθ","bɑk,bɑk,bak,bat,daʃ,nɒt,nɒt,dɑk,ɐbaʊt,snɒt","bəʊt,bɹɒkəli,bɪzi,nɒt,nɒt,bɑk,bɑk,ɡəʊt,bi,bi","bʊk,bɒtəl,ɡʊəd,ɡɹaʊnd,ɡɹandɔtə,bɹɪŋ,ɡɹɪd,blak,bɹɪd͡ʒ,dɪɡ","dʌk,nʌt,nʌtmɛɡ,pinʌt,dɔtə,bʌt,bʌtə,ɪndʌstɹi,tɹʌk,stɛpdɔtə","bɹɒkəli,nʌt,dʌk,nʌtmɛɡ,dɔtə,blʌd,sut,nɔɪzi,bɪɡbɹʌðə,dɑk","tɹʌk,nʌt,ɒlmənd,kənɛkt,aʊt,nʌtmɛɡ,lʌk,ɑkɪtɛkt,kəlɛkt,wɔlnʌt","daiəmənd,lɔɪə,linɪənt,t͡ʃeəmən,ɹiə,ɹiə,ɹeə,niə,ɒlmənd,jiə",,,"dɹɪp,ɹɪpɔtə,dɹaɪv,biə,bɪtə,d͡ʒupɪtə,bʊʃ,bɪkɒz,pandə,sɪblɪŋz",,,"mɒθ,nɒt,nɒt,bɑk,bɑk,ɹəʊbɒt,bʊk,mɒs,snɒt,pɒt","nɒt,nɒt,ɑt,pɒt,linɪənt,snɒt,ɡɒd,ɒd,jɑd,ɹəʊbɒt","linɪənt,pɒt,nɒt,nɒt,spɒt,daiəmənd,ɹɒtən,kɒtən,ɹɛnt,bat","pʊt,pɒt,blɜɹi,piəni,aʊt,pup,bɹɛd,pʊə,bɛlɪ,ɐbaʊt","b 255%, ɒ 229%, d 198%, ɡ 129%, ɑ 102%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"bɛnt͡ʃ,pɛnsəl,ɪnsɛns,ɪnsaɪd,pɹɪns,bɛdʃit,dɛns,lɛnz,eɪnd͡ʒəl,ɛnd͡ʒɔɪ","ʒ 392%, d͡ʒ 343%, ɛ 337%, n 320%, ʃ 138%"
