,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"ʃakəl,t͡ʃeəmən,t͡ʃitə,d͡ʒəɹeɪniəm,mɪliən,tɹɪliən,kəlɛkt,pəlismən,kəɹɛkt,ɐksɛləɹeɪʃən","ʃaɪn,saɪn,saɪn,satɜn,satəlaɪt,pɹɪsaɪs,ʃʌtəl,ʃaʊt,satɪsfaɪd,t͡ʃɑt","ʃaʊə,lɪtəlsɪstə,djʊəɹiən,ʃakəl,d͡ʒuəl,saʊə,t͡ʃitə,ɐlɪtəl,ziəɹəʊ,t͡ʃeə","atəm,sɜtən,sʌk,ʃʌtəl,satɜn,t͡ʃɑt,satəlaɪt,təmɑtəʊ,tɹɪliən,ɑt","satɜn,t͡ʃɑt,sʌn,sʌn,patən,ʃɑk,t͡ʃat,fɹɪkʃən,ɒptɪʃən,kɑneɪʃən",,"skɛlɪtən,lɪtəlsɪstə,ɐlɪtəl,pɛlɪkən,satəlaɪt,d͡ʒɪɹaf,atəm,bɒtəm,sɪstəm,ɛlɪveɪtə","pɑtɪkəl,skɛlɪtən,pɛlɪkən,plastɪk,ɹɪfɹɪd͡ʒəɹeɪtə,ʃakəl,ɐlɪtəl,lɪtəlsɪstə,kəlɪʒən,satəlaɪt",,,"ɪlɛktɹɪʃən,ɪlɛkʃən,ɛksəsaɪz,tɹɪliən,aɪɹɪs,aɪɹɪs,daɪɹɛkʃən,ɔɹɪəʊl,ʌniən,ɪlɛktɹɪsɪti","sʌn,sʌn,ʃaɪn,hʌɹɪkeɪn,ʃʊd,fɒɹən,ɪlɛktɹɪʃən,saɪn,saɪn,ʃakəl",,"satədeɪ,laɪtnɪŋ,satəlaɪt,ɐtak,ɹɪlaks,ʃɑk,faktəɹi,saɪn,saɪn,daɪɹɛkʃən",,,,,"ʃɒpɪŋkɑt,ʃɑk,t͡ʃɑt,ʃɑp,slɪŋʃɒt,ʃɒp,ʃʊd,taiəd,t͡ʃaɪld,saiəns","ə 17%, ɪ 15%, t 11%, s 10%, l 10%, n 10%, a 9%, k 7%, ɹ 6%, i 5%"
iɤʊ,,,,,"ɪmɔtəl,mɛtəl,pɛtəl,vɪktɪm,fɹeɪm,aftə,meɪpəl,slɪm,sɪmbəl,apəl",,"mɔ,mɔtə,bɔɪl,ɪmɔtəl,ɹɪpɔtə,mɛtəl,fɪltə,bʌtə,bɒtəl,mɛlt",,,,,,,,"fʊtbɔl,ɪmɔtəl,ɔl,smɔl,fʊl,fɔl,wɔtəfɔl,ɹəʊl,ɔɹɪəʊl,ɔtʌm","fʊtbɔl,smɔl,swɛl,swɪm,fʊl,swɪŋ,swɪŋ,ɔl,bɔɹɪŋ,beɪsbɔl",,"slɪm,vɪktɪm,neɪm,fɹeɪm,sneɪl,lɪm,fʊl,ɹɪŋ,stɛm,stɪl",,,,,"slɪm,lɪm,swɪm,bɪldɪŋ,ɹɪmuv,smɔl,ʃɹɪmp,ɪmɔtəl,stɛm,stɪl","ɪ 18%, l 17%, t 13%, m 10%, ə 10%, s 9%, ɔ 7%, ɛ 7%, ɹ 6%, n 5%"
iʊŋ,,,,,,,,,,,,,,,,"kwin,kwaiət,ɛmplɔɪ,kəmplit,pɹaɪvət,pɹɪzən,klɒk,kəmpjutə,ɪŋklud,təɡɛðə",,"sɪmɛnt,neɪbə,sɛntə,nis,feɪməs,pɹaɪmmɪnɪstə,vinəs,ɹɪmɛmbə,mat͡ʃ,nɛst",,,,,,"ɪ 16%, ə 14%, n 11%, s 10%, m 10%, k 9%, t 8%, a 8%, l 7%, p 7%"
u,"ɹɒtən,lɜn,pɒpjʊlə,bɒtəm,ləʊtəs,ɹəʊbɒt,ɒfən,bʊʃ,ləʊd,wɔtəmɛlən",,"mɒθ,mɒs,pants,pʊʃ,fɒks,pɒpi,hɑf,bʊʃ,pas,bɒks","fɒks,hapi,pi,fɑ,pants,pɒpi,fɪks,kɒfi,hɑf,pan","liv,liv,ɹid,ɹid,hav,lid,luz,luz,fud,wiv","bʌtə,pɒpjʊlə,ɒtə,mɔtə,bɪɡbɹʌðə,dɔtə,bɪtə,bɪɡɪn,təɡɛðə,bɒdɪɡɑd","mɪɹə,vɐnɪlə,ɡɑdənə,vɪnɪɡə,vakjumklinə,maɡnɪtjud,iɡɹət,ɡɹɪd,bɪɡbɹʌðə,bladə","bɒtəm,ɒtə,ɹɒtən,patən,ɹəʊbɒt,bɒtəl,ɒpəɹə,pɒpjʊlə,atəm,bɹəʊkən","bɒtəm,ɒtə,patən,hɒspɪtəl,pɒkɪt,d͡ʒupɪtə,bɹəʊkən,pɑtɪkəl,bɒtəl,ɒptɪʃən","peəɹəntsɪnlɔ,ɛkspiəɹɪəns,ɹɪspɒnsəbɪlɪti,pɒlətɪks,paɹədɒks,tɛknɒləd͡ʒi,nɛbjʊlə,ɛkspɛɹɪmənt,mɒzəɹɛlə,ɐpɹɒksɪmət","ɹəʊst,ləʊd,ɹəʊz,ɹəʊp,nəʊt,nəʊtɪs,mɒs,kləʊs,ləʊtəs,məʊst","steə,plastɪk,stiə,stɪk,stɪk,mɒθ,d͡ʒupɪtə,sɪstəm,ɒfən,pɪkt͡ʃə","lɛnd,ɹɪɡɹɛt,lɪst,ɹɪst,tɔɪlɪt,ɹɪt͡ʃ,lɪɹɪks,dɹɪp,lɪp,lɛɡ","hi,sɪti,hɪt,sɪk,sɪt,θɪk,θɪk,si,si,stɪk",,,"bijuzdtu,lus,luz,luz,pʌs,ɹuf,jus,pʊʃ,pɒlətɪks,ɛkspiəɹɪəns",,"hɑf,ʃɒpɪŋkɑt,hav,kaʃiə,pɑtɪkəl,kaktəs,kaʒuəl,bɹið,pɒzɪtɪv,kɑd","dɔtəɹɪnlɔ,ɪməʊʃən,sɪmbəl,pəlismən,pəlut,ɪmɔtəl,mʌðəɹɪnlɔ,hʌsbənd,pɜpəl,pʌpɪt","dɪsɛnd,dɹɪp,ɪndɪpɛndənt,dɪpɛndənt,sɛkənd,hʌndɹɪd,teɪbəltɛnɪs,dɪfɪkəlt,ɐtɛnd,sɪmbəl","hɪt,sɪt,kɹɪkɪt,sɪti,θɪk,θɪk,hɪp,vɪzɪt,bɹɪk,sɪk","faɪv,hav,feɪz,haʊs,faɪd͡ʒ,haʊ,fɑ,fɒɡ,hɛd͡ʒhɒɡ,haŋ","ə 17%, ɪ 15%, t 12%, s 11%, l 9%, p 8%, ɹ 8%, k 7%, n 7%, i 6%"
uan,,,"kəʊt,dɹaɡənfɹut,bɹəʊkən,kənstɹʌkʃənsaɪt,ɡəʊt,kəʊst,ɡəʊst,aʊtsaɪd,əʊpən,ʃaʊt","kəʊt,kəʊst,ɡəʊt,ɡəʊst,bɹəʊkən,bəʊt,kəmplit,plant,laɪthaʊs,plan","nɛbjʊlə,mɜkjʊɹi,ɡɑdənə,stjudənt,dɹaɡənfɹut,kaməmaɪl,wɔtəmɛlən,ɐnɛməni,kɒlənaɪz,ɛnvaɪɹənmənt",,,,,"laʊs,laɪt,laɪt,laɪt,laɪthaʊs,ɹaɪt,ɹaɪt,ɹaɪt,ɡɹandɔtə,dɹaɡənfɹut","laʊs,kəʊt,aʊt,bɹəʊkən,klaʊd,ʃaʊt,ɡəʊt,laɪthaʊs,kɹaʊd,kəʊst","bɹəʊkən,kləʊk,pɹɒbləm,kləʊs,ʃaʊt,kliə,blʌnt,pleɪt,klaʊd,ɹəʊst","ɪməʊʃən,d͡ʒɪnd͡ʒə,lɪtɹɪt͡ʃə,bəʊt,ɡəʊt,ɪlɛktɹɪʃən,ɔlðəʊ,sməʊk,ɛnd͡ʒɪn,səʊld͡ʒə",,,,"dɹaɡənflaɪ,laɪthaʊs,laʊs,dɹaɡənfɹut,laɪt,laɪt,laɪt,laiən,laɪbɹeəɹiən,ɛnvaɪɹənmənt",,"ʃaʊt,kəʊt,aʊt,ɡəʊt,ɐbaʊt,haʊs,kɹaʊd,kɹaʊdɪd,klaʊd,keɪɒs",,"kəʊt,ɡəʊt,kəʊk,bəʊt,dɛkəɹeɪt,kəʊst,ɡəʊst,sɛkənd,kənteɪn,ɡɹɪd","kəʊt,ɡəʊt,kəʊk,bəʊt,ʃaʊt,pleɪt,kəʊst,bɹəʊkən,dɛkəɹeɪt,heɪt","kəʊt,ɡəʊt,klaʊd,kɹaʊd,kənteɪn,vaɪn,veɪn,kəʊst,ɡaɪd,aʊt","ə 17%, t 12%, n 12%, ɪ 11%, a 10%, ʊ 8%, k 8%, l 7%, ɹ 7%, d 6%"
uaɪ,,,"kəʊst,bɹəʊkən,ɡəʊst,pəʊstkɑd,ɹəʊst,kləʊs,kəʊt,məʊst,əʊpən,ɒstɹɪt͡ʃ","kəʊst,blʌnt,ɡəʊst,bɹəʊkən,pəʊstkɑd,kəʊt,ɹəʊst,kəʊk,kəmpeə,blʌd",,,,,,,,,,,,,"pəʊstkɑd,blʌnt,kənsʌltənt,kəʊst,bɹəʊkən,blʌd,plutəʊ,kləʊs,badmɪntən,ɹəʊst",,,"ɡɹəneɪd,siɐnɛməni,ɐnɛməni,ɛntəteɪnmənt,d͡ʒəɹeɪniəm,eəkəndɪʃənə,laɪbɹeəɹiən,sʌnɪnlɔ,linɪənt,sʌmwɒt",,,"waɪd,aʊtsaɪd,ɡaɪd,kəʊst,kɹaʊd,kəʊt,kɹeɪn,kɹeɪn,weɪst,weɪst","ə 17%, t 14%, n 14%, ɪ 10%, s 10%, ɹ 9%, k 8%, l 6%, p 6%, ʊ 6%"
ueɪ,,,"kɒf,kləʊðz,past,bɛləʊz,pas,snəʊstɔm,ɒstɹɪt͡ʃ,ɹəʊst,kləʊs,ɹəʊz","plʌmə,ɒstɹɪt͡ʃ,kɒf,wɜm,kɹʌst,kɹʌst,past,snəʊstɔm,mɪks,məʊst",,,,,,"ləʊ,ləʊnli,ɹəʊst,kɔməɹənt,ɹəʊz,spaɹəʊ,ɹulə,nəʊ,nəʊz,pɪləʊ","ɹəʊst,nəʊz,ɹəʊz,məʊst,ɪnstɹəmənt,kləʊs,mɪɹə,ɔlməʊst,ɪkɒnəmi,kləʊðz","ɹəʊst,sɒft,past,stɑ,lɜn,stiə,kamɹə,plʌmə,pi,ləʊ","snəʊstɔm,ləʊnli,kɒmɪt,ɹəʊl,nəʊ,nɛkst,ləʊ,ɹəʊst,kɒɹəl,kɔməɹənt","kɹʌst,kɹʌst,stɹɛt͡ʃ,plʌmə,stɹɒŋ,stɹɒŋ,klam,kɹab,snəʊstɔm,kləʊk",,,"paɪlət,kɒlənaɪz,paɹət,kʌlə,kaləndə,kɔməɹənt,bɛləʊz,ləʊnli,pɒlətɪks,pəʊləbeə",,"əɹɪd͡ʒɪnəli,ɔdɪnəɹi,ʃɒpɪŋkɑt,ɪmɪd͡ʒ,ɪmidɪətli,ɒpəɹə,mʌlbəɹitɹi,faɪnəli,mɛməɹi,kɒlənaɪz","kɔməɹənt,tɹɛmbəl,tʌnəl,mɛməɹi,hapɪnəs,ɒpəɹə,stʌmək,teɪbəl,teɪbəl,ɹʌbə",,"kɔməɹənt,tɹɛmbəl,plʌmə,kat͡ʃ,kɜnəl,kɑ,kʌm,wɪt͡ʃ,tʌnəl,wɜld","ɹəʊl,ɹɛptaɪl,mɪɹə,kɒɹəl,paɪlət,haʊl,paɪl,kaməmaɪl,kaʊnt,paʊdə","ə 19%, t 12%, l 10%, ɹ 9%, s 9%, k 9%, ɪ 9%, m 8%, n 8%, p 7%"
uɑ,,,"plan,klam,plant,laʊs,klaʊd,plaʊ,planɪt,kəʊt,kɹab,kəʊk",,,,,,,,,,,,,,"dɹaɡənflaɪ,slaɪd,slaɪd,landslaɪd,nʌtmɛɡ,lɛɡ,plan,tɹʌk,tɹansleɪt,slantɪd",,,"sʌk,tɜbɪd,leɪdɪbʌɡ,dʌk,dɛd,nʌt,ɹɪɡɹɛt,ɹʌb,ɡɹandɔtə,ɹabɪt","kəʊt,kəʊk,planɪt,ɡɹɪd,kɹɪkɪt,kɹab,kwɪlt,dɛd,kɪl,ɹɪɡɹɛt",,"kəʊt,kɹaʊdɪd,kəʊk,klaʊd,nʌtmɛɡ,kɹaʊd,ɡəʊt,maɹɪɡəʊld,manɪd͡ʒ,pɒmɪɡɹaneɪt","l 13%, ɪ 13%, a 12%, t 11%, k 10%, n 9%, d 9%, ə 8%, ɹ 8%, ɛ 6%"
uɑŋ,,,"plan,kəʊt,plant,kəʊst,kəʊk,klam,ɡəʊt,klɒk,kɹɒs,dɹaɡənflaɪ","plan,klin,kwin,klam,kəʊt,kəʊk,plant,kəʊst,ɡəʊt,kəmplit",,,,,,,,,,,,,"dɹaɡənflaɪ,dɹaɡənfɹut,landslaɪd,bʌtəflaɪ,labəɹɪnθ,lɒɹidɹaɪvə,plan,ladə,θɹʌʃbɜd,kɹɒkədaɪl",,,"dɛd,ɹɛd,sɔt,sut,kəʊt,nɒt,nɒt,pinʌt,tɜbɪd,lɒk","tɹampəlin,dʌbəl,pɜpəl,kwin,dɛkəɹeɪt,pɹɒbəbəl,bɪtwin,fəɡɛt,bʌbəl,twɪɡ","kəʊk,kəʊt,dɛkəɹeɪt,plan,pɛlɪkən,planɪt,kəlɪʒən,kwin,kəmplit,ɡəʊt","waɪd,kwin,ɡaɪd,waɪn,ɹɛd,wɛn,wɛn,fəɡɛt,laɪn,dɛd","l 13%, ə 11%, t 11%, k 11%, ɪ 11%, a 11%, n 10%, ɹ 8%, d 8%, ɛ 6%"
uɔ,,,"maɪkɹəʊweɪv,maɡpaɪ,naɪf,maɪkɹəfəʊn,mɪθ,mɑz,meɪ,apəlpaɪ,mʌsəl,mʌnθ","baɪ,maɡpaɪ,kamfətɹi,pan,apəlpaɪ,baiəs,paɪnapəl,bɑn,mʌʃɹum,faiəflaɪ","nɛk,nid,wiv,nɛɡətɪv,nʌtmɛɡ,neɪkɪd,nɜv,weɪv,tsunɑmi,kaʒuəl","bɑk,bɑk,pɑk,dɑk,ɪnɜʃə,nʌtmɛɡ,mʌðə,matə,bʌtə,mʌsəl",,"matə,mantəl,mɛtəl,nɒt,nɒt,man,mʌsəl,dɒktə,bɒtəl,baɡ","bɑk,bɑk,pɹeɪ,mɒθ,pɑk,pleɪ,pleɪ,bɒtəm,mɑkɪt,mɑt͡ʃ","lʌk,lɔ,nʌt,nɔθ,nɛk,nɜsəɹi,nəʊ,ɹʌf,naɹəʊ,nɛtwɜk","ni,meɪ,nəʊ,nɜsəɹi,naɪf,naɹəʊ,nɜv,maɹəʊ,nɛsɪsəɹi,maɹi","ɹɒŋ,lɒŋ,dɒɡ,dɒŋki,zu,nɔθ,lɔɪə,teɪkkeəɹɒv,lɔ,mʌsəl","nɛk,ni,ɹeɪk,meɪk,leɪk,tu,tu,tu,nɛst,du","nɛk,ni,nɛst,nɛsɪsəɹi,nəʊ,lɔ,mad͡ʒɪk,dɒŋki,ɹɒŋ,dɔ",,,"maɡpaɪ,ɹʌf,nɜs,ɐɹaɪv,nɛfju,ɐlaɪv,naɪf,laɪv,nʌtmɛɡ,laɪf",,"kaʒuəl,wiv,iɡəl,ɹif,weɪv,ɡɪv,ɪf,hav,aʊl,kaʊ","nɔθ,nɜs,ɹʌf,nɜv,nəʊ,nʌt,ni,nɛk,tɛmpəl,ɜθ","mɛtəl,pɜpəl,tɜtəldʌv,apəl,meɪpəl,dɔtəɹɪnlɔ,tɜtəl,dʌbəl,mɔ,dɹɔ",,"meɪ,weɪv,nɜv,naɪf,mɔ,faɪv,maɪkɹəʊweɪv,nɛk,meɪk,naʊ","ə 13%, ɪ 13%, l 10%, a 10%, m 10%, k 10%, n 9%, t 9%, s 8%, ɹ 8%"
uən,,,"skwɒt,wʊlf,nɛbjʊlə,stju,pɒpjʊlə,stjudənt,swɒmp,skɹɪpt,kalkjʊleɪt,tjulɪp","stju,splɪt,skwɒt,spɪt,skɹɪpt,spiə,stɹɔ,skɹat͡ʃ,swɒmp,dwɔf","skwɪɹəl,skwɪd,spid,stju,fɛbɹuəɹi,spɪt,skweə,skwɒt,spiə,skup",,,,,"nɛbjʊlə,stju,skwɒt,dju,dwɔf,nju,mɜkjʊɹi,mɛlədi,stjuədɛs,skwɪɹəl","stju,spɪt,skwɒt,skup,spɪl,nju,splɪt,swɒmp,dju,spiə","spɪt,stju,splɪt,skwɒt,skɹɪpt,swɒmp,spiə,spɪl,stɹɔ,skup","skɹɪpt,stju,sɪlk,tɹu,splɪt,swɒmp,stɹɔ,stjuədɛs,kwɪlt,skwɒt","spɪt,stɹɔ,stɪk,stɪk,sɪkɐmɔ,dɹɪp,stju,sɪstəɹɪnlɔ,spɪnɪt͡ʃ,splɪt",,,"mɜkjʊɹi,swɒləʊbɜd,stju,swɒləʊ,stjuədɛs,skwɒt,dwɔf,tjulɪp,stɹɔbəɹi,mʌlbəɹitɹi",,,"swɒləʊ,stjuədɛs,swɒləʊbɜd,stju,skwɒt,nɛtwɜk,skɜt,mɜkjʊɹi,swɛt,ɐpɹɒksɪmət","skɹɪpt,skwɒt,stju,skup,smɛl,stjuədɛs,skwɪɹəl,skɜt,spɔt,spɪnɪt͡ʃ","stju,spɪt,splɪt,skwɒt,skɹɪpt,skwɪd,skup,skɛlɪtən,skweə,spiə","stju,skwɒt,skwɪd,spɪl,skup,spɪt,splɪt,skwɪɹəl,spɹɛd,skɛlɪtən","s 18%, t 12%, ɪ 12%, ə 11%, p 10%, k 9%, ɹ 8%, l 8%, n 6%, w 6%"
y,,,,,"fɛbɹuəɹi,juʒuəli,feəɹi,mətiəɹiəl,θiəɹi,pɹiviəs,bəlun,nidəl,maɡɐzin,ɡɹad͡ʒuəli",,"juʒuəli,ju,ju,d͡ʒanjuəɹi,fɛbɹuəɹi,djʊəɹiən,stjuədɛs,nju,kjʊəɹiəs,jʊəɹanəs",,,,,,,,"tɔneɪdəʊ,nɛɡətɪv,teɪbəltɛnɪs,maɹɪɡəʊld,mɛɹiɡəʊɐɹaʊnd,maɡɐzin,maŋɡəʊ,flɐmɪŋɡəʊ,ɐkɔdɪŋtu,neɪkɪd","ɡəʊ,dɪsdeɪn,ɡəʊt,bɪɡɪn,dɛd,ɡəʊst,ɐɡɛn,keɪd͡ʒ,ɡəʊl,dɹaɡənfɹut",,"nɛɡətɪv,tɛknɒləd͡ʒi,ɐnɛməni,siɐnɛməni,mɛlədi,naɹəʊ,ɪmidɪətli,meɪbi,teɪbəltɛnɪs,snapdɹaɡən",,,,,"vju,ju,ju,ɹɪvju,stjudənt,fju,hɛvən,stju,jʊəɹɪn,ɛvɪdəns","ə 16%, n 14%, ɪ 13%, i 10%, s 9%, t 9%, ɹ 8%, l 7%, d 7%, m 6%"
yn,,,,,,,,,,,,,,,"nəʊz,neɪbə,kɒlənaɪz,pəʊləbeə,nɛbjʊlə,maɹɪɡəʊld,teɪbəltɛnɪs,nəʊtɪs,ɹəʊl,tɔneɪdəʊ","ɡɹəneɪd,t͡ʃeəmən,kəmpeə,ɡəʊl,kənteɪn,kɹeɪn,kɹeɪn,ɡəʊldən,sɪnəmən,kəntɹəʊl",,"siɐnɛməni,nɛɡətɪv,ɐnɛməni,sɪnəmən,labəɹɪnθ,snapdɹaɡən,dɹaɡənflaɪ,ɐnaʊns,mɪnɪməm,lavəndə",,,,,"ɛvɪdəns,kəʊɪnsɪdəns,ɪnsaɪd,hav,ɐnaʊns,faɪnans,sɪblɪŋz,sɪns,faɪv,kənsɪdə","ə 18%, ɪ 17%, n 15%, l 9%, s 8%, t 7%, a 7%, m 7%, d 6%, ʊ 6%"
yœ,,,,,"izi,nudəl,juʒuəli,mjuzɪk,ɹɪspɒnsɪbəl,hɪstəɹi,mɒdəl,ziəɹəʊ,klasɪkəlmjuzɪk,bɪɡsɪstə",,,,,,,,,,"mad͡ʒɪk,maɡɐzin,maŋɡəʊ,tɔneɪdəʊ,bɪɡsɪstə,neɪbə,vɛd͡ʒɪtəbəl,maɹɪɡəʊld,maɪkɹəʊweɪv,mɛsɪd͡ʒ","dɪspleɪsmənt,deɪzi,dəʊneɪt,kɹeɪzi,beɪsbɔl,neɪbə,dɪsɛmbə,vɛd͡ʒɪtəbəl,bɪɡsɪstə,leɪzi",,"siɐnɛməni,ɛnəd͡ʒi,mɛməɹi,ɐnɛməni,tɛknɒləd͡ʒi,neɪbə,ɛnəmi,ɪkɒnəmi,nəʊ,tsunɑmi",,,,,"ɐsɪstənt,ɛnəd͡ʒi,ɔɪstə,izi,hɪstəɹi,amfɪθieɪtə,ɛntə,sɪstə,d͡ʒɛndə,mɒnjumənt","ə 16%, ɪ 16%, s 12%, n 11%, t 11%, m 9%, i 8%, l 6%, k 6%, ɹ 6%"
yɛn,,,,,,,,,,,,,,,"tɛknɒləd͡ʒi,tɔneɪdəʊ,d͡ʒəɹeɪniəm,maɹɪɡəʊld,nɛɡətɪv,t͡ʃeəmən,kəntɹəʊl,kɒlənaɪz,ɡəʊldən,maɪkɹəʊweɪv","ɔɹɪəʊl,d͡ʒəɹeɪniəm,t͡ʃeəmən,tɔl,tɔneɪdəʊ,ʌniən,ʃʊd,ɡəʊl,fʊl,t͡ʃeɪn",,"siɐnɛməni,nɛɡətɪv,ɐnɛməni,tɛknɒləd͡ʒi,nɛk,nʌtmɛɡ,nɛbjʊlə,ɐnaʊns,sɪɡəɹɛt,snapdɹaɡən",,,,,"satəlaɪt,sɪkɑdə,satədeɪ,spaɪdə,aɪdəl,saɪlənt,apəlpaɪ,ʃakəl,vɒləntəɹi,lɪtəlsɪstə","ə 19%, ɪ 16%, n 12%, l 10%, s 10%, t 9%, k 6%, ʊ 6%, e 6%, ɹ 6%"
ɑ,"bʊk,jʌŋ,bɑk,bɑk,bɔd,ɡʌn,bɔɪ,bɒm,bɑn,bɑ",,"ʃeɪk,pʊt,bɔd,ɛɡzɪt,θɪk,θɪk,sɪk,bʊk,pɔt,ʃaʊt","θɪk,θɪk,hɛvi,kɒfi,hi,ʃeɪk,ɛɡzɪt,fɪks,hɛlθi,hɪt","ɡəʊld,ʃild,kəʊld,kɪs,kaʃiə,fild,əʊld,əʊld,t͡ʃiz,bɪld","bɪld,ɡəʊld,skəʊld,həʊld,bəʊl,vɒdkə,fəʊld,kəʊld,wʊl,fʊl","bɪɡsɪstə,beə,beə,ðeə,ɡɔlbladə,weə,weə,wɪspə,ɡɹavɪti,bɪzi","hɪt,hɪl,sɪt,heɪt,hi,hɪp,pʊl,fʊl,həʊl,həʊl","hi,hɪt,pi,θɪn,hapi,heɪt,ʃi,θɪk,θɪk,sɪti","slaɪd,slaɪd,landslaɪd,laɪt,laɪt,laɪt,dɹaɡənflaɪ,laɪk,laɪk,bʌtəflaɪ","hɪt,θɪk,θɪk,haɪt,ʃeɪk,ɪt,sɪt,heɪt,sɪk,eɪt","hɪt,θɪk,θɪk,hi,ki,kɪk,sɪti,ʃi,tɪkɪt,heɪt","bɪld,landslaɪd,bijuzdtu,bʌsdɹaɪvə,bɛdɹum,valju,land,dɒɡ,sandpɪt,ləʊnli","bɪɡbɹʌðə,mʌðə,ɹɒŋ,bɹʌðə,bɛdɹum,baɡ,lɒŋ,dɒɡ,ɡɹandmʌðə,mʌðəɹɪnlɔ",,,"kɒfi,haɪ,θɪk,θɪk,bɔɪ,hi,jʌŋ,haɪt,hɪt,faɪt",,,"swɒmp,swɒn,hand,ɐsjum,sand,fɹɒm,ɒn,fan,bɒm,wɒn","sand,valju,swɒn,hand,swɒmp,stand,slantɪd,sandpɪt,kandi,tɹansleɪt","kamfətɹi,kandi,fɹɒm,swɒmp,ɑm,swɒn,ɒn,fɑm,tɹi,slantɪd",,"ɪ 18%, t 12%, k 10%, a 10%, d 9%, l 9%, ə 9%, n 8%, ɹ 7%, i 7%"
ɑŋ,"ɡʌn,bɜn,jʌŋ,ðɛn,laɪn,pʌŋk,pɔɪzən,vaɪn,bɑ,bɑk",,"haɪ,haɪt,bʌbəl,faɪbə,bʌt,haɪd,bɜd,bɔd,faɪt,pʊt","ʃaɪn,haɪdɹeɪnd͡ʒə,baɪɒləd͡ʒi,aɡɹɪkʌlt͡ʃə,ɪnsaɪd,t͡ʃɛɹi,d͡ʒulaɪ,bɛdʃit,ɔlðətaɪm,hʌɹɪkeɪn","waɪ,wit,waɪd,ɡəʊld,wi,kiwi,pis,bi,bi,bit͡ʃ","bəʊl,ɡəʊl,blakhəʊl,bat,ɡəʊld,bɛd,skəʊld,beə,beə,vɒdkə","dɹaɡənflaɪ,ɛnvaɪɹənmənt,balkəni,bɑ,waɪ,vɪnɪɡə,ɡaɪd,bladə,badmɪntən,baɪ","ðɛn,bɜd,θɪn,bɛd,bɜn,bʌt,pɛn,bɔl,blʌd,vaɪn","plʌmə,blʌd,pɛn,spɹɛd,plan,pleɪn,pleɪn,bɹʌðə,ðɛn,bɜd","pəlismən,stɹɔbəɹi,mʌlbəɹitɹi,ɒpəɹə,ɹɛfəɹi,bʌkɪt,sməʊk,ɑbɪtɹəɹi,bʌbəl,swɛt","waɪt,waɪd,ɛɡwaɪt,ɡaɪd,waɪ,baɪt,laɪt,laɪt,laɪt,waɪn","ki,waɪ,waɪt,ʌðə,pi,bɹʌðə,hi,ɛɡwaɪt,θɪk,θɪk","dɹaɡənflaɪ,ɡʌvən,ɛnvaɪɹənmənt,laɪlək,ɹɑðəðɐn,pɹaɪvət,ɡaɪd,vaɪɹəs,laɪ,laɪ","ɹɑðəðɐn,ɡɹandfɑðə,fɑðə,mʌðə,dɹaɡənflaɪ,bɹʌðə,ɡɹandmʌðə,ʌðə,bɪɡbɹʌðə,bɐnɑnə",,,"pɒpmjuzɪk,ʃaɪn,d͡ʒanjuəɹi,wɒʃɪŋməʃin,faɪnəli,klasɪkəlmjuzɪk,faiəflaɪ,kʌɹi,haɪ,haɪɐsɪnθ",,,"vɛɹi,valɪ,jɑn,kamfətɹi,vɛt,ɐsjum,d͡ʒanjuəɹi,θɹi,fɜst,fɹɒm","kamfətɹi,jʊəɹanəs,avəlanʃ,d͡ʒanjuəɹi,ɐsjum,ɹɛfəɹi,ɑbɪtɹəɹi,nɜsəɹi,banjən,tɹampəlin","kamfətɹi,avəlanʃ,jɑn,ɹɑðəðɐn,fɹɒm,fəɹɛvə,kandi,θɜsti,tɹavəl,ɹɛfəɹi","ɹʌbə,plʌmə,kʌlə,ɒpəɹə,wɜm,bɹʌðə,mɜdə,jʌŋ,ɡʌvən,ɪnstɹəmənt","ə 15%, ɪ 14%, a 11%, n 11%, t 10%, l 10%, b 8%, ɹ 8%, d 7%, i 6%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"bɹʌðə,blu,ɡɹup,ðeə,ɹeɪzə,bɪɡbɹʌðə,fətɒɡɹəfə,it͡ʃʌðə,nɔɪzi,fɛbɹuəɹi","ə 22%, i 14%, ɪ 10%, ɹ 9%, e 9%, b 8%, t 8%, s 7%, d 7%, u 7%"
