,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"sɪkəl,baɪsɪkəl,pɪkəl,t͡ʃik,ʃeɪk,pʊt,sɪk,bəʊt,ʃakəl,ləʊkəl","bəlun,pɪkəl,t͡ʃizkeɪk,iɡəl,pik,t͡ʃik,ʃakəl,pəlut,taɪɡə,sɪkəl","kat͡ʃ,pɪd͡ʒən,pit͡ʃ,tit͡ʃə,bit͡ʃ,bit͡ʃ,kabɪd͡ʒ,təɡɛðə,fit͡ʃə,kɪt͡ʃən","bad,spid,badmɪntən,bat,tɜbɪd,spaɪdə,spɪndəl,matə,fəbɪd,ɹabɪt","badmɪntən,dɪlɪd͡ʒənt,bɪld,spaɪdə,ladə,ɹabɪt,kabɪd͡ʒ,ɡɔlbladə,matə,bladə","hɒspɪtəl,pɛtəl,sut,spid,pɛsəl,ʃʌtəl,pil,apəl,mɛtəl,pɪkəl","spɹɛd,spid,θɹɛd,ɹɛd,sid,stil,pɪkəl,pil,pi,apəl","saʊnd,fit͡ʃə,haɪt,saʊə,ʃaʊə,faɪt,ɹaʊnd,faɪnd,fʌnd,haɪd","sɪkəl,pɪkəl,satəlaɪt,ləʊkəl,θɪk,θɪk,hɪt,sɪk,tit͡ʃə,ɐlɪtəl","keɪk,steɪbəl,taɪɡə,peɪpə,teɪbəl,teɪbəl,laʊdspikə,skaɪskɹeɪpə,spaɪdə,kaɪt","ɹɪlis,lɪli,dɪlit,ɹɪlɪd͡ʒən,dɪlɪd͡ʒənt,lɪst,ɹɪst,sneɪl,bɪld,stɹɛt͡ʃ","stɹɔbəɹi,θɹi,fɹaɪ,stɹɛt͡ʃ,flaɪ,flaɪ,si,si,hi,slaɪd",,,"jist,list,spun,haɪ,faɪnd,bəlun,lik,ɹɛkɔd,kɑ,sɪŋɡəl",,,"ɐsjum,ɹɛfəɹi,nɜsəɹi,handəl,tɹi,sand,hand,swɒmp,saʊnd,nɛsɪsəɹi","standəd,stand,dafədɪl,stɹɛt͡ʃ,stjuədɛs,ɐsjum,sneɪl,swɒn,ʌndəstand,nɜsəɹi","θɹi,θɹɪfti,ɹɛfəɹi,tɹi,stɹɛt͡ʃ,stɹit,tɹavəl,θɜsti,ti,slipi",,"ə 15%, ɪ 14%, t 12%, l 12%, s 11%, a 8%, i 8%, d 7%, k 7%, p 6%"
ən,"mɪnɪt,wɪn,lɪnɪn,skwɒt,mɜkjʊɹi,θɪn,pɛŋɡwɪn,mɪnɪməm,bʊk,pɹɪnt",,"spɔt,skul,spɪt,spaɹəʊ,spid,baskɪtbɔl,swɒləʊ,skwɪd,skɜt,skup","skup,tɹanspaɹənt,skwɒt,kləʊk,spaɹəʊ,pɹəʊɡɹamə,bʊk,ɛlɪmənt,spɒt,pɹəʊɡɹam",,"stju,smuði,nju,dju,skaɪ,skwɒt,ju,ju,stɹɔ,smuð",,"ʃɛdjul,səʊləsɪstəm,kalkjʊleɪt,baskɪtbɔl,ʃəʊldə,nɛbjʊlə,səʊld͡ʒə,skɛlɪtən,tɛknɒləd͡ʒi,swɒləʊbɜd",,"vɒləntəɹi,faɪnəli,d͡ʒəɹeɪniəm,mɪnɪməm,sɪnəmən,ɛlɪmənt,vɐnɪlə,maksɪməm,linɪənt,əɹɪd͡ʒɪnəli",,,,,,,"skup,spɔt,bɔɪ,spɒt,stju,smuði,bʊk,ju,ju,dju",,"stju,nju,mɒnjumənt,dju,tjuzdeɪ,ju,ju,kaʃju,d͡ʒanjuəɹi,swɒləʊ","wɒt,swɒn,wɒn,ɹəʊbɒt,skwɒt,wɔn,seɪn,swɒləʊ,jɔn,wʊd","swɒləʊ,sɛləɹi,wɒlɹəs,tɹanspaɹənt,spaɹəʊ,ɹəʊbɒt,sɛkɹətɹi,mɒzəɹɛlə,paɹət,nɜsəɹi","sɛkɹətɹi,swɒləʊ,deɪnd͡ʒəɹəs,kamfətɹi,ɔlðətaɪm,swɒləʊbɜd,wɒlɹəs,tɛknɒləd͡ʒi,nɛptjun,paɹət",,"ə 15%, s 14%, ɪ 12%, n 11%, t 11%, l 8%, ɹ 8%, k 7%, p 7%, a 6%"
əŋ,"wɪn,waɪn,ɹeɪn,pleɪn,pleɪn,kɹeɪn,kɹeɪn,ɹɪstɹeɪn,veɪn,θɪn",,"faɪnəli,mʌlbəɹitɹi,pɒpi,ɹɪspɒnsɪbəl,ɑbɪtɹəɹi,ɹəʊbɒt,mɛməɹi,kɒɹəl,ləʊkəl,ləʊnli","ɹəʊp,jəʊk,wɔdɹəʊb,θɹɛd,fɹɛnd,wɔp,ləʊkʌsttɹi,θɹi,fləʊt,slɪm","ləʊ,sləʊ,snəʊ,dəʊ,ɹəʊm,wil,θɹəʊ,nəʊ,ɹəʊl,dəʊm","snəʊ,dəʊ,sləʊ,sɛnd,ləʊ,nəʊ,stand,stil,bɛnd,ðɛn","ɛkspɛɹɪmənt,dɹaɡənflaɪ,ɛlɪmənt,ɪmpʌls,fɹaɪdeɪ,ɹɪmɛmbə,vɪnɪɡə,labəɹɪnθ,ɪmidɪətli,flɐmɪŋɡəʊ","ɹaɪnəʊ,tɹɛmbəl,tɹeɪn,tɹeɪn,nəʊt,snəʊ,kɹəʊ,pɹəʊɡɹam,nəʊ,bəʊt","tɹɛmbəl,kwin,swɛl,tɹampəlin,tɹi,tɹeɪ,tɹaɪ,bɪtwin,pɹeɪ,tɹeɪn",,"eɪpɹəl,pleɪt,ləʊkəl,pleɪ,pleɪ,leɪt,pɹeɪ,əʊkeɪ,leɪk,eɪt","pɹeɪ,pleɪ,pleɪ,peɪ,haɪ,pleɪn,pleɪn,bɹeɪn,pleɪt,ðeɪ","tɛknɒləd͡ʒi,ɹəʊl,ɛkspleɪn,tɔneɪdəʊ,ɐksɛləɹeɪʃən,t͡ʃɛləʊ,vɒlkeɪnəʊ,ɛkspləʊd,ɪɹəʊd,kɒlənaɪz","stil,steɪ,ləʊ,steɪbəl,stɛm,stim,ləʊkəl,steɪn,teɪbəl,teɪbəl",,,"d͡ʒɪm,ɪmad͡ʒɪn,ɹɪmɛmbə,ɛlɪmənt,baɪɒləd͡ʒi,mɪnɪməm,d͡ʒɪŋkɡəʊ,flɐmɪŋɡəʊ,vɪnɪɡə,ʃɹɪmp",,"snəʊ,ɹəʊl,nəʊz,ɹəʊz,sləʊ,kandi,θɹəʊ,nəʊ,ɹəʊm,ɹəʊd","ɹaɪnəʊ,maɪkɹəfəʊn,ɔdɪnəɹi,deɪnd͡ʒəɹəs,maɪkɹəʊweɪv,ɹəʊm,faɪnəli,daɪnɪŋɹum,nɜsəɹi,mɛməɹi","deɪnd͡ʒəɹəs,eɪnd͡ʒəl,ɑbɪtɹəɹi,ɹəʊm,ɐksɛləɹeɪʃən,ɔdɪnəɹi,sɛkɹətɹi,eɪpɹəl,tɹeɪn,tɹeɪn","eɪpɹəl,deɪnd͡ʒəɹəs,kaməl,ɑbɪtɹəɹi,kɒɹəl,teɪbəl,teɪbəl,eɪnd͡ʒəl,steɪbəl,ɔdɪnəɹi",,"ə 15%, ɪ 15%, n 11%, ɹ 11%, l 11%, s 8%, t 8%, ʊ 8%, a 7%, e 6%"
ɤʊ,"θɜzdeɪ,ðeɪ,mʌndeɪ,beɪsbɔl,ɛndjʊə,ðeə,heə,baskɪtbɔl,sʌndeɪ,stju",,"pɒpi,hi,hɛvi,hɪl,bɔɪ,bʌt,bɔd,fild,bɛnd,bɔɪl","əʊkeɪ,peɪ,keɪk,pɒpi,paŋkeɪk,bʌkɪt,pɒkɪt,mʌŋki,kʊki,beɪk","neɪkɪd,katəpɪlə,fəbɪd,pɪɹɐmɪd,θɜzdeɪ,dafədɪl,kɪdni,bɪld,beə,beə","hand,fan,fɑ,fɑm,pan,hɑd,fɑt,hɑt,hapi,ɡɹandmʌðə",,,,,"mɑkɪt,heɪt,əʊkeɪ,pɒkɪt,heɪl,mʌndeɪ,peɪ,hapi,hi,pɒpi","heɪt,peɪ,hapi,hi,mɑkɪt,əʊkeɪ,pɒpi,pɒkɪt,mʌndeɪ,hɪt","hɪl,fild,bɪld,hi,ɛlm,ɐtɛnd,lɛnd,θɜzdeɪ,heɪl,hɛl",,,,"bʌt,bɔd,bɑk,bɑk,pɑk,pɒpi,bɪhaɪnd,bɛlɪ,pɑt,bɛnd",,"katəpɪlə,ɡɪv,nɛɡətɪv,bɪld,nɜv,teɪl,kɪl,pɪvət,əʊld,əʊld","mʌndeɪ,θɜzdeɪ,ɐtɛnd,hʌt,ɐsjum,heɪzəlnʌt,ʌndəstand,hɜt,sʌndeɪ,fʌnd","θɜzdeɪ,ɐtɛnd,mʌndeɪ,ʌndəstand,θɜsti,sʌndeɪ,ɪndʌstɹi,dɪsdeɪn,dɪsɡʌstɪd,heɪzəlnʌt","θɜzdeɪ,hi,θɜsti,mʌndeɪ,θɹɪfti,hapi,ɐtɛnd,hɛvi,steɪ,ðeɪ","heɪl,hɪl,teɪl,mɪl,sneɪl,weɪl,spɪl,bɪld,feɪl,kɪl","ɪ 21%, d 12%, t 11%, e 9%, l 9%, ə 9%, n 8%, i 8%, k 7%, s 6%"
ɨ,,,,,,,,,,"laɪbɹəɹi,blak,satəlaɪt,ɹap,zɛbɹə,laɪlək,laɪk,laɪk,bladə,bɹeɪk",,,"zɛbɹə,bladə,laɪlək,laɪbɹəɹi,paɹət,sɪblɪŋz,sʌmtaɪmz,steɪbəl,teɪbəl,teɪbəl","steɪbəl,teɪbəl,teɪbəl,keɪk,teɪk,bɹeɪk,leɪk,stab,teɪkkeəɹɒv,steɪd͡ʒ",,,,,,,,,,"ɪ 14%, l 13%, ə 13%, t 11%, a 10%, ɹ 8%, p 8%, s 8%, e 8%, k 7%"
ɯʌ,,,"fɪks,fɪzɪks,kɔz,ɡʌts,kɒf,sɪks,lɪɹɪks,mɪks,waks,ɡus","kɒfi,fɪks,kɒnflɪkt,kɹaɪ,sɪks,kɑ,kɒf,kʊk,kʊk,kleɪ","waks,kɔ,kɔz,ɡɹɪd,mɪks,kul,fɪks,aks,wɪð,ɛɡzɪt","mɪnt,wɒt,wɪnd,wɪn,mɪnɪt,wʊl,pɛŋɡwɪn,ɡʊdbaɪ,mɪɹə,maʊntɪn",,,,"ɡlas,ɡɹas,ɡɹandfɑðə,wɒlɹəs,ɡɹandmʌðə,ɹɪlaks,dɹɪŋk,laŋɡwɪd͡ʒ,ɡɑlɪk,valɪ","kɒfi,wɒʃ,kʊk,kʊk,dɹɪŋk,ɡɹɪd,bɹɪk,kɒf,ɡɹas,aŋɡɹi","ɡɑbɪd͡ʒ,ɡaɹɪd͡ʒ,kaɹɪktə,lɪtɹɪt͡ʃə,bɪkɒz,kabɪd͡ʒ,bʊt͡ʃə,lɪɹɪks,kɒntɹakt,kɒkteɪl","kɒntɹakt,ɹɪlaks,wɒlɹəs,ɡɹandfɑðə,ɡɹandmʌðə,ɡɹas,ɒstɹɪt͡ʃ,hʌndɹɪd,dɹaɪ,lɪɹɪks","kʌvə,kɑ,ɡaɹɪd͡ʒ,fɜ,fɜ,ɡɹavɪti,wɒʃ,kʌlt͡ʃə,valɪ,ɡɹandfɑðə",,,"kɒf,kɒfi,kɔ,dɹɪŋk,kɔz,kɑ,ɡus,kɔt,fɪks,lɪɹɪks",,"ɡɪv,kɜvd,ɡɪft,kɔz,ɡus,ɡɛs,kɪŋ,kɪl,kɒf,kɑ","dɹɪŋk,hʌndɹɪd,wɪnd,hʌŋɡɹi,sɛnd,hɜt,fʌnd,kɒntɹakt,dwɔf,ɡɹaʊnd","dɹɪŋk,kɒntɹakt,aŋɡɹi,ɐfɛkt,ɡɹas,pɜfɛkt,dɪsɛnd,hʌŋɡɹi,fɪzɪks,wɪnd","kamfətɹi,kɑ,kɒntɹakt,kɒfi,kɑt,kat͡ʃ,kʌvə,kɑd,kɒnt͡ʃ,kʌntɹi","wɪð,wɪnd,kɜvd,kɔz,ɡɪv,kɒf,dwɔf,wɪn,wɒʃ,fɜ","k 18%, ɪ 17%, ɹ 10%, a 9%, t 9%, s 8%, n 8%, l 8%, ə 8%, d 7%"
ɻ,,,,,,,,,,,,,,,,,,,,"tuθ,tul,ɹul,lus,bluz,ɹuf,luz,luz,bim,sut","ɹul,tul,luz,luz,ɹulə,blakhəʊl,ɹəʊl,lus,lik,əʊld","tul,laɪk,laɪk,blakhəʊl,pik,ɹul,luz,luz,lus,laɪt",,"l 20%, ə 13%, t 11%, i 11%, u 10%, ɪ 9%, ʊ 8%, s 7%, k 6%, a 6%"
ʊŋ,,"bɹeɪv,ɛvɪdəns,paʊdə,təɡɛðə,wiv,weɪv,ɡɪv,pɪvət,bɹið,nɛɡətɪv","pɹɪns,pɹɪnsɛs,pleɪs,ɪmpʌls,pɹɛfɹəns,pas,haɪɐsɪnθ,bɛnt͡ʃ,ɪnsɛns,ɛkspɛnsɪv","ɛkspiəɹɪəns,pɹɪns,pleɪs,pleɪn,pleɪn,saiəns,haɪɐsɪnθ,pas,pəfɔməns,pɹɛfɹəns","wiv,ɡɪv,təɡɛðə,pɪvət,liv,liv,weɪv,nɛɡətɪv,pil,lɛvəl",,"təɡɛðə,ɹɪvə,ɡɪv,kʌvə,lɪvə,wɪð,bad,dɛzət,junɪvɜs,az",,,"lɛnz,tɹɛmbəl,labəɹɪnθ,lɛnd,ɹeɪnbəʊ,tɹampəlin,ɹɛnt,tɹansleɪt,ɹɛd,swɛt","ɪmpʌls,ɪnsɛns,pɹɪns,sɪns,ɪnsaɪd,mʌnθ,pɹɪnsɛs,ɛvɪdəns,t͡ʃans,dɛns","sɪns,pɹɪns,ɪnsɛns,pants,hapi,lɛnz,hat,dɛns,t͡ʃans,fɛns","ɹɪlis,ɹɪspɒnsəbɪlɪti,labəɹɪnθ,lɪli,pɹɪnsɛs,ɹɪspɒnsɪbəl,mʌlbəɹitɹi,ɛlɪveɪtə,ɪnhɛɹɪt,leɪzi","sɪns,dɛns,dans,ɹɛnt,pɹɪns,dɛnsɪti,pɹɪnsɛs,labəɹɪnθ,pɹɪnt,bɹant͡ʃ",,,"mʌlbəɹitɹi,bʌbəl,pəlismən,stɹɔbəɹi,pjupəl,θɹʌʃbɜd,mʌðəɹɪnlɔ,palɪs,pəlut,fɑðəɹɪnlɔ",,"ɛvɪdəns,təɡɛðə,pɪvət,ɡɪv,ɪmpʌls,hɪbɪskəs,kənsɪdə,kʌvə,pɹɪns,kəmpjutə",,"pɹɪnsɛs,pɹɪnt,teɪbəltɛnɪs,pɹɪns,sɪmɛnt,dɛns,ɪmpʌls,tɛnɪs,dɛntɪst,dɹɪŋk","pɹɪnsɛs,pɹɪns,teɪbəltɛnɪs,pɹɪnt,pɹɛzɪdənt,bɛnt͡ʃ,labəɹɪnθ,pɹɪpeə,sɪmɛnt,kəʊɪnsɪdəns",,"ɪ 18%, n 13%, ə 13%, s 11%, l 9%, t 9%, ɹ 8%, p 8%, a 6%, ɛ 6%"
∅,,,,,,,,,,,,,,,,,,,"tiə,diteɪl,ʌniən,tim,baθɹum,d͡ʒun,steə,θɔn,ɡeɪm,ɒn",,,,,"ə 19%, n 13%, ɪ 12%, t 11%, e 11%, i 10%, d 9%, ɹ 6%, k 5%, m 5%"
,"ɪ 19%, n 15%, t 10%, ə 10%, k 8%, p 8%, ɹ 8%, b 8%, l 7%, ʊ 7%","ə 21%, ɪ 12%, v 11%, l 11%, b 9%, n 8%, t 7%, s 7%, p 7%, i 7%","ɪ 13%, k 13%, ə 12%, s 11%, t 11%, l 9%, p 9%, a 8%, n 8%, ɹ 7%",,"ə 22%, ɪ 12%, l 11%, i 10%, n 9%, t 8%, k 8%, s 8%, ɹ 7%, a 5%","ə 14%, ɪ 12%, n 12%, s 11%, t 11%, a 10%, d 8%, m 7%, p 7%, b 7%","ə 19%, ɪ 14%, n 11%, a 10%, l 10%, t 8%, d 7%, ʊ 7%, ɹ 7%, m 6%","t 14%, ɪ 14%, ə 14%, s 10%, l 10%, p 10%, a 7%, n 7%, k 7%, ɹ 6%",,"ə 16%, ɪ 12%, l 11%, ɹ 11%, n 11%, t 10%, a 10%, s 8%, d 6%, i 5%","ɪ 17%, ə 13%, t 11%, k 11%, l 9%, s 9%, n 8%, a 7%, ɹ 7%, p 6%",,"ɪ 18%, l 11%, ə 11%, t 11%, s 10%, ɹ 9%, n 9%, a 9%, d 6%, k 6%",,"ɪ 18%, ə 15%, n 12%, s 10%, t 9%, l 9%, k 8%, ɹ 7%, d 6%, m 5%",,"ə 15%, ɪ 12%, l 12%, t 11%, k 10%, n 10%, a 9%, s 8%, ɹ 8%, p 6%","ə 15%, ɪ 15%, n 14%, m 10%, s 9%, a 9%, t 8%, l 8%, i 7%, ɹ 6%","ə 19%, ɪ 14%, n 12%, k 11%, t 10%, d 8%, l 7%, i 7%, s 7%, a 6%","ə 14%, n 13%, t 13%, ɪ 11%, ɹ 10%, s 9%, l 9%, k 8%, a 7%, d 7%","ɪ 15%, t 13%, ə 11%, s 11%, ɹ 9%, n 9%, l 9%, k 8%, d 7%, a 7%",,"ɪ 18%, ə 14%, n 12%, s 10%, t 9%, a 9%, l 8%, d 7%, k 7%, m 7%"
